business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"buntarejo.rt1.rw4, Buntarejo, Kadokan, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","{'location': {'lat': -7.595849399999999, 'lng': 110.8273942}, 'viewport': {'northeast': {'lat': -7.594464070107277, 'lng': 110.8287530298927}, 'southwest': {'lat': -7.597163729892721, 'lng': 110.8260533701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KyAsmorO,ChIJd-lKjvwXei4RUJ30FN2JAgA,"{'compound_code': 'CR3G+MX Kadokan, Sukoharjo Regency, Central Java, Indonesia', 'global_code': '6P4GCR3G+MX'}",0.0,ChIJd-lKjvwXei4RUJ30FN2JAgA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJd-lKjvwXei4RUJ30FN2JAgA
OPERATIONAL,"CR2F+RQC, Jl. Kana, Dusun I, Grogol, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","{'location': {'lat': -7.597936100000001, 'lng': 110.8243989}, 'viewport': {'northeast': {'lat': -7.596604120107277, 'lng': 110.8257447298927}, 'southwest': {'lat': -7.599303779892721, 'lng': 110.8230450701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,bu ratih,ChIJ2VtZJQAXei4R9L4ih8e007Q,,0.0,ChIJ2VtZJQAXei4R9L4ih8e007Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2VtZJQAXei4R9L4ih8e007Q
OPERATIONAL,"9R94+76P, Singkil, Pondok, Grogol, Sukoharjo Regency, Central Java, Indonesia","{'location': {'lat': -7.631781899999999, 'lng': 110.8055627}, 'viewport': {'northeast': {'lat': -7.630270020107279, 'lng': 110.8068335798927}, 'southwest': {'lat': -7.632969679892723, 'lng': 110.8041339201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rawa Singkil sukoharjo,ChIJZWLLWwM_ei4RHQK3fC0uW2w,,0.0,ChIJZWLLWwM_ei4RHQK3fC0uW2w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZWLLWwM_ei4RHQK3fC0uW2w
OPERATIONAL,"Dusun IV, Langenharjo, Grogol, Sukoharjo Regency, Central Java 57556, Indonesia","{'location': {'lat': -7.614816599999999, 'lng': 110.8000223}, 'viewport': {'northeast': {'lat': -7.613556970107276, 'lng': 110.8015541798927}, 'southwest': {'lat': -7.61625662989272, 'lng': 110.7988545201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pancingan MeLi,ChIJAXbcd5A_ei4R_EHE4USOEks,"{'compound_code': '9RP2+32 Langenharjo, Sukoharjo Regency, Central Java, Indonesia', 'global_code': '6P4G9RP2+32'}",4.5,ChIJAXbcd5A_ei4R_EHE4USOEks,"['tourist_attraction', 'point_of_interest', 'establishment']",6,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107180547631458316366"">A Google User</a>'], 'photo_reference': 'AUGGfZms2Og4sGyAt69jDWPXI8t7FCxmAWyQ4CauX-lEAtGe8TB5HZzSVjtOEX2d3nRMpqfXugMnmHrETrsQnppzSZnohkOA1vVnwspyq8EXnNA8RZVbaKHiI8fK1RSYWxytM3dFKVQn9wC2yLKWCS-DWus6GZD9bob7dgEUUJnQbtbVLgYD', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJAXbcd5A_ei4R_EHE4USOEks
OPERATIONAL,"9RP9+G6C, Jl. Priyambada, RT.03/RW.01, Dusun II, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","{'location': {'lat': -7.613837900000001, 'lng': 110.8184568}, 'viewport': {'northeast': {'lat': -7.61244767010728, 'lng': 110.8195643798927}, 'southwest': {'lat': -7.615147329892724, 'lng': 110.8168647201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat mancing,ChIJA6s59489ei4RxjgXxnOVYnM,,0.0,ChIJA6s59489ei4RxjgXxnOVYnM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJA6s59489ei4RxjgXxnOVYnM
OPERATIONAL,"TegalSari Rt04 Rw05, Dusun IV, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","{'location': {'lat': -7.6159298, 'lng': 110.8066767}, 'viewport': {'northeast': {'lat': -7.614579970107278, 'lng': 110.8080265298927}, 'southwest': {'lat': -7.617279629892722, 'lng': 110.8053268701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Usaha,ChIJzVy6tIc_ei4RkMDRihX0V-w,"{'compound_code': '9RM4+JM Langenharjo, Sukoharjo Regency, Central Java, Indonesia', 'global_code': '6P4G9RM4+JM'}",0.0,ChIJzVy6tIc_ei4RkMDRihX0V-w,"['travel_agency', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzVy6tIc_ei4RkMDRihX0V-w
OPERATIONAL,"Gg. 3, Sawah, Kadokan, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","{'location': {'lat': -7.5978088, 'lng': 110.83287}, 'viewport': {'northeast': {'lat': -7.596028670107278, 'lng': 110.8337310298927}, 'southwest': {'lat': -7.598728329892722, 'lng': 110.8310313701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Mancing LISANG SAKTI,ChIJlYZzoRAXei4RsOjkhPFqPIY,"{'compound_code': 'CR2M+V4 Kadokan, Sukoharjo Regency, Central Java, Indonesia', 'global_code': '6P4GCR2M+V4'}",4.5,ChIJlYZzoRAXei4RsOjkhPFqPIY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109047672884392113400"">A Google User</a>'], 'photo_reference': 'AUGGfZmPJ7-byJekiRvn_Mrh0gxfcbZk-zk64wBaJO1GFYMoWjdHl5BsO2yawYR2HvUG7Y8zykwqK_XLnqZRxk58sNYFW1qVwzgWNVWYtZo5j5LoGUofjzZLkjr5Y4tVJzf-LpZquaQneO19IrlxUH2_AFnNXo35NDxB4zNGFMahmYPLiKYr', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJlYZzoRAXei4RsOjkhPFqPIY
OPERATIONAL,"9RR6+HFG, Dusun III, Langenharjo, Grogol, Sukoharjo Regency, Central Java 57552, Indonesia","{'location': {'lat': -7.608573000000001, 'lng': 110.811196}, 'viewport': {'northeast': {'lat': -7.607276370107279, 'lng': 110.8125606298927}, 'southwest': {'lat': -7.609976029892723, 'lng': 110.8098609701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patung Pandawa Lima,ChIJt5vYyAEWei4R6C1yBstPzXs,,4.4,ChIJt5vYyAEWei4R6C1yBstPzXs,"['tourist_attraction', 'point_of_interest', 'establishment']",1200,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104663600070256917171"">Tonny Yohannes</a>'], 'photo_reference': 'AUGGfZmWpr0i_CrRzNKUdh0YUiVhClyw18qOiWNw51QrUmuZzCJJCt5kQnYMHQ7JbTg8VblqrS_xk70LlvzrhM9X7X_rUcNyDLX-rNAQUOQ79MRn0Zzjv6V72T6PUPkLj2Oa1_iOrHLooIR4EN9xF0axe4UTpJ8ftknogY1MUu7zd1CpTjnB', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJt5vYyAEWei4R6C1yBstPzXs
CLOSED_TEMPORARILY,"9QHV+7MP, Pd. I, Pondok, Grogol, Sukoharjo Regency, Central Java, Indonesia","{'location': {'lat': -7.6217942, 'lng': 110.7942078}, 'viewport': {'northeast': {'lat': -7.620545120107277, 'lng': 110.7955099798927}, 'southwest': {'lat': -7.623244779892721, 'lng': 110.7928103201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Endry Sulistyowati,ChIJXwZiElk_ei4R00ZqYJxNO1c,,5.0,ChIJXwZiElk_ei4R00ZqYJxNO1c,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,True,https://www.google.com/maps/place/?q=place_id:ChIJXwZiElk_ei4R00ZqYJxNO1c
CLOSED_TEMPORARILY,"RT.01/RW.01 padakan, Pd. I, Pondok, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","{'location': {'lat': -7.617188800000001, 'lng': 110.8005695}, 'viewport': {'northeast': {'lat': -7.615803120107278, 'lng': 110.8019323798927}, 'southwest': {'lat': -7.618502779892722, 'lng': 110.7992327201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,yyyy,ChIJN9e5U1g_ei4RS1SCxeEAX2U,"{'compound_code': '9RM2+46 Pondok, Sukoharjo Regency, Central Java, Indonesia', 'global_code': '6P4G9RM2+46'}",5.0,ChIJN9e5U1g_ei4RS1SCxeEAX2U,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,True,https://www.google.com/maps/place/?q=place_id:ChIJN9e5U1g_ei4RS1SCxeEAX2U
