business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,permanently_closed,url
OPERATIONAL,"QM4J+3C, Pekan Labuhan, Medan Labuhan, Medan City, North Sumatra 20414, Indonesia","{'location': {'lat': 3.7551561, 'lng': 98.68102549999999}, 'viewport': {'northeast': {'lat': 3.756506479892721, 'lng': 98.68215532989272}, 'southwest': {'lat': 3.753806820107278, 'lng': 98.67945567010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah wak zam,ChIJPdttT3vNNjARWXbYo0MFpwo,0.0,ChIJPdttT3vNNjARWXbYo0MFpwo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPdttT3vNNjARWXbYo0MFpwo
OPERATIONAL,"Jl. Ps. Lama Lingkungan No.29, Pekan Labuhan, Kec. Medan Labuhan, Kota Medan, Sumatera Utara 20414, Indonesia","{'location': {'lat': 3.7538969, 'lng': 98.6780172}, 'viewport': {'northeast': {'lat': 3.755284779892722, 'lng': 98.67934507989273}, 'southwest': {'lat': 3.752585120107278, 'lng': 98.67664542010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pancing wak jimer,ChIJXdUORADNNjARnTbGVTezKLc,0.0,ChIJXdUORADNNjARnTbGVTezKLc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'QM3H+H6 Pekan Labuhan, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWQM3H+H6'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJXdUORADNNjARnTbGVTezKLc
OPERATIONAL,"Jl. KL. Yos Sudarso No.KM.19, RW.No.6, Pekan Labuhan, Kec. Medan Labuhan, Kota Medan, Sumatera Utara 20411, Indonesia","{'location': {'lat': 3.7516073, 'lng': 98.67496539999999}, 'viewport': {'northeast': {'lat': 3.752958179892722, 'lng': 98.67631332989272}, 'southwest': {'lat': 3.750258520107278, 'lng': 98.67361367010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RDT HOME,ChIJd3fRVwDNNjARoMuBm9fiZmM,0.0,ChIJd3fRVwDNNjARoMuBm9fiZmM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'QM2F+JX Pekan Labuhan, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWQM2F+JX'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJd3fRVwDNNjARoMuBm9fiZmM
OPERATIONAL,"PMPC+8XC, Gg. Bali, Labuhan Deli, Kec. Medan Marelan, Kota Medan, Sumatera Utara 20253, Indonesia","{'location': {'lat': 3.735822599999999, 'lng': 98.6723956}, 'viewport': {'northeast': {'lat': 3.737203929892722, 'lng': 98.67374657989272}, 'southwest': {'lat': 3.734504270107278, 'lng': 98.67104692010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Medan,ChIJSzwtbADNNjAR_76pHckis8k,0.0,ChIJSzwtbADNNjAR_76pHckis8k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSzwtbADNNjAR_76pHckis8k
OPERATIONAL,"Pekan Labuhan, Medan Labuhan, Medan City, North Sumatra, Indonesia","{'location': {'lat': 3.754702, 'lng': 98.6809286}, 'viewport': {'northeast': {'lat': 3.756061929892722, 'lng': 98.68209092989272}, 'southwest': {'lat': 3.753362270107278, 'lng': 98.67939127010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pancing atok jimer,ChIJO6hdYADNNjAR3bPiUzeIkdc,5.0,ChIJO6hdYADNNjAR3bPiUzeIkdc,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"{'compound_code': 'QM3J+V9 Pekan Labuhan, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWQM3J+V9'}","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114949911478269012209"">A Google User</a>'], 'photo_reference': 'AUGGfZmuQ8tfSOEqJosVhytquDBdOqaTby8Mf0MuZYiz6RL46gQbty6KfAFvAtJlg68Wc5lspKWpX65We7q2yz443ytJRh0CnKnqNHEW9zGITXVE9O-wuGgpe5JhKP5hbll1aUYwCK_Cs8NaSOCJY1kFSbScZCG1C92mniofgeYiNwMiUoyg', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJO6hdYADNNjAR3bPiUzeIkdc
OPERATIONAL,"dinas perikanan, Blok j, Nelayan Indah, Kec. Medan Labuhan, Kota Medan, Sumatera Utara, Indonesia","{'location': {'lat': 3.7487186, 'lng': 98.6912523}, 'viewport': {'northeast': {'lat': 3.750050729892721, 'lng': 98.69263522989273}, 'southwest': {'lat': 3.747351070107277, 'lng': 98.68993557010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pancing yopi perikanan,ChIJw4-6BwDNNjARTvcRRvcnM04,0.0,ChIJw4-6BwDNNjARTvcRRvcnM04,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'PMXR+FF Nelayan Indah, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWPMXR+FF'}","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102269345384446039342"">A Google User</a>'], 'photo_reference': 'AUGGfZnb9Kma3H69GnaQiY-0G68OXOwd31eYSxYios9n4RivtNHDVMFJIObut-VoNDevZQ7cEVbEslYf0M3AD8hN5k2IJYriBcQ92kJb1Gcce0UFepLahvhSwXsCHpTxRV6veO1T_9eRsHFsS7EH1kuDNdsiVzu0FguNC8CnQz7jLYkwah5_', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJw4-6BwDNNjARTvcRRvcnM04
OPERATIONAL,"Belmera Toll Rd, Martubung, Medan Labuhan, Medan City, North Sumatra 20252, Indonesia","{'location': {'lat': 3.7017967, 'lng': 98.68193}, 'viewport': {'northeast': {'lat': 3.703296779892723, 'lng': 98.68335952989271}, 'southwest': {'lat': 3.700597120107278, 'lng': 98.68065987010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pancing Borsac,ChIJnXHBm8HNNjARphNJ8vSnwA4,3.0,ChIJnXHBm8HNNjARphNJ8vSnwA4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'PM2J+PQ Martubung, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWPM2J+PQ'}","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100696146999259780078"">A Google User</a>'], 'photo_reference': 'AUGGfZlqkvFwVR7P6Hj0n4ACbAj0dn8m6A-jJJ1Y_dMf7wY9_mc684hBErEQ9bZQ4X0lo1dG0fSm1UhYZcKEZSaloUXhMweZGaJ0xFAnoB0vbydb1hj9t-O1uwrEbw_tfgGdvcFT4zt4aLu2_xM0fWChil4HyjHrI6PZHGJjtE9JGwMF2RCh', 'width': 1844}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJnXHBm8HNNjARphNJ8vSnwA4
OPERATIONAL,"Jl. Tangguk Raya No.21, Besar, Kec. Medan Labuhan, Kota Medan, Sumatera Utara 20251, Indonesia","{'location': {'lat': 3.6958519, 'lng': 98.69347929999999}, 'viewport': {'northeast': {'lat': 3.696750379892722, 'lng': 98.69449967989271}, 'southwest': {'lat': 3.694050720107278, 'lng': 98.69180002010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Martubung,ChIJpy_8-C4zMTARr62ec5MRWyE,3.5,ChIJpy_8-C4zMTARr62ec5MRWyE,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"{'compound_code': 'MMWV+89 Besar, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWMMWV+89'}","[{'height': 996, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108408234547251742485"">A Google User</a>'], 'photo_reference': 'AUGGfZkMGM4-_TUJ20tGMjsF5ORloiQFyq1RmI99oTe6RwP_wEkf0g-Pcx8lXT8TVjglY1uiEaqceYrwTG6o0-UmVkNLC2by8hCFo0AP4gAt-Z-6fod4EN-S5m53GQX5aczjUmdPzJ13wvfMnkqfOs_pwH5M4OP09pEvfKiBl8SK6jbj2thy', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJpy_8-C4zMTARr62ec5MRWyE
OPERATIONAL,"Jl. Ps. Nippon No.Ujung, Paya Pasir, Kec. Medan Marelan, Kota Medan, Sumatera Utara 20252, Indonesia","{'location': {'lat': 3.7266473, 'lng': 98.6631891}, 'viewport': {'northeast': {'lat': 3.728067379892721, 'lng': 98.66464262989271}, 'southwest': {'lat': 3.725367720107277, 'lng': 98.66194297010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Siombak,ChIJ935f953SNjARYn9Wo-1ZxvE,4.0,ChIJ935f953SNjARYn9Wo-1ZxvE,"['tourist_attraction', 'point_of_interest', 'establishment']",1286,"{'compound_code': 'PMG7+M7 Paya Pasir, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWPMG7+M7'}","[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103507461948915244138"">Andri Jasman Daulay</a>'], 'photo_reference': 'AUGGfZk-j2pvA5S_ptE__swFMh-5r-7O5TMKRfeqjsod_a4_J_-qF0aUqsc91M-FvyqZbsoOHfw2o55o03x4uBmpeV8gFokADZNoA0QQxxRAs4XZL47W8zXxlcQ4uPb5ekKlq4XLk8n81oYApL9BTtiKQ5O80HXoCW--IWhWsGsfQlKSyxYe', 'width': 2048}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ935f953SNjARYn9Wo-1ZxvE
OPERATIONAL,"Jl. Young Panah Hijau Gg. Berlian Lk.V, Labuhan Deli, Kec. Medan Marelan, Kota Medan, Sumatera Utara 20254, Indonesia","{'location': {'lat': 3.737200799999999, 'lng': 98.6705252}, 'viewport': {'northeast': {'lat': 3.738486179892722, 'lng': 98.67204247989271}, 'southwest': {'lat': 3.735786520107278, 'lng': 98.66934282010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kerambah Polisi kerang,ChIJb1RuofHNNjAR_RRGDoDszKU,0.0,ChIJb1RuofHNNjAR_RRGDoDszKU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'PMPC+V6 Labuhan Deli, Medan City, North Sumatra, Indonesia', 'global_code': '6MMWPMPC+V6'}","[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105755027844533189045"">A Google User</a>'], 'photo_reference': 'AUGGfZku64hmqZrUibQLab1GQvlWlTSquErBzKRIX6q2P8gKoUnVbOSwxiG2xpqtoHOubmFgBfv9I5NRwy0OLCf3TSSvakOduK84zPes24rii5PLFs6r48ix2Kky2AFqZxHx7WxAOXURDjEpgzzLbMsVWmgkF_sXdcfNGNdhVH4e36E34p3K', 'width': 3456}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJb1RuofHNNjAR_RRGDoDszKU
