business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,url
OPERATIONAL,"North Tanjung Raja, Tanjung Raja, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3385571, 'lng': 104.7745091}, 'viewport': {'northeast': {'lat': -3.337213070107278, 'lng': 104.7757539798927}, 'southwest': {'lat': -3.339912729892722, 'lng': 104.7730543201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjungraja,ChIJiYQvIgDtOy4RA7B8uGOZKsE,"{'compound_code': 'MQ6F+HR Pinang I River, Ogan Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P86MQ6F+HR'}",0.0,ChIJiYQvIgDtOy4RA7B8uGOZKsE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJiYQvIgDtOy4RA7B8uGOZKsE
OPERATIONAL,"MQ7G+CCP, North Tanjung Raja, Tanjung Raja, Ogan Ilir Regency, South Sumatra 30661, Indonesia","{'location': {'lat': -3.3364163, 'lng': 104.776024}, 'viewport': {'northeast': {'lat': -3.335062370107277, 'lng': 104.7774540298927}, 'southwest': {'lat': -3.337762029892722, 'lng': 104.7747543701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Warna Warni Tanjung Raja,ChIJvYX5rvLsOy4RDgSTgJIzyMg,,3.9,ChIJvYX5rvLsOy4RDgSTgJIzyMg,"['tourist_attraction', 'point_of_interest', 'establishment']",11,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117040926551224132919"">Sayudin udin</a>'], 'photo_reference': 'AUGGfZk4pfYNsdMLmKWHYdep8v_a_CVSkE104Vl8xV-JD67z6wcAN_eFbmJxLDDph4SWFjynsS8sxXNFLultgMRWh9LEGUXBYdd6NOyErRPm-1C0v3d3FueGV2Mwe-kCmLt22wDYYeP3bAfXyjnaOOE1I0ldYCsfz68JQGysVvPVrwlqmbXb', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJvYX5rvLsOy4RDgSTgJIzyMg
OPERATIONAL,"JQF4+W7R, Tanjung Temiang, Tanjung Raja, Ogan Ilir Regency, South Sumatra 30866, Indonesia","{'location': {'lat': -3.377731, 'lng': 104.755341}, 'viewport': {'northeast': {'lat': -3.375941420107278, 'lng': 104.7562499798927}, 'southwest': {'lat': -3.378641079892723, 'lng': 104.7535503201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pemancingqn Beriang Fun fishing,ChIJiSkxGmjtOy4RU2NFaQP8h94,,5.0,ChIJiSkxGmjtOy4RU2NFaQP8h94,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{},,https://www.google.com/maps/place/?q=place_id:ChIJiSkxGmjtOy4RU2NFaQP8h94
OPERATIONAL,"JQ55+X5M, Tanjung Temiang, Tanjung Raja, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3900329, 'lng': 104.7579278}, 'viewport': {'northeast': {'lat': -3.388683070107278, 'lng': 104.7592776298927}, 'southwest': {'lat': -3.391382729892722, 'lng': 104.7565779701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung temiang,ChIJ0_apUZPvOy4RB72iAtGPCeU,,0.0,ChIJ0_apUZPvOy4RB72iAtGPCeU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112940860797758344997"">A Google User</a>'], 'photo_reference': 'AUGGfZny4otAOPJS_GpgVV-SSH_WaoADNLj70c8WuhGrJJSXZE9bxB3h9xKagq7YIapoPq1u1MlbmjXacmX5Ku7FM20GNRFUHD1Os2iXo2w8WQmmxPjhgT0edr9nKT-d9Gxq9Dg0aAexX2nMUDP_P2fcjAbdDC2u5YVqqaSCN1LpZzZYuAI5', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ0_apUZPvOy4RB72iAtGPCeU
OPERATIONAL,"JQMG+67F, Unnamed Road, Seri Dalam, Kec. Tj. Raja, Kabupaten Ogan Ilir, Sumatera Selatan 30661, Indonesia","{'location': {'lat': -3.3669362, 'lng': 104.7756699}, 'viewport': {'northeast': {'lat': -3.365751620107278, 'lng': 104.7765942798927}, 'southwest': {'lat': -3.368451279892723, 'lng': 104.7738946201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai SeriDa,ChIJZz8YL3jtOy4RgnTWtKCsmVE,,5.0,ChIJZz8YL3jtOy4RgnTWtKCsmVE,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2384, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113351978141499909260"">M.BUDI IRAWAN</a>'], 'photo_reference': 'AUGGfZmtqmjGz73B2wITgNIvAKmYXDIIhsVGs__MI6xtEVgd0Ahr3TxIdLjlqanv_e-bAx2r1SmlWauc3QaUAoZ5TF3gpiDG7UANZXBgNKs3sbkXjXhUkzlNy1WV0ZPnJOTi7ytv0hAKwrRVGmNfvjtTet8ngvbH_EJbtpiqTVklZkQOsUlO', 'width': 5216}]",,,https://www.google.com/maps/place/?q=place_id:ChIJZz8YL3jtOy4RgnTWtKCsmVE
OPERATIONAL,"Jl. Belanti, Belanti, Kec. Tj. Raja, Kabupaten Ogan Ilir, Sumatera Selatan 30661, Indonesia","{'location': {'lat': -3.3427634, 'lng': 104.7435323}, 'viewport': {'northeast': {'lat': -3.341466620107278, 'lng': 104.7448867798927}, 'southwest': {'lat': -3.344166279892722, 'lng': 104.7421871201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun lebak panjang nyai Napisa,ChIJfQs2U23rOy4REDpSgUUS07Y,"{'compound_code': 'MP4V+VC Belanti, Ogan Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P86MP4V+VC'}",4.0,ChIJfQs2U23rOy4REDpSgUUS07Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102162854706356081953"">Ardy Di</a>'], 'photo_reference': 'AUGGfZmzy38XiCe2ogyholWZhvPaidJa-U2ezvOsn33Bc7Tgsko1Po-1Tb_bKl98pDShPEumEpoiAhM92Jyxa3BNRgVgEQjLSoI2ew1R47Ali0tGJKOQq4FkCG0kwc5Mai_MB13dxQYkWyrh4AIPjxx4WTKSg0k03N_M8WiYDTKaqnS2G9TC', 'width': 2176}]",,,https://www.google.com/maps/place/?q=place_id:ChIJfQs2U23rOy4REDpSgUUS07Y
OPERATIONAL,"MPQV+XM, Suka Pindah, Tanjung Raja, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.31005, 'lng': 104.744177}, 'viewport': {'northeast': {'lat': -3.308700170107278, 'lng': 104.7455268298927}, 'southwest': {'lat': -3.311399829892722, 'lng': 104.7428271701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebon Montong,ChIJvdzcTADrOy4RxQ-N_2qG-kw,,0.0,ChIJvdzcTADrOy4RxQ-N_2qG-kw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJvdzcTADrOy4RxQ-N_2qG-kw
OPERATIONAL,"MP7R+95F, Siring Alam, Tanjung Raja, Ogan Ilir Regency, South Sumatra 30661, Indonesia","{'location': {'lat': -3.3365561, 'lng': 104.7404269}, 'viewport': {'northeast': {'lat': -3.33586525, 'lng': 104.7420448798927}, 'southwest': {'lat': -3.33862865, 'lng': 104.7393452201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pinggiran sungai ogan tanjung raja selatan,ChIJewlX1JPrOy4R1pQa9X_COqs,,0.0,ChIJewlX1JPrOy4R1pQa9X_COqs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJewlX1JPrOy4R1pQa9X_COqs
OPERATIONAL,"JPWF+7G, Siring Alam, Tanjung Raja, Ogan Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3543434, 'lng': 104.7237664}, 'viewport': {'northeast': {'lat': -3.352993570107277, 'lng': 104.7251162298927}, 'southwest': {'lat': -3.355693229892722, 'lng': 104.7224165701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebak Sepangku Desa Siring Alam,ChIJ334UFjjrOy4Re0Hb2jDMPxY,,3.0,ChIJ334UFjjrOy4Re0Hb2jDMPxY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117538935952446142185"">Muhamad Syolihin</a>'], 'photo_reference': 'AUGGfZlsuTWhA1ypS9v0Ob4mkNC-iai57B7ebpnc56UTgZJ5vaLiIcVG4vfG26Vr6GE9ysnGeikwRgZUKMAR2lSvoUtyf8xAHE9qN7-IFVtS7MJGNpYKyQ-UOA_S0znYqn0FN5T8XU_9fB5SaEM8wQQER0Ymd3yWSBtfd9Xbn2OKzwnoAx99', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ334UFjjrOy4Re0Hb2jDMPxY
OPERATIONAL,"FVH2+589, Menang Raya, Pedamaran, Ogan Komering Ilir Regency, South Sumatra 30657, Indonesia","{'location': {'lat': -3.5220917, 'lng': 104.8508482}, 'viewport': {'northeast': {'lat': -3.521399120107277, 'lng': 104.8526914}, 'southwest': {'lat': -3.524098779892722, 'lng': 104.8453186}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Suaka Perikanan Danau Teluk Rasau,ChIJ9UWbDzP7Oy4Rp3WOHNENyOs,,4.1,ChIJ9UWbDzP7Oy4Rp3WOHNENyOs,"['tourist_attraction', 'point_of_interest', 'establishment']",18,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106470127977921610366"">A Google User</a>'], 'photo_reference': 'AUGGfZnxsMXOTQmV0Pwd-7wszQiYObAoCC76dcdMU2k7qY_yy8b9IKR3wG-PjHJNgQZe9OeiAJdUq-xloLwf8o5H_X0xzxPgvS079JKmMo1lvPlLshFdarWPmOs2skwMssL5TrUYoO4e-etPPcaWGPYdaLfrQi0Pvwhj9fvjB_ueAfv8f0du', 'width': 1040}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ9UWbDzP7Oy4Rp3WOHNENyOs
