business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"2F8H+R4C, Syewa/Mirare, Wapoga, Waropen Regency, Papua, Indonesia","{'location': {'lat': -2.9829392, 'lng': 136.4777687}, 'viewport': {'northeast': {'lat': -2.981589370107277, 'lng': 136.4791185298927}, 'southwest': {'lat': -2.984289029892722, 'lng': 136.4764188701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tribe BAUZI,ChIJXWvYXdA_GWgRqFsd594VKT8,0.0,ChIJXWvYXdA_GWgRqFsd594VKT8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJXWvYXdA_GWgRqFsd594VKT8
,"Biandoga, Intan Jaya Regency, Papua, Indonesia","{'location': {'lat': -3.3780867, 'lng': 136.5933382}, 'viewport': {'northeast': {'lat': -2.908206, 'lng': 136.827984}, 'southwest': {'lat': -3.6649011, 'lng': 136.296097}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Biandoga,ChIJVVLI0lfmGGgRjXHK85qldhE,,ChIJVVLI0lfmGGgRjXHK85qldhE,"['administrative_area_level_3', 'political']",,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103442085974689592760"">dance yumai Yumai</a>'], 'photo_reference': 'AUGGfZmd0sTYPQt7MGm8Vv4LYl8rgcUiUWIBRL55GQ8YI6T9l5RQvIN43E2jB7eCXCyj3PZp8pFrkEymME8QePtAKFdFctjcdL5gw6U3UxHAzV02IsyfONiW1vdI8h9mDhi26VINNZo-m3Q7oyN76fy_0qyZK6HRKf-tQ_dem9XuGs1CkK_x', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJVVLI0lfmGGgRjXHK85qldhE
OPERATIONAL,"4FM6+H6F, Kampung OGEIDA, Distrik Ekadide, Kabupaten Paniai, Papua, Indonesia","{'location': {'lat': -3.8660649, 'lng': 136.4605516}, 'viewport': {'northeast': {'lat': -3.864714370107278, 'lng': 136.4619059798927}, 'southwest': {'lat': -3.867414029892722, 'lng': 136.4592063201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAMPUNG OGEIDA,ChIJmUXg0C0VImgRojRE4CVuB7I,5.0,ChIJmUXg0C0VImgRojRE4CVuB7I,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJmUXg0C0VImgRojRE4CVuB7I
OPERATIONAL,"47V6+PR, Syewa/Mirare, Wapoga, Waropen Regency, Papua, Indonesia","{'location': {'lat': -2.8556917, 'lng': 136.2621056}, 'viewport': {'northeast': {'lat': -2.854341870107278, 'lng': 136.2634554298927}, 'southwest': {'lat': -2.857041529892723, 'lng': 136.2607557701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yali Camp,ChIJ2dBfCQBNGWgR0eC_93eBNXk,0.0,ChIJ2dBfCQBNGWgR0eC_93eBNXk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2dBfCQBNGWgR0eC_93eBNXk
OPERATIONAL,"39GC+C4R, Enarotali, Kogekotu, Paniai Regency, Papua 98726, Indonesia","{'location': {'lat': -3.923886, 'lng': 136.3702558}, 'viewport': {'northeast': {'lat': -3.922714120107277, 'lng': 136.3734448}, 'southwest': {'lat': -3.925413779892721, 'lng': 136.3691928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bobaigo,ChIJvU_Dj_49ImgRsEhda9eiwYY,4.0,ChIJvU_Dj_49ImgRsEhda9eiwYY,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,"[{'height': 2398, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102401185008739626130"">Andri Wirawan</a>'], 'photo_reference': 'AUGGfZnNMzZ-gxkEfMUxcpc7MRoaa6ek_vCCX-UqnCSX86-LkVxmvhYhtmYMp0tg0YQcXYSl4iFQ5tlZBA9fkcPSSTkIxjn7d3FA-0SMOPEy2dKBZLnDqrCbv9OEpbjUDc-zIgeYEQayWWjzoc3DahTBFvYS8e5itLyPdfmiG8G81KZmrSoH', 'width': 3525}]",,https://www.google.com/maps/place/?q=place_id:ChIJvU_Dj_49ImgRsEhda9eiwYY
,"Biandoga, Intan Jaya Regency, Papua, Indonesia","{'location': {'lat': -3.583643299999999, 'lng': 136.6222727}, 'viewport': {'northeast': {'lat': -3.558816, 'lng': 136.6892619}, 'southwest': {'lat': -3.6222, 'lng': 136.5444599}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Biandoga,ChIJTWYmUEuaGGgRkN4oaDGr0F8,,ChIJTWYmUEuaGGgRkN4oaDGr0F8,"['administrative_area_level_4', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJTWYmUEuaGGgRkN4oaDGr0F8
OPERATIONAL,"3979+M4Q, Aikai, Paniai Timur, Paniai Regency, Papua 98726, Indonesia","{'location': {'lat': -3.93578, 'lng': 136.3678455}, 'viewport': {'northeast': {'lat': -3.934147020107278, 'lng': 136.3716135}, 'southwest': {'lat': -3.936846679892722, 'lng': 136.3665895}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waumakagouda,ChIJoXqajvc9ImgRI7RNjslNAYg,5.0,ChIJoXqajvc9ImgRI7RNjslNAYg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104775253348653129585"">A Google User</a>'], 'photo_reference': 'AUGGfZk0bCp-T15hTN9BF_IDSsfBL1Sb_VFCQaKVW5gWmVLbcwpBpxolUq2SEmRIi1PYxXMKvzFDfJ8ofX95t8JidyUngRGpy7FGerC0_IhwOPw6c340AabKg_h-HqkBj7mhRGTPzv-VIACPQsHnU0lWejHxNRo5FD7goAZrHCs5ekow3aA0', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJoXqajvc9ImgRI7RNjslNAYg
OPERATIONAL,"376H+8PW, Unnamed Road, Epou / Epobutu, Paniai Barat, Paniai Regency, Papua 98764, Indonesia","{'location': {'lat': -3.93913, 'lng': 136.279331}, 'viewport': {'northeast': {'lat': -3.937424570107278, 'lng': 136.2828719}, 'southwest': {'lat': -3.940124229892722, 'lng': 136.2781507}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wadoumide Deiyai,ChIJ2378DLIhImgRSzDKZtro_aE,5.0,ChIJ2378DLIhImgRSzDKZtro_aE,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104753976352545924090"">Kristianus Ukago</a>'], 'photo_reference': 'AUGGfZnq39TdCduYzjoaQYAcgu5w6cIh7LAnEi6SO4gGRP64A_z3VFSYJRyrbiooVZ7ML_qvZ9h3KXOp4g76qZj9JiRW42Hk6gyRDBRHipHz7ttXJrCXAw9sqbmJ7j2zrP-NAcn76nO5zpXX2KHscWAEHQMElkv_bGc7LTq1LBlwJ-xQ6HxS', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJ2378DLIhImgRSzDKZtro_aE
OPERATIONAL,"4J5J+CM, Sooh, Kirihi, Waropen Regency, Papua, Indonesia","{'location': {'lat': -2.891488, 'lng': 136.6317396}, 'viewport': {'northeast': {'lat': -2.890138170107278, 'lng': 136.6330894298927}, 'southwest': {'lat': -2.892837829892723, 'lng': 136.6303897701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asiwa,ChIJdVo0LQBvGWgRT6ayN_pBSCw,0.0,ChIJdVo0LQBvGWgRT6ayN_pBSCw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJdVo0LQBvGWgRT6ayN_pBSCw
OPERATIONAL,"9M69+X7, Danggatadi, Biandoga, Intan Jaya Regency, Papua 98768, Indonesia","{'location': {'lat': -3.6375988, 'lng': 136.668155}, 'viewport': {'northeast': {'lat': -3.6361067, 'lng': 136.67137325}, 'southwest': {'lat': -3.642075100000001, 'lng': 136.66708225}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_christian_pinlet,NDABATALI,ChIJD-QWvZ-dGGgRiu-A-M4juM0,0.0,ChIJD-QWvZ-dGGgRiu-A-M4juM0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJD-QWvZ-dGGgRiu-A-M4juM0
