business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,url
OPERATIONAL,"RJ5M+6G2, Payonibung, Payakumbuh Utara, Payakumbuh City, West Sumatra 26251, Indonesia","{'location': {'lat': -0.1919811, 'lng': 100.6337806}, 'viewport': {'northeast': {'lat': -0.1907361701072778, 'lng': 100.6352633298927}, 'southwest': {'lat': -0.1934358298927222, 'lng': 100.6325636701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertemuan Batang Namang - Batang Lampasi,ChIJL6QwmSazKi4RD54ohD3qIUM,0.0,ChIJL6QwmSazKi4RD54ohD3qIUM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJL6QwmSazKi4RD54ohD3qIUM
OPERATIONAL,"Taruko, Payakumbuh Utara, Payakumbuh City, West Sumatra 26216, Indonesia","{'location': {'lat': -0.2087676, 'lng': 100.654393}, 'viewport': {'northeast': {'lat': -0.2074190201072778, 'lng': 100.6557758298927}, 'southwest': {'lat': -0.2101186798927222, 'lng': 100.6530761701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Gizhaf,ChIJ8zdZlpezKi4RKRJkGI5QVq0,0.0,ChIJ8zdZlpezKi4RKRJkGI5QVq0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'QMR3+FQ Taruko, Payakumbuh City, West Sumatra, Indonesia', 'global_code': '6PF2QMR3+FQ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ8zdZlpezKi4RKRJkGI5QVq0
OPERATIONAL,"Jl. Melati No.73, Bunian, Kec. Payakumbuh Utara, Kota Payakumbuh, Sumatera Barat 26219, Indonesia","{'location': {'lat': -0.2216619, 'lng': 100.6285771}, 'viewport': {'northeast': {'lat': -0.2203039201072778, 'lng': 100.6299866798927}, 'southwest': {'lat': -0.2230035798927222, 'lng': 100.6272870201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,rumah koi bunian,ChIJTYawF_-1Ki4RtmiUq_-jrTU,0.0,ChIJTYawF_-1Ki4RtmiUq_-jrTU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'QJHH+8C Bunian, Payakumbuh City, West Sumatra, Indonesia', 'global_code': '6PF2QJHH+8C'}",{'open_now': True},"[{'height': 1808, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101258316732370874344"">A Google User</a>'], 'photo_reference': 'AUGGfZm5jkScHB7UV86o1KHuv5W336EitNSDUtRh-i9jOaJydwObnsVqY1PiYq2lDbvwJ10VnuQdsTTol7sPeLwVZbU5d5eUyLWZqkRRZ8kkkJj-b-sJ6iDdVoFUZG9OxsB62N_ukpzChF6JLYdO_1ydvYBzm8Cwe839Aoe39wuWMyOxSG4', 'width': 4000}]",https://www.google.com/maps/place/?q=place_id:ChIJTYawF_-1Ki4RtmiUq_-jrTU
OPERATIONAL,"RM35+PQQ, Payolinyam, Payakumbuh Utara, Payakumbuh City, West Sumatra, Indonesia","{'location': {'lat': -0.1956718, 'lng': 100.6594899}, 'viewport': {'northeast': {'lat': -0.1937995201072778, 'lng': 100.6604494}, 'southwest': {'lat': -0.1964991798927222, 'lng': 100.6566114}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertemuan Batang Tembok Jua - Batang Lampasi,ChIJLbNZiL2zKi4R-QQi1evbbYg,5.0,ChIJLbNZiL2zKi4R-QQi1evbbYg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJLbNZiL2zKi4R-QQi1evbbYg
OPERATIONAL,"Jalan Dewi Sartika, RW.04, Lingkungan Taruko, Kelurahan, Muaro, Kec. Payakumbuh Utara, Kota Payakumbuh, Sumatera Barat 26215, Indonesia","{'location': {'lat': -0.2087347, 'lng': 100.6544485}, 'viewport': {'northeast': {'lat': -0.2073803201072778, 'lng': 100.6557974798927}, 'southwest': {'lat': -0.2100799798927222, 'lng': 100.6530978201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Wisata Taruko,ChIJl6RHBHGzKi4RSu0Z42pkx_0,5.0,ChIJl6RHBHGzKi4RSu0Z42pkx_0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'QMR3+GQ Muaro, Payakumbuh City, West Sumatra, Indonesia', 'global_code': '6PF2QMR3+GQ'}",{'open_now': False},"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103379500703090330185"">Raidillar R Reodiaz</a>'], 'photo_reference': 'AUGGfZnJHmZpDAWWDY8NvomT8XLY98o-k4TdcYWF6BfGTleHGwAzOaHKfVr_SQFtDd7yy1Wq_mwBQUhwAyBSo8wCF9j10SVPrPxlamRahYUGrdAiE0djXbPSjGnItlpZBNvXrXr6hq6V10dxjx98PNSLLdgDlCKx4o9x2BNz5fZOOZBgeVut', 'width': 1080}]",https://www.google.com/maps/place/?q=place_id:ChIJl6RHBHGzKi4RSu0Z42pkx_0
OPERATIONAL,"QJHR+G55, Balai Kaliki, Payakumbuh Utara, Payakumbuh City, West Sumatra, Indonesia","{'location': {'lat': -0.2212478, 'lng': 100.6404948}, 'viewport': {'northeast': {'lat': -0.2198863701072778, 'lng': 100.6418295298927}, 'southwest': {'lat': -0.2225860298927222, 'lng': 100.6391298701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan Kampung Adat Balai Kaliki,ChIJgSHJ_pG1Ki4RW1JaV-g3B2s,5.0,ChIJgSHJ_pG1Ki4RW1JaV-g3B2s,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,"[{'height': 8160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101405178795575214365"">A Google User</a>'], 'photo_reference': 'AUGGfZmUZc9SYtUH4FrUe5HLsFt__tM-qjox8FvZN1SuAND7cizKA8JF_336cB4eB4ylcGcocuMgTI0fwKquWrKUEzRWg3K8DM2EJSnpznMVwhLzYX4STilXwSxhqzBfYsCt8otptJPxoVH3ITM4xM-qG8v_LEGDJ23Rlplif-WhY4DYRa3A', 'width': 6144}]",https://www.google.com/maps/place/?q=place_id:ChIJgSHJ_pG1Ki4RW1JaV-g3B2s
OPERATIONAL,"QMP2+56R, Balai Batimah, Payakumbuh Timur, Payakumbuh City, West Sumatra, Indonesia","{'location': {'lat': -0.2145219, 'lng': 100.6505213}, 'viewport': {'northeast': {'lat': -0.2131720701072778, 'lng': 100.6518711298927}, 'southwest': {'lat': -0.2158717298927222, 'lng': 100.6491714701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Agam Pole,ChIJq3HKXTezKi4Rk56HfS0PtmI,0.0,ChIJq3HKXTezKi4Rk56HfS0PtmI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJq3HKXTezKi4Rk56HfS0PtmI
OPERATIONAL,"Jl. Ahmad Yani, Labuh Baru, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26218, Indonesia","{'location': {'lat': -0.2296994, 'lng': 100.6357688}, 'viewport': {'northeast': {'lat': -0.2283796701072778, 'lng': 100.6370785298927}, 'southwest': {'lat': -0.2310793298927222, 'lng': 100.6343788701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Ratapan Ibu,ChIJv76NsqS0Ki4Rek8nIRwgAk0,3.9,ChIJv76NsqS0Ki4Rek8nIRwgAk0,"['tourist_attraction', 'point_of_interest', 'establishment']",7,"{'compound_code': 'QJCP+48 Labuh Baru, Payakumbuh City, West Sumatra, Indonesia', 'global_code': '6PF2QJCP+48'}",,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105905058897437511668"">novr Jr</a>'], 'photo_reference': 'AUGGfZm2yaTskxrS2KPXO8lVMKQseu-Uslp-iA3mEe0DtAXk95rhhJpji9C1YDNn4VmfDBnvkCgpK0AuGFjAjf46o4baaU9ltnmp_WnQi1QgAiyo7A-enayytG7iqbCxnixvE0luukQczrx6raj0Rl6UUHr33K_ZYeZlH3U_nZKA2MtWdGS2', 'width': 3096}]",https://www.google.com/maps/place/?q=place_id:ChIJv76NsqS0Ki4Rek8nIRwgAk0
OPERATIONAL,"QMC3+Q6H, Balai Nan Tuo, Payakumbuh Timur, Payakumbuh City, West Sumatra 26215, Indonesia","{'location': {'lat': -0.2280546, 'lng': 100.6531022}, 'viewport': {'northeast': {'lat': -0.2266505201072778, 'lng': 100.6545343798927}, 'southwest': {'lat': -0.2293501798927222, 'lng': 100.6518347201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Batang Sikali Tanjung Rajo Tiakar,ChIJxWGV9qS1Ki4RYQZ9rXXG6ug,0.0,ChIJxWGV9qS1Ki4RYQZ9rXXG6ug,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJxWGV9qS1Ki4RYQZ9rXXG6ug
OPERATIONAL,"QMQ5+949, Jl. Dewi Sartika, Koto Baru, Kec. Payakumbuh Tim., Kota Payakumbuh, Sumatera Barat 26216, Indonesia","{'location': {'lat': -0.2115879, 'lng': 100.6578548}, 'viewport': {'northeast': {'lat': -0.2100166701072778, 'lng': 100.6591893298927}, 'southwest': {'lat': -0.2127163298927222, 'lng': 100.6564896701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pancing,ChIJm_5D3ByzKi4RTjHRhX7TwoI,0.0,ChIJm_5D3ByzKi4RTjHRhX7TwoI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJm_5D3ByzKi4RTjHRhX7TwoI
