business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,url
OPERATIONAL,"PP38+CM5, Sengon, Kec. Ngambon, Kabupaten Bojonegoro, Jawa Timur 62167, Indonesia","{'location': {'lat': -7.296494, 'lng': 111.7167417}, 'viewport': {'northeast': {'lat': -7.295116270107277, 'lng': 111.7181028798927}, 'southwest': {'lat': -7.297815929892721, 'lng': 111.7154032201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MAS JUMADI SENGON,ChIJJ15RMwDXeS4RPpIGrpA8l-w,4.0,ChIJJ15RMwDXeS4RPpIGrpA8l-w,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ15RMwDXeS4RPpIGrpA8l-w
OPERATIONAL,"PQ52+WV7, Jl. Ngasem-Ngambon, Krajan, Trenggulunan, Kec. Ngasem, Kabupaten Bojonegoro, Jawa Timur 62154, Indonesia","{'location': {'lat': -7.2899451, 'lng': 111.7508681}, 'viewport': {'northeast': {'lat': -7.288560870107275, 'lng': 111.7522186298927}, 'southwest': {'lat': -7.291260529892719, 'lng': 111.7495189701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jojan RACEWAY,ChIJ8y5QDADXeS4RT449d39Opwg,5.0,ChIJ8y5QDADXeS4RT449d39Opwg,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8y5QDADXeS4RT449d39Opwg
OPERATIONAL,"PQ42+X7, Ringinanom, Trenggulunan, Kec. Ngasem, Kabupaten Bojonegoro, Jawa Timur, Indonesia","{'location': {'lat': -7.2925973, 'lng': 111.7506753}, 'viewport': {'northeast': {'lat': -7.288511600000004, 'lng': 111.7520533798927}, 'southwest': {'lat': -7.2939592, 'lng': 111.7493537201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,hutan tebu,ChIJNbHC1DfXeS4RWqSWPgfGDQc,5.0,ChIJNbHC1DfXeS4RWqSWPgfGDQc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108387642349190682306"">budi slamet</a>'], 'photo_reference': 'AUGGfZl-DoG4uW29oATTh12hIHez2HQNEmYkq3w60O55LS-urJtAykL2rKY0vcABNxBDM2rEyLEWEruIzBQ8ybmMC6qA3Mk4s7N3E8GbwDH6ZtJiibg45V5ucdu9vttXRPreUXLG239sQQfs0600QzoSta9ar31-Tc8QAq_6sluGbK8Qwssu', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJNbHC1DfXeS4RWqSWPgfGDQc
OPERATIONAL,"MMRX+FH, Ngampel, Turi, Kec. Tambakrejo, Kabupaten Bojonegoro, Jawa Timur, Indonesia","{'location': {'lat': -7.3088374, 'lng': 111.6989113}, 'viewport': {'northeast': {'lat': -7.307245070107276, 'lng': 111.7006795798927}, 'southwest': {'lat': -7.30994472989272, 'lng': 111.6979799201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok mas choirul,ChIJxwvGbfrXeS4RLkfExW6Y50w,5.0,ChIJxwvGbfrXeS4RLkfExW6Y50w,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113597839427201356224"">A Google User</a>'], 'photo_reference': 'AUGGfZmB9WHa1Cv3BztZGSvWX6e9VqtJMaljjl-I1vkgmMimt-Rs_MQlteT6v-dcThB07s31ebgTh0hIkPPQa7_CuH7152YiBNO6fjxfDzy50oW6yL4IjLnTpzfU0IoAomZkzh-qT6V2IOKr8lzFXXsqy5AgidavoFmWmEDObo9CFZp8Bzw', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJxwvGbfrXeS4RLkfExW6Y50w
OPERATIONAL,"JQG8+88J, Hutan, Pragelan, Kec. Gondang, Kabupaten Bojonegoro, Jawa Timur 62172, Indonesia","{'location': {'lat': -7.374165499999999, 'lng': 111.7657808}, 'viewport': {'northeast': {'lat': -7.372800470107276, 'lng': 111.7671397798927}, 'southwest': {'lat': -7.37550012989272, 'lng': 111.7644401201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Sunset Negeri Atas Angin,ChIJZQcMdgDTeS4Rgn0UZlQ-izA,5.0,ChIJZQcMdgDTeS4Rgn0UZlQ-izA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110442644858489425114"">syahdi hunter</a>'], 'photo_reference': 'AUGGfZkE4Nq79W8vYDIjK-7GIqEnYJ5UFb9aLGtXIDxv3ekeWwjU7ckFVeztr-qZDUzKeGg-AUJkndIV7nl-MrbIkCCk-QgqX1t_rdPAQ0br7_dyDei-YzsTld-tL8SXA_R2frXbR47hhhxAi4DPqdBep7rKLr43AHLgphMevpumGHRU4i7j', 'width': 3456}]",,,https://www.google.com/maps/place/?q=place_id:ChIJZQcMdgDTeS4Rgn0UZlQ-izA
OPERATIONAL,"JP2F+G47, Bareng, Kec. Sekar, Kabupaten Bojonegoro, Jawa Timur 62167, Indonesia","{'location': {'lat': -7.398672700000001, 'lng': 111.7227982}, 'viewport': {'northeast': {'lat': -7.396903120107279, 'lng': 111.7243335298927}, 'southwest': {'lat': -7.399602779892723, 'lng': 111.7216338701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,markas ngaso,ChIJVZ2Ke3DReS4R4T_C9EKSE4c,0.0,ChIJVZ2Ke3DReS4R4T_C9EKSE4c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJVZ2Ke3DReS4R4T_C9EKSE4c
OPERATIONAL,"JQP8+VH6, Dekat, Hutan, Pragelan, Kec. Gondang, Kabupaten Bojonegoro, Jawa Timur 62172, Indonesia","{'location': {'lat': -7.362841599999999, 'lng': 111.7663883}, 'viewport': {'northeast': {'lat': -7.361487720107277, 'lng': 111.7677066298927}, 'southwest': {'lat': -7.364187379892721, 'lng': 111.7650069701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Nongkrong Keren,ChIJse1KAADTeS4Raf9oH1CiMEU,4.0,ChIJse1KAADTeS4Raf9oH1CiMEU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110442644858489425114"">syahdi hunter</a>'], 'photo_reference': 'AUGGfZn_QwdXm9giJ43KLsV7w_VeQ-XbAE5DdsnDleYqu-1fAaHMlGU8vEGGOEJu20fZ-d-BgFFtWCvkE_tRQBDqWtcC3bNwn3LYvozLr3cYw_ZG5yoUkDAy095hJ3OsvNY4JkZ6UUMxq8OtBmRPgFKriiGKNq5t_eloOPhj4_Y2AViAm0k0', 'width': 4608}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJse1KAADTeS4Raf9oH1CiMEU
OPERATIONAL,"JJRX+CVX, Kaliklampok, Turi, Kec. Tambakrejo, Kabupaten Bojonegoro, Jawa Timur 62166, Indonesia","{'location': {'lat': -7.358896300000001, 'lng': 111.6497498}, 'viewport': {'northeast': {'lat': -7.357535170107278, 'lng': 111.6510570298927}, 'southwest': {'lat': -7.360234829892722, 'lng': 111.6483573701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Guyangan,ChIJ9SHcNQDbeS4RNnt8pk6zfNY,0.0,ChIJ9SHcNQDbeS4RNnt8pk6zfNY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9SHcNQDbeS4RNnt8pk6zfNY
OPERATIONAL,"QP38+XFF, Poh Payang, Bandungrejo, Kec. Ngasem, Kabupaten Bojonegoro, Jawa Timur 62154, Indonesia","{'location': {'lat': -7.2450737, 'lng': 111.7161872}, 'viewport': {'northeast': {'lat': -7.243692870107279, 'lng': 111.7175313798927}, 'southwest': {'lat': -7.246392529892723, 'lng': 111.7148317201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Redjo_Anggur,ChIJ9YH9RgDXeS4R3vsc1baoeSY,5.0,ChIJ9YH9RgDXeS4R3vsc1baoeSY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113560956826668095873"">War Zono</a>'], 'photo_reference': 'AUGGfZm-kOyzozgZsT7Yjfz001x6NXFvDFaxz-onKVlnayDvAWKMQTtLykiJ55UoryubRCh4GbIAm9JF92ahmvkgj2TF4d4NYgaTtb8jXYwQ8Z8Xn_uR2q9CIqG4oXEdFCbUANZ37OjYhbKXeGEn83I0J0gnDya_g8Q9S8boGimV07DONisU', 'width': 3472}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ9YH9RgDXeS4R3vsc1baoeSY
OPERATIONAL,"HPP2+V79, Unnamed Road, Ngronan, Bobol, Kec. Sekar, Kabupaten Bojonegoro, Jawa Timur 62167, Indonesia","{'location': {'lat': -7.4128379, 'lng': 111.7007248}, 'viewport': {'northeast': {'lat': -7.411359220107278, 'lng': 111.7017685798927}, 'southwest': {'lat': -7.414058879892722, 'lng': 111.6990689201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sendang ngronan,ChIJtyYmiVnPeS4RaJsguLATkik,3.0,ChIJtyYmiVnPeS4RaJsguLATkik,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106389320427464995637"">A Google User</a>'], 'photo_reference': 'AUGGfZmpG40DdW1ccXjvOF1zlwy017pWsnQ8smbbb4EEh1uoMw-aFHzrfsP9cSSPpCwJDt4udV0mJEXChp08veSgn4MLTgpQ__Pe-CV5yBfqLiINa0jnYsN26b18sNnU6isR5o9WpQ7XQ69KJy7ALyiNx_jE6YyJqYm4k9u9OEn2pKBBjpxi', 'width': 2304}]",,,https://www.google.com/maps/place/?q=place_id:ChIJtyYmiVnPeS4RaJsguLATkik
