business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,opening_hours,url
OPERATIONAL,"F885+4RG, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.5346804, 'lng': 116.3095733}, 'viewport': {'northeast': {'lat': -1.533092870107278, 'lng': 116.31287135}, 'southwest': {'lat': -1.535792529892722, 'lng': 116.30847395}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata DANUM LAYONG,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109291727783127107669"">Muhammad Isnaini</a>'], 'photo_reference': 'AUGGfZmfhRVJlxN6qLuZk7TtT7VsTXZ7lRUPnUu4uoYQNxoiXJsx3oND4nMnYziKTe8nQ0C0noFxy3Cq4Qh57Fl3OB-moKQsbh-dQxdw_z52X1W_xPng0Z_48t3BRrv98VOam4EnrMg9ezld9vQxdK5svuXAFSQjBppQKY2Qo8i_Zq8E-W5A', 'width': 3024}]",ChIJQxzN-nb78C0RK3Andh45m-M,3.3,ChIJQxzN-nb78C0RK3Andh45m-M,"['tourist_attraction', 'point_of_interest', 'establishment']",21,,,,https://www.google.com/maps/place/?q=place_id:ChIJQxzN-nb78C0RK3Andh45m-M
OPERATIONAL,"F8Q2+C5R, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.5113963, 'lng': 116.3003814}, 'viewport': {'northeast': {'lat': -1.510046470107278, 'lng': 116.3017312298927}, 'southwest': {'lat': -1.512746129892722, 'lng': 116.2990315701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Doyam selaka,,ChIJ3SS_i8b78C0RCVtEznuKH1E,0.0,ChIJ3SS_i8b78C0RCVtEznuKH1E,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3SS_i8b78C0RCVtEznuKH1E
OPERATIONAL,"1, Mendik, Indonesia","{'location': {'lat': -1.4449672, 'lng': 116.3086033}, 'viewport': {'northeast': {'lat': -1.443513720107278, 'lng': 116.3100648298927}, 'southwest': {'lat': -1.446213379892722, 'lng': 116.3073651701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Depan doyos,,ChIJ5a06fgDl8C0RaeeAyl35PjQ,0.0,ChIJ5a06fgDl8C0RaeeAyl35PjQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'H845+2F Mendik, Paser Regency, East Kalimantan, Indonesia', 'global_code': '6PCRH845+2F'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ5a06fgDl8C0RaeeAyl35PjQ
OPERATIONAL,"F886+837, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.534218, 'lng': 116.3101834}, 'viewport': {'northeast': {'lat': -1.532703820107278, 'lng': 116.3124637}, 'southwest': {'lat': -1.535403479892722, 'lng': 116.3094233}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Air Panas,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102541273864615552650"">Afiat Nirmolo</a>'], 'photo_reference': 'AUGGfZkh9-beW7OfGNpChDEiWTC77NUZOISpWaIEv1Cxrb8dV2dhl_g6r4Trw_VWO5-DBP1MM_kRqAPycH8qntTYMQPTpuvl4wvbj180s1SkKLi_v7kep8m6CNZ6lihapZL4Y6sIgT6-2ujaTHdsVCTLaeiIHGaYPJYTlZ7ZkXA2MkYoonga', 'width': 4160}]",ChIJ1Ykn4Hb78C0R86pMCZySjBw,3.8,ChIJ1Ykn4Hb78C0R86pMCZySjBw,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1Ykn4Hb78C0R86pMCZySjBw
OPERATIONAL,"CC9H+Q2X, Sebakung, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.5799414, 'lng': 116.4276542}, 'viewport': {'northeast': {'lat': -1.578608270107278, 'lng': 116.4290045798928}, 'southwest': {'lat': -1.581307929892722, 'lng': 116.4263049201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot mancing,,ChIJ2wVxWrcB8S0R512O119mhQU,5.0,ChIJ2wVxWrcB8S0R512O119mhQU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2wVxWrcB8S0R512O119mhQU
OPERATIONAL,"CG63+8X4, Maruat, Long Kali, Paser Regency, East Kalimantan, Indonesia","{'location': {'lat': -1.5892498, 'lng': 116.5049473}, 'viewport': {'northeast': {'lat': -1.58488015, 'lng': 116.508223}, 'southwest': {'lat': -1.59070635, 'lng': 116.5038554}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pak suroso,,ChIJqWd8opwB8S0RwHev0Aj64s0,0.0,ChIJqWd8opwB8S0RwHev0Aj64s0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJqWd8opwB8S0RwHev0Aj64s0
OPERATIONAL,"F8JC+GJQ, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.5186555, 'lng': 116.3216}, 'viewport': {'northeast': {'lat': -1.517605620107278, 'lng': 116.3229428798927}, 'southwest': {'lat': -1.520305279892722, 'lng': 116.3202432201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai telake,,ChIJ91hB7VD78C0R63ZCHPl5mrA,4.5,ChIJ91hB7VD78C0R63ZCHPl5mrA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJ91hB7VD78C0R63ZCHPl5mrA
OPERATIONAL,"H76X+FQ7, Mendik Karya, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.4388468, 'lng': 116.2994225}, 'viewport': {'northeast': {'lat': -1.437513670107278, 'lng': 116.3007830798927}, 'southwest': {'lat': -1.440213329892722, 'lng': 116.2980834201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kaltimrace,,ChIJh25e3Irl8C0RwctaopJIS9U,0.0,ChIJh25e3Irl8C0RwctaopJIS9U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJh25e3Irl8C0RwctaopJIS9U
OPERATIONAL,"CCJP+R32, Sebakung Taka, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.567998, 'lng': 116.4351268}, 'viewport': {'northeast': {'lat': -1.567160920107278, 'lng': 116.4364626298927}, 'southwest': {'lat': -1.569860579892722, 'lng': 116.4337629701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah rantai alatas,,ChIJ109RbAAD8S0R1UFgMsigY4w,0.0,ChIJ109RbAAD8S0R1UFgMsigY4w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ109RbAAD8S0R1UFgMsigY4w
OPERATIONAL,"C93M+2H9, Sebakung, Long Kali, Paser Regency, East Kalimantan 76283, Indonesia","{'location': {'lat': -1.5974647, 'lng': 116.3839765}, 'viewport': {'northeast': {'lat': -1.595716470107278, 'lng': 116.38501295}, 'southwest': {'lat': -1.598416129892722, 'lng': 116.38086715}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Empang udang jala,,ChIJB1DCsSL_8C0RdqIgHkAwvd4,0.0,ChIJB1DCsSL_8C0RdqIgHkAwvd4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJB1DCsSL_8C0RdqIgHkAwvd4
