business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,url
CLOSED_TEMPORARILY,"3JCX+73Q, Lumahlatal, Taniwel Timur, West Seram, Maluku, Indonesia","{'location': {'lat': -2.9292776, 'lng': 128.6477408}, 'viewport': {'northeast': {'lat': -2.927927770107277, 'lng': 128.6490906298928}, 'southwest': {'lat': -2.930627429892722, 'lng': 128.6463909701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Waisapia Lumahlatal,True,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110092544191982096283"">A Google User</a>'], 'photo_reference': 'AUGGfZkDfCilf4nyOAnLG7-_HpFIAngQ__bHoD99C-1SHLkZQ_nIHzBKO9DCUVsRqpaOZJr5F9ZzkdCEPPafpe1pvavKPo6CLJ1CXwpdd05NTINaLvFYExZLLDn8jxo7v103AktGJyqYxcW13mYDAbwUefrIno_fCf21xc4QtAMRA0JLe56d', 'width': 1944}]",ChIJa_Lv06UBbC0RR3p5B8PkdDk,0.0,ChIJa_Lv06UBbC0RR3p5B8PkdDk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJa_Lv06UBbC0RR3p5B8PkdDk
OPERATIONAL,"Manusela, Seram Utara, Kabupaten Maluku Tengah, Maluku, Indonesia","{'location': {'lat': -3.0751277, 'lng': 129.6199663}, 'viewport': {'northeast': {'lat': -3.073777870107278, 'lng': 129.6213161298927}, 'southwest': {'lat': -3.076477529892723, 'lng': 129.6186164701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Manusela National Park,,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102489398137301045944"">A Google User</a>'], 'photo_reference': 'AUGGfZlm2DR0aqyLNby7uM3k_u9zypiykIna6q7oUNBwaBrwQWQtUv2rvFV2vd40RF-tBT0FjKMRCbDMY4C6xlpWAF11dsGkYhl7Nb2BQt4UEHouhFiSagXkb4b6s67OdVj--sYcIvgJS11Sunmxvw6zNkoXDm1lK5aT7otz7FCYaLXdrxTa', 'width': 4032}]",ChIJT_I14YY-ai0RbpozuKYMOxI,4.4,ChIJT_I14YY-ai0RbpozuKYMOxI,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",72,{'open_now': False},"{'compound_code': 'WJF9+WX Manusela, Central Maluku Regency, Maluku, Indonesia', 'global_code': '6Q8FWJF9+WX'}",https://www.google.com/maps/place/?q=place_id:ChIJT_I14YY-ai0RbpozuKYMOxI
OPERATIONAL,"Morela, Leihitu, Central Maluku Regency, Maluku 97581, Indonesia","{'location': {'lat': -3.5183437, 'lng': 128.2236557}, 'viewport': {'northeast': {'lat': -3.516988270107277, 'lng': 128.2251275298927}, 'southwest': {'lat': -3.519687929892722, 'lng': 128.2224278701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lubang Buaya Morella,,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110371205050702846218"">Ratu Anisa</a>'], 'photo_reference': 'AUGGfZmQ3OyN9u0c7ij08j_wHgWVN4ENMeMpVR5FG2HqQtfjFBSO4rDwrbWqkcoav5xIM3EWfXneLbAUiWnb9xgiDXHHpNq9ILX1SAIOurxf92sAZNbE5f3XUlUYXfthSeypwGGLHXGn1vEAKBUQH4m0G7dWLopvmv4uZ7_FyCRKXUUwPE4B', 'width': 2560}]",ChIJn66Tdq72bC0RzM-B3yN0HCA,4.6,ChIJn66Tdq72bC0RzM-B3yN0HCA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1146,{'open_now': True},"{'compound_code': 'F6JF+MF Morela, Central Maluku Regency, Maluku, Indonesia', 'global_code': '6Q8CF6JF+MF'}",https://www.google.com/maps/place/?q=place_id:ChIJn66Tdq72bC0RzM-B3yN0HCA
OPERATIONAL,"5M54+JHM, Lumahlatal, Taniwel Timur, West Seram, Maluku, Indonesia","{'location': {'lat': -2.8409049, 'lng': 128.6564171}, 'viewport': {'northeast': {'lat': -2.839994320107278, 'lng': 128.6576403298927}, 'southwest': {'lat': -2.842693979892722, 'lng': 128.6549406701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lumahlatal Beach,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101050475810525019651"">A Google User</a>'], 'photo_reference': 'AUGGfZnL5ueTySYfGuo2dSDKgCG353oxR-AjtRi45Xi0A8XiYQNqXMtQVO62nfNik8mJILpKEPrfN143DxpsyXOxM0OX8Mxu8CiIuKZygJF8SjzOpjtGu_n48oUQUwbFHayVgQCpoYu2LncrqT45kvhp-5aSyAgPiR17vKXc48W8EGeQqi46', 'width': 960}]",ChIJGSb9jkFTaS0R9xIaasom9oo,5.0,ChIJGSb9jkFTaS0R9xIaasom9oo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJGSb9jkFTaS0R9xIaasom9oo
OPERATIONAL,"39GP+92V, Nikulukan, Taniwel, West Seram, Maluku, Indonesia","{'location': {'lat': -2.9240212, 'lng': 128.3850445}, 'viewport': {'northeast': {'lat': -2.922671370107278, 'lng': 128.3863943298927}, 'southwest': {'lat': -2.925371029892723, 'lng': 128.3836946701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Wairera,,,ChIJlYz9w6ahbi0R5uwBZ_J5qqY,0.0,ChIJlYz9w6ahbi0R5uwBZ_J5qqY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJlYz9w6ahbi0R5uwBZ_J5qqY
CLOSED_TEMPORARILY,"3FXQ+W4M, Jl. Kabupaten, Taniwel, Kec. Taniwel, Kabupaten Seram Bagian Barat, Maluku, Indonesia","{'location': {'lat': -2.9001694, 'lng': 128.4877994}, 'viewport': {'northeast': {'lat': -2.898804570107278, 'lng': 128.4891216798927}, 'southwest': {'lat': -2.901504229892722, 'lng': 128.4864220201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sapalewa,True,,ChIJ09NO1_ypbi0R6vflq06ocmk,0.0,ChIJ09NO1_ypbi0R6vflq06ocmk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ09NO1_ypbi0R6vflq06ocmk
CLOSED_TEMPORARILY,"5M59+V5, Lumahlatal, Taniwel Timur, West Seram, Maluku, Indonesia","{'location': {'lat': -2.8402961, 'lng': 128.6678869}, 'viewport': {'northeast': {'lat': -2.838415999999999, 'lng': 128.6698618298927}, 'southwest': {'lat': -2.845936400000001, 'lng': 128.6671621701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Uli,True,,ChIJ6ccrKwpTaS0RsL2wEDVB3G4,5.0,ChIJ6ccrKwpTaS0RsL2wEDVB3G4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ6ccrKwpTaS0RsL2wEDVB3G4
CLOSED_TEMPORARILY,"4HWF+HM4, Jl. Kabupaten, Nukuhai, Kec. Taniwel, Kabupaten Seram Bagian Barat, Maluku, Indonesia","{'location': {'lat': -2.8536005, 'lng': 128.5741906}, 'viewport': {'northeast': {'lat': -2.852233170107278, 'lng': 128.5755352798927}, 'southwest': {'lat': -2.854932829892722, 'lng': 128.5728356201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wamali Beach,True,,ChIJ_YHg99itbi0RxLbVLtQuPl8,5.0,ChIJ_YHg99itbi0RxLbVLtQuPl8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ_YHg99itbi0RxLbVLtQuPl8
CLOSED_TEMPORARILY,"4HVH+6M, Nukuhay, Taniwel, West Seram, Maluku, Indonesia","{'location': {'lat': -2.8568808, 'lng': 128.5791738}, 'viewport': {'northeast': {'lat': -2.851686299999999, 'lng': 128.5802067798927}, 'southwest': {'lat': -2.858612300000001, 'lng': 128.5775071201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patola beack,True,,ChIJmfZZ9aitbi0RNA9hO-pstAk,0.0,ChIJmfZZ9aitbi0RNA9hO-pstAk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJmfZZ9aitbi0RNA9hO-pstAk
CLOSED_TEMPORARILY,"4HXQ+4XJ, Nukuhay, Taniwel, West Seram, Maluku, Indonesia","{'location': {'lat': -2.8521593, 'lng': 128.5898886}, 'viewport': {'northeast': {'lat': -2.850913020107277, 'lng': 128.5912586298927}, 'southwest': {'lat': -2.853612679892722, 'lng': 128.5885589701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Walela Beach Nukuhai,True,,ChIJXau8j-itbi0R9BzIX1dwzhw,5.0,ChIJXau8j-itbi0R9BzIX1dwzhw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJXau8j-itbi0R9BzIX1dwzhw
