business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"X54J+VW, Benggoi, Bula Barat, East Seram, Maluku, Indonesia","{'location': {'lat': -3.042756, 'lng': 130.1823037}, 'viewport': {'northeast': {'lat': -3.041948370107277, 'lng': 130.1835503298927}, 'southwest': {'lat': -3.044648029892722, 'lng': 130.1808506701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Irigasi,ChIJvRcTJADvQS0RBY6-rv6egrg,0.0,ChIJvRcTJADvQS0RBY6-rv6egrg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJvRcTJADvQS0RBY6-rv6egrg
OPERATIONAL,"275C+9G, Benggoi, Bula Barat, East Seram, Maluku, Indonesia","{'location': {'lat': -2.9915462, 'lng': 130.2713084}, 'viewport': {'northeast': {'lat': -2.990196370107277, 'lng': 130.2726582298927}, 'southwest': {'lat': -2.992896029892722, 'lng': 130.2699585701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Banggoi,ChIJF83kAQDtQS0RrH4Yd0ckHsk,0.0,ChIJF83kAQDtQS0RrH4Yd0ckHsk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJF83kAQDtQS0RrH4Yd0ckHsk
OPERATIONAL,"WFMC+3JR Gumumae Beach, Jl. Wailola, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku, Indonesia","{'location': {'lat': -3.0672653, 'lng': 130.4715293}, 'viewport': {'northeast': {'lat': -3.066133520107277, 'lng': 130.4726523798927}, 'southwest': {'lat': -3.068833179892722, 'lng': 130.4699527201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat wisata,ChIJLz6wZDuXQS0RY3EQ3nYvzzY,0.0,ChIJLz6wZDuXQS0RY3EQ3nYvzzY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJLz6wZDuXQS0RY3EQ3nYvzzY
OPERATIONAL,"WCRV+GVW, Bula, East Seram, Maluku, Indonesia","{'location': {'lat': -3.0586299, 'lng': 130.4447015}, 'viewport': {'northeast': {'lat': -3.057643320107277, 'lng': 130.4454989798927}, 'southwest': {'lat': -3.060342979892722, 'lng': 130.4427993201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Englas Beach,ChIJJ9ZukzKXQS0RKUF7ZZtQ0cE,5.0,ChIJJ9ZukzKXQS0RKUF7ZZtQ0cE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106771985632593027531"">A Google User</a>'], 'photo_reference': 'AUGGfZlIwGo2DXM3CSYq7B3JGxYCNBtpm2ChJnwve25O-0iWOQTc7kmt5TXanTKYtXusgoouq4anLer_5uVWdFO89AhSlefm0eR9kOuOi1AUOcryjsWNA41IRyADsl1nYK-1ii_wAx55ecFiJXGag8fGLVi0MeNJt1REHDv5iiXF91fnWOkg', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJJ9ZukzKXQS0RKUF7ZZtQ0cE
OPERATIONAL,"WF4Q+9G3, Bula, East Seram, Maluku, Indonesia","{'location': {'lat': -3.0941146, 'lng': 130.488793}, 'viewport': {'northeast': {'lat': -3.092797020107278, 'lng': 130.4900760298927}, 'southwest': {'lat': -3.095496679892722, 'lng': 130.4873763701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Biasa,ChIJbRaeXACZQS0RcazxK4TNoUc,0.0,ChIJbRaeXACZQS0RcazxK4TNoUc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJbRaeXACZQS0RcazxK4TNoUc
OPERATIONAL,"WFJC+JF8, Bula, East Seram, Maluku, Indonesia","{'location': {'lat': -3.0684538, 'lng': 130.4712114}, 'viewport': {'northeast': {'lat': -3.067090820107277, 'lng': 130.4725290798927}, 'southwest': {'lat': -3.069790479892722, 'lng': 130.4698294201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,gumumae beach,ChIJnSHFajGXQS0R__2kOfHPjhs,0.0,ChIJnSHFajGXQS0R__2kOfHPjhs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110414154947210797059"">Wisnu Febryan Widyantoro</a>'], 'photo_reference': 'AUGGfZku6Vc7JA_oiY7glLpefpRxdOxeevwSlAwo_3uiByh5bJ0AepsfYV7Qgk18ZVrv_T9mLZyJy9YOcheiFJO9N1uvZOUeMrNorT-OtTxtglKCOQIzlARzyE6u3B5xQd1xm9_Iz8Jp_RaoxV8yQTieXj-auyKHN3dzrqIWN8A8vg_xgeJC', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJnSHFajGXQS0R__2kOfHPjhs
OPERATIONAL,"WF45+HP, Bula, East Seram, Maluku, Indonesia","{'location': {'lat': -3.0935983, 'lng': 130.4592924}, 'viewport': {'northeast': {'lat': -3.091926520107277, 'lng': 130.4610521298927}, 'southwest': {'lat': -3.094626179892722, 'lng': 130.4583524701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Suprigarden,ChIJH0p73wKXQS0R3fJoxvU01Gs,0.0,ChIJH0p73wKXQS0R3fJoxvU01Gs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114692503755001703133"">Dhian Saputro</a>'], 'photo_reference': 'AUGGfZm2kuxtNSCfUVluM8g4MTYb5xVSdV-Aj6ZWO5eEK7nP4G5KmcW0-OZgPrTspliVyfvkL1hSOmn21hyPiPWQbd-MmB9C8y7Nddf2BYUFIHnFlyFQRJqgVDob3UveqRRLrTVx3AB4fSuWEB0selb1Z7NB59B0fWjVQc6lAvNYPwtM-i3S', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJH0p73wKXQS0R3fJoxvU01Gs
OPERATIONAL,"W72W+X4, Banggoi, Kec. Bula Barat, Kabupaten Seram Bagian Timur, Maluku, Indonesia","{'location': {'lat': -3.0975625, 'lng': 130.2953125}, 'viewport': {'northeast': {'lat': -3.096212670107277, 'lng': 130.2966623298927}, 'southwest': {'lat': -3.098912329892722, 'lng': 130.2939626701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hariaman Glamping,ChIJaz7HxHbrQS0RXriCDuTSvzk,5.0,ChIJaz7HxHbrQS0RXriCDuTSvzk,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115923680353871822303"">amrullah usemahu</a>'], 'photo_reference': 'AUGGfZlVI15nTr_3X1t7ah-Mo0eTzTiF9nTxXufam9bpc8_b_zhp-RZG4rT53Oq0O4f7UdgbOhljb3o9AsGbD_GblOW-PDKU7X5xt8jx0ihHiVV5NbTiJ68uTGuf6T2IL9XzvKs7zvMkM2WME3_rftyYRgoQt_iiYLqKguMV-wMOOKNPuKDA', 'width': 1040}]",,https://www.google.com/maps/place/?q=place_id:ChIJaz7HxHbrQS0RXriCDuTSvzk
OPERATIONAL,"WFM9+PJ7, Bula, East Seram, Maluku, Indonesia","{'location': {'lat': -3.0657065, 'lng': 130.4690607}, 'viewport': {'northeast': {'lat': -3.064428870107277, 'lng': 130.4703565798927}, 'southwest': {'lat': -3.067128529892722, 'lng': 130.4676569201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan bakau gumumae,ChIJWRZnlTuXQS0RdcVmGRytvmM,4.5,ChIJWRZnlTuXQS0RdcVmGRytvmM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 568, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106684369636579222920"">Hadi Saputro</a>'], 'photo_reference': 'AUGGfZkDiDwR6I9ESvzNmiEFeEQdjFPuOQRZEeUJjxmh4uA49n3Krq8BwBxyQy5XdiOoWuHi1UF6j3TWxH0HGwoWj0IhkXVBk675nXc7BYWqVPZUVxgMVb0ojdR5iIDPoJopCc7L9fQzcs74aQka3fxJePV597qpeSJnTG_WyCkqEqV1TiYI', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJWRZnlTuXQS0RdcVmGRytvmM
CLOSED_TEMPORARILY,"W7P3+3V, Upt T. Jakarta Baru, Bula Barat, East Seram, Maluku, Indonesia","{'location': {'lat': -3.064763, 'lng': 130.25472}, 'viewport': {'northeast': {'lat': -3.063425820107278, 'lng': 130.2562307298927}, 'southwest': {'lat': -3.066125479892722, 'lng': 130.2535310701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yunita Garden,ChIJlVHZY93rQS0RxwWnx_wtAaE,0.0,ChIJlVHZY93rQS0RxwWnx_wtAaE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJlVHZY93rQS0RxwWnx_wtAaE
