business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,url
OPERATIONAL,"Jl. Raya Klp. Satu, Sawar, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia","{'location': {'lat': -1.890778, 'lng': 138.7526548}, 'viewport': {'northeast': {'lat': -1.889337420107278, 'lng': 138.7539166798927}, 'southwest': {'lat': -1.892037079892722, 'lng': 138.7512170201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,TWELVE HOTEL,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115185323325496330813"">sâm jef</a>'], 'photo_reference': 'AUGGfZmHZ58HzbwfiA1-ilJ849pQCeoc-Qpq5G56eWrR3eKaj6YOMIeFUGyBwxLMmM_uufrB-LjPYQkpwOxwhT_5iYnuS-j64QP2mre3UMSt9KVcHoXMlNhZrShhTy0rtL2m6zIqnMo7QXaaPrdqWjVmCmqwfQ3Uv9L34mpsPlB18QEKh7cC', 'width': 4000}]",ChIJlaIWXgEBEmgRMPczdteZGbw,"{'compound_code': '4Q53+M3 Sawar, Sarmi Regency, Papua, Indonesia', 'global_code': '6QCW4Q53+M3'}",4.5,ChIJlaIWXgEBEmgRMPczdteZGbw,"['lodging', 'point_of_interest', 'establishment']",26.0,https://www.google.com/maps/place/?q=place_id:ChIJlaIWXgEBEmgRMPczdteZGbw
OPERATIONAL,"4Q63+R8X, Sawar, Sarmi, Sarmi Regency, Papua 99373, Indonesia","{'location': {'lat': -1.8878121, 'lng': 138.7533459}, 'viewport': {'northeast': {'lat': -1.886554970107278, 'lng': 138.7546133798927}, 'southwest': {'lat': -1.889254629892722, 'lng': 138.7519137201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Damar Inn,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103044227629816603569"">A Google User</a>'], 'photo_reference': 'AUGGfZmtA1kp5BQLd2ub1krbj2mcx8ysAfDKcjmVr5SPKaotOewl_jtdrFNU_OdTAC1iwekDWNnA3TPn6GoqVf916pE9np-oXuxnzbiavhT7L4lRKE8ct-4OKwkZWsfUQchVOmU995XdSfdgLwK3khQa8Pp-a0xNhXriTsCSQw2pbI9Udk_6', 'width': 4624}]",ChIJA_Tw86UBEmgRISBh0BLHhuA,,4.4,ChIJA_Tw86UBEmgRISBh0BLHhuA,"['lodging', 'point_of_interest', 'establishment']",41.0,https://www.google.com/maps/place/?q=place_id:ChIJA_Tw86UBEmgRISBh0BLHhuA
OPERATIONAL,"4Q56+CXR, Unnamed Road, Sawar, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia","{'location': {'lat': -1.891385, 'lng': 138.7623873}, 'viewport': {'northeast': {'lat': -1.890077220107278, 'lng': 138.7636841298927}, 'southwest': {'lat': -1.892776879892723, 'lng': 138.7609844701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Arkana Gibran,,ChIJdVeprikBEmgRtr_qbZZepRo,,5.0,ChIJdVeprikBEmgRtr_qbZZepRo,"['lodging', 'point_of_interest', 'establishment']",2.0,https://www.google.com/maps/place/?q=place_id:ChIJdVeprikBEmgRtr_qbZZepRo
OPERATIONAL,"4QV2+W2G, Sarmi, Sarmi Regency, Papua 99373, Indonesia","{'location': {'lat': -1.8552302, 'lng': 138.7500367}, 'viewport': {'northeast': {'lat': -1.853881770107278, 'lng': 138.7513861798927}, 'southwest': {'lat': -1.856581429892722, 'lng': 138.7486865201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Narwastu,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116234762889344290487"">dedi suryana</a>'], 'photo_reference': 'AUGGfZkS6VI29LvYrhmMpCVbhAWUjLjTo4yXkLxQsSqVrifE5diFwJKp9m356LrVc-MrtqmzPfbG6hhPXbjpZBMoip6Oyu2HOa9xhoH0HyWp7DJSk_nULRQTqo4tjsQ0oPgZBqgGFJd91ZaVNnC_V79K_RVyDURs5WUFkQg1x-O2lK2u-Wzc', 'width': 4624}]",ChIJqwUwbHoAEmgRM-b0R2XbHZU,,3.6,ChIJqwUwbHoAEmgRM-b0R2XbHZU,"['lodging', 'point_of_interest', 'establishment']",76.0,https://www.google.com/maps/place/?q=place_id:ChIJqwUwbHoAEmgRM-b0R2XbHZU
OPERATIONAL,"4QF3+FCP, Jalan INPRES, Mararena, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia","{'location': {'lat': -1.8762798, 'lng': 138.7535728}, 'viewport': {'northeast': {'lat': -1.874958370107278, 'lng': 138.7548631798927}, 'southwest': {'lat': -1.877658029892723, 'lng': 138.7521635201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan El-Roy,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106754016668003978831"">Louis Karel</a>'], 'photo_reference': 'AUGGfZmk5mJ56MKdKsZUbB2vLT2skOzJx8yzl6OjbTV_hEJZTAxNTK4IyR34Ai62eHwQqCy68R-GJUsMsHR1BP0T9EC6O6E4uerylceLMkOqtjf4Di2M_t-8ygrLNYjDzWZMD_dZwxqI6CXTU_Dyu89CPkc-MrlWu9AELDPy7xFyVazHj367', 'width': 4128}]",ChIJqcPUT1EAEmgR5qmmby05cjw,,3.6,ChIJqcPUT1EAEmgR5qmmby05cjw,"['lodging', 'point_of_interest', 'establishment']",55.0,https://www.google.com/maps/place/?q=place_id:ChIJqcPUT1EAEmgR5qmmby05cjw
OPERATIONAL,"4PVX+XHH, Sarmi, Sarmi Regency, Papua 99373, Indonesia","{'location': {'lat': -1.8551188, 'lng': 138.7490324}, 'viewport': {'northeast': {'lat': -1.853829420107277, 'lng': 138.7504600298927}, 'southwest': {'lat': -1.856529079892722, 'lng': 138.7477603701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Rivior Sarmi,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103044227629816603569"">A Google User</a>'], 'photo_reference': 'AUGGfZm-idlyX4FSm5NgYDuz0Y22mMkfNMo5G8UILYUJJaVhn9IR0riYVbAnmNccNlAHhCaWYQdwoQf-xCsWzyweVeKiCxTeJKTuTYTUiRAA50f6AxiQP5_s2FIaXGMJeLSw40D9pT4gIGJcddolCOKI1VnhPGeM7YN0_USbXSO3X6N-wBGv', 'width': 4624}]",ChIJ0Zoun3AAEmgReA-plq4icmg,,3.6,ChIJ0Zoun3AAEmgReA-plq4icmg,"['lodging', 'point_of_interest', 'establishment']",183.0,https://www.google.com/maps/place/?q=place_id:ChIJ0Zoun3AAEmgReA-plq4icmg
OPERATIONAL,"3QW3+3Q8, Unnamed Road, Sawar, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia","{'location': {'lat': -1.9048275, 'lng': 138.7544726}, 'viewport': {'northeast': {'lat': -1.903555320107278, 'lng': 138.7557000798927}, 'southwest': {'lat': -1.906254979892722, 'lng': 138.7530004201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Zona Kuning,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111353958741788683939"">Jenri Baan</a>'], 'photo_reference': 'AUGGfZnDlBMGxT9Jrqu47XhKRMz-Ma4h801SFPcwMOmK4CBHOUqO4EUeEydXaBo9UDqqSA-OAo1aJBVvaJpBGTHhnMIh0cuumWNNAzeY7GRLSVjD_ixa3vPQl9W9y-C1muHkwTIypx3D9hYdLdOJvzobLSBTOO0Fo19uYAA7POJ05fkcDdqu', 'width': 4160}]",ChIJAbnI3BEBEmgRHx07M6ynSqg,,5.0,ChIJAbnI3BEBEmgRHx07M6ynSqg,"['lodging', 'point_of_interest', 'establishment']",4.0,https://www.google.com/maps/place/?q=place_id:ChIJAbnI3BEBEmgRHx07M6ynSqg
OPERATIONAL,"jl. diponegoro No.1, Sarmi, Kec. Sarmi, Kabupaten Sarmi, Papua 99373, Indonesia","{'location': {'lat': -1.853503, 'lng': 138.750772}, 'viewport': {'northeast': {'lat': -1.852199970107278, 'lng': 138.7521695798927}, 'southwest': {'lat': -1.854899629892723, 'lng': 138.7494699201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Losmen Al-hidayah Sarmi,,ChIJF0ycVv8BEmgRBjaJbpGsADM,"{'compound_code': '4QW2+J7 Sarmi, Sarmi Regency, Papua, Indonesia', 'global_code': '6QCW4QW2+J7'}",4.6,ChIJF0ycVv8BEmgRBjaJbpGsADM,"['lodging', 'point_of_interest', 'establishment']",5.0,https://www.google.com/maps/place/?q=place_id:ChIJF0ycVv8BEmgRBjaJbpGsADM
OPERATIONAL,"Sawar, Sarmi, Sarmi Regency, Papua, Indonesia","{'location': {'lat': -1.9062588, 'lng': 138.7551065}, 'viewport': {'northeast': {'lat': -1.904797920107278, 'lng': 138.7562003298927}, 'southwest': {'lat': -1.907497579892722, 'lng': 138.7535006701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,PENGINAPAN SUMBER REJEKI,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109887437745710340431"">A Google User</a>'], 'photo_reference': 'AUGGfZmsfg0foRZF-MCUO4Yk18Wp98tidWOxD13_XZj3cPx9DQi2f-2oUnc4tfbDjPTMWzT8cSY1Lxy31Hjjm-MiaJ9XbS30D6XWNoK33PkYV0QCyTQToFQMTH9uEzJJ8SSxvEdw9g3-4J4H4KaxRYiRRH0KdeDmrA4AB7utQEChl9zwglAB', 'width': 3264}]",ChIJ7-hjNmMBEmgRIclgdKndTiM,"{'compound_code': '3QV4+G3 Sawar, Sarmi Regency, Papua, Indonesia', 'global_code': '6QCW3QV4+G3'}",4.6,ChIJ7-hjNmMBEmgRIclgdKndTiM,"['lodging', 'point_of_interest', 'establishment']",8.0,https://www.google.com/maps/place/?q=place_id:ChIJ7-hjNmMBEmgRIclgdKndTiM
OPERATIONAL,"4QH2+5FF, Mararena, Sarmi, Sarmi Regency, Papua 99373, Indonesia","{'location': {'lat': -1.8719906, 'lng': 138.751229}, 'viewport': {'northeast': {'lat': -1.870519570107277, 'lng': 138.7527006798927}, 'southwest': {'lat': -1.873219229892722, 'lng': 138.7500010201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Official Noken Gank,,ChIJLz0Xe9oBEmgReh9UGyeaR10,,3.8,ChIJLz0Xe9oBEmgReh9UGyeaR10,"['lodging', 'point_of_interest', 'establishment']",4.0,https://www.google.com/maps/place/?q=place_id:ChIJLz0Xe9oBEmgReh9UGyeaR10
