formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,url
Pakistan,"{'location': {'lat': 30.375321, 'lng': 69.34511599999999}, 'viewport': {'northeast': {'lat': 37.0914146, 'lng': 77.1204247}, 'southwest': {'lat': 23.6344999, 'lng': 60.8729721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pakistan,"[{'height': 1362, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114283115652137525858"">zohaib hussain</a>'], 'photo_reference': 'AUGGfZl_hvpwzrujX3lMnRkpNlKGnn-oI6g7b_avHaOyEmbLpLIU6FRRgN3I-lfUXbDn7P09k3SuwjyzuHDRdsEYaOC2_fLZ2QDE-bccaGDRRbIUBZdp1vzjWAo8DvbrhNk8iFaTRhrVJ6KJku3WwnXj2dAVXDEKJtkk_mrjyoXGcWmhZT-W', 'width': 2048}]",ChIJH3X9-NJS2zgRXJIU5veht0Y,ChIJH3X9-NJS2zgRXJIU5veht0Y,"['country', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJH3X9-NJS2zgRXJIU5veht0Y
"Daleman Kidul, Pakis, Magelang Regency, Central Java 56193, Indonesia","{'location': {'lat': -7.481739399999999, 'lng': 110.3467314}, 'viewport': {'northeast': {'lat': -7.480226720107281, 'lng': 110.3481756798927}, 'southwest': {'lat': -7.482926379892724, 'lng': 110.3454760201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Varigata Gunung Setugel,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112860323551162497616"">Bayu Santoso</a>'], 'photo_reference': 'AUGGfZkavWh3VXwtvNWWzlKDkAxiiboz4nYR4hWzNECUDag6IE1XrI2b9hFlHPTOwphs_nfFF23K5X9ZMuQjRJ5upZN8aftzQv-lqZzwuX5TLoA8JFIdCXI1h9RVDC7yLU_1QPMzcjqh2ilI5yyZ2NF8sKdn1HiBZZ4G3OSfYLsjFNHTx3Q-', 'width': 2048}]",ChIJGwf8sLtiei4Rw4RZvNEuY7M,ChIJGwf8sLtiei4Rw4RZvNEuY7M,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'G89W+7M Daleman Kidul, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4GG89W+7M'}",4.3,27.0,,https://www.google.com/maps/place/?q=place_id:ChIJGwf8sLtiei4Rw4RZvNEuY7M
"G9QJ+439, Kragilan, Pogalan, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193, Indonesia","{'location': {'lat': -7.4622199, 'lng': 110.3802195}, 'viewport': {'northeast': {'lat': -7.46083907010728, 'lng': 110.3815591298927}, 'southwest': {'lat': -7.463538729892724, 'lng': 110.3788594701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mini forest,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106756660150655280067"">A Google User</a>'], 'photo_reference': 'AUGGfZlnOLX5MyigP_H919FcGokmmIZCAEWuQB0RQLBzQ7z3sz8-SG7WZbWMJt20qK7oXRHRxNYH-l3_nBBq7NUMgnmovK-iR6b5YGJ0ch36znkd8Jce6nqdd92f0KOBdGKMtKWd2DeIhJSJ9rWdP_ndVXKYuVvarjctJ-41HJHHL5iNXLkJ', 'width': 4080}]",ChIJR5UTtzB9ei4RsS7bh7sKE04,ChIJR5UTtzB9ei4RsS7bh7sKE04,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.7,26.0,,https://www.google.com/maps/place/?q=place_id:ChIJR5UTtzB9ei4RsS7bh7sKE04
"G88F+69R, Petung Kidul, Petung, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193, Indonesia","{'location': {'lat': -7.483890000000001, 'lng': 110.3233287}, 'viewport': {'northeast': {'lat': -7.482560020107278, 'lng': 110.3247235298927}, 'southwest': {'lat': -7.485259679892722, 'lng': 110.3220238701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Musangking Sultan,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100170686137342110428"">roedi ndut</a>'], 'photo_reference': 'AUGGfZk3u-h-3Vna2jipartSnXLJDWe6swDxYjL-4lrnVFFnQ5YXUj8tcI5Sa0PKG8eYyvxMrQKwtkSXkd_JTqDEBctPQqdnkS29ZeFd3rCLIe8blDdPH5mfV-UzUmbFXmDAAAmu232xg9hICjfUfM2NeLOHqw960OBNSeyzb9wQ0FsacpC5', 'width': 4000}]",ChIJiy8vULaJei4RcI2jCTd9P8U,ChIJiy8vULaJei4RcI2jCTd9P8U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,5.0,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJiy8vULaJei4RcI2jCTd9P8U
"H9CQ+6Q7, Jarakan, Gondangsari, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193, Indonesia","{'location': {'lat': -7.429462299999999, 'lng': 110.389409}, 'viewport': {'northeast': {'lat': -7.428108970107278, 'lng': 110.3907597798927}, 'southwest': {'lat': -7.430808629892722, 'lng': 110.3880601201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jarakan Touring Basecamp,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116148486462145695096"">A Google User</a>'], 'photo_reference': 'AUGGfZmLQIh52rMzPuBiFtu0ltpaRcqeYm7uIYqfx71N-nPdGJZmd9z6nZRtwPqMDljJDBppvvX_f88DKPUc_lEgbO4Ey4vyYZX6xYh4Fqx7BsgQfJgK8Rg623fildWsjBlyNZvmVGJI9x8iyB1vZkGA59NI1aVcx0KS9u64GgksHBMyPssK', 'width': 3472}]",ChIJPzrNf259ei4Rb44lirDPb5E,ChIJPzrNf259ei4Rb44lirDPb5E,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJPzrNf259ei4Rb44lirDPb5E
"Jl. Magelang - Kopeng No.km. 24 5, Gatran, Gondangsari, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193, Indonesia","{'location': {'lat': -7.4263495, 'lng': 110.387141}, 'viewport': {'northeast': {'lat': -7.424976320107278, 'lng': 110.3884973298927}, 'southwest': {'lat': -7.427675979892722, 'lng': 110.3857976701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Janari,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102778193047065951477"">A Google User</a>'], 'photo_reference': 'AUGGfZm4KAMIDSjO_kE14jzsNJmCkeC-temderb2bc2WWp92MdkbLjSALMNwCAAL9MejBQqa9SY0ocriT-JzQGHK5CSW-xJS4leGl7nOsTxTaAxn2xWrivw9z65O8fWam4thaHgt2xkHQFWK5W5JCJVW-EuWHDcg1fldbMojo7gw3a2jOckY', 'width': 8000}]",ChIJb7trrBh9ei4R2ZtuVMtSw8Q,ChIJb7trrBh9ei4R2ZtuVMtSw8Q,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'H9FP+FV Gondangsari, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4GH9FP+FV'}",4.9,16.0,,https://www.google.com/maps/place/?q=place_id:ChIJb7trrBh9ei4R2ZtuVMtSw8Q
"HC88+767, Kedakan, Kenalan, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193, Indonesia","{'location': {'lat': -7.4343395, 'lng': 110.415532}, 'viewport': {'northeast': {'lat': -7.43255072010728, 'lng': 110.4168160298927}, 'southwest': {'lat': -7.435250379892723, 'lng': 110.4141163701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Merbabu Pass,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106349166036158114272"">akbar maulana</a>'], 'photo_reference': 'AUGGfZk5UM8yx7N7WAIqH7n3te1kMPmUOoyXouXS6FKxoVTwpkXv1wERs4gYwoqaflpdkIbcJoVUGhApB3MUM8WfvEgQXdzqVGX-EbBIUFBo-KBlqUrehVLe6DFsKTq3K0bhFfa3mhxUaYgEEHKk_mA4zMVc5l-VjKYp4QOOk4VKhrPpITNr', 'width': 4000}]",ChIJ4-bB_qF9ei4RW1UGOpYrQxI,ChIJ4-bB_qF9ei4RW1UGOpYrQxI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.6,86.0,,https://www.google.com/maps/place/?q=place_id:ChIJ4-bB_qF9ei4RW1UGOpYrQxI
"Noyo Kerten, Gumelem, Pakis, Magelang Regency, Central Java 56193, Indonesia","{'location': {'lat': -7.4402641, 'lng': 110.3532642}, 'viewport': {'northeast': {'lat': -7.438470920107279, 'lng': 110.3547817298927}, 'southwest': {'lat': -7.441170579892723, 'lng': 110.3520820701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Gumelem,"[{'height': 2248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117403803799825535791"">A Google User</a>'], 'photo_reference': 'AUGGfZltDMKUdddhzXQfAInrCqCumtAyheVtjQHMJNZHnGGSCyZbG-VoIJDtEgC8EwMjjvndrvWmBnvUZVbQ9qgaBk26FK4VVlG1ly5cM2rBZjs5piQTazwNr1qYvuqX8OGpX1zGul-KAUs6TPSH4DIE5G3i-GTuYv5V9doTyMwI13etLCua', 'width': 2248}]",ChIJIQdNBbF9ei4R8TuwDTKKbWY,ChIJIQdNBbF9ei4R8TuwDTKKbWY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'H953+V8 Gumelem, Magelang Regency, Central Java, Indonesia', 'global_code': '6P4GH953+V8'}",4.5,28.0,,https://www.google.com/maps/place/?q=place_id:ChIJIQdNBbF9ei4R8TuwDTKKbWY
"H9CQ+6PV, jarakan, Area Kebun, Gondangsari, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193, Indonesia","{'location': {'lat': -7.429386099999999, 'lng': 110.389295}, 'viewport': {'northeast': {'lat': -7.428014670107278, 'lng': 110.3906506798927}, 'southwest': {'lat': -7.430714329892722, 'lng': 110.3879510201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jarakan View,"[{'height': 1844, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115995518893725562726"">A Google User</a>'], 'photo_reference': 'AUGGfZlvHLBexGUrWonfEA3yXkt-9vTnYVvhuaxkUe3rf29BnMPfEopHzPOPG7_3hGaGC3nma5dIi2DeiIyw7DqQmZz-fYaIMsl8tJPj6Cz9yh_mzYs22JjaAtO7ZBK5cENVO0UPElfJMSL41-h4koWH3Q2sW8LYVk8biI9kLtT2-0e4ZXUx', 'width': 4000}]",ChIJv2AX6vl8ei4RAgcD1e1Me2A,ChIJv2AX6vl8ei4RAgcD1e1Me2A,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.4,374.0,,https://www.google.com/maps/place/?q=place_id:ChIJv2AX6vl8ei4RAgcD1e1Me2A
"GC55+H84, Dusun surodadi, Nagrong, Wonolelo, Kec. Sawangan, Kabupaten Magelang, Jawa Tengah, Indonesia","{'location': {'lat': -7.4911108, 'lng': 110.4083341}, 'viewport': {'northeast': {'lat': -7.489760970107277, 'lng': 110.4096839298927}, 'southwest': {'lat': -7.492460629892721, 'lng': 110.4069842701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LOKET MASUK,,ChIJ9boUHwBjei4RnibvX9yGEB0,ChIJ9boUHwBjei4RnibvX9yGEB0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ9boUHwBjei4RnibvX9yGEB0
