business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,price_level,url
OPERATIONAL,"Jl. Lap., Sawah Dan Kebun, Nyalembeng, Kec. Pulosari, Kabupaten Pemalang, Jawa Tengah 52355, Indonesia","{'location': {'lat': -7.1612579, 'lng': 109.2329514}, 'viewport': {'northeast': {'lat': -7.159899120107275, 'lng': 109.2342561298927}, 'southwest': {'lat': -7.16259877989272, 'lng': 109.2315564701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Taman Langit Tangkeban,{'open_now': False},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113987236783285472337"">abu halim</a>'], 'photo_reference': 'AUGGfZlu5v8gwjFtyj9MrbV7Hvj9yQ2LYlXcyKuDtxhkGB72ZePoIkvsMgaR1c3CQsFB6i-UXs4wVCDsa7_pRiWRQWAuPv_GKrZ1lMnz7OVZgSUCz6NTZykWYGfih1JgtoBfi9CQHhNBCQM22AGdIJ5UU-tdqVB4MnO5kiwUpzmKzn3C4h6U', 'width': 4608}]",ChIJ-5H8udTtby4RaZGyIFrGdBY,"{'compound_code': 'R6QM+F5 Nyalembeng, Pemalang Regency, Central Java, Indonesia', 'global_code': '6P4FR6QM+F5'}",4.4,ChIJ-5H8udTtby4RaZGyIFrGdBY,"['tourist_attraction', 'point_of_interest', 'establishment']",842.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-5H8udTtby4RaZGyIFrGdBY
OPERATIONAL,"W8W8+PMX, Sawah Dan Hutan, Kejene, Kec. Randudongkal, Kabupaten Pemalang, Jawa Tengah 52353, Indonesia","{'location': {'lat': -7.0531431, 'lng': 109.3167359}, 'viewport': {'northeast': {'lat': -7.051792770107277, 'lng': 109.3180217298927}, 'southwest': {'lat': -7.054492429892721, 'lng': 109.3153220701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WANA WISATA TAMAN BANGKONG REANG,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103154462491158518998"">Deski danuaji</a>'], 'photo_reference': 'AUGGfZmqB4bcaHn2NwaQ_3r3QAzlqL_6OrV3s2bIE6J5goUftQeYjI1jUqzolQN3odJmvdvnyt8bFJlEfQgzaPrwqXG1TgyMqpIohQtmURsuHhLC1bM9G1BmlhSKXZOE6TqdENi7p6t16LofxKicThOv6JTz-9kk0lWYfai1E0UUn2P5jRUM', 'width': 4000}]",ChIJRTA26cfpby4RvipsC0v5y_w,,5.0,ChIJRTA26cfpby4RvipsC0v5y_w,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJRTA26cfpby4RvipsC0v5y_w
OPERATIONAL,"Jl. Raya Kesesirejo, Sawah Dan Hutan, Kwasen, Kec. Bodeh, Kabupaten Pemalang, Jawa Tengah 52365, Indonesia","{'location': {'lat': -7.044109199999999, 'lng': 109.483044}, 'viewport': {'northeast': {'lat': -7.042770670107277, 'lng': 109.4844274298927}, 'southwest': {'lat': -7.045470329892721, 'lng': 109.4817277701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Taman Senja Kwasen,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107421783273368297433"">Dzikronah</a>'], 'photo_reference': 'AUGGfZmVEI4mEd40L_SvRb7cM0AsBBBrttROE5duqe7L6d7RR0__QUWqjy0ZipBGk9gzDNQWXgZg5YbwH2ldHddBeGKtCHe4OIWGkds-eUvimyW1uiTOIdFMjGRi-jkhCA4hmiohRB1JOD1j6SmnBIifAVOYC7Fkimc0prxyx_YodMikoFBv', 'width': 3264}]",ChIJXXIIotXhby4R-UTTeZY-IyE,"{'compound_code': 'XF4M+96 Kwasen, Pemalang Regency, Central Java, Indonesia', 'global_code': '6P4FXF4M+96'}",4.0,ChIJXXIIotXhby4R-UTTeZY-IyE,"['tourist_attraction', 'point_of_interest', 'establishment']",262.0,,,https://www.google.com/maps/place/?q=place_id:ChIJXXIIotXhby4R-UTTeZY-IyE
OPERATIONAL,"Komplek Wisata Alam Bukit Tangkeban, Sawah Dan Kebun, Nyalembeng, Kec. Pulosari, Kabupaten Pemalang, Jawa Tengah 52355, Indonesia","{'location': {'lat': -7.161322999999999, 'lng': 109.23271}, 'viewport': {'northeast': {'lat': -7.159985970107277, 'lng': 109.2341245298927}, 'southwest': {'lat': -7.162685629892721, 'lng': 109.2314248701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tangkeban Park,{'open_now': False},"[{'height': 2456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117553063564936742939"">A Google User</a>'], 'photo_reference': 'AUGGfZnVhwZ1EgqCyiiozCXpPBkcWP4MfZqYnep6fUbsMKL_UGLgYdkicoDV6PqYIpoBF-huvaI5kAQYuODvIorypSah8-I8w-kh6mM25Rq1Amd2aH4HQ1Qz1yuXsVoLkxMDfjLDID01deUc8mso8NgTk_FSc23dlR14DitquqQ-Ok7-j_cY', 'width': 3612}]",ChIJj49iEKbtby4RLYUVRtacPmI,"{'compound_code': 'R6QM+F3 Nyalembeng, Pemalang Regency, Central Java, Indonesia', 'global_code': '6P4FR6QM+F3'}",4.6,ChIJj49iEKbtby4RLYUVRtacPmI,"['tourist_attraction', 'point_of_interest', 'establishment']",20.0,,,https://www.google.com/maps/place/?q=place_id:ChIJj49iEKbtby4RLYUVRtacPmI
OPERATIONAL,"3CFJ+7M3, Sawah, Sokawangi, Kec. Taman, Kabupaten Pemalang, Jawa Tengah 52361, Indonesia","{'location': {'lat': -6.9268682, 'lng': 109.431687}, 'viewport': {'northeast': {'lat': -6.925518370107278, 'lng': 109.4330368298927}, 'southwest': {'lat': -6.928218029892722, 'lng': 109.4303371701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumur Telaga Biru,,,ChIJVaHQQ_3bby4R6CXIgHqxGRI,,0.0,ChIJVaHQQ_3bby4R6CXIgHqxGRI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJVaHQQ_3bby4R6CXIgHqxGRI
OPERATIONAL,"Jl. Belik - Mendelem, Hutan Dan Sawah, Mendelem, Kec. Belik, Kabupaten Pemalang, Jawa Tengah 52356, Indonesia","{'location': {'lat': -7.1763879, 'lng': 109.3298651}, 'viewport': {'northeast': {'lat': -7.175039470107277, 'lng': 109.3311513798927}, 'southwest': {'lat': -7.177739129892721, 'lng': 109.3284517201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Rancah,{'open_now': False},"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113553313235126483722"">cireboner dotcom</a>'], 'photo_reference': 'AUGGfZnMleGi7B-CqerxF3cFu5RycMGpTHmGuG6bFzMP21BMyvykuOoazGYrM3-yk_Kr-KQ6TtibI2VkK40Rg4lj9cbFumyYHD5FZLvPf33yiSTy52_Zf8kbCTfaZTIv4xfUK1D6DZtf_RzAwe-xidLQcLDBTMGJkVDwvDGa4YlJxeHv_v4B', 'width': 8000}]",ChIJ1QhopNHvby4RdDwBgOCXEfs,"{'compound_code': 'R8FH+CW Mendelem, Pemalang Regency, Central Java, Indonesia', 'global_code': '6P4FR8FH+CW'}",4.5,ChIJ1QhopNHvby4RdDwBgOCXEfs,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",230.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ1QhopNHvby4RdDwBgOCXEfs
OPERATIONAL,"Jl. Seruni, Sawah Dan Hutan, Moga, Kec. Moga, Kabupaten Pemalang, Jawa Tengah 52354, Indonesia","{'location': {'lat': -7.1140925, 'lng': 109.2438931}, 'viewport': {'northeast': {'lat': -7.112750470107277, 'lng': 109.2452590298927}, 'southwest': {'lat': -7.115450129892721, 'lng': 109.2425593701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"TAMAN WISATA ""KAMPUNG SINERGI"" DESA MOGA",{'open_now': True},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115719125769446179465"">Yayasan Klh</a>'], 'photo_reference': 'AUGGfZk4FppwVChiTcUKAPMb2XYl8ATFX96ILHIkjronwxseGqzPYvczgIHpeQOUHMDfblJZVzT02-UcJ6XuV4X0xKwb82BMjs3Y0smgTi55pAtT7ZwEhTPYdTuE3kD6veWRTMWAFyFdfof5e4BUvce0UbH-wx0ThF5UlNkgiEZYZZyhStXD', 'width': 4128}]",ChIJH9Uk13vsby4RhZ784yJfdpU,"{'compound_code': 'V6PV+9H Moga, Pemalang Regency, Central Java, Indonesia', 'global_code': '6P4FV6PV+9H'}",3.9,ChIJH9Uk13vsby4RhZ784yJfdpU,"['tourist_attraction', 'point_of_interest', 'establishment']",20.0,,,https://www.google.com/maps/place/?q=place_id:ChIJH9Uk13vsby4RhZ784yJfdpU
OPERATIONAL,"Jl. Lap., Sawah Dan Kebun, Nyalembeng, Kec. Pulosari, Kabupaten Pemalang, Jawa Tengah 52355, Indonesia","{'location': {'lat': -7.1611954, 'lng': 109.2328639}, 'viewport': {'northeast': {'lat': -7.159852320107278, 'lng': 109.2342478798927}, 'southwest': {'lat': -7.162551979892723, 'lng': 109.2315482201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Tangkeban,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100405227414172382820"">Endah aprillia</a>'], 'photo_reference': 'AUGGfZlntz312EYvSdggltcIQMqk7xewH4bFabds5W-ovPg9cxi2o0_9HMLUF07isgUUI6i-wIXAcWIU_F6HmzpxM-CgstY3RMGYgyNIU1giro38GdHInzcqD5m8xyN6iSgCaX-geuf_SFxs_4qUfzA3gncr0ObdSvHttqE27MrSpPrWPHVI', 'width': 4000}]",ChIJAQAAAKTtby4RHILHuTMEmDA,"{'compound_code': 'R6QM+G4 Nyalembeng, Pemalang Regency, Central Java, Indonesia', 'global_code': '6P4FR6QM+G4'}",4.4,ChIJAQAAAKTtby4RHILHuTMEmDA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4802.0,,,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAKTtby4RHILHuTMEmDA
OPERATIONAL,"XF5M+FG8, Jl. Raya Kesesirejo, Kebaderan, Jatiroyom, Kec. Bodeh, Kabupaten Pemalang, Jawa Tengah 52365, Indonesia","{'location': {'lat': -7.041334, 'lng': 109.4838379}, 'viewport': {'northeast': {'lat': -7.039952370107278, 'lng': 109.4849490798927}, 'southwest': {'lat': -7.042652029892722, 'lng': 109.4822494201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Kuliner kampung pejaten,,"[{'height': 1520, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117971015572800103031"">dedi supriyanto</a>'], 'photo_reference': 'AUGGfZnPjYgdJzjDRzxxXUnH9UyMOi5Ixc747jZNwyX6yK5k1EExMSjiAMjpGE0Vl021_3VTQDa52Fvja1tZf30YWDtrNRRYrzySOXZ8D6fpT9dxXoNdi1-wFNwcxPeS8JTS7ATdS5iZUPG6vORoBaSjzy_h76WmBcG-HZoX9sel5rZCO289', 'width': 3264}]",ChIJSZJ6DVvhby4RIbFTUYH5qGs,,4.3,ChIJSZJ6DVvhby4RIbFTUYH5qGs,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJSZJ6DVvhby4RIbFTUYH5qGs
OPERATIONAL,"3CF5+9WC, Klendung, Cibelok, Kec. Taman, Kabupaten Pemalang, Jawa Tengah, Indonesia","{'location': {'lat': -6.926574, 'lng': 109.4097542}, 'viewport': {'northeast': {'lat': -6.925208920107277, 'lng': 109.4108589298927}, 'southwest': {'lat': -6.927908579892721, 'lng': 109.4081592701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,unggul mukti,,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114592129700277726377"">A Google User</a>'], 'photo_reference': 'AUGGfZnwcVh7ulm5qCnokLks7Q3p0fpWo0fcbdi2reAjcWIaE8fazvoLod_hrgyZq6xallN-yeX4soVD_kmIZaKJE_1MispR14CpFX2Cp_AdcvXA_lzL6qTeVSiHXo8lHwOUpMR9qTQ-2AwTaQJQeTIg7qtwQbuzuauHuM6vXcOaHvfom3qp', 'width': 4096}]",ChIJJwClQQDbby4RujTfNv1yXto,,4.1,ChIJJwClQQDbby4RujTfNv1yXto,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJwClQQDbby4RujTfNv1yXto
