formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"Pangururan, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6465619, 'lng': 98.6890227}, 'viewport': {'northeast': {'lat': 2.7131239, 'lng': 98.770936}, 'southwest': {'lat': 2.528616, 'lng': 98.653632}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pangururan,"[{'height': 535, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116051235503434141287"">Jujur Sihotang</a>'], 'photo_reference': 'AUGGfZk4wlmmp8qzms3jtK77mQaYicYSF21SOY3C8bKSwVgmanSyVqQd38vZPl6vhxCqhOIX3R7zVTtmcVXihFnHNMoHEds3EJO7AwC0xdnGExCMWySsmBXD-f-wLpez70rEIHj9z3A0SYuzhG2Z630KDRiv1J5qGpM8hxJybdaGDMV1uren', 'width': 719}]",ChIJWxE4q_vEMTAR5Ov_FJ4cQPc,ChIJWxE4q_vEMTAR5Ov_FJ4cQPc,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWxE4q_vEMTAR5Ov_FJ4cQPc
"JM3X+GWV, Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392, Indonesia","{'location': {'lat': 2.6038544, 'lng': 98.6997962}, 'viewport': {'northeast': {'lat': 2.605218529892722, 'lng': 98.70129132989273}, 'southwest': {'lat': 2.602518870107278, 'lng': 98.69859167010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Mancur Menari Water Front Pangururan,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114092095550130792447"">A Google User</a>'], 'photo_reference': 'AUGGfZmTx4lrlXxOmmrFUQavQPZWfWypnvIvunBTNbjFgV5CMvOS2Ptug5SgzJaWxadXiiQZ4XuhuyWeUMeyii4BNvNCkO2OYVtCPFjqKuUDCMss-B9yHP05kH34njQzL9psFHHIw1hZ8EejlYcrRm_PvBKWFwKhS5jafQy0QgHMBdOWaYDu', 'width': 2252}]",ChIJ76aWSwDFMTARum2tol7wuG0,ChIJ76aWSwDFMTARum2tol7wuG0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,187.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ76aWSwDFMTARum2tol7wuG0
"Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6274431, 'lng': 98.7921836}, 'viewport': {'northeast': {'lat': 2.759751000000001, 'lng': 98.992865}, 'southwest': {'lat': 2.352696, 'lng': 98.39956099999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Samosir Regency,"[{'height': 535, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116051235503434141287"">Jujur Sihotang</a>'], 'photo_reference': 'AUGGfZnWlptw5gVdj13ZVc_rpELv7dwRxC16INggBqN_kz0I_Ts2mDXPbwYpm__dT1ZjsjNLoEosDS0rjNNheeaZ6oCheAHubYqwFpGFIaF5UwtoOoZA4gJPGQsH80zNHIuKxvxsoP6z81JWQqE83vl43XdyD-_rxWHgmMenvb8wFJJNzLTO', 'width': 719}]",ChIJq2GdsfvaMTAR_hhfCyKzWDs,ChIJq2GdsfvaMTAR_hhfCyKzWDs,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJq2GdsfvaMTAR_hhfCyKzWDs
"Pintu Sona, Pangururan, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6009754, 'lng': 98.71783529999999}, 'viewport': {'northeast': {'lat': 2.612905, 'lng': 98.72800889999999}, 'southwest': {'lat': 2.591762, 'lng': 98.70581999999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pintu Sona,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114592208643789843232"">Zhaefty Event</a>'], 'photo_reference': 'AUGGfZmASeUGUNdu7m9DqNFZ8jDGH-50G_pQMlpv4IaIlT9avjRV9mKm59IvSokujG1VcAsB0P9P_IezZ5dn57O6MxjWFE2JC80XLpUeRV5tci7-xsaXUa77FKrkmLZfvFC8WAKTE7yfQ7P7SKyqn1MA27uk8ahfzPXd1BOZ5LU8sar16uKW', 'width': 4160}]",ChIJmYkOk8TEMTAR082HviiI7GU,ChIJmYkOk8TEMTAR082HviiI7GU,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJmYkOk8TEMTAR082HviiI7GU
"Aek Rangat, Pangururan, Samosir Regency, North Sumatra 22392, Indonesia","{'location': {'lat': 2.6186837, 'lng': 98.6755199}, 'viewport': {'northeast': {'lat': 2.620016229892722, 'lng': 98.67686042989273}, 'southwest': {'lat': 2.617316570107278, 'lng': 98.67416077010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aek Rangat,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102239583590400930743"">Arnold Alfons</a>'], 'photo_reference': 'AUGGfZkBO9d0DAeQbwlUgyMZyTyHID6MKuPOHm6P_ZjdMBIVPsj2_9n_NlXq-k9L_Cr3v2_cDiRO-uj4_L7evkYhTBMPbmgrvS4gNX7dRbK76jDJ9UxbNuWWpktlnivL0-M1btsrMHwwrf4bMsI0efSIlrZ4hiV40eVfOYBI4XqRza4GMlIK', 'width': 4096}]",ChIJCZ8jJZPbMTARj1KaT-O37LQ,ChIJCZ8jJZPbMTARj1KaT-O37LQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,1551.0,{'open_now': True},"{'compound_code': 'JM9G+F6 Siogung-Ogung, Samosir Regency, North Sumatra, Indonesia', 'global_code': '6MJWJM9G+F6'}",https://www.google.com/maps/place/?q=place_id:ChIJCZ8jJZPbMTARj1KaT-O37LQ
"Jln.Simanindo km.4,Siriaon, Sitolu Huta, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392, Indonesia","{'location': {'lat': 2.6509993, 'lng': 98.6860888}, 'viewport': {'northeast': {'lat': 2.652284229892722, 'lng': 98.6874305798927}, 'southwest': {'lat': 2.649584570107278, 'lng': 98.68473092010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir Siriaon | ᯇᯘᯒᯪ᯲ ᯘᯪᯒᯪᯀᯀᯬᯉ᯲,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103163637366989766578"">A Google User</a>'], 'photo_reference': 'AUGGfZnpEBoM9LyBijK3pj4ObRAnpEh-1PudrfIlvnucmjIuugQqTZ0Z5-NStRXUpmPO46AeOTmQH6AlsBCh9FPJfUQ-rPvbiS4TH4Yc_lTY6nkL0VSU2IVM_tV2E2CPTl01U1ArcP_UO574K4VF7x-ZHhmI2s_Aw2CbwEaz9K_EmgyJynov', 'width': 4000}]",ChIJxdv03bnFMTARe26M9ZwdLYY,ChIJxdv03bnFMTARe26M9ZwdLYY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,27.0,{'open_now': True},"{'compound_code': 'MM2P+9C Sitolu Huta, Samosir Regency, North Sumatra, Indonesia', 'global_code': '6MJWMM2P+9C'}",https://www.google.com/maps/place/?q=place_id:ChIJxdv03bnFMTARe26M9ZwdLYY
"JM7R+77, Pasar Pangururan, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6132053, 'lng': 98.6906372}, 'viewport': {'northeast': {'lat': 2.614004579892722, 'lng': 98.69187117989271}, 'southwest': {'lat': 2.611304920107278, 'lng': 98.68917152010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tano Ponggol Promenade,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115431599734539660631"">sekank indo</a>'], 'photo_reference': 'AUGGfZlAmqU9wkxIvTEbaqv_2tlm7D6mWh9JbLphRr8PJFi66XIJhHwpE58tKoTfD33gf7Inkc54FwM1PQ0dFqU9o17eQOuSVs7m4WhoWb7Dj_FEuljkFfi-Okz3IxNcGwsBPipzKhgilOLhHqOWeGtWXG8ZxW_PgPilm-TGofLXm6X5-8VN', 'width': 4096}]",ChIJxfqX3qjFMTARa72HvyR7Nuk,ChIJxfqX3qjFMTARa72HvyR7Nuk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.6,49.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJxfqX3qjFMTARa72HvyR7Nuk
"GPM3+RM4, Dolok Raja, Harian, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.534517, 'lng': 98.70421379999999}, 'viewport': {'northeast': {'lat': 2.535866829892722, 'lng': 98.70556362989271}, 'southwest': {'lat': 2.533167170107277, 'lng': 98.70286397010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Holbung Samosir,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108621810288013419567"">Semut Medan</a>'], 'photo_reference': 'AUGGfZm_1Q1G-XRu4UYyOS1oJahROOqerEOsrtP_KDhCBTapKZzv8UHd-tyQYkNztvgXgI6epM4BXQvzOBs6ZEOhk4Lu0kvO5zf6arjyElcpAK18PYtmjTby92EQvLZuxdZfA3nIV_lDi1TJytDbT0UpD0_Jmj5niCPjMJwW7DjZfYDpGNeB', 'width': 4000}]",ChIJP1KdukvaMTAR_BxcMSOU4_E,ChIJP1KdukvaMTAR_BxcMSOU4_E,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,1762.0,,,https://www.google.com/maps/place/?q=place_id:ChIJP1KdukvaMTAR_BxcMSOU4_E
"Toba, Sialanguan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara, Indonesia","{'location': {'lat': 2.6978299, 'lng': 98.6900263}, 'viewport': {'northeast': {'lat': 2.699223729892722, 'lng': 98.69143197989271}, 'southwest': {'lat': 2.696524070107277, 'lng': 98.68873232010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Indah Situngkir (PIS),"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116452172401964180221"">A Google User</a>'], 'photo_reference': 'AUGGfZn9tumXRDS19Lo9AjEEQj0UV5q1_DkK7JmYlimhxadi8wCsEW80p7U_ogLFWqcZG4MFAisuNcrFBhTl0jpTOuwUsMZZJhaRmbyJk71da_oxCsKt_15fKlvwGcPL8m2yxdXnMm2qWFxh5wvLq0KoyfaQsXFoC1psuTL_bY8RbT_unNcg', 'width': 3264}]",ChIJi-jZdk_GMTAR2wAJ06FZGeY,ChIJi-jZdk_GMTAR2wAJ06FZGeY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,214.0,{'open_now': True},"{'compound_code': 'MMXR+42 Sialanguan, Samosir Regency, North Sumatra, Indonesia', 'global_code': '6MJWMMXR+42'}",https://www.google.com/maps/place/?q=place_id:ChIJi-jZdk_GMTAR2wAJ06FZGeY
"Dosroha, Simanindo, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.7161063, 'lng': 98.6917194}, 'viewport': {'northeast': {'lat': 2.717417829892722, 'lng': 98.69315247989273}, 'southwest': {'lat': 2.714718170107278, 'lng': 98.69045282010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ikan Mas Tandarabun,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111769287274382123400"">Hotma Immanuel Hutagalung</a>'], 'photo_reference': 'AUGGfZkAe4cCF3-f8C_XKevtmWFXDDpxrjvtiBDDR87ZEb0AUQQQbdlnQ3g4cTXTTm1ORUt_73prEWh0EP6sJ6zdaG4Fm8ol0M_N_3-F77R9aYTP-bxsDNON3IhRluhSM1a5FygSWKD6zUqJuEXNZOSacvoACyDfB-2hoZn1zoZfdHOJCdAz', 'width': 4032}]",ChIJ9W_jE7DHMTARsA9UqkIB6uE,ChIJ9W_jE7DHMTARsA9UqkIB6uE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.6,599.0,{'open_now': True},"{'compound_code': 'PM8R+CM Dosroha, Samosir Regency, North Sumatra, Indonesia', 'global_code': '6MJWPM8R+CM'}",https://www.google.com/maps/place/?q=place_id:ChIJ9W_jE7DHMTARsA9UqkIB6uE
