business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"8PJ7+98X, Kambang Utara, Lengayang, South Pesisir Regency, West Sumatra 25663, Indonesia","{'location': {'lat': -1.6690608, 'lng': 100.7133231}, 'viewport': {'northeast': {'lat': -1.667651220107278, 'lng': 100.7147219798927}, 'southwest': {'lat': -1.670350879892722, 'lng': 100.7120223201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel kijo,ChIJjwMbXx3RLC4RFI1mWY2TSLs,1.5,ChIJjwMbXx3RLC4RFI1mWY2TSLs,"['lodging', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJjwMbXx3RLC4RFI1mWY2TSLs
OPERATIONAL,"8MPV+XX4, Unnamed Road, Kambang Bar., Kec. Lengayang, Kabupaten Pesisir Selatan, Sumatera Barat 25663, Indonesia","{'location': {'lat': -1.6626176, 'lng': 100.6949452}, 'viewport': {'northeast': {'lat': -1.661367170107278, 'lng': 100.6961928798927}, 'southwest': {'lat': -1.664066829892722, 'lng': 100.6934932201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Mertua Isell,ChIJUTB2PcfTLC4R72OPDB7ywmw,5.0,ChIJUTB2PcfTLC4R72OPDB7ywmw,"['lodging', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJUTB2PcfTLC4R72OPDB7ywmw
OPERATIONAL,"8PVX+84, Kambang Utara, Lengayang, South Pesisir Regency, West Sumatra 25663, Indonesia","{'location': {'lat': -1.6561503, 'lng': 100.747728}, 'viewport': {'northeast': {'lat': -1.654857270107278, 'lng': 100.7491583798927}, 'southwest': {'lat': -1.657556929892722, 'lng': 100.7464587201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Nazwan Home,ChIJHcTXhQ_RLC4R3uOh22SeQvs,0.0,ChIJHcTXhQ_RLC4R3uOh22SeQvs,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJHcTXhQ_RLC4R3uOh22SeQvs
OPERATIONAL,"8PHG+38C, Kambang Utara, Lengayang, South Pesisir Regency, West Sumatra, Indonesia","{'location': {'lat': -1.6724238, 'lng': 100.7257713}, 'viewport': {'northeast': {'lat': -1.671120770107278, 'lng': 100.7269948298927}, 'southwest': {'lat': -1.673820429892722, 'lng': 100.7242951701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,rumah rendi,ChIJS52uSwDRLC4R9Gx5tPHZQtg,0.0,ChIJS52uSwDRLC4R9Gx5tPHZQtg,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJS52uSwDRLC4R9Gx5tPHZQtg
OPERATIONAL,"8PJQ+3GH, Kambang Utara, Lengayang, South Pesisir Regency, West Sumatra 25663, Indonesia","{'location': {'lat': -1.6698146, 'lng': 100.7388594}, 'viewport': {'northeast': {'lat': -1.668435720107277, 'lng': 100.7402015798927}, 'southwest': {'lat': -1.671135379892722, 'lng': 100.7375019201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Asri Mr Black,ChIJ7zvd2B_RLC4RzYp-zoShhPw,5.0,ChIJ7zvd2B_RLC4RzYp-zoShhPw,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ7zvd2B_RLC4RzYp-zoShhPw
OPERATIONAL,"8PJQ+3GH, Kambang Utara, Lengayang, South Pesisir Regency, West Sumatra 25663, Indonesia","{'location': {'lat': -1.6698255, 'lng': 100.7388182}, 'viewport': {'northeast': {'lat': -1.668446620107277, 'lng': 100.7401603798927}, 'southwest': {'lat': -1.671146279892722, 'lng': 100.7374607201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Saddam,ChIJO_WiDwDRLC4RnrBK20q24F8,0.0,ChIJO_WiDwDRLC4RnrBK20q24F8,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJO_WiDwDRLC4RnrBK20q24F8
OPERATIONAL,"7PR8+H8V, Lakitan Utara, Kec. Lengayang, Kabupaten Pesisir Selatan, Sumatera Barat, Indonesia","{'location': {'lat': -1.708509, 'lng': 100.715797}, 'viewport': {'northeast': {'lat': -1.707174970107278, 'lng': 100.7172972798927}, 'southwest': {'lat': -1.709874629892722, 'lng': 100.7145976201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotelharismanresiden,ChIJzzeIUQDRLC4RIkHOJfCBPEQ,0.0,ChIJzzeIUQDRLC4RIkHOJfCBPEQ,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJzzeIUQDRLC4RIkHOJfCBPEQ
OPERATIONAL,"9Q24+JMF, Kambang Utara, Lengayang, South Pesisir Regency, West Sumatra 25663, Indonesia","{'location': {'lat': -1.6484502, 'lng': 100.756663}, 'viewport': {'northeast': {'lat': -1.647071020107278, 'lng': 100.7579738798927}, 'southwest': {'lat': -1.649770679892722, 'lng': 100.7552742201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah sibay,ChIJXQXnhR7RLC4RPK7Ed8kSZiA,4.0,ChIJXQXnhR7RLC4RPK7Ed8kSZiA,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109355673892276504718"">A Google User</a>'], 'photo_reference': 'AUGGfZnKDbXF1EPu0rdPM6ouvRCEgOmONvc3d2qzzgcL144YxMQda6E62Z3gvzlDlD1VAjt0avm7Kc22xxkWglbULKgtf6MBQiFELxezHkMMkrhn0TLYoGmSaHAd6PErXGqJhN7bptttiIAqSBW-noyi8jt8iMX9SuFw-J141j-dDiMzH-F3', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJXQXnhR7RLC4RPK7Ed8kSZiA
OPERATIONAL,"8MPV+XX4, Kambang Barat, Lengayang, South Pesisir Regency, West Sumatra 25663, Indonesia","{'location': {'lat': -1.6626131, 'lng': 100.6949294}, 'viewport': {'northeast': {'lat': -1.661338520107278, 'lng': 100.6961739798927}, 'southwest': {'lat': -1.664038179892722, 'lng': 100.6934743201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Uma mak tuo isell,ChIJfW_pUYrTLC4RU32vQuyjT8I,5.0,ChIJfW_pUYrTLC4RU32vQuyjT8I,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJfW_pUYrTLC4RU32vQuyjT8I
OPERATIONAL,"7VHR+34F, Pelangai, Ranah Pesisir, South Pesisir Regency, West Sumatra, Indonesia","{'location': {'lat': -1.7223147, 'lng': 100.8903099}, 'viewport': {'northeast': {'lat': -1.720964870107278, 'lng': 100.8916597298927}, 'southwest': {'lat': -1.723664529892722, 'lng': 100.8889600701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Bunda,ChIJUemj7GDfLC4RdMcTlmecx8c,4.0,ChIJUemj7GDfLC4RdMcTlmecx8c,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJUemj7GDfLC4RdMcTlmecx8c
