business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,photos,plus_code,url
OPERATIONAL,"H3MX+6F4, Samba Katung, Central Katingan, Katingan Regency, Central Kalimantan 74454, Indonesia","{'location': {'lat': -1.4169956, 'lng': 113.0987096}, 'viewport': {'northeast': {'lat': -1.415645770107278, 'lng': 113.1000594298927}, 'southwest': {'lat': -1.418345429892722, 'lng': 113.0973597701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai/danau mati,ChIJ83leIQC5_S0Rw8EBli0wRHk,1.0,ChIJ83leIQC5_S0Rw8EBli0wRHk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ83leIQC5_S0Rw8EBli0wRHk
CLOSED_TEMPORARILY,"M3JR+6WC, Tumbang Manggo, Sanaman Mantikei, Katingan Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.319267, 'lng': 113.092025}, 'viewport': {'northeast': {'lat': -1.317946020107278, 'lng': 113.0936046298927}, 'southwest': {'lat': -1.320645679892722, 'lng': 113.0909049701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hindu Channel @Rumah Betang,ChIJO-IfVfrD_S0RuQjOntWFnAU,0.0,ChIJO-IfVfrD_S0RuQjOntWFnAU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJO-IfVfrD_S0RuQjOntWFnAU
OPERATIONAL,"Tumbang Baraoi, Petak Malai, Katingan Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.0517678, 'lng': 113.0182202}, 'viewport': {'northeast': {'lat': -1.051030020107278, 'lng': 113.0205782}, 'southwest': {'lat': -1.053729679892722, 'lng': 113.0174342}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rangan Nyamuk,ChIJc_vrsN91_i0RHCIB3AvMo0M,5.0,ChIJc_vrsN91_i0RHCIB3AvMo0M,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113381144832783901677"">A Google User</a>'], 'photo_reference': 'AUGGfZkQAfF2qW8ffgF3aA0nDUf1uBg0vLBNKQqV69pPiGRx2mxvkwc4KbD2y3CS_kryi73yOYjvXuD9C_ydy-rWaaYPdA8dAlFYDQcdSo5R3FE0w-DY6zaqg3ZiANdqJPdRZaK0cXBxpP9dfs7BlkyTQsp_dA-JHOdtvw5hVo6aYyrk0FrL', 'width': 4608}]","{'compound_code': 'W2X9+77 Tumbang Baraoi, Katingan Regency, Central Kalimantan, Indonesia', 'global_code': '6PCMW2X9+77'}",https://www.google.com/maps/place/?q=place_id:ChIJc_vrsN91_i0RHCIB3AvMo0M
,"Sanaman Mantikei, Katingan Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.2216918, 'lng': 113.0488541}, 'viewport': {'northeast': {'lat': -0.980949, 'lng': 113.2394051}, 'southwest': {'lat': -1.40317, 'lng': 112.879553}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sanaman Mantikei,ChIJUwVXbC_c_S0R3t7aNkT3AGo,,ChIJUwVXbC_c_S0R3t7aNkT3AGo,"['administrative_area_level_3', 'political']",,,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114182826071862490535"">A Google User</a>'], 'photo_reference': 'AUGGfZncmXpuhHZE0XvmrnFXOhBWNluwQY8fSCHOy6RK2vt7r0Q-c3sVjAkImGRiEy_yusvi0oj7P02VBLGww3xZn1OpvdqpjrISqLt2YxoZdaajuyZ_FOJUES9xM7_7yXwslUx-W501l7HVNtW8qnuw2lfU81qkYi8tdAZG6gFQ8usP1Gl1', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJUwVXbC_c_S0R3t7aNkT3AGo
OPERATIONAL,"H34W+PXW, Samba Bakumpai, Central Katingan, Katingan Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.443138, 'lng': 113.0974383}, 'viewport': {'northeast': {'lat': -1.440367499999999, 'lng': 113.1013185}, 'southwest': {'lat': -1.444061500000001, 'lng': 113.0961449}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman mandi dan bermain Aqino Samba,ChIJ11vqc9S5_S0Ra_cN2MFvFvg,5.0,ChIJ11vqc9S5_S0Ra_cN2MFvFvg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,"[{'height': 739, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104043505124440424617"">A Google User</a>'], 'photo_reference': 'AUGGfZmw6vR2CbX-6H83qoyyA407mL5EWsbla58nHBw6F85snE3E_sa_ock0rYoyRJiZXR4VF7xwWfisDpw-MlBR-x0egl_QvloAaasQw8B88lDphJ10Pu160lNwSQ__pjoVWBbWlrkglElOElytdXPtRyc8-zW_PNoaOOhtornfDgmfX4Wo', 'width': 415}]",,https://www.google.com/maps/place/?q=place_id:ChIJ11vqc9S5_S0Ra_cN2MFvFvg
OPERATIONAL,"P6WG+GR, Tumbang Samui, Manuhing Raya, Gunung MAS Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.2536882, 'lng': 113.2271217}, 'viewport': {'northeast': {'lat': -1.25080925, 'lng': 113.2290623298927}, 'southwest': {'lat': -1.25464785, 'lng': 113.2263626701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lahan sawit pesel,ChIJ6Xr_lIjR_S0RgsnxNYphWhM,0.0,ChIJ6Xr_lIjR_S0RgsnxNYphWhM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6Xr_lIjR_S0RgsnxNYphWhM
OPERATIONAL,"H477+QG, Samba Katung, Central Katingan, Katingan Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.4355578, 'lng': 113.1138031}, 'viewport': {'northeast': {'lat': -1.434207970107278, 'lng': 113.1151529298927}, 'southwest': {'lat': -1.436907629892722, 'lng': 113.1124532701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,HUTAN ANGKER,ChIJJSA6dPe5_S0Rajtij3SLqV4,4.3,ChIJJSA6dPe5_S0Rajtij3SLqV4,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJSA6dPe5_S0Rajtij3SLqV4
OPERATIONAL,"Desa, Tumbang Kalemei, Kec. Katingan Tengah, Kabupaten Katingan, Kalimantan Tengah 74454, Indonesia","{'location': {'lat': -1.4133077, 'lng': 112.9521306}, 'viewport': {'northeast': {'lat': -1.41252005, 'lng': 112.9539301798927}, 'southwest': {'lat': -1.41567065, 'lng': 112.9512305201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riam Mangkikit,ChIJG_K9QYyV_S0Rulr-tbKBKN0,4.6,ChIJG_K9QYyV_S0Rulr-tbKBKN0,"['tourist_attraction', 'point_of_interest', 'establishment']",68.0,,,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104355418552652325040"">jeki purnomo</a>'], 'photo_reference': 'AUGGfZnl51DiSJhr-Ft4I3kqsliY3_f1v-XvHHHRkMqoEtBpAUUEtzUKs4i7wzcMDc5bqJlVZ5QNy4dxW0J2TyY57Mc8YYJuicRbpiOJMH3jqXydlF-aa0_9vsxV5GqU6bT6IfJtyF1iB2HcUWoAzaSX0emAD6xzO0RZyneLrnwcHYzBruFz', 'width': 2048}]","{'compound_code': 'HXP2+MV Tumbang Kalamei, Katingan Regency, Central Kalimantan, Indonesia', 'global_code': '6PCJHXP2+MV'}",https://www.google.com/maps/place/?q=place_id:ChIJG_K9QYyV_S0Rulr-tbKBKN0
OPERATIONAL,"H435+GH2, Samba Bakumpai, Central Katingan, Katingan Regency, Central Kalimantan 74454, Indonesia","{'location': {'lat': -1.4462393, 'lng': 113.108906}, 'viewport': {'northeast': {'lat': -1.4426225, 'lng': 113.1104048}, 'southwest': {'lat': -1.4474449, 'lng': 113.1044096}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau durian,ChIJMb1lYgC5_S0R7WsFmHBfMzU,0.0,ChIJMb1lYgC5_S0R7WsFmHBfMzU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMb1lYgC5_S0R7WsFmHBfMzU
CLOSED_PERMANENTLY,"M2JP+5QW, Tumbang Manggo, Sanaman Mantikei, Katingan Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.3195049, 'lng': 113.0369406}, 'viewport': {'northeast': {'lat': -1.31850115, 'lng': 113.0377967798927}, 'southwest': {'lat': -1.32251615, 'lng': 113.0350971201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun sengon Patmodi,ChIJBa4rlhvD_S0RdHn97dWoHqI,0.0,ChIJBa4rlhvD_S0RdHn97dWoHqI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100546676283260523902"">Patmodi Valen</a>'], 'photo_reference': 'AUGGfZkyLioaduleVVBHO7dN9I0BNGOP_DDL1SMivB3KPX44ChYWNvvsb6PmpI-vYMdMU5caHwteZ0W8GEDdyOzsg7_SSYNX6UvZ_CgHc9Y50KVpHBDb6pwXb-5tzsEIVavw7joucfzf5B-_FA1Uuu244m4hU5Q7qHwqaxdy7AgwAeMgo82H', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJBa4rlhvD_S0RdHn97dWoHqI
