business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,url
CLOSED_TEMPORARILY,"VMC6+RMC, Bobaneigo, Kao Teluk, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 0.8720521, 'lng': 127.6616361}, 'viewport': {'northeast': {'lat': 0.8733893798927223, 'lng': 127.6629955798927}, 'southwest': {'lat': 0.8706897201072779, 'lng': 127.6602959201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan Tg. Taufan,True,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112037650824349923846"">A Google User</a>'], 'photo_reference': 'AUGGfZkpWlKSMSmA7p9N_gtWgn8Sudamn1G26jIoWuK6dJ_rGNzBq_4KLvcPaBknA3hqbRt9fPdYEwn8yhoxCdDenJC1BXoWj4VNH7EtcRMCjpOpoIQQ9q1f3GnXN6_sNfCMbiRD6uunUyQwG_XLF6CBmZWgTsGFISvqXmaIq_5zKm7UJIlP', 'width': 3264}]",ChIJGz4ZZVmZnDIRRjiOAmJwbAg,0.0,ChIJGz4ZZVmZnDIRRjiOAmJwbAg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJGz4ZZVmZnDIRRjiOAmJwbAg
OPERATIONAL,"VMJG+Q6, Pasir Putih, Kao Teluk, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 0.8818952999999999, 'lng': 127.6755554}, 'viewport': {'northeast': {'lat': 0.8832451298927222, 'lng': 127.6769052298927}, 'southwest': {'lat': 0.8805454701072778, 'lng': 127.6742055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung AMBEUA,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100845649997941798769"">A Google User</a>'], 'photo_reference': 'AUGGfZmxC2keFlVvlevKb32px4wIUd7qZqDVHXXFZ35wwlH_UxW2ex0yMV7Dij2EhoRJ0Hbeq91aFbzCLKNsneVmhk_CpFGntZcEzBc3_KaU01I751VKiz3bp8yuuBvYbk_ByNqC5TMTKYwg_e5YFN3daUnyTNn5GClQxHeOnPxelMLZ1Rx4', 'width': 3000}]",ChIJJ2ICPR-ZnDIRILTzT2Koen4,5.0,ChIJJ2ICPR-ZnDIRILTzT2Koen4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJJ2ICPR-ZnDIRILTzT2Koen4
CLOSED_TEMPORARILY,"VMC2+6Q, Tetewang, Kao Teluk, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 0.8705417999999999, 'lng': 127.6519747}, 'viewport': {'northeast': {'lat': 0.8713525798927222, 'lng': 127.6527518298927}, 'southwest': {'lat': 0.8686529201072778, 'lng': 127.6500521701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun sofutu,True,,ChIJnffjBmeZnDIRLPlRQUVjDvQ,0.0,ChIJnffjBmeZnDIRLPlRQUVjDvQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJnffjBmeZnDIRLPlRQUVjDvQ
OPERATIONAL,"7XHF+MH9, Gamlaha, Kao Utara, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.2791636, 'lng': 127.9739736}, 'viewport': {'northeast': {'lat': 1.280513429892722, 'lng': 127.9753234298927}, 'southwest': {'lat': 1.277813770107278, 'lng': 127.9726237701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung sisilang,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105329623504748027274"">A Google User</a>'], 'photo_reference': 'AUGGfZkck1M5_oKq5jGtxUcAuDb00iik3VOMMuW9arDiGMcRKbmo4SiMLzdzweKgUr5bnWsae5n3QmdZslF4eGYZOTzcSHqfA60PoDZcrDMkrFGC2RBUwbWz54JSpbrdrrMhUTqp9DeVCq9o4i4hk_JDgtsMKuvldhiTjySA0eF7tGIdeX0_', 'width': 2268}]",ChIJ0VZ87YMJmzIR8HZ-hfnyWEM,4.0,ChIJ0VZ87YMJmzIR8HZ-hfnyWEM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ0VZ87YMJmzIR8HZ-hfnyWEM
OPERATIONAL,"VM79+PR, Pasir Putih, Kao Teluk, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 0.8643113, 'lng': 127.6695701}, 'viewport': {'northeast': {'lat': 0.8661171298927222, 'lng': 127.6702547298927}, 'southwest': {'lat': 0.8634174701072778, 'lng': 127.6675550701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pancoran/pancuran,,"[{'height': 5184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118050029205370893755"">A Google User</a>'], 'photo_reference': 'AUGGfZne6xOgRvvuWNXTACdAe1Dvwmz4MFSJ5A27UC1GYda3jeMGyh5PVVPvPR076_j9Nn4EGp8MFwcbgyTlQokbNDv-UFrC-_SqPhVeA9iGxO-H_PYOhqrlvp9twiXAWNR-6Xi0S6XdVBtbR9HV4oyYBADXXYEVFEBCZCls48GlRGCOXdgk', 'width': 3456}]",ChIJO9J0tg6ZnDIRdnFIrBKde-4,5.0,ChIJO9J0tg6ZnDIRdnFIrBKde-4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJO9J0tg6ZnDIRdnFIrBKde-4
OPERATIONAL,"Tetewang, Kao Teluk, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 0.9396958, 'lng': 127.6168076}, 'viewport': {'northeast': {'lat': 0.9410456298927221, 'lng': 127.6181574298927}, 'southwest': {'lat': 0.9383459701072778, 'lng': 127.6154577701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterfall,,"[{'height': 3280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114383754013675905539"">A Google User</a>'], 'photo_reference': 'AUGGfZnZro52-YOJwaBb35mUffJhsylaEO50DfhoDycM9CVsTtoqebElwFLq0jGLi2czGNr-nmcm3lB0hTcPW7E7hm4KSgoqqEg5mOaTKkcWGeC1_-zPGBQ3usT4K2QkYYo7Mbq3c-_vwx8lk1qg9AAk1SzP5ufSzi2DFzBDznmARN_7_-kp', 'width': 2464}]",ChIJ43FBL4GhnDIRweNTo2hADSE,5.0,ChIJ43FBL4GhnDIRweNTo2hADSE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"{'compound_code': 'WJQ8+VP Tetewang, North Halmahera Regency, North Maluku, Indonesia', 'global_code': '6QG9WJQ8+VP'}",https://www.google.com/maps/place/?q=place_id:ChIJ43FBL4GhnDIRweNTo2hADSE
OPERATIONAL,"8XHW+XM2, Doro, Kao Utara, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.3298936, 'lng': 127.9966369}, 'viewport': {'northeast': {'lat': 1.331093579892722, 'lng': 127.9978487298927}, 'southwest': {'lat': 1.328393920107278, 'lng': 127.9951490701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Doro,,"[{'height': 799, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106972603059387811877"">andarinyo</a>'], 'photo_reference': 'AUGGfZm96J7Ro3susjPzYbPm6CbAKfSvrD148mfoWofD9qr_FoL0auJ1VHEoT_GEUnEIPYXDj4z5ael4fcwTWx0e7SUQoQIj0k_7kdgqSQ03PTwTBiynl9BifHMo2Tgvc08iP9tqehR73co0GwlqOYabosyUjUUR3gEKO9bb3294Wx3oA01J', 'width': 1200}]",ChIJrT46wzapmzIRn8vhDXN5pXE,4.2,ChIJrT46wzapmzIRn8vhDXN5pXE,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,https://www.google.com/maps/place/?q=place_id:ChIJrT46wzapmzIRn8vhDXN5pXE
OPERATIONAL,"92W2+9CG, Pediwang, Kao Utara, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.3959285, 'lng': 128.0010663}, 'viewport': {'northeast': {'lat': 1.397287479892722, 'lng': 128.0024152298927}, 'southwest': {'lat': 1.394587820107278, 'lng': 127.9997155701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pediwang Beach,,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118250936942615608834"">A Google User</a>'], 'photo_reference': 'AUGGfZmuWxQ-jKOfavYF7I-4wV6rzvKQeZBsVR0QaAg6yocu263p6MeUAcWIEsU16yJ2HGBZ87sLpA4q9H-n286ZVmhjtPVI7_JBo9zJAgDUOcBQIlqYz-zzIWAHWeWzFmjniCvHaSVODR2nsenFrUR44Xar3ndHZngg4zENN43qnbYPfE0Z', 'width': 4160}]",ChIJK7AFpAKrmzIR_Rb7ihLvxyc,3.3,ChIJK7AFpAKrmzIR_Rb7ihLvxyc,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJK7AFpAKrmzIR_Rb7ihLvxyc
OPERATIONAL,"FX3F+6G, Warudu, Kao Utara, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 1.4530004, 'lng': 127.9737503}, 'viewport': {'northeast': {'lat': 1.454350229892722, 'lng': 127.9751001298927}, 'southwest': {'lat': 1.451650570107278, 'lng': 127.9724004701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air tejun tunuo,,,ChIJNwRU8Yn_mjIR6AImeXvnzNI,0.0,ChIJNwRU8Yn_mjIR6AImeXvnzNI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJNwRU8Yn_mjIR6AImeXvnzNI
OPERATIONAL,"VMH6+2PH, Bobaneigo, Kao Teluk, North Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': 0.8775513, 'lng': 127.661854}, 'viewport': {'northeast': {'lat': 0.8789011298927222, 'lng': 127.6632038298927}, 'southwest': {'lat': 0.8762014701072778, 'lng': 127.6605041701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Rica,,,ChIJq91taQCZnDIRF0jEdbK-dHk,0.0,ChIJq91taQCZnDIRF0jEdbK-dHk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJq91taQCZnDIRF0jEdbK-dHk
