business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,url
OPERATIONAL,"GX5P+68G, Kubu Batu, Way Khilau, Pesawaran Regency, Lampung 35368, Indonesia","{'location': {'lat': -5.491931800000001, 'lng': 104.9858248}, 'viewport': {'northeast': {'lat': -5.490588220107277, 'lng': 104.9872003798927}, 'southwest': {'lat': -5.493287879892722, 'lng': 104.9845007201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ANJUNG PEKHABUT - wisata Alam viral,ChIJ33ge-B4rRy4Rs6ZT_c0F4Tc,5.0,ChIJ33ge-B4rRy4Rs6ZT_c0F4Tc,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ33ge-B4rRy4Rs6ZT_c0F4Tc
OPERATIONAL,"Bayas Jaya, Way Khilau, Pesawaran Regency, Lampung 35368, Indonesia","{'location': {'lat': -5.5364336, 'lng': 104.9802963}, 'viewport': {'northeast': {'lat': -5.535109220107278, 'lng': 104.9817185798927}, 'southwest': {'lat': -5.537808879892721, 'lng': 104.9790189201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arco wisata matoa,ChIJgfLMODcrRy4RzrENkHlXqko,0.0,ChIJgfLMODcrRy4RzrENkHlXqko,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"{'compound_code': 'FX7J+C4 Bayas Jaya, Pesawaran Regency, Lampung, Indonesia', 'global_code': '6P66FX7J+C4'}",,,https://www.google.com/maps/place/?q=place_id:ChIJgfLMODcrRy4RzrENkHlXqko
OPERATIONAL,"GX36+WX, Sukajaya, Way Khilau, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.495204999999999, 'lng': 104.962447}, 'viewport': {'northeast': {'lat': -5.494127070107276, 'lng': 104.96498395}, 'southwest': {'lat': -5.49682672989272, 'lng': 104.96160135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah subur gembur makmur,ChIJZWzFehkrRy4RSm8TVTrTX8E,5.0,ChIJZWzFehkrRy4RSm8TVTrTX8E,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZWzFehkrRy4RSm8TVTrTX8E
OPERATIONAL,"GXFJ+4Q, Kubu Batu, Way Khilau, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.477157, 'lng': 104.9819844}, 'viewport': {'northeast': {'lat': -5.476453120107278, 'lng': 104.9835399298927}, 'southwest': {'lat': -5.479152779892722, 'lng': 104.9808402701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau tobong,ChIJx4rrSwArRy4Rq3e-m7tSY-Y,0.0,ChIJx4rrSwArRy4Rq3e-m7tSY-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJx4rrSwArRy4Rq3e-m7tSY-Y
OPERATIONAL,"G2J5+W5H, Jl. Tanjungsari, Ps. Baru, Kec. Kedondong, Kabupaten Pesawaran, Lampung 35368, Indonesia","{'location': {'lat': -5.467698599999999, 'lng': 105.0079924}, 'viewport': {'northeast': {'lat': -5.466478070107279, 'lng': 105.0094710298927}, 'southwest': {'lat': -5.469177729892722, 'lng': 105.0067713701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kiarak,ChIJA1RLD68rRy4RygKErmGhUqU,4.0,ChIJA1RLD68rRy4RygKErmGhUqU,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJA1RLD68rRy4RygKErmGhUqU
OPERATIONAL,"H23G+XGX, Way Harong, Way Lima, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.445009499999999, 'lng': 105.0263562}, 'viewport': {'northeast': {'lat': -5.443683020107279, 'lng': 105.0276614798927}, 'southwest': {'lat': -5.446382679892722, 'lng': 105.0249618201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata ALPUKAT YELLOW Golden Way Harong,ChIJ045inQQtRy4RJ1eOPBBqpFs,5.0,ChIJ045inQQtRy4RJ1eOPBBqpFs,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113101910034629276261"">A Google User</a>'], 'photo_reference': 'AUGGfZl_9qL7mV9TntW1ukiFm2YKq0TiYB4CKDwAi-IjoDgbru1KX1xP-bmTdNQxNql_EfzOs--2UZ8CWveSEJgwsU79Y_Jft3Y1CoFi9J6XCYxFIfPWfrTHT6hjhrP_OFRwU7EpsOd--4oCu3EF0ImGbNUfpoTzG2Lo5q5tuQh_StzPqS1j', 'width': 3468}]",,https://www.google.com/maps/place/?q=place_id:ChIJ045inQQtRy4RJ1eOPBBqpFs
OPERATIONAL,"GXRC+CXM, Gunungsari, Kedondong, Pesawaran Regency, Lampung 35368, Indonesia","{'location': {'lat': -5.4596291, 'lng': 104.9742968}, 'viewport': {'northeast': {'lat': -5.458282670107278, 'lng': 104.9761049798927}, 'southwest': {'lat': -5.460982329892722, 'lng': 104.9734053201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GUNUNG SARI,ChIJvaWMPQArRy4RAQvDepJ5Jo0,0.0,ChIJvaWMPQArRy4RAQvDepJ5Jo0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107748434698321978058"">A Google User</a>'], 'photo_reference': 'AUGGfZkyJQsMr1_BZj5oPdyYXNMXd16CvyAOWWeqPgwpWxXA3WleEbHDEDzqL6_RR2ZedplIMLY1qaXpPZrpSeuWD8xFRNT4mljvG3L8vP-rflTmt_2fHHmPz9iGMS84LWAVRLzojqAIBzLZp-Z8gKqBccV826ARBmwBiM0zDKPzD9WhDNNN', 'width': 864}]",,https://www.google.com/maps/place/?q=place_id:ChIJvaWMPQArRy4RAQvDepJ5Jo0
OPERATIONAL,"C2R3+4F4, Babakan Loa, Kedondong, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.559739599999999, 'lng': 105.0037116}, 'viewport': {'northeast': {'lat': -5.558384420107278, 'lng': 105.0050619798927}, 'southwest': {'lat': -5.561084079892722, 'lng': 105.0023623201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Ratna,ChIJ75QaGgDVRi4RrYHNW57aDMo,0.0,ChIJ75QaGgDVRi4RrYHNW57aDMo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ75QaGgDVRi4RrYHNW57aDMo
OPERATIONAL,"GXRR+H6H, Kerta Sana, Kedondong, Pesawaran Regency, Lampung 35368, Indonesia","{'location': {'lat': -5.458561400000001, 'lng': 104.9906144}, 'viewport': {'northeast': {'lat': -5.457254520107279, 'lng': 104.9918141298927}, 'southwest': {'lat': -5.459954179892723, 'lng': 104.9891144701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Air Bebek Goes Desa Kertasana,ChIJOVLRmuQrRy4RLQMPuEDr7Dc,4.3,ChIJOVLRmuQrRy4RLQMPuEDr7Dc,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107200804157751953019"">Aceng Kreatif</a>'], 'photo_reference': 'AUGGfZlEPVamjAXpwjrFrIF3WqzrS8k0nX79PjQ2wRQha1XR7NJ0ZFl4DysYNqRE0mf66TUECGQCKgtWq4br-RWDfauQPeokdxiTbugleJ8rmY2cjQntpCWDu8j4MXonN0WTbKUVS8xNhDbuhFzHGhj1MxTc0F9HFnUZMB7_EUZtXjgF_Obb', 'width': 4160}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJOVLRmuQrRy4RLQMPuEDr7Dc
OPERATIONAL,"Gunung Rejo, Padang Cermin, Pesawaran Regency, Lampung 35451, Indonesia","{'location': {'lat': -5.5651231, 'lng': 105.0437101}, 'viewport': {'northeast': {'lat': -5.563773270107278, 'lng': 105.0450599298927}, 'southwest': {'lat': -5.566472929892722, 'lng': 105.0423602701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tundo Telu,ChIJebdfBG8rQS4RRwm7cmOr_iA,4.4,ChIJebdfBG8rQS4RRwm7cmOr_iA,"['tourist_attraction', 'point_of_interest', 'establishment']",29.0,"{'compound_code': 'C2MV+XF Gunung Rejo, Pesawaran Regency, Lampung, Indonesia', 'global_code': '6P67C2MV+XF'}","[{'height': 938, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107046921633502243288"">A Google User</a>'], 'photo_reference': 'AUGGfZluq4lw1D4nrbB0UfiL5GNTtUyIJUeHN6MMTYWulbYVyNuWfnlhqrZQlYGdYznvx2gBr23GEWfhRhjD1MbRua-9ZNv-KRtPW7ZtUbgGKEnJQMmMtDhK1_bgp-nK7Cf0OKMpQTKW0273GHnKnMjY4t2wsfJhxK4OIqFm8O_AR91__3Qr', 'width': 750}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJebdfBG8rQS4RRwm7cmOr_iA
