business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,url
OPERATIONAL,"Suka Jaya Punduh, Pardasuka, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.6530812, 'lng': 105.2066914}, 'viewport': {'northeast': {'lat': -5.651640520107278, 'lng': 105.2079674298927}, 'southwest': {'lat': -5.654340179892722, 'lng': 105.2052677701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Khayangan Paradise,ChIJeQSukfEvQS4Rw3eE_bB_N9M,"{'compound_code': '86W4+QM Suka Jaya Punduh, Pesawaran Regency, Lampung, Indonesia', 'global_code': '6P6786W4+QM'}",0.0,ChIJeQSukfEvQS4Rw3eE_bB_N9M,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJeQSukfEvQS4Rw3eE_bB_N9M
OPERATIONAL,"953J+P2C, Jl. Pematang Awi, Gayau, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35453, Indonesia","{'location': {'lat': -5.645694799999999, 'lng': 105.180031}, 'viewport': {'northeast': {'lat': -5.644413970107277, 'lng': 105.1813839798927}, 'southwest': {'lat': -5.647113629892721, 'lng': 105.1786843201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gayau Bahari Angler fishing,ChIJAw1m1ykvQS4RNkbuXmFOcJE,,5.0,ChIJAw1m1ykvQS4RNkbuXmFOcJE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107958961790511118515"">A Google User</a>'], 'photo_reference': 'AUGGfZmOj2C101Mrx7FyggGE4w9lJFKcC3-T8go_EFvnB8wo-H3G6w2sNnJtjOhF1xAMmuNg04WNqL2DATqXvS2hQPgb4pWhfNn1xh-RYuyvD1DB6e_KczrIqpRaV4T3RK4Gd5BKDxMIQQVpexZqlonoMHz1pFnkhh3vDn1n_1_bWd80xddt', 'width': 3096}]",,https://www.google.com/maps/place/?q=place_id:ChIJAw1m1ykvQS4RNkbuXmFOcJE
OPERATIONAL,"86W6+7F, Suka Jaya Punduh, Pesawaran Regency, Lampung 35453, Indonesia","{'location': {'lat': -5.6543085, 'lng': 105.2112304}, 'viewport': {'northeast': {'lat': -5.651107649999999, 'lng': 105.21312325}, 'southwest': {'lat': -5.65537545, 'lng': 105.20555185}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sagara Spot,ChIJuYIKa5MvQS4RP_OIS89bEY0,,5.0,ChIJuYIKa5MvQS4RP_OIS89bEY0,"['tourist_attraction', 'point_of_interest', 'establishment']",9,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115070027793831316839"">anton priyadhi</a>'], 'photo_reference': 'AUGGfZnVlaVUEe2ko5y-b98ic0ipjf4XytICjuJLVHD8hacoHk2Jz1Uxg4GfA7H3n7rHyGzeQZCUZZ9nyB7lmOpF2i9gg1nhpm5CMYBslliMuQ6dLE1l4K4Z11V4M3BVpFcS8yq3e16UeetJmzlLa5B1yBEWNRr980VnvThPNKwOcvby_hzn', 'width': 4000}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJuYIKa5MvQS4RP_OIS89bEY0
OPERATIONAL,"74HM+F9, Batu Raja, Punduh Pidada, Pesawaran Regency, Lampung 35453, Indonesia","{'location': {'lat': -5.721333, 'lng': 105.133444}, 'viewport': {'northeast': {'lat': -5.719963170107278, 'lng': 105.1347933298927}, 'southwest': {'lat': -5.722662829892722, 'lng': 105.1320936701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BATU RAJA Stone Park Punduh Pidada,ChIJeXhhfRwxQS4RYHiBWnGVnaY,,3.7,ChIJeXhhfRwxQS4RYHiBWnGVnaY,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110182009588589823955"">ims</a>'], 'photo_reference': 'AUGGfZm8WYPcvP6ZN43IQRvfz2wYfAKhpf10FGBsIUyrdoBU53nNvNw6kye9oslB-bNTZdjSjp02EK1yDVgQEdRem_xKY1PBitQna_rQWpG5umj3-JbF5jPTPj2gz8iMkibjnV8Z8sIVxrIoiAXLBs7Zx-EeIL98WPSOmIJr8BfmGw4O4NzW', 'width': 4000}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJeXhhfRwxQS4RYHiBWnGVnaY
OPERATIONAL,"964M+J2R, Gebang, Padang Cermin, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.6433977, 'lng': 105.2325189}, 'viewport': {'northeast': {'lat': -5.642047870107278, 'lng': 105.2338687298927}, 'southwest': {'lat': -5.644747529892721, 'lng': 105.2311690701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kelagian Lunik,ChIJI7jeW7klQS4RUkDKZ4G4owI,,4.7,ChIJI7jeW7klQS4RUkDKZ4G4owI,"['tourist_attraction', 'point_of_interest', 'establishment']",890,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109005231068873035805"">Idhar Shidiq</a>'], 'photo_reference': 'AUGGfZm7CsgCUun-CuVwJA-UNEujxbv0t12ClBoHkm8HxuVuZMpAUb0jvv3d_2ENEC8VzzvqSEi4sYEfwr8ZUXjujJp9-BbCcRCZ1g0exVR0m95PBRedPAP4x352DB0gFMwoY_S_u_kbRmvnUBZeEHQv3ajXWyuC98Gi3AVqXFPbt0licZaE', 'width': 2048}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJI7jeW7klQS4RUkDKZ4G4owI
OPERATIONAL,"85R6+HG3, Suka Jaya Punduh, Punduh Pidada, Pesawaran Regency, Lampung 35453, Indonesia","{'location': {'lat': -5.6584083, 'lng': 105.1617782}, 'viewport': {'northeast': {'lat': -5.657058270107277, 'lng': 105.1631283298927}, 'southwest': {'lat': -5.659757929892721, 'lng': 105.1604286701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Desa Sukajaya Punduh,ChIJ5yJlOuwvQS4RYkPXg9MpF8M,,4.3,ChIJ5yJlOuwvQS4RYkPXg9MpF8M,"['park', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJ5yJlOuwvQS4RYkPXg9MpF8M
OPERATIONAL,"74FQ+HP, Batu Raja, Punduh Pidada, Pesawaran Regency, Lampung 35453, Indonesia","{'location': {'lat': -5.72609, 'lng': 105.139342}, 'viewport': {'northeast': {'lat': -5.724557870107279, 'lng': 105.14248975}, 'southwest': {'lat': -5.727257529892722, 'lng': 105.13829275}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lubuk Jaha Canyon,ChIJV_IltCAxQS4Rr4RSikKH2_I,,4.0,ChIJV_IltCAxQS4Rr4RSikKH2_I,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110182009588589823955"">ims</a>'], 'photo_reference': 'AUGGfZkip0H6pLtmQrYOlTHAXdMiXTSgoJUctCUsAhJLLM5ye4Q-xH4Qpxcr4-zm6xK9AQyeTnu6ib7gG-QVVy3Gjh5ePDviHAmRsL9M70f0iQoGgyaVm58ucE3GNtwv_OFM6WqX6OE_Ne6uNQRAb3L2ScdziY46T3fOL_wuDiNlF9TUqOdc', 'width': 3000}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJV_IltCAxQS4Rr4RSikKH2_I
OPERATIONAL,"74CJ+JQ, Batu Raja, Punduh Pidada, Pesawaran Regency, Lampung 35453, Indonesia","{'location': {'lat': -5.7284066, 'lng': 105.1319212}, 'viewport': {'northeast': {'lat': -5.727491370107278, 'lng': 105.1332710298927}, 'southwest': {'lat': -5.730191029892722, 'lng': 105.1305713701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sindang Wali,ChIJVVlNtwAxQS4R35wmaznjhDA,,5.0,ChIJVVlNtwAxQS4R35wmaznjhDA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110182009588589823955"">ims</a>'], 'photo_reference': 'AUGGfZmLuEoO63pa0SKlNsU3v74IOWGrwj2QUmbxOP6rYfGNLnYqRAmdFU_7Ouoeuv7dETCqyDmWcFcLldAt__Y0nqyYhyomZeZ-KgfO2D0Au1XqByPEQyTdQFzjccjF2y-gV8QGDdbNWyFHaqCPhfHWWGF4Cibv923ekYsR2YY0-ZipZNqN', 'width': 4000}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJVVlNtwAxQS4R35wmaznjhDA
OPERATIONAL,"74CQ+44, Batu Raja, Punduh Pidada, Pesawaran Regency, Lampung 35453, Indonesia","{'location': {'lat': -5.72971, 'lng': 105.13783}, 'viewport': {'northeast': {'lat': -5.728894299999999, 'lng': 105.1385467798927}, 'southwest': {'lat': -5.732157100000001, 'lng': 105.1358471201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Batu Betapa,ChIJJ6rZmc4xQS4R8IxrJWqzzM0,,5.0,ChIJJ6rZmc4xQS4R8IxrJWqzzM0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117946341770610880200"">A Google User</a>'], 'photo_reference': 'AUGGfZkwkdx3zWUPKX072mYfMVfsHpRbssleEvTEILy_NZ9CbYGkt9PGf8s7xV5MHguNF_xBgh-Vya3ooFyRXs06a3UYTYFC37Fy6QYXM72LCrsO_oqkcNMt-ZWZjVC4X293bxkV5uWh_KRXd2eStLU-XidGefmPxwDM-Jmb6FYzmq-2KtGn', 'width': 4608}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJJ6rZmc4xQS4R8IxrJWqzzM0
OPERATIONAL,"869J+Q7V, Pahawang Island, Punduh Pidada, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.680517699999999, 'lng': 105.2306565}, 'viewport': {'northeast': {'lat': -5.679154220107278, 'lng': 105.2319936298927}, 'southwest': {'lat': -5.681853879892722, 'lng': 105.2292939701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diving operator lampung,ChIJPR_Y97klQS4RU7bfz-s8NR8,,0.0,ChIJPR_Y97klQS4RU7bfz-s8NR8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJPR_Y97klQS4RU7bfz-s8NR8
