business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,url
OPERATIONAL,"Jl Cipendey, Sinarbandung, Kec. Negeri Katon, Kabupaten Pesawaran, Lampung 35353, Indonesia","{'location': {'lat': -5.2034976, 'lng': 105.1083542}, 'viewport': {'northeast': {'lat': -5.199941249999998, 'lng': 105.1100568798927}, 'southwest': {'lat': -5.20468305, 'lng': 105.1073572201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro wisata melon dan semangka,{'open_now': False},ChIJWZWAHd61QC4RQh2xRoT5XtA,"{'compound_code': 'Q4W5+J8 Sinarbandung, Pesawaran Regency, Lampung, Indonesia', 'global_code': '6P67Q4W5+J8'}",4.0,ChIJWZWAHd61QC4RQh2xRoT5XtA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJWZWAHd61QC4RQh2xRoT5XtA
OPERATIONAL,"M5C6+4JG, Jl. Sukabanjar, Hutan, Kec. Negeri Katon, Kabupaten Pesawaran, Lampung 35366, Indonesia","{'location': {'lat': -5.3296696, 'lng': 105.1615675}, 'viewport': {'northeast': {'lat': -5.328265570107279, 'lng': 105.1629227798927}, 'southwest': {'lat': -5.330965229892723, 'lng': 105.1602231201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah salak pondoh BADARIAH,,ChIJU0yeJHbPQC4RNDH2e5WAW0g,,4.3,ChIJU0yeJHbPQC4RNDH2e5WAW0g,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111201981155913082057"">A Google User</a>'], 'photo_reference': 'AUGGfZmjVMpJUdJq8uckNFSmORatqF8tCvXRITNLLbqJijUVjPB3rKLKZeiW7K5c4yd3ZHa8ApedBoo4U-BEFci71vdVflBjNkRB5bHUUhgk7kDWpG-mZXEVvQs_fB58YDDQV0gN03iGvHYdc_C8SZuORy7MJqtMJNrAAIhRhWG7VwbUGMYv', 'width': 2340}]",https://www.google.com/maps/place/?q=place_id:ChIJU0yeJHbPQC4RNDH2e5WAW0g
OPERATIONAL,"J4J8+RQ, Kagunganratu, Negeri Katon, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.367937899999999, 'lng': 105.1169287}, 'viewport': {'northeast': {'lat': -5.365175050000001, 'lng': 105.1181276798927}, 'southwest': {'lat': -5.368858850000001, 'lng': 105.1154280201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau ptpn7,,ChIJ4TddGb3NQC4RdDNdn2DpaW4,,4.7,ChIJ4TddGb3NQC4RdDNdn2DpaW4,"['tourist_attraction', 'point_of_interest', 'establishment']",26,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112943623023359402140"">lisgianto delis</a>'], 'photo_reference': 'AUGGfZkWSmYdsf_x-oxN2krxU-2zRkwCxrxXGlRK8_VZFYy7IDVJphVTRb8ibZG7At5n0NIyJsbJGiKC_canSm2OPFGJTJP9HHIgofomeK9a0yhAJ72gi4d0CCEUjvIioImMIfWTcVTVy3kKly5Z4UHGVWlVLsRhiJaz65kmpvDCfgNePcZn', 'width': 2592}]",https://www.google.com/maps/place/?q=place_id:ChIJ4TddGb3NQC4RdDNdn2DpaW4
OPERATIONAL,"M5G5+4H, Hutan, Negeri Katon, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.3247399, 'lng': 105.1589039}, 'viewport': {'northeast': {'lat': -5.323396070107278, 'lng': 105.1602009798927}, 'southwest': {'lat': -5.326095729892722, 'lng': 105.1575013201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Panoramic Views,,ChIJf8UCtsLPQC4Rdb8VrhzTAVU,,0.0,ChIJf8UCtsLPQC4Rdb8VrhzTAVU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114322321870134849688"">A Google User</a>'], 'photo_reference': 'AUGGfZlmJpcgxnU4paGPqjNGIH0AKnhnezHQp4jbIeKqp7zqiLkKTBE3465MyNLZ3cnRBzsOtdt6-mu9OAcAtzhTKf57YV9ZEBSOIU7sK8ypXcLFfucMCs9rSh1y5mAHQplSlAedVvj9PRboTAVX3lsI8cYxic348FRyq1-ZSBERU7bUV8fo', 'width': 4032}]",https://www.google.com/maps/place/?q=place_id:ChIJf8UCtsLPQC4Rdb8VrhzTAVU
OPERATIONAL,"J3XF+RCP, Purworejo, Negeri Katon, Pesawaran Regency, Lampung 35372, Indonesia","{'location': {'lat': -5.3504052, 'lng': 105.0735677}, 'viewport': {'northeast': {'lat': -5.348978570107279, 'lng': 105.0749202298927}, 'southwest': {'lat': -5.351678229892722, 'lng': 105.0722205701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Petik Melon,,ChIJ32f5T-LNQC4R_tvxNBj7NE0,,4.0,ChIJ32f5T-LNQC4R_tvxNBj7NE0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103135711594394043823"">A Google User</a>'], 'photo_reference': 'AUGGfZmCYVl2AMIT7u1cSBXd40_lsveXlwv2Rt4647D5fTkDppoIkOPHioQ4ONuTkfCAy0tDVHbBIyMVIi0FfdUDsjbxqgF-cVSaCfX55pbKaq7n4bD2O9zZW83GfogGdj39n3lyo5piiCHFGAKGHjlL9-5_Hco6ZcSwRY93MXJxFJ_B3QIf', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJ32f5T-LNQC4R_tvxNBj7NE0
OPERATIONAL,"M567+MG, Hutan, Negeri Katon, Pesawaran Regency, Lampung, Indonesia","{'location': {'lat': -5.3383059, 'lng': 105.1637919}, 'viewport': {'northeast': {'lat': -5.336956070107277, 'lng': 105.1651417298927}, 'southwest': {'lat': -5.339655729892721, 'lng': 105.1624420701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Batu Bolong,,ChIJPShrL2HPQC4R0U3gkKLK93g,,5.0,ChIJPShrL2HPQC4R0U3gkKLK93g,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105837550604146862355"">A Google User</a>'], 'photo_reference': 'AUGGfZmzO5tGZW7x99qKy4RGDlSPwZRfH4OTkwJ68Z8HbfGsdCFxrd1Ki3ngfPbtKVDt9RCUFQDcuLYsYCKEiExiJYZTjX01VOHDe9xqGa_W58Q7__yHmtGOi15ccnhc_b2lPxExiBmYY-YUWndEYd6aCflVLdkVvF_1R9hMrWCIbDf2Zsmg', 'width': 3120}]",https://www.google.com/maps/place/?q=place_id:ChIJPShrL2HPQC4R0U3gkKLK93g
OPERATIONAL,"M57G+MH, Hutan, Negeri Katon, Pesawaran Regency, Lampung 35366, Indonesia","{'location': {'lat': -5.3358183, 'lng': 105.1764097}, 'viewport': {'northeast': {'lat': -5.333896970107277, 'lng': 105.1788796}, 'southwest': {'lat': -5.336596629892721, 'lng': 105.1755864}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubug Pak Sholeh,{'open_now': True},ChIJm2ARv2_PQC4Rr3S7JRmIVxc,,5.0,ChIJm2ARv2_PQC4Rr3S7JRmIVxc,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101533909675066706878"">A Google User</a>'], 'photo_reference': 'AUGGfZn_D7uhIt6ufBmp6MKfqiW6X0dkmPdP46PngyEz4RLYl8qqv9np_9AH0Pd5XBnpCyxey04eZ41jt354pGUkKitC7uRhptuUg4fvLUSPAyJfrz8bgfyRBQTwZdifyTTOXav-W4FBr_na0bynt_gkT_CpF0NbsDlv8AB6OB4w1pl2lSBi', 'width': 4128}]",https://www.google.com/maps/place/?q=place_id:ChIJm2ARv2_PQC4Rr3S7JRmIVxc
OPERATIONAL,"J6W2+2VR, Unnamed Road, Hutan, Kec. Negeri Katon, Kabupaten Pesawaran, Lampung, Indonesia","{'location': {'lat': -5.354881000000001, 'lng': 105.2021357}, 'viewport': {'northeast': {'lat': -5.353522120107277, 'lng': 105.2033785798927}, 'southwest': {'lat': -5.356221779892721, 'lng': 105.2006789201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebon Ari Akbar,,ChIJg8toCJPPQC4RFnp_UrGvoNU,,5.0,ChIJg8toCJPPQC4RFnp_UrGvoNU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2336, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105245353095185936991"">ashari yansah</a>'], 'photo_reference': 'AUGGfZkU3YlXB9-7iY321pTafkkqsWomuPMvAxwJMX3tBkvYCH5FbhiAt9PS6NlgZM8PaGEGDgEvUfgNKFf4VvOCu3Utf4rBsI_yY2KCnpgPJz4Z9H1MFPr2iaFpCB9fE9GazEZBFor2JdJYopj8ChGDO__M-aZhI9YU4AgalnvkwqrVGAFH', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJg8toCJPPQC4RFnp_UrGvoNU
OPERATIONAL,"M3RF+6HH, Unnamed Road, Lumbi Rejo, Kec. Negeri Katon, Kabupaten Pesawaran, Lampung 35353, Indonesia","{'location': {'lat': -5.3094303, 'lng': 105.0739805}, 'viewport': {'northeast': {'lat': -5.308023670107279, 'lng': 105.0754761298927}, 'southwest': {'lat': -5.310723329892723, 'lng': 105.0727764701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk sangu banyu,,ChIJMRzJrxvNQC4RfOtBu_qMfW4,,4.0,ChIJMRzJrxvNQC4RfOtBu_qMfW4,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJMRzJrxvNQC4RfOtBu_qMfW4
OPERATIONAL,"M482+6VG, Jl. Kamulyan, Kalirejo, Kec. Negeri Katon, Kabupaten Pesawaran, Lampung 35353, Indonesia","{'location': {'lat': -5.3344349, 'lng': 105.1021936}, 'viewport': {'northeast': {'lat': -5.333077820107277, 'lng': 105.1035437798927}, 'southwest': {'lat': -5.335777479892721, 'lng': 105.1008441201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah bibi,{'open_now': True},ChIJBxKuAgDNQC4R4PAjYaeEpM4,,0.0,ChIJBxKuAgDNQC4R4PAjYaeEpM4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJBxKuAgDNQC4R4PAjYaeEpM4
