business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"Saewe, Gunungsitoli, Gunungsitoli City, North Sumatra, Indonesia","{'location': {'lat': 1.3120565, 'lng': 97.5989154}, 'viewport': {'northeast': {'lat': 1.313491429892722, 'lng': 97.60070702989272}, 'southwest': {'lat': 1.310791770107278, 'lng': 97.59800737010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Hili Saewe Kota Gunungsitoli, Sumatera Utara",{'open_now': True},ChIJHYLMDGLlJTARnX8YpYCaMAI,"{'compound_code': '8H6X+RH Saewe, Gunungsitoli City, North Sumatra, Indonesia', 'global_code': '6MHV8H6X+RH'}",0.0,ChIJHYLMDGLlJTARnX8YpYCaMAI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJHYLMDGLlJTARnX8YpYCaMAI
OPERATIONAL,"7HMV+4JR, Saewe, Gunungsitoli, Gunungsitoli City, North Sumatra 22811, Indonesia","{'location': {'lat': 1.2828504, 'lng': 97.5940103}, 'viewport': {'northeast': {'lat': 1.284101129892722, 'lng': 97.59537287989272}, 'southwest': {'lat': 1.281401470107278, 'lng': 97.59267322010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Togindrawa Gunungsitoli,{'open_now': True},ChIJdyDCHnXlJTARvu3kbcIxMdo,,4.5,ChIJdyDCHnXlJTARvu3kbcIxMdo,"['tourist_attraction', 'point_of_interest', 'establishment']",38,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117434862718385659057"">HERWIL HAREFA</a>'], 'photo_reference': 'AUGGfZn3JMOZzV8TezaElXT7izx4oaGLHQrkhpU8J1niJVVLgg7RrRQYif4efIB-AzH43wfaUZvTddCILIiV8Yk9elNUxZOK7Vl0iNSbd_3Pb6hOWqwJ7IYoHOA_8E-42XjB-cj7NbvDwzMAOEZ9Nfl_v-v7sFIIN3sGtmlnQdkwkaNhLnyt', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJdyDCHnXlJTARvu3kbcIxMdo
OPERATIONAL,"7JQ9+XVQ, Saombo, Gunungsitoli, Gunungsitoli City, North Sumatra, Indonesia","{'location': {'lat': 1.2899631, 'lng': 97.61972329999999}, 'viewport': {'northeast': {'lat': 1.291353879892722, 'lng': 97.62108582989272}, 'southwest': {'lat': 1.288654220107278, 'lng': 97.61838617010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Durian,{'open_now': True},ChIJpVdIm9r7JTARFSlrSD7UjZA,,4.5,ChIJpVdIm9r7JTARFSlrSD7UjZA,"['tourist_attraction', 'point_of_interest', 'establishment']",34,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105077148000055718294"">Benhard Mevis Anggiat Pardomuan Malau</a>'], 'photo_reference': 'AUGGfZnnYp0BlBQl3f2rB-7fx0VUQptQN6Z1p8zda8r8jQAtZp6nUJctmANwDb0PXi1Bgh9BWb01pVxuRpCMNRVsO8NsXytWL0KLQIJmd68qUlOF_KtVv0RjLmV8JWH1NJ3BHpr-55pWTMi5uecT6Ynh3yO2sQxE9FtzErM27HBPa_P6yNL-', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJpVdIm9r7JTARFSlrSD7UjZA
OPERATIONAL,"Jl. Raya Pelud Binaka No.KM. 6,5, Fodo, Kec. Gunungsitoli Sel., Kota Gunungsitoli, Sumatera Utara, Indonesia","{'location': {'lat': 1.2501649, 'lng': 97.6436717}, 'viewport': {'northeast': {'lat': 1.251077529892722, 'lng': 97.64542772989273}, 'southwest': {'lat': 1.248377870107277, 'lng': 97.6427280701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Doa Bunda Maria,{'open_now': True},ChIJ1Ym54O_8JTARSAka85u9F-4,"{'compound_code': '7J2V+3F Fodo, Gunungsitoli City, North Sumatra, Indonesia', 'global_code': '6MHV7J2V+3F'}",4.5,ChIJ1Ym54O_8JTARSAka85u9F-4,"['tourist_attraction', 'park', 'place_of_worship', 'point_of_interest', 'establishment']",473,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108621810288013419567"">Semut Medan</a>'], 'photo_reference': 'AUGGfZkKKepSdQwywtINaHqPzfXCKXttQHAItjQ9U9IlC6Yv1k5YONeKzBTOlvLKA-ZFIQLojUxtDmSKUFIEVcCs8O5VjRK9isyGdxqwYDx4rxrni344ihg23GRQfbcHUgjuzzloaeaavVM2kmFhk02zNvsXmlHbI4TbAIN9HJpDUHNOhPwk', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ1Ym54O_8JTARSAka85u9F-4
OPERATIONAL,"7HJV+PV, Fadoro Lasara, Gunungsitoli, Gunungsitoli City, North Sumatra 22811, Indonesia","{'location': {'lat': 1.2818421, 'lng': 97.5946793}, 'viewport': {'northeast': {'lat': 1.283160029892722, 'lng': 97.59595507989273}, 'southwest': {'lat': 1.280460370107278, 'lng': 97.59325542010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Adat Nias Tirta Amaigila,{'open_now': True},ChIJXQzEgwnlJTAREGIStBzlbaE,,0.0,ChIJXQzEgwnlJTAREGIStBzlbaE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 2320, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106555666886585921074"">edo sianturi</a>'], 'photo_reference': 'AUGGfZkDKmub1sc_IfMtWhAFi2i7iGh1aASIDMX1LYZ2vuG3_OhYhA8blJc7hNncx4p34XQNkgGuuXDxlkIOnQZ14tAJxaHxVhCpUrgHyl8iY0r55wjSkvJomwzGNrqxIntfrQV-btI93A8FkYKgsXacRMaYJrNu-2aS0uLckyGkULou4QMm', 'width': 3440}]",,https://www.google.com/maps/place/?q=place_id:ChIJXQzEgwnlJTAREGIStBzlbaE
OPERATIONAL,"6JXV+VQQ, Fodo, Gunungsitoli Selatan, Gunungsitoli City, North Sumatra, Indonesia","{'location': {'lat': 1.249705, 'lng': 97.6444784}, 'viewport': {'northeast': {'lat': 1.250895679892722, 'lng': 97.64588287989272}, 'southwest': {'lat': 1.248196020107277, 'lng': 97.64318322010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Bunda,{'open_now': True},ChIJfVHgGvD8JTARygW-0gDLbxo,,3.9,ChIJfVHgGvD8JTARygW-0gDLbxo,"['tourist_attraction', 'point_of_interest', 'establishment']",21,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105361891074762417902"">Ar Tinambunan</a>'], 'photo_reference': 'AUGGfZnBEyCEfMN6MWf7D6RMPD1TAgIUEiBjQ8FnpnUihcvMVmZodrp_fxSJc8Blznrrtgp47aNf4rIavixUXzCVhlj-iZsSZvU9BiXW5uHtCKobOqfbUB_-BKYpxY0Jg2LcrUKvJ03SNqsFaYkds13QkefBxfgwjluQa151qpQfwpxLSMkX', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJfVHgGvD8JTARygW-0gDLbxo
OPERATIONAL,"7J53+RWF, Unnamed Road, Hilina A, Kec. Gunungsitoli, Kota Gunungsitoli, Sumatera Utara 22811, Indonesia","{'location': {'lat': 1.2595625, 'lng': 97.6047948}, 'viewport': {'northeast': {'lat': 1.260907429892722, 'lng': 97.6061289798927}, 'southwest': {'lat': 1.258207770107278, 'lng': 97.60342932010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tumori Traditional Village,{'open_now': True},ChIJcYBrqNjjJTARI1Mdge8NwZ0,,4.7,ChIJcYBrqNjjJTARI1Mdge8NwZ0,"['tourist_attraction', 'point_of_interest', 'establishment']",33,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117434862718385659057"">HERWIL HAREFA</a>'], 'photo_reference': 'AUGGfZkhi-nWt_st847H-G7zFX5pdMi21IUJd9n4cVwcRLc4I_bncMS6Cbm_jE6YvpV8PkrtsgpCfPZH8-YzkINuipEcQcok2Ikm_NxeMdBFJEZI0cgC_AIcU2RwJ7-w9sVWm4zz_WxYZ_P3EKDMOVy-UdCIkcLN-F20uur498guV1N41lpB', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJcYBrqNjjJTARI1Mdge8NwZ0
OPERATIONAL,"7JR9+4FH, Unnamed Road, Saombo, Kec. Gunungsitoli, Kota Gunungsitoli, Sumatera Utara 22814, Indonesia","{'location': {'lat': 1.2902273, 'lng': 97.6193682}, 'viewport': {'northeast': {'lat': 1.291563279892722, 'lng': 97.62071272989272}, 'southwest': {'lat': 1.288863620107278, 'lng': 97.61801307010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Yaahowu,{'open_now': True},ChIJNalRePD7JTARDwZep5gji0o,,4.5,ChIJNalRePD7JTARDwZep5gji0o,"['park', 'point_of_interest', 'establishment']",406,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104304565137823430263"">A Google User</a>'], 'photo_reference': 'AUGGfZnDre0SuMHbMSvMK4FWHAOA2j6rYPofgSEfceg4xTihAxscjWQ7--zMU_FD5adAfFDn_oqJuEZsZSDO2XmwUUkPFMESdt7u5H-2MNTW97yyKnYXqOy3ZDIFSsSF4JtkeOe83gPhVmKYWkpmOEv90BCUPeBQZylnVd2FTV-P_5wJ5SMd', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJNalRePD7JTARDwZep5gji0o
OPERATIONAL,"7JW3+HJ, Ombolata Ulu, Gunungsitoli, Gunungsitoli City, North Sumatra, Indonesia","{'location': {'lat': 1.2964253, 'lng': 97.6040156}, 'viewport': {'northeast': {'lat': 1.297758779892722, 'lng': 97.60539192989273}, 'southwest': {'lat': 1.295059120107278, 'lng': 97.60269227010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Adat Nias,{'open_now': True},ChIJ7ZbJr0rlJTAR0MwC3C4uPuM,,4.3,ChIJ7ZbJr0rlJTAR0MwC3C4uPuM,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106555666886585921074"">edo sianturi</a>'], 'photo_reference': 'AUGGfZnduRygE8S-PYRouXLcWbmn2CxF08uUKZiNRGOQrO-EI6FpKAXmiXp6A2l87mOTCwnoNTtGf1XaflrHjAb55K8ipKiRwkm2Fa3NTqKrxfpOoZY0bgbT5zuvytz1VQMn50WRMUZ6bSug9E6pY37k6cUZ56EzSymYOGONqufN9KkDKse7', 'width': 2322}]",,https://www.google.com/maps/place/?q=place_id:ChIJ7ZbJr0rlJTAR0MwC3C4uPuM
OPERATIONAL,"7HQP+PX, Saewe, Gunungsitoli, Gunungsitoli City, North Sumatra 22811, Indonesia","{'location': {'lat': 1.2893199, 'lng': 97.5874265}, 'viewport': {'northeast': {'lat': 1.291114629892722, 'lng': 97.58934907989273}, 'southwest': {'lat': 1.288414970107278, 'lng': 97.58664942010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Adat Nias,{'open_now': True},ChIJZdHweqHlJTARddnynRuKJRg,,4.0,ChIJZdHweqHlJTARddnynRuKJRg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106555666886585921074"">edo sianturi</a>'], 'photo_reference': 'AUGGfZnVfLsInWF3pN9Q9T19dKmslBPQq_jYDdf4Lbmm-JjkjU6iLttFIkhLwCJ9iwCbKsI6zaMaASkybGsju-08yGzDfR6lKRxLtbL6E42aWx5a8xytznOrPz8XDapGT8imQWeZyexED7gdKJFObNKB_eKlHDzfDgIU93NobceH2ypNaNMS', 'width': 4128}]",,https://www.google.com/maps/place/?q=place_id:ChIJZdHweqHlJTARddnynRuKJRg
