business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"5QJ6+4VX, Jl. Poros Boepinang-Bambaea, Teppoe, Kec. Poleang Tim., Kabupaten Bombana, Sulawesi Tenggara 93773, Indonesia","{'location': {'lat': -4.819634199999999, 'lng': 121.762224}, 'viewport': {'northeast': {'lat': -4.818153270107278, 'lng': 121.7636322798927}, 'southwest': {'lat': -4.820852929892721, 'lng': 121.7609326201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Poktan Mattirowalie II,ChIJPTapjPrXoi0RrcGyvqEqxNE,4.0,ChIJPTapjPrXoi0RrcGyvqEqxNE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPTapjPrXoi0RrcGyvqEqxNE
OPERATIONAL,"5MHR+8C7, Waemputang, Poleang Selatan, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.821718199999999, 'lng': 121.6910426}, 'viewport': {'northeast': {'lat': -4.818268649999998, 'lng': 121.6923878798927}, 'southwest': {'lat': -4.82286805, 'lng': 121.6896882201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cagar budaya bunker,ChIJwYLCDQDVoi0Rw0spna5toPs,0.0,ChIJwYLCDQDVoi0Rw0spna5toPs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJwYLCDQDVoi0Rw0spna5toPs
OPERATIONAL,"5MFP+PC, Waemputang, Poleang Selatan, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.8257419, 'lng': 121.6860247}, 'viewport': {'northeast': {'lat': -4.824376049999999, 'lng': 121.6869617}, 'southwest': {'lat': -4.82983945, 'lng': 121.6832137}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang Pajjongang,ChIJJSKSd6_Voi0RaPBeloqRJoI,4.5,ChIJJSKSd6_Voi0RaPBeloqRJoI,"['tourist_attraction', 'point_of_interest', 'establishment']",37,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104042489254137777917"">A Google User</a>'], 'photo_reference': 'AUGGfZka1Eb8hiO-oeV33PnibcyRIx5G0KESUFaAZ7QEOx7qpWSM-LmwHA9jBsX3nbwknM4ZDoFCYLKb1LGTQQkWeWWanBWVsdh0LwBp8geTo_sIGP7ObzhZoQm8pyOPv6eYFyVQp-YbMYPOlO6NeSrkdAQWUt-cSmjRYytdSAPdFoIPzHnN', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJJSKSd6_Voi0RaPBeloqRJoI
CLOSED_TEMPORARILY,"5MFP+PC, Waemputang, Poleang Selatan, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.8256285, 'lng': 121.6855751}, 'viewport': {'northeast': {'lat': -4.8243284, 'lng': 121.68646705}, 'southwest': {'lat': -4.829528799999999, 'lng': 121.68289925}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau pajjongang,ChIJiRns7R_Voi0Ripz6_JUUhdk,5.0,ChIJiRns7R_Voi0Ripz6_JUUhdk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJiRns7R_Voi0Ripz6_JUUhdk
CLOSED_TEMPORARILY,"5PQG+J35, La Ea, Poleang Selatan, Bombana Regency, South East Sulawesi 93773, Indonesia","{'location': {'lat': -4.8109783, 'lng': 121.7252457}, 'viewport': {'northeast': {'lat': -4.809595370107277, 'lng': 121.7264907298927}, 'southwest': {'lat': -4.812295029892721, 'lng': 121.7237910701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Cinta,ChIJwV0W0FfXoi0RL4N-A6E0tZ4,0.0,ChIJwV0W0FfXoi0RL4N-A6E0tZ4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJwV0W0FfXoi0RL4N-A6E0tZ4
OPERATIONAL,"Jln. Poros Kessipute, Poleang Sel., 93773, Waemputang, Kec. Poleang Sel., Kabupaten Bombana, Sulawesi Tenggara 93773, Indonesia","{'location': {'lat': -4.8192965, 'lng': 121.6992655}, 'viewport': {'northeast': {'lat': -4.817979720107278, 'lng': 121.7006154298927}, 'southwest': {'lat': -4.820679379892722, 'lng': 121.6979157701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padang Pajjongang,ChIJZ6JQARPUoi0RFf8v3wpweE0,4.6,ChIJZ6JQARPUoi0RFf8v3wpweE0,"['tourist_attraction', 'point_of_interest', 'establishment']",63,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109885030917013342017"">Zamzam Shofhal Jamil</a>'], 'photo_reference': 'AUGGfZnukJNe3-CBjF-eJ1ffuB2c2GOZxtPySkvZZIhPFJmuF--Xt9BVLOptPq1ChXpeeKBsKsl7ZHIkj9ICrDljPc_Z3hQWzK1wqMKkB61_ocsWhmkl96riN7N_ISDDSUA48CurBDAeKKqnNtBs4X9apnlJi1dlBz0iXiipRPWlnoAAhK9l', 'width': 2268}]",,{'open_now': True},"{'compound_code': '5MJX+7P Waemputang, Bombana Regency, South East Sulawesi, Indonesia', 'global_code': '6Q735MJX+7P'}",https://www.google.com/maps/place/?q=place_id:ChIJZ6JQARPUoi0RFf8v3wpweE0
OPERATIONAL,"6JCW+857, Batu Putih, Poleang Selatan, Bombana Regency, South East Sulawesi 93772, Indonesia","{'location': {'lat': -4.7792032, 'lng': 121.6454222}, 'viewport': {'northeast': {'lat': -4.777753970107278, 'lng': 121.6467330298928}, 'southwest': {'lat': -4.780453629892722, 'lng': 121.6440333701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa batu putih,ChIJ3Vs7OsDToi0Rs9ct27f21Js,3.3,ChIJ3Vs7OsDToi0Rs9ct27f21Js,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117837789131369979620"">christianto kurniawan</a>'], 'photo_reference': 'AUGGfZks2p5PlfqFJARv5nzPsepF6D-T4b7LgTQDUOd1FxaLIF7hIE48qZXIl2_4SzEBqSyun5PbT_gZfO2eNsCCqVegGW8jFMcP3XWX2OSHferGE__3o8GVNJc-91zucqq4bJfdkMuIKhzI-_OzqaVDxKLADi4ogQGaE6xwP_i0oILhfPLQ', 'width': 1920}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ3Vs7OsDToi0Rs9ct27f21Js
OPERATIONAL,"5PM4+R67, Waemputang, Poleang Selatan, Bombana Regency, South East Sulawesi 93773, Indonesia","{'location': {'lat': -4.8154745, 'lng': 121.7055532}, 'viewport': {'northeast': {'lat': -4.813490300000001, 'lng': 121.7068459298927}, 'southwest': {'lat': -4.821427099999998, 'lng': 121.7041462701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Teletubbies,ChIJozOReV_Uoi0RR2j2C4YDXMI,4.5,ChIJozOReV_Uoi0RR2j2C4YDXMI,"['tourist_attraction', 'point_of_interest', 'establishment']",103,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111391474850270478699"">Andri Hermawan</a>'], 'photo_reference': 'AUGGfZlurgDcNz70D6qNMknO7qB0Ne60oMyp9gIMJcPVN6vtpwaObwb7E58MYlmcFRgdXyOU57mG3VLmvcNhGgqSfHReO594HtNpZj2EpfhNd8vPeB9Cs6As4nHtHhHY4kPM-fWP9RQ0xaVR5UT_-0dKD1LpdPQJ7Z79FwjpuQRZp--JhuQs', 'width': 3264}]",,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJozOReV_Uoi0RR2j2C4YDXMI
CLOSED_TEMPORARILY,"6H9M+563, Jl. Merdeka, Boepinang Bar., Kec. Poleang, Kabupaten Bombana, Sulawesi Tenggara, Indonesia","{'location': {'lat': -4.7821055, 'lng': 121.5830534}, 'viewport': {'northeast': {'lat': -4.780763220107278, 'lng': 121.5844621798927}, 'southwest': {'lat': -4.783462879892721, 'lng': 121.5817625201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,POJELA - poleang jelajah alam,ChIJEWSemistvS0RFzQ04ystrRs,0.0,ChIJEWSemistvS0RFzQ04ystrRs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,,https://www.google.com/maps/place/?q=place_id:ChIJEWSemistvS0RFzQ04ystrRs
OPERATIONAL,"7QM4+2H9, Unnamed Road, Tanah Poleang, Poleang Utara, Bombana Regency, South East Sulawesi 93773, Indonesia","{'location': {'lat': -4.7174657, 'lng': 121.7564834}, 'viewport': {'northeast': {'lat': -4.715931370107279, 'lng': 121.7580112298927}, 'southwest': {'lat': -4.718631029892723, 'lng': 121.7553115701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Adat Moronene Kemokolean Poleang,ChIJ649Wuy7Poi0Rk4KBi7IFs8k,4.7,ChIJ649Wuy7Poi0Rk4KBi7IFs8k,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114754448071097118136"">A Google User</a>'], 'photo_reference': 'AUGGfZnQ01PM7hgVvZ-1mqh_HC13nUNKwUz5yv-eZdf9oIk-78ulniJ--hq793r6b4Bm6qvg1kIQs6FY68sMWRsAW5xln2TurvbuZ11yOlhwqr3iR2VqPnEnGl8Qp_FHPdCQ0vOWMaRvtCJYqTqJuGbghpn1qLs7NMhuCmMcUmpP9HthwKAu', 'width': 960}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ649Wuy7Poi0Rk4KBi7IFs8k
