business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,url
OPERATIONAL,"24H6+GX5, Palattae, Kahu, Bone Regency, South Sulawesi 92767, Indonesia","{'location': {'lat': -4.9712267, 'lng': 120.1124894}, 'viewport': {'northeast': {'lat': -4.969879270107278, 'lng': 120.1138132798927}, 'southwest': {'lat': -4.972578929892722, 'lng': 120.1111136201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cahaya Ani,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115491604493153059202"">A Google User</a>'], 'photo_reference': 'AUGGfZmG-J1iHH7MCSGIWjhZGVBZGSO9FLVMXDPgnVAbBJ6Bv3JI1KW28cg7AMxthZEBO7DqWRKPJqr47gqyAjAk4Y3BB4yKeGpvLK67xMJzgVHMZ99s_46GV34PgaQGYuhQHdPIuiRC3E6azmYm_FVwI1Ts3oyznmKL7istx6Y2__cgLZyB', 'width': 1920}]",ChIJrxeDvl-Bvi0R-VM_m8oBZxY,3.0,ChIJrxeDvl-Bvi0R-VM_m8oBZxY,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJrxeDvl-Bvi0R-VM_m8oBZxY
OPERATIONAL,"34HM+R8, Massila, Patimpeng, Bone Regency, South Sulawesi 90862, Indonesia","{'location': {'lat': -4.9204042, 'lng': 120.1333268}, 'viewport': {'northeast': {'lat': -4.919029570107278, 'lng': 120.1345927298927}, 'southwest': {'lat': -4.921729229892722, 'lng': 120.1318930701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,BOLA KU,,ChIJO6-OShB_vi0RknE7_Bv4rKM,0.0,ChIJO6-OShB_vi0RknE7_Bv4rKM,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJO6-OShB_vi0RknE7_Bv4rKM
OPERATIONAL,"24M7+X9Q, kelurahan, Palattae, Kec. Kahu, Kabupaten Bone, Sulawesi Selatan 92767, Indonesia","{'location': {'lat': -4.9650322, 'lng': 120.1134962}, 'viewport': {'northeast': {'lat': -4.963709770107278, 'lng': 120.1149261298928}, 'southwest': {'lat': -4.966409429892722, 'lng': 120.1122264701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Arisman,"[{'height': 616, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116679706589905049905"">Myrna Wati</a>'], 'photo_reference': 'AUGGfZnfAN36VB1mcEGwMUjbN0nysXzhFO8IK3rhj7I-XenNkhIMxRAl91ZBNAOYI-r8vf_-sm8y8srlDKPesRGGPM6jIjR25kNcRtTut4Y_bxeXIrkYexe9DLFn4OsgYEiVeI8XaesY2PL9KM6oSrK1_UylAyMPiVRvdFmQnBuPRaKYVED2', 'width': 1024}]",ChIJsWpQD36Avi0Ri8f3Y2u5ikE,3.9,ChIJsWpQD36Avi0Ri8f3Y2u5ikE,"['lodging', 'point_of_interest', 'establishment']",22,,https://www.google.com/maps/place/?q=place_id:ChIJsWpQD36Avi0Ri8f3Y2u5ikE
OPERATIONAL,"Arallae, Kahu, Bone Regency, South Sulawesi 92767, Indonesia","{'location': {'lat': -5.000757399999999, 'lng': 120.1327381}, 'viewport': {'northeast': {'lat': -4.999490220107278, 'lng': 120.1340831798927}, 'southwest': {'lat': -5.002189879892722, 'lng': 120.1313835201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMH IBU SUNARTI,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117050742943418981980"">A Google User</a>'], 'photo_reference': 'AUGGfZmRONRtsJpoFSifaH-_vkdkErlZ3my7BS81KZbmJ1DlTs1HYepqizOIx5r3gmc3qImdmC0erCMH7sY6b0VWZkMMwCdGCDQga-BEPjcUb9S594Rvu8pJxw-Na3H-GV-QaZ5IqEXcj8X6c4ugKTywOnCPhtQ5fu34xopuzRcUdOj172vF', 'width': 4160}]",ChIJdTUyQEOBvi0RfB9k_BfsEuo,5.0,ChIJdTUyQEOBvi0RfB9k_BfsEuo,"['lodging', 'point_of_interest', 'establishment']",1,"{'compound_code': 'X4XM+M3 Arallae, Bone Regency, South Sulawesi, Indonesia', 'global_code': '6Q62X4XM+M3'}",https://www.google.com/maps/place/?q=place_id:ChIJdTUyQEOBvi0RfB9k_BfsEuo
OPERATIONAL,"338M+758, Biru, Kahu, Bone Regency, South Sulawesi 92761, Indonesia","{'location': {'lat': -4.9342107, 'lng': 120.0827988}, 'viewport': {'northeast': {'lat': -4.932891520107278, 'lng': 120.0841306298928}, 'southwest': {'lat': -4.935591179892722, 'lng': 120.0814309701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bosalank Saputra 12,,ChIJC6sy5rl_vi0Rb-d6lIgihbw,5.0,ChIJC6sy5rl_vi0Rb-d6lIgihbw,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJC6sy5rl_vi0Rb-d6lIgihbw
OPERATIONAL,"X4RR+5J5, Arallae, Kahu, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -5.0096174, 'lng': 120.1416089}, 'viewport': {'northeast': {'lat': -5.008081720107278, 'lng': 120.1424928798927}, 'southwest': {'lat': -5.010781379892722, 'lng': 120.1397932201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH IRFAN ARFANDI,,ChIJ8Q2_FRqBvi0RdyPEvxqs3Po,0.0,ChIJ8Q2_FRqBvi0RdyPEvxqs3Po,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ8Q2_FRqBvi0RdyPEvxqs3Po
OPERATIONAL,"X5X2+CX, Balle, Kahu, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -5.0014318, 'lng': 120.1524301}, 'viewport': {'northeast': {'lat': -5.000086770107279, 'lng': 120.1538374298927}, 'southwest': {'lat': -5.002786429892723, 'lng': 120.1511377701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Tiara,,ChIJB23DZCmBvi0Rdfc8B0-nR4Y,5.0,ChIJB23DZCmBvi0Rdfc8B0-nR4Y,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJB23DZCmBvi0Rdfc8B0-nR4Y
OPERATIONAL,"X4XP+R6F, Arallae, Kahu, Bone Regency, South Sulawesi 92767, Indonesia","{'location': {'lat': -5.0004332, 'lng': 120.1355528}, 'viewport': {'northeast': {'lat': -4.999090620107278, 'lng': 120.1369166798927}, 'southwest': {'lat': -5.001790279892722, 'lng': 120.1342170201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah bu Rusna,,ChIJ12g3cgCBvi0RrmpcaYQem0k,0.0,ChIJ12g3cgCBvi0RrmpcaYQem0k,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ12g3cgCBvi0RrmpcaYQem0k
OPERATIONAL,"34HM+V9V, Massila, Patimpeng, Bone Regency, South Sulawesi, Indonesia","{'location': {'lat': -4.9202408, 'lng': 120.1333819}, 'viewport': {'northeast': {'lat': -4.918847020107278, 'lng': 120.1346769298927}, 'southwest': {'lat': -4.921546679892722, 'lng': 120.1319772701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sahabat Peternak,,ChIJo1KItzh_vi0Rhe0CMh6WzG0,0.0,ChIJo1KItzh_vi0Rhe0CMh6WzG0,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJo1KItzh_vi0Rhe0CMh6WzG0
OPERATIONAL,"43MP+H2J, Pitumpidange, Libureng, Bone Regency, South Sulawesi 92766, Indonesia","{'location': {'lat': -4.8659694, 'lng': 120.0850533}, 'viewport': {'northeast': {'lat': -4.864640370107279, 'lng': 120.0864572798927}, 'southwest': {'lat': -4.867340029892723, 'lng': 120.0837576201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan kembar,,ChIJZw2oVwB5vi0RaTue3Op1W6o,0.0,ChIJZw2oVwB5vi0RaTue3Op1W6o,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJZw2oVwB5vi0RaTue3Op1W6o
