business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,permanently_closed,url
OPERATIONAL,"5WHW+995, Unnamed Rd, Maubasa Tim., Kec. Ndori, Kabupaten Ende, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8224118, 'lng': 121.946951}, 'viewport': {'northeast': {'lat': -8.820879620107279, 'lng': 121.9480257298927}, 'southwest': {'lat': -8.823579279892723, 'lng': 121.9453260701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Batu Hobakua,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101286130516020066540"">A Google User</a>'], 'photo_reference': 'AUGGfZnkH6jUl-_hkmMzL9JTn7Kb8uc0Qq--peWfyhYU6c34xhMJ02JoQRNpehPoNm6CYXPztWv7ccIfbfTKG5SsmCfSkroeQXpLrlX-tKsJr8KQDUrteu8cQS1gdYHzJtvi5QtbvF3nZYgOMpCb0jZPiqXP-4ooj9oci7C-dgBi1kEGL4DV', 'width': 4160}]",ChIJb5-ZEe9HrS0RbxIgc_PN67o,0.0,ChIJb5-ZEe9HrS0RbxIgc_PN67o,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJb5-ZEe9HrS0RbxIgc_PN67o
OPERATIONAL,"Unnamed Road, Maubasa, Kec. Ndori, Kabupaten Ende, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.826468, 'lng': 121.9350591}, 'viewport': {'northeast': {'lat': -8.825057920107279, 'lng': 121.9362813298927}, 'southwest': {'lat': -8.827757579892722, 'lng': 121.9335816701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Maubasa,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117234067624490158209"">A Google User</a>'], 'photo_reference': 'AUGGfZlOQWr99VWuQGAge7cstWUDwNcuEN5OZoX4jTv_lShLpjlM_FWIJeh0m44_OsywHz0oj8dNNZw5zZ2kErS4WLO7i6yfjzhSRHn4Lm9k_z6-yfqUHmwY3hBY76gwnjZiLK88GXyp7NvXvvY41ru3VitwQcfQEjXdBG4X_u05GsCvd-R7', 'width': 1920}]",ChIJf1GgjZlHrS0R5KBJAMXpBRw,4.0,ChIJf1GgjZlHrS0R5KBJAMXpBRw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"{'compound_code': '5WFP+C2 Maubasa, Ende Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q335WFP+C2'}",,,https://www.google.com/maps/place/?q=place_id:ChIJf1GgjZlHrS0R5KBJAMXpBRw
OPERATIONAL,"6VQ5+29R, Unnamed Road, Woloara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7621743, 'lng': 121.8582776}, 'viewport': {'northeast': {'lat': -8.760824470107277, 'lng': 121.8596274298928}, 'southwest': {'lat': -8.763524129892721, 'lng': 121.8569277701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nuaone Moni,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111580401772193155109"">Christoper Tambanua</a>'], 'photo_reference': 'AUGGfZkhRC2kTUTYaLj51vWHTLOGB_LOFkEgkMPkvjuvjZYRo10jx8s1fTSi-1i6jr_nJ_Y4-c8rhANj8N9FXQRjcxFT8Hc6RZH3Z5WvhdRK-cLLnocuANPNtr_sIeBuDFpP9f4FbQfn9oBz18H7TJ1GIPzvOYe5IKcJztlfKoBmfkmC-_A0', 'width': 3472}]",ChIJr5NEWkVDrS0R4OCnwnwxTVQ,4.6,ChIJr5NEWkVDrS0R4OCnwnwxTVQ,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJr5NEWkVDrS0R4OCnwnwxTVQ
OPERATIONAL,"Waturaka Kota Pariwisata, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim. 86371, Indonesia","{'location': {'lat': -8.7481628, 'lng': 121.8347401}, 'viewport': {'northeast': {'lat': -8.746749920107279, 'lng': 121.8361553798927}, 'southwest': {'lat': -8.749449579892723, 'lng': 121.8334557201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Rasta Area, Waturaka Kota Pariwisata","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107317554401410170601"">A Google User</a>'], 'photo_reference': 'AUGGfZlL3oQ_PnaP3C-oeLDMW_QpaeDHlBHW_lsIxIOOXJc_BBA_fLfPjQkgqFBXbaQktd3RnLfaeBKI5kgiq3CQE99HjrfTO1s0QfUL0ZEVC7iQ2vfszHYebhzyjc8o6zJoPtRsrYIIVVMglUcZRNBChHLFSr44kTr4FIPqqFxbbmbvdpfy', 'width': 4160}]",ChIJ-xupcBFDrS0RXWgvpgDdpQM,3.0,ChIJ-xupcBFDrS0RXWgvpgDdpQM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"{'compound_code': '7R2M+PV Koanara, Ende Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q337R2M+PV'}",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ-xupcBFDrS0RXWgvpgDdpQM
OPERATIONAL,"6RXW+HC6, Moni, Flores,, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.751078, 'lng': 121.8460098}, 'viewport': {'northeast': {'lat': -8.74950147010728, 'lng': 121.8473535298927}, 'southwest': {'lat': -8.752201129892724, 'lng': 121.8446538701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Murundao Waterfall,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117312478337024320449"">A Google User</a>'], 'photo_reference': 'AUGGfZkb6NpjQBzH5OFDkjtOjIa3S15P6TOboXcAK_WnGI651MAPfctpvBfT7-_9Vr7FaWcUPm56JyfgfWCJCQhp_HIFZG1sHMu0uVzj_pJP5Yp8G2922HWt4O_bkHlw5pyE9HD9rTMwXPv4griXaQIaGggww3BjRVekp0NMhAQFP8iJJkRP', 'width': 4000}]",ChIJkytfX4VCrS0RcD6BlgIXJ-E,4.0,ChIJkytfX4VCrS0RcD6BlgIXJ-E,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",83,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJkytfX4VCrS0RcD6BlgIXJ-E
OPERATIONAL,"Waturaka, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim. 86372, Indonesia","{'location': {'lat': -8.7497591, 'lng': 121.837405}, 'viewport': {'northeast': {'lat': -8.748312820107277, 'lng': 121.8387559298927}, 'southwest': {'lat': -8.75101247989272, 'lng': 121.8360562701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Waturaka Tourism Village,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108089003610906041751"">Tim Boende</a>'], 'photo_reference': 'AUGGfZkAINb7fhDslKUASbNRb1Vmstc_VaYvfAefuukvwL0ADGF8nv4ezUByCeX6dNU44jlueMc03cz3Z83cn6JYtwi5fQ8CjWg2nrhhmPDPH_zmP5oURAWsIUaGwIq9ZPkRqTs6VPE6JUfDQ-krX7AZ6-9zdEJfDyb34pa8v_d2MPB1tMxC', 'width': 1600}]",ChIJkU1JdXllrS0RjQb38G-gAMw,5.0,ChIJkU1JdXllrS0RjQb38G-gAMw,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",1,"{'compound_code': '7R2P+3X Koanara, Ende Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q337R2P+3X'}",,,https://www.google.com/maps/place/?q=place_id:ChIJkU1JdXllrS0RjQb38G-gAMw
OPERATIONAL,"6X29+C43, Hobatuwa, Lio Timur, Ende Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7989945, 'lng': 121.9677851}, 'viewport': {'northeast': {'lat': -8.797623570107278, 'lng': 121.9690629298927}, 'southwest': {'lat': -8.800323229892722, 'lng': 121.9663632701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Potu Hobatuwa,,ChIJWVYsVQBBrS0RxJdIYOSPlR8,0.0,ChIJWVYsVQBBrS0RxJdIYOSPlR8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJWVYsVQBBrS0RxJdIYOSPlR8
OPERATIONAL,"7R3W+QQM, Jl. Moni - Kelimutu, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7455341, 'lng': 121.8469264}, 'viewport': {'northeast': {'lat': -8.744190770107277, 'lng': 121.8482941798927}, 'southwest': {'lat': -8.746890429892721, 'lng': 121.8455945201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Junction,,ChIJcw6bXwBDrS0RaOoUwY5CHA4,0.0,ChIJcw6bXwBDrS0RaOoUwY5CHA4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJcw6bXwBDrS0RaOoUwY5CHA4
OPERATIONAL,"5XQH+WXX, Jl. Aeteke - Lelu, Kel. Watuneso, Kec. Lio Tim., Kabupaten Ende, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.810135599999999, 'lng': 121.9799989}, 'viewport': {'northeast': {'lat': -8.806694150000004, 'lng': 121.9811960798928}, 'southwest': {'lat': -8.811282749999997, 'lng': 121.9784964201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI MAU MENDE,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113080030750746675630"">A Google User</a>'], 'photo_reference': 'AUGGfZkAznDDkXQdZag5fUNxsRiybhYsZHBdtN0pFdZTl0yHr0egWk0U6rNtE9akiX7K_jSbSBDXfmKl-_AVHJAsExSC4_YrT7gU2E9GcyPniP9bw33NJ0FDRLHtN5tx-7gFPx259Rqw3-LRJrKApBT7rkNJ0cegJYx0QXETHrGRRjHHdgsl', 'width': 4000}]",ChIJRSSEIOFHrS0RLi3Hq9xLf2U,4.0,ChIJRSSEIOFHrS0RLi3Hq9xLf2U,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,,https://www.google.com/maps/place/?q=place_id:ChIJRSSEIOFHrS0RLi3Hq9xLf2U
OPERATIONAL,"6RXM+P7, Koanara, Kelimutu, Ende Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.750632699999999, 'lng': 121.833224}, 'viewport': {'northeast': {'lat': -8.749380670107278, 'lng': 121.8346735798927}, 'southwest': {'lat': -8.752080329892722, 'lng': 121.8319739201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ae Ba'i WATURAKA,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105973190111787205126"">A Google User</a>'], 'photo_reference': 'AUGGfZnu48T65OA6if_myHGDd8nZ-EQDNVf7aDIwWjTk9pcYSeMYD-c0QDur7JHf-pNN98H1rUPyP6s5sQq7vA91QnLMgMrk_nUVBq5FWVTOkiQum_wbhFftx69t7qv0cbym2ePJi0G9IOhkgYixlPe3simWvWkpNUqeSkyezOfMX2S50LjM', 'width': 3072}]",ChIJcTSFc19DrS0R-miKFse-X9Q,5.0,ChIJcTSFc19DrS0R-miKFse-X9Q,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJcTSFc19DrS0R-miKFse-X9Q
