business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"HWC2+J55, Simatalu, West Siberut, Mentawai Islands Regency, West Sumatra, Indonesia","{'location': {'lat': -1.4284951, 'lng': 98.9004989}, 'viewport': {'northeast': {'lat': -1.427145270107278, 'lng': 98.90184872989275}, 'southwest': {'lat': -1.429844929892722, 'lng': 98.8991490701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,siberut,ChIJ8-8CEgBB0S8RDfc2BBtj0YI,0.0,ChIJ8-8CEgBB0S8RDfc2BBtj0YI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8-8CEgBB0S8RDfc2BBtj0YI
OPERATIONAL,"MVMQ+2M3, Bojakan, Siberut Utara, Mentawai Islands Regency, West Sumatra 25394, Indonesia","{'location': {'lat': -1.3174892, 'lng': 98.8891625}, 'viewport': {'northeast': {'lat': -1.316139370107278, 'lng': 98.89051232989273}, 'southwest': {'lat': -1.318839029892722, 'lng': 98.88781267010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Siberut Island National Park,ChIJF1ipc_tI0S8RxLtNc_MUIEY,4.5,ChIJF1ipc_tI0S8RxLtNc_MUIEY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",350,{'open_now': True},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101699713628318166796"">A Google User</a>'], 'photo_reference': 'AUGGfZm7gByEgD0QFmY2A7_jQR-FX9ClIXuY7kymolpeQ8__VHHkAlxbOBPgsTS3hXB3qVVv-_1XxXtf4ao1K0_wbRPSWPOMRXCYgy4stMviAZYS4LdyG9WyUKcWEzPpfax7sa7XFVFcIX7BCN_UGN8RWLrLKsFiddJSwyBYvPpAYBr9WE3F', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJF1ipc_tI0S8RxLtNc_MUIEY
OPERATIONAL,"PPH7+23, Simalegi, West Siberut, Mentawai Islands Regency, West Sumatra, Indonesia","{'location': {'lat': -1.272477, 'lng': 98.7127031}, 'viewport': {'northeast': {'lat': -1.271127170107278, 'lng': 98.71405292989273}, 'southwest': {'lat': -1.273826829892722, 'lng': 98.71135327010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Totat,ChIJk5gSPgAz0S8RpHPtop2LC8Y,0.0,ChIJk5gSPgAz0S8RpHPtop2LC8Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJk5gSPgAz0S8RpHPtop2LC8Y
OPERATIONAL,"PJ9Q+3MV, Simalegi, West Siberut, Mentawai Islands Regency, West Sumatra 25394, Indonesia","{'location': {'lat': -1.2822732, 'lng': 98.63918}, 'viewport': {'northeast': {'lat': -1.280923370107278, 'lng': 98.64052982989271}, 'southwest': {'lat': -1.283623029892722, 'lng': 98.63783017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Barat Betaet,ChIJdTyqnYIv0S8Rungx-lcUjzE,4.5,ChIJdTyqnYIv0S8Rungx-lcUjzE,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115911153601916391874"">jaseplin saragih</a>'], 'photo_reference': 'AUGGfZm4_Cuqic9ZB4scljvM-mI-Uwj7Z4G_Nw65_f0vIeE3-9i68GiS9wbAn9EfWmc9Z1sN2gMxnb6-dv46ck1CQhGy39c4otYhwKGwg_8BFE62LDSSuw0Ip1sh7nklgLFmcTvVQHj6sXia3t4l_AKFQEyzz0JiDWCtYODauUD9Dqpye433', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJdTyqnYIv0S8Rungx-lcUjzE
OPERATIONAL,"3W96+M3H, Labuhan Bajau, Sigapokna, Siberut Bar., Kabupaten Kepulauan Mentawai, Sumatera Barat, Indonesia","{'location': {'lat': -0.9308199999999999, 'lng': 98.9102393}, 'viewport': {'northeast': {'lat': -0.929470170107278, 'lng': 98.91158912989272}, 'southwest': {'lat': -0.9321698298927222, 'lng': 98.90888947010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan Labuhan Bajau,ChIJlTzQ5XG_1i8RiUYjv5MXNqs,3.4,ChIJlTzQ5XG_1i8RiUYjv5MXNqs,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,"[{'height': 406, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109492857279444446137"">jay bolon</a>'], 'photo_reference': 'AUGGfZmoI1tEsDYDw7mBgRa5ksRCJzrk-3hhHZCeLAqp2Y9azYrvIySr_eEecZ1hfI-KMa1V_ZQrk5xo4Yi_rGPPa27J5dkgqG-b_AC_BZBwNAV0vTW4_l7krAOPX63aaFAtA513f5XHwoSCHtHOBANLJytDih4F2RJNU52R5KB4I0Ib7J6c', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJlTzQ5XG_1i8RiUYjv5MXNqs
OPERATIONAL,"QV3J+W3, Bojakan, Siberut Utara, Mentawai Islands Regency, West Sumatra, Indonesia","{'location': {'lat': -1.24524, 'lng': 98.88018699999999}, 'viewport': {'northeast': {'lat': -1.244051770107278, 'lng': 98.8816351}, 'southwest': {'lat': -1.246751429892722, 'lng': 98.8758427}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah elsafan,ChIJUR8knzZL0S8Rf2s5PqKao4w,0.0,ChIJUR8knzZL0S8Rf2s5PqKao4w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJUR8knzZL0S8Rf2s5PqKao4w
CLOSED_TEMPORARILY,"2PRP+3X2, Sigapokna, West Siberut, Mentawai Islands Regency, West Sumatra, Indonesia","{'location': {'lat': -0.9598519999999999, 'lng': 98.73738270000001}, 'viewport': {'northeast': {'lat': -0.9585021701072778, 'lng': 98.73873252989273}, 'southwest': {'lat': -0.9612018298927221, 'lng': 98.73603287010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun Tiniti,ChIJszyNE77D1i8Rp6_cPgCTW_o,5.0,ChIJszyNE77D1i8Rp6_cPgCTW_o,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114345271948199541685"">A Google User</a>'], 'photo_reference': 'AUGGfZk2-IjIAwUVjSwq28nJdX1hlWuOD2cOgvkBAsI1HA9deTdC8QRXqYBQajDKdeXt18EOig_6_kzy23-NChh7a5QR_Xdg1h8LEZNASgDgA_gO8C_4J3RwEnX8TqUi2roC2yFDBBN9JkAp-eyi9Qmh45A5GcZ_bOuhLjpjWjcMMDBvl5Dn', 'width': 720}]",True,https://www.google.com/maps/place/?q=place_id:ChIJszyNE77D1i8Rp6_cPgCTW_o
OPERATIONAL,"WX67+PX2, Muara Sikabaluan, Siberut Utara, Mentawai Islands Regency, West Sumatra, Indonesia","{'location': {'lat': -1.0887132, 'lng': 98.96607189999999}, 'viewport': {'northeast': {'lat': -1.087274070107278, 'lng': 98.96734952989272}, 'southwest': {'lat': -1.089973729892722, 'lng': 98.96464987010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai muara sikabaluan,ChIJB-6YIDCx1i8RsSrsEyNrxXk,4.4,ChIJB-6YIDCx1i8RsSrsEyNrxXk,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117284603100616072585"">Zubriyanto Sofjan</a>'], 'photo_reference': 'AUGGfZkkuAwZm90c-U2fPErnWchg0JumQwM2IorjfQ0HCCuKDqNT7aONxqBoX9fURgqOpOQWVfXSm2yOo9Y5tyzzt6kDl8gAWkAGEcpQHneeIaCg3XnPs7Tjyz1F1WIDZXlBpWpVtvDb-WbRk0zOFI-Xp7sJfoWYA0zc9j511NM9JvQ7fMtg', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJB-6YIDCx1i8RsSrsEyNrxXk
OPERATIONAL,"C394+M9V, Madobag, Siberut Selatan, Mentawai Islands Regency, West Sumatra, Indonesia","{'location': {'lat': -1.5807521, 'lng': 99.05591179999999}, 'viewport': {'northeast': {'lat': -1.57982865, 'lng': 99.05743475000001}, 'southwest': {'lat': -1.58352245, 'lng': 99.05134295000002}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BUMI SIKEREI,ChIJue7nQjNl0S8RiaJlFzhEopM,5.0,ChIJue7nQjNl0S8RiaJlFzhEopM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1125, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108730333220063627252"">A Google User</a>'], 'photo_reference': 'AUGGfZlK8M25_qhvr6dkn1bgrmS7lL-HICmlKOdxd4WA7CJ_VvJkRKG1ldtTBGvsr5Va3t3XKhjegAVCYmwTrJNZ0Fi635ObCvbfBr7VwEIyllj8iX0J8pGnntJHbHvgY7irdxSyiro4S7uR1A-qDwg9_c1ZyT4TxoUIaADULHhV9aB4F0hl', 'width': 2000}]",,https://www.google.com/maps/place/?q=place_id:ChIJue7nQjNl0S8RiaJlFzhEopM
OPERATIONAL,"C2R8+92V, Madobag, Siberut Selatan, Mentawai Islands Regency, West Sumatra 25393, Indonesia","{'location': {'lat': -1.5590065, 'lng': 99.01504159999999}, 'viewport': {'northeast': {'lat': -1.558111270107278, 'lng': 99.01620217989273}, 'southwest': {'lat': -1.560810929892722, 'lng': 99.01350252010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan wisata Air Terjun Kulukubuk,ChIJEd6psD1n0S8RlSJXXdmFssU,3.0,ChIJEd6psD1n0S8RlSJXXdmFssU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105904520687911705439"">Rinaldi sagugurat</a>'], 'photo_reference': 'AUGGfZl8EfO3Qb3j7Qh7QCf-DQi-9BYasDesxbDDXD82AGRvOVlgKOZ0B9cl5TDrQwZxEYlsXw2oHN5CsFTCWBLagZC7jLHd6vj6dcMnXyVpVLZ2aNH4Yv7X-lWT2V8ZoWreXmHDxjoZpahvvhp91o8TF5QTaFvzUtMXrbfM-jTApvexT0-T', 'width': 960}]",,https://www.google.com/maps/place/?q=place_id:ChIJEd6psD1n0S8RlSJXXdmFssU
