business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,url
OPERATIONAL,"M9MV+M37, Gonting Malaha, Bandar Pulau, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6841564, 'lng': 99.39265739999999}, 'viewport': {'northeast': {'lat': 2.685515079892723, 'lng': 99.39404022989271}, 'southwest': {'lat': 2.682815420107278, 'lng': 99.39134057010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tinggi raja,ChIJawVIbZAXMjAR1Ni390sDYtA,0.0,ChIJawVIbZAXMjAR1Ni390sDYtA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJawVIbZAXMjAR1Ni390sDYtA
OPERATIONAL,"RGFR+55F, Butrea/Piasa Ulu, Tinggi Raja, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.8229412, 'lng': 99.540436}, 'viewport': {'northeast': {'lat': 2.824370929892722, 'lng': 99.54195052989272}, 'southwest': {'lat': 2.821671270107278, 'lng': 99.53925087010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Piasa ulu,ChIJ97tdOQs5MjAR5rnbyv7oaKs,5.0,ChIJ97tdOQs5MjAR5rnbyv7oaKs,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ97tdOQs5MjAR5rnbyv7oaKs
OPERATIONAL,"Jl. Kamboja, Kisaran Naga, Kec. Kota Kisaran Timur, Kabupaten Asahan, Sumatera Utara 21271, Indonesia","{'location': {'lat': 2.967236, 'lng': 99.6284402}, 'viewport': {'northeast': {'lat': 2.968571429892722, 'lng': 99.62976217989272}, 'southwest': {'lat': 2.965871770107277, 'lng': 99.62706252010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Raja jamur,ChIJ1f4A3YhJMjAR-Gm4c0l3I8k,0.0,ChIJ1f4A3YhJMjAR-Gm4c0l3I8k,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,{'open_now': True},"{'compound_code': 'XJ8H+V9 Kisaran Naga, Asahan Regency, North Sumatra, Indonesia', 'global_code': '6MJXXJ8H+V9'}",,https://www.google.com/maps/place/?q=place_id:ChIJ1f4A3YhJMjAR-Gm4c0l3I8k
OPERATIONAL,"M899+2P, Perkebunan Aek Tarum, Bandar Pulau, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.667609, 'lng': 99.319257}, 'viewport': {'northeast': {'lat': 2.669000899999999, 'lng': 99.32085357989273}, 'southwest': {'lat': 2.6634333, 'lng': 99.31815392010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu rak rak HUTARAO,ChIJm44WWgAZMjARpDkRuYkw2Ow,5.0,ChIJm44WWgAZMjARpDkRuYkw2Ow,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJm44WWgAZMjARpDkRuYkw2Ow
OPERATIONAL,"M948+FM2, Gunung Berkat, Bandar Pulau, Asahan Regency, North Sumatra 21274, Indonesia","{'location': {'lat': 2.6561356, 'lng': 99.3666356}, 'viewport': {'northeast': {'lat': 2.657485429892722, 'lng': 99.36798542989271}, 'southwest': {'lat': 2.654785770107277, 'lng': 99.36528577010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pansur Napitu,ChIJ_____-8aMjARUXTG50w_-EM,4.3,ChIJ_____-8aMjARUXTG50w_-EM,"['tourist_attraction', 'point_of_interest', 'establishment']",64.0,{'open_now': True},,"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114249902558615852535"">Amiruddin Doloksaribu</a>'], 'photo_reference': 'AUGGfZlBdtaqW_skpZxhO9kBrmr0g3zN8_Ux5hn_bw85Oudn4t5n_bcsuSP53OvxaMmYH9sQyua685gpWtoIG8_mP0ipl22XLDibgQIfcyn3BIP8zI1Y5Na8ffmJC50HLE8H5A-7XMtstXWpvdUG9YtKz8-S06fvKeU9EQRMQzeWyGETBa9d', 'width': 1024}]",https://www.google.com/maps/place/?q=place_id:ChIJ_____-8aMjARUXTG50w_-EM
OPERATIONAL,"Jalan Lintas Sigura - Gura, Parhitean, North Meranti, Pintu Pohan Merant, Toba, North Sumatra 21274, Indonesia","{'location': {'lat': 2.5610903, 'lng': 99.3441921}, 'viewport': {'northeast': {'lat': 2.562438979892722, 'lng': 99.34554157989272}, 'southwest': {'lat': 2.559739320107278, 'lng': 99.34284192010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asahan River Rafting,ChIJdY9ZBBgFMjARrIZ_zN1MrH0,4.6,ChIJdY9ZBBgFMjARrIZ_zN1MrH0,"['tourist_attraction', 'point_of_interest', 'establishment']",152.0,,"{'compound_code': 'H86V+CM North Meranti, Toba, North Sumatra, Indonesia', 'global_code': '6MJXH86V+CM'}","[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114427154114691215405"">goela tomat</a>'], 'photo_reference': 'AUGGfZlvY4807HgC35k4VtvO316mOmqH3RXk7MI5lC0zMuP1m7K-UvLDzgYQRbV_dXdtHLf7WucLDZTqAH2Ked1rn3VnySLZzFeBNE2aINm0VyMmbHVM24LWd--R5LbEsQIprk-wmya5P17Cu2nrh6vY8DQg_unGpVftSY8y9dKrnN6VMPNH', 'width': 3375}]",https://www.google.com/maps/place/?q=place_id:ChIJdY9ZBBgFMjARrIZ_zN1MrH0
OPERATIONAL,"P627+P9M, Unnamed Road, Huta Bagasan, Kec. Bandar Pasir Mandoge, Kabupaten Asahan, Sumatera Utara 21262, Indonesia","{'location': {'lat': 2.7018464, 'lng': 99.2134373}, 'viewport': {'northeast': {'lat': 2.703086029892722, 'lng': 99.21466832989272}, 'southwest': {'lat': 2.700386370107278, 'lng': 99.21196867010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aek Saroha,ChIJAxia1hAfMjAR7jVbvN7JFzo,3.5,ChIJAxia1hAfMjAR7jVbvN7JFzo,"['tourist_attraction', 'point_of_interest', 'establishment']",20.0,,,"[{'height': 3168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101839526785132945497"">A Google User</a>'], 'photo_reference': 'AUGGfZmi4G0sl-TMyr94B6tthUuN907UfhDQG6W23hgBO5Tmr8ei3mx2oNHATlhgWiKNvqeX_Phj_ojXrTpSWPOV6K4wtDNF0yE1V86fITOWXWh4e9dBkNZkMYLIGpERgGjIj_LGy6YHbrQjcCYUulK0pNPGZpd2MUQlwSKQtxihZdTMMRFU', 'width': 4224}]",https://www.google.com/maps/place/?q=place_id:ChIJAxia1hAfMjAR7jVbvN7JFzo
OPERATIONAL,"PPQR+99 Kawasan Hutam Lindung, Kw. Hutam Lindung, Kec. Pulau Rakyat, Kabupaten Asahan, Sumatera Utara 21273, Indonesia","{'location': {'lat': 2.7384375, 'lng': 99.74093750000002}, 'viewport': {'northeast': {'lat': 2.739787329892722, 'lng': 99.74228732989273}, 'southwest': {'lat': 2.737087670107277, 'lng': 99.73958767010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pesanggrahan Aiman Eid Badawi,ChIJgxpS-i5dMjARmjueXpS184g,4.0,ChIJgxpS-i5dMjARmjueXpS184g,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107202342138100681031"">A Google User</a>'], 'photo_reference': 'AUGGfZmineIB92YKeEc3uRgxObkIck-If7zYz05p6nxW7HGBIk7CBgo-q4SVtLkhsY292KFWaVGPmIrQBKpDBE_YyffFDvytyjzaxJFx5rXY5n22ERfJXfwUzvWvOKqqsZVivdTyZTmJNVzwVjFxy0dPszHtTmKcm_Lq6OmsrJqlJ17a_sCa', 'width': 4608}]",https://www.google.com/maps/place/?q=place_id:ChIJgxpS-i5dMjARmjueXpS184g
OPERATIONAL,"PGJF+RW, Batu Anam, Rahuning, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.7320097, 'lng': 99.5248246}, 'viewport': {'northeast': {'lat': 2.733253429892722, 'lng': 99.52618187989272}, 'southwest': {'lat': 2.730553770107278, 'lng': 99.52348222010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun KBA,ChIJicqlpPIVMjARWhCueCXLLKw,5.0,ChIJicqlpPIVMjARWhCueCXLLKw,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJicqlpPIVMjARWhCueCXLLKw
OPERATIONAL,"HCVQ+678, Lobu Rappa, Aek Songsongan, Asahan Regency, North Sumatra, Indonesia","{'location': {'lat': 2.593028, 'lng': 99.4381943}, 'viewport': {'northeast': {'lat': 2.594395829892722, 'lng': 99.43952617989274}, 'southwest': {'lat': 2.591696170107277, 'lng': 99.43682652010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Konservasi ikan jurung,ChIJByJ8OQARMjARBWVFLDxWprc,0.0,ChIJByJ8OQARMjARBWVFLDxWprc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJByJ8OQARMjARBWVFLDxWprc
