business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,url
OPERATIONAL,"3P39+3RG, Labuton, Gadung, Buol Regency, Central Sulawesi 94568, Indonesia","{'location': {'lat': 1.0527331, 'lng': 121.719585}, 'viewport': {'northeast': {'lat': 1.054117979892722, 'lng': 121.7209418298927}, 'southwest': {'lat': 1.051418320107278, 'lng': 121.7182421701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,zul home,ChIJ_7BV6usDejIRyaF_G7o4rJc,0.0,ChIJ_7BV6usDejIRyaF_G7o4rJc,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_7BV6usDejIRyaF_G7o4rJc
OPERATIONAL,"Jl. Buol - Gorontalo, Bukamog, Kec. Bokat, Kabupaten Buol, Sulawesi Tengah 94566, Indonesia","{'location': {'lat': 1.0619632, 'lng': 121.5615241}, 'viewport': {'northeast': {'lat': 1.063226279892722, 'lng': 121.5628469298927}, 'southwest': {'lat': 1.060526620107278, 'lng': 121.5601472701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Penginapan & RM Namitepo,ChIJt0AXRpyrcDIRz99BRPl3GFI,4.0,ChIJt0AXRpyrcDIRz99BRPl3GFI,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112950288004636267014"">A Google User</a>'], 'photo_reference': 'AUGGfZnVaKZF25zb0gj8KUO4XfGITGytDvdqMR5reUH8YTNJcbxMwwXyxr0FElGs5a0TV9XdaEwysS96NYdLHnhNHnxHPDKLzxDKpi7WVT3OufLCOUflUhL_9GwKphCuyT5J7imrDTbHHMPfmkr5KbiPhZvOnhYSkOjCu_WNedDxdgQ8SqeA', 'width': 1080}]","{'compound_code': '3H66+QJ Bukamog, Buol Regency, Central Sulawesi, Indonesia', 'global_code': '6QH33H66+QJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJt0AXRpyrcDIRz99BRPl3GFI
OPERATIONAL,"Jl. Ir Soekarno No.3, Kali, Kec. Biau, Kabupaten Buol, Sulawesi Tengah 94563, Indonesia","{'location': {'lat': 1.1610499, 'lng': 121.423939}, 'viewport': {'northeast': {'lat': 1.162378179892722, 'lng': 121.4253633798927}, 'southwest': {'lat': 1.159678520107278, 'lng': 121.4226637201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,hotel mustika,ChIJk6aovgywcDIREjeWd3XVUho,4.3,ChIJk6aovgywcDIREjeWd3XVUho,"['lodging', 'point_of_interest', 'establishment']",56.0,{'open_now': True},"[{'height': 4896, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104170685994178480650"">A Google User</a>'], 'photo_reference': 'AUGGfZn_a3LiLySDHo0FPzABmtk21RrZoGe6serY6Zje9GUGbl1nXdsh4RBpyShjLSaoDFIzEuQW8iktxeE3TgA72yt7b4-ElFNSSIeVa93uxn6GJaa1bGg1DvZR-dXTh99UDOu5B6-WRnm8bdU8lhAiJ0z7FLEXRO0D61DH3ZbMkCLNr2Kw', 'width': 6528}]","{'compound_code': '5C6F+CH Kali, Buol Regency, Central Sulawesi, Indonesia', 'global_code': '6QH35C6F+CH'}",,https://www.google.com/maps/place/?q=place_id:ChIJk6aovgywcDIREjeWd3XVUho
OPERATIONAL,"Jl. P Marhum No.5, Kali, Kec. Biau, Kabupaten Buol, Sulawesi Tengah 94563, Indonesia","{'location': {'lat': 1.1622792, 'lng': 121.4311531}, 'viewport': {'northeast': {'lat': 1.163719079892722, 'lng': 121.4324596298927}, 'southwest': {'lat': 1.161019420107278, 'lng': 121.4297599701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Surya Wisata,ChIJTXwKJwmwcDIRMeT9rCjvZis,4.3,ChIJTXwKJwmwcDIRMeT9rCjvZis,"['lodging', 'point_of_interest', 'establishment']",246.0,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116734019686056515059"">Dyah Ayu</a>'], 'photo_reference': 'AUGGfZnOFDYCPIeMstxP8_VRC-ExwnlwRlhoDEpXepU5N6zLFRbrWq-FdGEY6770BcFCQsp8TJxxFB4v6IpB-kNOYbdnAnfRrVJ2uLZkBZXqBfYbZTdKxbLr9dFVcomWKgyluXy9KhDscCwHczdDkVN2cAEToz3lFKt-Sp_VH7dRK8p_Rtnb', 'width': 4624}]","{'compound_code': '5C6J+WF Kali, Buol Regency, Central Sulawesi, Indonesia', 'global_code': '6QH35C6J+WF'}",,https://www.google.com/maps/place/?q=place_id:ChIJTXwKJwmwcDIRMeT9rCjvZis
OPERATIONAL,"Jl. B. Salakea, Leok II, Kec. Biau, Kabupaten Buol, Sulawesi Tengah 94563, Indonesia","{'location': {'lat': 1.1751427, 'lng': 121.4196586}, 'viewport': {'northeast': {'lat': 1.176440129892722, 'lng': 121.4210287298927}, 'southwest': {'lat': 1.173740470107278, 'lng': 121.4183290701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,AVRA HOTEL,ChIJk9Cmdnm7cDIRYAM5LTGj2bg,4.8,ChIJk9Cmdnm7cDIRYAM5LTGj2bg,"['lodging', 'point_of_interest', 'establishment']",61.0,{'open_now': True},"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108504183994890199733"">A Google User</a>'], 'photo_reference': 'AUGGfZnpshVv0vVVMEL74FpH3H-xt32bTok7HUEk-jmmvSztyXJl7CQIowEZ4G2a6XJcFXNKFRfHK72gAzHQnq6LIU6i76HQFdVxr2mZpAughQI_kwUHSClZUh32Z9PzZo192i0d4p7cniQoV83QhCLo5EKOMN07oJpXiNGSOnGuRyAtT4-h', 'width': 1440}]","{'compound_code': '5CG9+3V Leok II, Buol Regency, Central Sulawesi, Indonesia', 'global_code': '6QH35CG9+3V'}",,https://www.google.com/maps/place/?q=place_id:ChIJk9Cmdnm7cDIRYAM5LTGj2bg
OPERATIONAL,"Jl. MA Turungku No.58, Kali, Kec. Biau, Kabupaten Buol, Sulawesi Tengah 94565, Indonesia","{'location': {'lat': 1.1613244, 'lng': 121.430654}, 'viewport': {'northeast': {'lat': 1.162665679892722, 'lng': 121.4319700298927}, 'southwest': {'lat': 1.159966020107278, 'lng': 121.4292703701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Berkat Usaha,ChIJb1veuZyxcDIR-zlBCVM4HgI,4.3,ChIJb1veuZyxcDIR-zlBCVM4HgI,"['lodging', 'point_of_interest', 'establishment']",12.0,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101757698714199409031"">ryan haryanto</a>'], 'photo_reference': 'AUGGfZkb1QN9qzuO9LS-AsVEXp0-_BwEkMPNbB8T2V5qQ2sYv6Nl_yT1eNKj0oUQFkaU3dBPAEnLWJnJFdVrzOJPh5R051Z7OdI5rfB3RFTSseGiU0i-jacyYlV9vt7xm5TGPtsXX61MLE6x8AHqp45ZYagnTwLfuHaLr6IN2UMyHLCVH5HQ', 'width': 3024}]","{'compound_code': '5C6J+G7 Kali, Buol Regency, Central Sulawesi, Indonesia', 'global_code': '6QH35C6J+G7'}",,https://www.google.com/maps/place/?q=place_id:ChIJb1veuZyxcDIR-zlBCVM4HgI
OPERATIONAL,"5C47+953, Kulango, Biau, Buol Regency, Central Sulawesi 94565, Indonesia","{'location': {'lat': 1.1559457, 'lng': 121.4129859}, 'viewport': {'northeast': {'lat': 1.157284479892722, 'lng': 121.4143283298928}, 'southwest': {'lat': 1.154584820107278, 'lng': 121.4116286701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sri Utami,ChIJv2e5CG-wcDIRQ_F1LeAdLS0,3.9,ChIJv2e5CG-wcDIRQ_F1LeAdLS0,"['lodging', 'point_of_interest', 'establishment']",195.0,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102717556242852532042"">Arif Amin</a>'], 'photo_reference': 'AUGGfZk4IAnq7gB6zunvLkWULv5k9_TccbIiPv8DxvlhofCBA_TZd-dKHgNajVDB2RlE0MD7-7oarsi6pq-XMw3oBLUTDvKcaH2lfmqXm6bn0NEFCc2wEF22InmQdjinjEhNSVT4T08JBZjT5-TEfipsj46h9UWRpxUNhPBl_I2oHpaapv8D', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJv2e5CG-wcDIRQ_F1LeAdLS0
OPERATIONAL,"5C6J+GRG, Kali, Biau, Buol Regency, Central Sulawesi 94563, Indonesia","{'location': {'lat': 1.1612943, 'lng': 121.4320841}, 'viewport': {'northeast': {'lat': 1.162714929892722, 'lng': 121.4334207798927}, 'southwest': {'lat': 1.160015270107278, 'lng': 121.4307211201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Terus Lancar,ChIJB3RDMQ-wcDIRTajnnAy5JqY,4.1,ChIJB3RDMQ-wcDIRTajnnAy5JqY,"['lodging', 'point_of_interest', 'establishment']",174.0,,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101757698714199409031"">ryan haryanto</a>'], 'photo_reference': 'AUGGfZktRSqn_-26CUH47qPpw7kLtKqrPYAiUS6lk93viUZ3ft5qy0MF4Qmz8W-z0Ag0dmuWEa1uxFgh0lOQxWOmmkeLixA3hFfszN1aG9cpU-Qi6mo1OV57m7EMqmpHF4bTuaBdtlsZ9d4_p9MUwSIcLeTdLR8Hx_pVlrlJDrys3tPRQykk', 'width': 1152}]",,,https://www.google.com/maps/place/?q=place_id:ChIJB3RDMQ-wcDIRTajnnAy5JqY
OPERATIONAL,"5C8G+P4R, Leok II, Biau, Buol Regency, Central Sulawesi 94563, Indonesia","{'location': {'lat': 1.1668551, 'lng': 121.4252545}, 'viewport': {'northeast': {'lat': 1.168196529892722, 'lng': 121.4265672298927}, 'southwest': {'lat': 1.165496870107278, 'lng': 121.4238675701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Syauqi,ChIJKbz2dQm7cDIR-ShLskzEDv8,4.6,ChIJKbz2dQm7cDIR-ShLskzEDv8,"['lodging', 'point_of_interest', 'establishment']",37.0,,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115540957721291208924"">AbD GaFoeR</a>'], 'photo_reference': 'AUGGfZkbWIjH93iYin3OAVPAZRuZF_R3SaIGhH-xLdFg-L3cW1Ox4IZNnUXKPJmcztACPHznFCrefZ2B6UB5TibDTN-dOaHSXa0QmxOWCiMnwfkum_uYsT2B5D92u1kdRuaNeQNyKA1S2Tp6ecXUpQ3IW_8XqFGlW49njG5aonas_Mv5HbHC', 'width': 4080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJKbz2dQm7cDIR-ShLskzEDv8
OPERATIONAL,"5C99+JF2, Jl. WR Supratman, Leok II, Kec. Biau, Kabupaten Buol, Sulawesi Tengah, Indonesia","{'location': {'lat': 1.1690116, 'lng': 121.41867}, 'viewport': {'northeast': {'lat': 1.170412829892722, 'lng': 121.4200442798927}, 'southwest': {'lat': 1.167713170107278, 'lng': 121.4173446201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan dilla,ChIJs4luSwC7cDIRci4_CNJOKVk,0.0,ChIJs4luSwC7cDIRci4_CNJOKVk,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJs4luSwC7cDIRci4_CNJOKVk
