business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,url
OPERATIONAL,"7GF6+XFG, Wasior I, Wasior, Teluk Wondama Regency, West Papua 98362, Indonesia","{'location': {'lat': -2.7250695, 'lng': 134.5111999}, 'viewport': {'northeast': {'lat': -2.723772370107277, 'lng': 134.5123048298927}, 'southwest': {'lat': -2.726472029892722, 'lng': 134.5096051701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Darmaji Hotel,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111874532951877141039"">Erik Purn</a>'], 'photo_reference': 'AUGGfZk-qHRPPvF38CEJ35rhHHooo2k6LgZ9iRV7BiCrYQpfRi7qyrdtrX7Htlin3s7h8_KMpIY3WIIO3n4Cdccr5cURek7Eqet8A_cItaU9X6pusg1oXGR4j89Vz6ncoX7D_-CqUDI_EU8-0Y-9ak_2NI3tQK-YDulbRnFfyGPET7YCRT5U', 'width': 4624}]",ChIJGzc0v318Sy0RbHv2o9cNpk4,3.7,ChIJGzc0v318Sy0RbHv2o9cNpk4,"['lodging', 'point_of_interest', 'establishment']",78.0,,https://www.google.com/maps/place/?q=place_id:ChIJGzc0v318Sy0RbHv2o9cNpk4
OPERATIONAL,"Jalan Raya, Iriati, Distrik Wasior, Kabupaten Teluk Wondama, Papua Bar. 98362, Indonesia","{'location': {'lat': -2.7642369, 'lng': 134.5164114}, 'viewport': {'northeast': {'lat': -2.762785770107278, 'lng': 134.5179412798927}, 'southwest': {'lat': -2.765485429892722, 'lng': 134.5152416201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Krisna,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105181263572142538471"">A Google User</a>'], 'photo_reference': 'AUGGfZl9uC4witP8GqjDRCEDTcp9nsuF4bghp0EcYOfYJBp3HYAcvyvhNpKgwUeXro_uR1a1MIwq0uJaj0DZ5c2x1mOGj9hbyEeVQXyI_dYS0ojT1pvGGHcAKi9R0OyKzz87z_FbSelMkqUXBZrn1sdHTy7nLXd2yRCcO8qdkdlzQ3id-M-S', 'width': 4000}]",ChIJL8ROVxJlSy0RZXCFg9KQ06w,0.0,ChIJL8ROVxJlSy0RZXCFg9KQ06w,"['lodging', 'point_of_interest', 'establishment']",0.0,"{'compound_code': '6GP8+8H Iriati, Teluk Wondama Regency, West Papua, Indonesia', 'global_code': '6Q9P6GP8+8H'}",https://www.google.com/maps/place/?q=place_id:ChIJL8ROVxJlSy0RZXCFg9KQ06w
OPERATIONAL,"Unnamed Road, Papua Bar. 98362, Maniwak, Distrik Wasior, Kabupaten Teluk Wondama, Papua Bar. 98362, Indonesia","{'location': {'lat': -2.7390772, 'lng': 134.5129166}, 'viewport': {'northeast': {'lat': -2.737843570107277, 'lng': 134.5142332798927}, 'southwest': {'lat': -2.740543229892722, 'lng': 134.5115336201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Aitumieri Inn,"[{'height': 2084, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101039317167881047787"">ardy rachmat k</a>'], 'photo_reference': 'AUGGfZmasgsukMowdgnNILF4BjYcj3OCXsPn7w2nRdW7KO-IMRdfnnhgVXYMbQ0eGESEVNCkONS4RHKpU39I19-osWt8YE5tm9IpQurTBWPtDJ08h47gHE60qkRzHHjB9YyTZddHjfnRvKBSfzM4CE2toNTN6KddEEfo0Nfi6EfvsQKrNFe-', 'width': 4624}]",ChIJjSGwJXZ7Sy0RCnab97fUn1s,3.7,ChIJjSGwJXZ7Sy0RCnab97fUn1s,"['lodging', 'point_of_interest', 'establishment']",37.0,"{'compound_code': '7G67+95 Maniwak, Teluk Wondama Regency, West Papua, Indonesia', 'global_code': '6Q9P7G67+95'}",https://www.google.com/maps/place/?q=place_id:ChIJjSGwJXZ7Sy0RCnab97fUn1s
OPERATIONAL,"48VF+WFJ, Ambumi, Kuri Wamesa, Teluk Wondama Regency, West Papua, Indonesia","{'location': {'lat': -2.8551699, 'lng': 134.3236557}, 'viewport': {'northeast': {'lat': -2.853820070107278, 'lng': 134.3250055298927}, 'southwest': {'lat': -2.856519729892722, 'lng': 134.3223058701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Darmaji,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109567341589476600839"">christian suhendra</a>'], 'photo_reference': 'AUGGfZlujlBzixopCxdWovoBpUs8PUfdsTSSstiv9Q4hcMBi0l5tQarQkCvQ1VP9wg9STWfJAcgO3ZoadgeRDU7VUeB6MsiLGQiBq-Ai4HMygiJ1wXlZb2ni8lO9bDHk4bryfllogS8UVKbzIa--YYQRFwNP8BoYx_MaeW9DsOHKFA6fdVaU', 'width': 4624}]",ChIJBUsCv2KdSy0RB8ktiXpRCjA,0.0,ChIJBUsCv2KdSy0RB8ktiXpRCjA,"['lodging', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJBUsCv2KdSy0RB8ktiXpRCjA
OPERATIONAL,"6GM8+6FX, Iriati, Wasior, Teluk Wondama Regency, West Papua 98362, Indonesia","{'location': {'lat': -2.7668953, 'lng': 134.5162354}, 'viewport': {'northeast': {'lat': -2.765321370107277, 'lng': 134.5179770298927}, 'southwest': {'lat': -2.768021029892722, 'lng': 134.5152773701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Iriati Beach HOTEL,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105391475668170691906"">A Google User</a>'], 'photo_reference': 'AUGGfZkrwpX4i7ibtjOMFlLc8nXb2AERTenWFPHJ8W2wSDP5_OHwuaiNcnwPrGuB8pcGNBD4soZcyJSv5boNqoaqpD_2R95kptEnaJ06ty9iYTij9wWMSAkqhaOX5pM_rT2nGB35UGIph3ZumHDHDlwEsPyBxBvjHx0-hTdB93tZf9ymBriY', 'width': 3840}]",ChIJrxYfXWd7Sy0R2OUc0wgKdQw,3.9,ChIJrxYfXWd7Sy0R2OUc0wgKdQw,"['lodging', 'point_of_interest', 'establishment']",158.0,,https://www.google.com/maps/place/?q=place_id:ChIJrxYfXWd7Sy0R2OUc0wgKdQw
OPERATIONAL,"7H9M+FJ8 Pegunungan Wondiwoi, Maniwak, Distrik Wasior, Kabupaten Teluk Wondama, Papua Bar. 98362, Indonesia","{'location': {'lat': -2.7313446, 'lng': 134.5840769}, 'viewport': {'northeast': {'lat': -2.729994770107278, 'lng': 134.5854267298927}, 'southwest': {'lat': -2.732694429892722, 'lng': 134.5827270701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Waaior,,ChIJU9F3SWhlSy0RYviCw_s6noY,0.0,ChIJU9F3SWhlSy0RYviCw_s6noY,"['lodging', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJU9F3SWhlSy0RYviCw_s6noY
OPERATIONAL,"7GF4+HM9, Wasior I, Wasior, Teluk Wondama Regency, West Papua, Indonesia","{'location': {'lat': -2.726099, 'lng': 134.506737}, 'viewport': {'northeast': {'lat': -2.724717320107278, 'lng': 134.5080753298927}, 'southwest': {'lat': -2.727416979892722, 'lng': 134.5053756701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,wasior,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103563394260951363312"">Taufik Hidayat</a>'], 'photo_reference': 'AUGGfZnmZmOyYeyLMWsgNVAk-FMjshoHeU6HBEOwUcGH2RqBou-DF6-zCXpMfljKiql38EWDi2D4wKlgoXZtbYcRk7IrA7IEXQP5F1HrkZ8a6ZXNTbD6CgbsuGji1LbH81iTTfiAGo4QsCXFhQs1TslSPa4MoC2bxUpJO6lNXh1etIcQal97', 'width': 1080}]",ChIJ8fEiik59Sy0RxgugIlJOIRk,5.0,ChIJ8fEiik59Sy0RxgugIlJOIRk,"['lodging', 'point_of_interest', 'establishment']",1.0,,https://www.google.com/maps/place/?q=place_id:ChIJ8fEiik59Sy0RxgugIlJOIRk
OPERATIONAL,"7GC5+X7Q, Unnamed Road, Wasior I, Distrik Wasior, Kabupaten Teluk Wondama, Papua Bar. 98362, Indonesia","{'location': {'lat': -2.7275478, 'lng': 134.5082297}, 'viewport': {'northeast': {'lat': -2.726127220107278, 'lng': 134.5095454798928}, 'southwest': {'lat': -2.728826879892722, 'lng': 134.5068458201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Dennis,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117465966929631030306"">umar tomsio</a>'], 'photo_reference': 'AUGGfZnP0ZNEHLCgsdCZBGzROV6DXzcAyRg7_vJBKTSZjzuGDjr6uhG9sCprAmbG5JiPOmqSBXSsZ6pWGuPa718pLq1QJOdtQyL0mteYa2vMWdOIExF6ofMgYz1yaZM9D6_oUUvFCE2YJ2ZDun32jOL2VFZbVx5O6agSbcNdIrw6l7xiUBCj', 'width': 1920}]",ChIJMXXvTS59Sy0RglVdMGT0YNE,4.1,ChIJMXXvTS59Sy0RglVdMGT0YNE,"['lodging', 'point_of_interest', 'establishment']",9.0,,https://www.google.com/maps/place/?q=place_id:ChIJMXXvTS59Sy0RglVdMGT0YNE
,"Windesi, Teluk Wondama Regency, West Papua, Indonesia","{'location': {'lat': -2.601077, 'lng': 134.1340439}, 'viewport': {'northeast': {'lat': -2.376327, 'lng': 134.394665}, 'southwest': {'lat': -2.651614, 'lng': 134.074548}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Windesi,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100450225478083537051"">Akhmad Khahlil Gibran</a>'], 'photo_reference': 'AUGGfZl6EiXtCro6bEBEtDTu7wB_n-Z5cIg-eaVsGDTWBvk8-49ObWVr5GcjsfE7mk9Z9Xz6OIPTCSvI9evQyZFzbNPdfFf1oQWy-ePM_f31cTeMf0mJgA_Fo0Whg35cVNQE2YRAW1kS7pv-kd5tCVxtkqHMEe-XqjgKqpCP_gbBPP6NxwqD', 'width': 1080}]",ChIJ_bNIv05vTC0Rnegz0qQsmps,,ChIJ_bNIv05vTC0Rnegz0qQsmps,"['administrative_area_level_3', 'political']",,,https://www.google.com/maps/place/?q=place_id:ChIJ_bNIv05vTC0Rnegz0qQsmps
,"Windesi, Teluk Wondama Regency, West Papua, Indonesia","{'location': {'lat': -2.4029919, 'lng': 134.1815176}, 'viewport': {'northeast': {'lat': -2.376327, 'lng': 134.221051}, 'southwest': {'lat': -2.429279, 'lng': 134.1610579}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Windesi,,ChIJES9bq5JDTC0RwpWMc72SaWg,,ChIJES9bq5JDTC0RwpWMc72SaWg,"['administrative_area_level_4', 'political']",,,https://www.google.com/maps/place/?q=place_id:ChIJES9bq5JDTC0RwpWMc72SaWg
