business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,url
OPERATIONAL,"4WQ2+H9H, Dusun Campoan, Gentong, Kec. Taman Krocok, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.8610627, 'lng': 113.901}, 'viewport': {'northeast': {'lat': -7.859714070107279, 'lng': 113.9023688298927}, 'southwest': {'lat': -7.862413729892722, 'lng': 113.8996691701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DESA SUMBER JERUK,ChIJpZTcQMjb1i0RYkzrtrbPZB8,0.0,ChIJpZTcQMjb1i0RYkzrtrbPZB8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJpZTcQMjb1i0RYkzrtrbPZB8
OPERATIONAL,"5R4P+R4R, Unnamed Road, Kretek II, Kretek, Kec. Taman Krocok, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.842879299999999, 'lng': 113.8352707}, 'viewport': {'northeast': {'lat': -7.841529470107277, 'lng': 113.8366205298927}, 'southwest': {'lat': -7.844229129892721, 'lng': 113.8339208701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit petualang,ChIJ5XlZ0ePd1i0RHxxlsFIYcTM,4.4,ChIJ5XlZ0ePd1i0RHxxlsFIYcTM,"['tourist_attraction', 'point_of_interest', 'establishment']",21.0,{'open_now': True},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114949557489412558061"">mas yoyok</a>'], 'photo_reference': 'AUGGfZnhKHTmaOlxhIrymGbwzZLqYzYUvb28xHsAo6KXpLQRwnUTxPB7Yw_EntAq4Z-Fndff9_qjzkKXRoVDRzHlsYRVA6zSDaPmDmSd9-TLw5vTXp3WQx_qVSyZlXxmAls58VRr0hafkDF1rT92OCG7Fdi3EklobbFUcs64aIxizlQTcbDh', 'width': 4096}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ5XlZ0ePd1i0RHxxlsFIYcTM
OPERATIONAL,"4VR7+Q5V, Melati, Kemuningan, Kec. Taman Krocok, Kabupaten Bondowoso, Jawa Timur, Indonesia","{'location': {'lat': -7.8580147, 'lng': 113.8629283}, 'viewport': {'northeast': {'lat': -7.856604720107277, 'lng': 113.8644865798927}, 'southwest': {'lat': -7.859304379892721, 'lng': 113.8617869201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Ploseran,ChIJo_5Nu1zb1i0RCL2IylBZBDo,4.8,ChIJo_5Nu1zb1i0RCL2IylBZBDo,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115373883375020706026"">ravi ainul yaqin</a>'], 'photo_reference': 'AUGGfZnWUDSZ77puThr_o0BWKgEzWNWXbuz-LmEwFeQrKoAL7t_PisHx2GOmIzXUJ0Heg_yrGW2Qn0FWcqU24ljMdCuzIoC2BPWb519gVzwQoCtt9ZcoIAPUHy_I-5IT_beUClMzxvRkbWAVVS-Sywe8X7CHmTXFxcOfteGh4d0fvRQKRzQP', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJo_5Nu1zb1i0RCL2IylBZBDo
OPERATIONAL,"4R2H+867, Purnama, Sekarputih, Kec. Tegalampel, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.8992134, 'lng': 113.8280549}, 'viewport': {'northeast': {'lat': -7.898017270107276, 'lng': 113.8293832298927}, 'southwest': {'lat': -7.90071692989272, 'lng': 113.8266835701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Religious Tourism Tomb of Ki Ronggo,ChIJ4ayghPHc1i0RIdpKnrJwilc,4.4,ChIJ4ayghPHc1i0RIdpKnrJwilc,"['tourist_attraction', 'point_of_interest', 'establishment']",589.0,{'open_now': True},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107573299268868906408"">Ade R Irawan</a>'], 'photo_reference': 'AUGGfZnZtkM2LWSxC1TeYt_smmwEIpFDfcbOsZIJh3-5sc9FvNEvl7p_7Y8xOmD4dhkia8-3FkLjkCKWqiGLunUATxzXHJ_VKimb148POpcWgIO0X3WJeZZvwffEn_omTlScGUKHriX8mfglgh_Rc-t932njG_qFicdHeqBboDm1fXFbdAKq', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ4ayghPHc1i0RIdpKnrJwilc
OPERATIONAL,"4RFM+Q74, Jawa, Mandiro, Kec. Tegalampel, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.8756244, 'lng': 113.8331917}, 'viewport': {'northeast': {'lat': -7.874293870107278, 'lng': 113.8343988298927}, 'southwest': {'lat': -7.876993529892722, 'lng': 113.8316991701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk Mandiro,ChIJj5a5cqHd1i0RxTIIwiF8anY,5.0,ChIJj5a5cqHd1i0RxTIIwiF8anY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102601673375942409602"">A Google User</a>'], 'photo_reference': 'AUGGfZmj5tbJFthNtyROH_YkTkzKt1KrYGGVlqJvWojEDRSvS4UZTkZ9zmSNe5HrP9o1isP_jOHhL_My5Df6t2y1a-HMk5s2NF3zj0k4Rlgl1_m4ZB-GhgSmJJa15HKA5rYdeV_XiE0RHkBupyHfDCyHHp8RI5kpzzBxXQ63XBN1Kso4H8Df', 'width': 717}]",,,https://www.google.com/maps/place/?q=place_id:ChIJj5a5cqHd1i0RxTIIwiF8anY
OPERATIONAL,"4WVJ+CJJ, dsn.gumuk jejer, Jatian, Tapen, Kabupaten Bondowoso, Jawa Timur, Indonesia","{'location': {'lat': -7.856401099999999, 'lng': 113.9315031}, 'viewport': {'northeast': {'lat': -7.855029970107277, 'lng': 113.9328258298927}, 'southwest': {'lat': -7.857729629892721, 'lng': 113.9301261701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,dusun gumuk jejer tapen bondowoso jatim,ChIJ9yw1YQDb1i0RiHyx3Q7LkXs,0.0,ChIJ9yw1YQDb1i0RiHyx3Q7LkXs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9yw1YQDb1i0RiHyx3Q7LkXs
,"Taman Krocok, Bondowoso Regency, East Java, Indonesia","{'location': {'lat': -7.853257699999999, 'lng': 113.8695966}, 'viewport': {'northeast': {'lat': -7.811148999999999, 'lng': 113.92859}, 'southwest': {'lat': -7.89831, 'lng': 113.81497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Krocok,ChIJgTA-wOTb1i0RHVbTkrqfAG8,,ChIJgTA-wOTb1i0RHVbTkrqfAG8,"['administrative_area_level_3', 'political']",,,"[{'height': 373, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106354336580649803107"">cilok Grunge</a>'], 'photo_reference': 'AUGGfZmg-pMoL5nMhIHGr7cG0_8tazpb9NogvB9fEmW5dDEMgKfUxGjWkcBawL3jWZDKJOm6aNH3rEBspCc4h7ueuskWzVxLzwQfVgrX7cLTHe3lOOzNN4tyM7JqrI-rnoEHlLa1HO5nQuVAq6mDrzOFtOrAJysZ6r7_kL6Fx_GKvuZwVsgQ', 'width': 663}]",,,https://www.google.com/maps/place/?q=place_id:ChIJgTA-wOTb1i0RHVbTkrqfAG8
OPERATIONAL,"4W7C+P8F, Kokebun, Gn. Anyar, Tapen, Kabupaten Bondowoso, Jawa Timur, Indonesia","{'location': {'lat': -7.8856709, 'lng': 113.9207965}, 'viewport': {'northeast': {'lat': -7.884443070107277, 'lng': 113.9221439298927}, 'southwest': {'lat': -7.887142729892721, 'lng': 113.9194442701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Apik Farm,ChIJwdGuGN7b1i0Rz7yvzp8_pQA,5.0,ChIJwdGuGN7b1i0Rz7yvzp8_pQA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 1545, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101057412075297131633"">A Google User</a>'], 'photo_reference': 'AUGGfZmn3gZrbzA5HaYee_ikw07f1AHcq1Vo6TNk2aB5jvMxCGPV64nuhtTJuNnOvRM-Y2b85M0KMQahYUdIdRoHshe4pkfUFxJTGee6geF0wzYDiRBbKm47ulwuD2c0Py6jssvusIQCSQA8zhF_B_uQx4LcvipNheIafrx7w6oaEUVPWKNG', 'width': 2000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJwdGuGN7b1i0Rz7yvzp8_pQA
OPERATIONAL,"Jl. Kiai Togo Ambarsari No.25, Gardu Salak, Tangsil Wetan, Kec. Wonosari, Kabupaten Bondowoso, Jawa Timur 68282, Indonesia","{'location': {'lat': -7.910498, 'lng': 113.8721141}, 'viewport': {'northeast': {'lat': -7.909172520107278, 'lng': 113.8733842298927}, 'southwest': {'lat': -7.911872179892722, 'lng': 113.8706845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DAM Sumber Rejeki,ChIJER1FYADb1i0RV17uqCM6jRM,0.0,ChIJER1FYADb1i0RV17uqCM6jRM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,"{'compound_code': '3VQC+RR Tangsil Wetan, Bondowoso Regency, East Java, Indonesia', 'global_code': '6P4M3VQC+RR'}",,https://www.google.com/maps/place/?q=place_id:ChIJER1FYADb1i0RV17uqCM6jRM
OPERATIONAL,"6V3J+M9H, Krajan Timur, Wonoboyo, Kec. Klabang, Kabupaten Bondowoso, Jawa Timur 68284, Indonesia","{'location': {'lat': -7.795805100000001, 'lng': 113.8809977}, 'viewport': {'northeast': {'lat': -7.794458470107278, 'lng': 113.8823427298927}, 'southwest': {'lat': -7.797158129892722, 'lng': 113.8796430701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan Wonoboyo,ChIJC_vNirHZ1i0RbPQ1uIgro94,0.0,ChIJC_vNirHZ1i0RbPQ1uIgro94,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,"[{'height': 1746, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102601673375942409602"">A Google User</a>'], 'photo_reference': 'AUGGfZnKAoHKo8zQT7Gxd-ajCphILHhobpK6X6WPLzLdj0pnog2nkFu_fgX5s6H02YoYB8ioxLH4MvQ_eoHJq4CjzvIfcS4hL0mFDB2lKzbp_6dTYXGQ07A5e1A8aYw6wP7fnwgFwM58rTXZ3RBw9uU7M8nAMK2l5JcsATrsiFbRyUKHH-G5', 'width': 3104}]",,,https://www.google.com/maps/place/?q=place_id:ChIJC_vNirHZ1i0RbPQ1uIgro94
