business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,price_level,permanently_closed,url
OPERATIONAL,"4R4C+7W3, Krajan, Karanganyar, Kec. Tegalampel, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.894353499999999, 'lng': 113.8222855}, 'viewport': {'northeast': {'lat': -7.893004020107278, 'lng': 113.8236523298927}, 'southwest': {'lat': -7.895703679892722, 'lng': 113.8209526701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nabihan Bonsai,{'open_now': False},ChIJK8QDMe_d1i0RlqQsrSDD_JE,0.0,ChIJK8QDMe_d1i0RlqQsrSDD_JE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK8QDMe_d1i0RlqQsrSDD_JE
OPERATIONAL,"4RFM+Q74, Jawa, Mandiro, Kec. Tegalampel, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.8756244, 'lng': 113.8331917}, 'viewport': {'northeast': {'lat': -7.874293870107278, 'lng': 113.8343988298927}, 'southwest': {'lat': -7.876993529892722, 'lng': 113.8316991701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk Mandiro,,ChIJj5a5cqHd1i0RxTIIwiF8anY,5.0,ChIJj5a5cqHd1i0RxTIIwiF8anY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102601673375942409602"">A Google User</a>'], 'photo_reference': 'AUGGfZlr6AkgBcwOUQbCBreD013fUK32u-OP3_0H5_ttJz-nRvDa831MTPjyVLCfzc7YCK187E9kyoRfLilwjrBs_8p4oDEzSJKfD797m69wIc_A1uurao9m4E1bRB-6GS8RDXWN7Fl3pD3kxzWzeQBkiEc5D2F8ni7a3TIcNjL3Nc4FT1yC', 'width': 717}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJj5a5cqHd1i0RxTIIwiF8anY
OPERATIONAL,"4RM9+9G8, Krajan, Klabang Agung, Kec. Tegalampel, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.8665765, 'lng': 113.8188214}, 'viewport': {'northeast': {'lat': -7.865226670107278, 'lng': 113.8201712298927}, 'southwest': {'lat': -7.867926329892722, 'lng': 113.8174715701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DAM GUBRI,,ChIJ7xMk_87d1i0ReSCjUdfm0-Y,4.4,ChIJ7xMk_87d1i0ReSCjUdfm0-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",14,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112016168893185049866"">mmuhsinun</a>'], 'photo_reference': 'AUGGfZnFQAME1LNluY63i6gbi1uuz8dxJLa-suop59PR5FdMN6xD_Gkhu5_4p8Uh6zBKaX8JZleNHk3Ul5O1goGYJUap03F2qyxKR-XsNbWr0iSNoxuIre87Y45VWLTvVuDM1Q-XwD1dfEizsUTQRgc3m6vq92MrYUjrttq-rX8hpHpMysVx', 'width': 4608}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ7xMk_87d1i0ReSCjUdfm0-Y
OPERATIONAL,"3M8W+CC7, Hutan, Andungsari, Kec. Pakem, Kabupaten Bondowoso, Jawa Timur 68253, Indonesia","{'location': {'lat': -7.933971000000001, 'lng': 113.696057}, 'viewport': {'northeast': {'lat': -7.932621170107279, 'lng': 113.6974068298927}, 'southwest': {'lat': -7.935320829892722, 'lng': 113.6947071701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Twin Falls Tancak,{'open_now': False},ChIJzxaj3yPm1i0RhSzcIMc8Q4c,4.4,ChIJzxaj3yPm1i0RhSzcIMc8Q4c,"['tourist_attraction', 'point_of_interest', 'establishment']",217,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107122097727111941067"">Short Story Project</a>'], 'photo_reference': 'AUGGfZlQ4t7x6Cp8Ik3L-3rqEm0o6AQcdJi7JyfUeBg86oGczJtNsIUyw9nyQ0_SB8KU5Sf2y-0Z8uicCQJSXDuKTQwaVAOUWJCKGd2CCWjpzLIlmx0WByFlnoYgiZQ_0t7uGBt2Z1enD9WEWf42x0la9bUaISq5nF-EH5BmdWQN0bDIpeQV', 'width': 2448}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJzxaj3yPm1i0RhSzcIMc8Q4c
OPERATIONAL,"4R2H+867, Purnama, Sekarputih, Kec. Tegalampel, Kabupaten Bondowoso, Jawa Timur 68291, Indonesia","{'location': {'lat': -7.8992134, 'lng': 113.8280549}, 'viewport': {'northeast': {'lat': -7.898017270107276, 'lng': 113.8293832298927}, 'southwest': {'lat': -7.90071692989272, 'lng': 113.8266835701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Religious Tourism Tomb of Ki Ronggo,{'open_now': True},ChIJ4ayghPHc1i0RIdpKnrJwilc,4.4,ChIJ4ayghPHc1i0RIdpKnrJwilc,"['tourist_attraction', 'point_of_interest', 'establishment']",589,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107573299268868906408"">Ade R Irawan</a>'], 'photo_reference': 'AUGGfZljRd4jIYVjXYFg04Msx2-u1RwPIhLgTXC3HbcI_1cn6N_p-zd9BXwwjGU00pYmUr6I0lJcUh9IIHKFEGugNGjqNS_NtGOPzcv_AT3HUBCiObLQ53lUM0FKMYiJQhVd82Eblx-0O52AuDOCuIy2XEi8M8lkzTFqWi70ZpPNABYdEzZI', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ4ayghPHc1i0RIdpKnrJwilc
OPERATIONAL,"2WXQ+74H, Pinang Pahit, Tegaljati, Kec. Sumberwringin, Kabupaten Bondowoso, Jawa Timur, Indonesia","{'location': {'lat': -7.951818500000001, 'lng': 113.9378548}, 'viewport': {'northeast': {'lat': -7.950481720107279, 'lng': 113.9392148798927}, 'southwest': {'lat': -7.953181379892723, 'lng': 113.9365152201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dam Balud,{'open_now': True},ChIJq7ISQTrF1i0RyYefEABrmZ8,5.0,ChIJq7ISQTrF1i0RyYefEABrmZ8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102601673375942409602"">A Google User</a>'], 'photo_reference': 'AUGGfZmxFQXx4srxF9a3or9tqw4pu9JbWsO-D8Xf1VFUr6AHFqHiXER0i9CqYhEqvv3u_e6_DIIOIyZoQOMDzrM52IwEmDSphaWrgdCZTFcDpS4QtnjDtZ19rqhn7NMObPD7PvfJg40xCSQ-vAeGzxVa7OYhqcmqdH-fubKUR8KAa3zotufE', 'width': 3264}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJq7ISQTrF1i0RyYefEABrmZ8
OPERATIONAL,"3RPF+F69, Kali Nangkaan, Dabasah, Bondowoso, Bondowoso Regency, East Java, Indonesia","{'location': {'lat': -7.913838799999999, 'lng': 113.823097}, 'viewport': {'northeast': {'lat': -7.912529320107277, 'lng': 113.8245670298927}, 'southwest': {'lat': -7.915228979892721, 'lng': 113.8218673701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TPT(Tempat Perkumpulan Tobrut),,ChIJ3eIccwDd1i0RAhZJxSYsx-w,0.0,ChIJ3eIccwDd1i0RAhZJxSYsx-w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3eIccwDd1i0RAhZJxSYsx-w
OPERATIONAL,"2W3P+CCG, Sulek Atas, Sulek, Kec. Tlogosari, Kabupaten Bondowoso, Jawa Timur 68272, Indonesia","{'location': {'lat': -7.9964476, 'lng': 113.9360809}, 'viewport': {'northeast': {'lat': -7.995097770107278, 'lng': 113.9374307298927}, 'southwest': {'lat': -7.997797429892722, 'lng': 113.9347310701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dam Tlogo,{'open_now': True},ChIJ86r_kbHF1i0Rx_B8i-iZrqk,5.0,ChIJ86r_kbHF1i0Rx_B8i-iZrqk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102601673375942409602"">A Google User</a>'], 'photo_reference': 'AUGGfZksGLJXv-2JKE8ZScn3XU5z9uMVQyxIwPB4_3_4nwMho18uhhxLij6TJD98Q0EOETdRpr1GwB8-BFNabbIJsd-95nC7wOGac9iruxjdQC22iJiI1FOB7-2oTxrECRRdZDcccx3feH9zBxHrYCfzA4JAyLWY-gaaivfyoWXvJHCu0hcW', 'width': 1920}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ86r_kbHF1i0Rx_B8i-iZrqk
OPERATIONAL,"Jl. Kiai Togo Ambarsari No.25, Gardu Salak, Tangsil Wetan, Kec. Wonosari, Kabupaten Bondowoso, Jawa Timur 68282, Indonesia","{'location': {'lat': -7.910498, 'lng': 113.8721141}, 'viewport': {'northeast': {'lat': -7.909172520107278, 'lng': 113.8733842298927}, 'southwest': {'lat': -7.911872179892722, 'lng': 113.8706845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DAM Sumber Rejeki,,ChIJER1FYADb1i0RV17uqCM6jRM,0.0,ChIJER1FYADb1i0RV17uqCM6jRM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': '3VQC+RR Tangsil Wetan, Bondowoso Regency, East Java, Indonesia', 'global_code': '6P4M3VQC+RR'}",,,https://www.google.com/maps/place/?q=place_id:ChIJER1FYADb1i0RV17uqCM6jRM
OPERATIONAL,"4RHM+32F, Unnamed Road, Karang Asem III, Mandiro, Tegalampel, Bondowoso Regency, East Java 68291, Indonesia","{'location': {'lat': -7.8723049, 'lng': 113.8325372}, 'viewport': {'northeast': {'lat': -7.870933320107278, 'lng': 113.8338381798927}, 'southwest': {'lat': -7.873632979892721, 'lng': 113.8311385201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Lowo Mandiro,,ChIJdURaNlXd1i0RzIsoFMxbFxU,4.2,ChIJdURaNlXd1i0RzIsoFMxbFxU,"['tourist_attraction', 'point_of_interest', 'establishment']",10,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108192680407799311252"">A Google User</a>'], 'photo_reference': 'AUGGfZnxi8Slnv9gmBT3FwqKZbZw7QRpjO5I_kFOPNwRLl37Vqka8uZRaOuXKdy3mlY2Ed4uDCVTT_lAp-2bmPT-yIXyfsrcrDM13_rT9hxc6rXOXQzXt5a0EE3URl2wdim61GPK3szKYh7nWQX-lauqklMjQ0zaOdhx-HCEAqI43xfuyOI9', 'width': 4608}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJdURaNlXd1i0RzIsoFMxbFxU
