business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"696V+F2G, Nangaroro, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.788812, 'lng': 121.3925814}, 'viewport': {'northeast': {'lat': -8.787309120107277, 'lng': 121.3939362798927}, 'southwest': {'lat': -8.790008779892721, 'lng': 121.3912366201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Nangaroro,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112129981730275772226"">A Google User</a>'], 'photo_reference': 'AUGGfZnYBjSJohCkuQp8aalxgVxouXugpkEU9WCaR2WF2lZPEoBZNlvbqBIQ68d3c_JfzQYDQehoqc5ER7xpA75b1Ba1Zy1gRU38e4FBi1kJsKxrDXREriF-73-4e8KQ53O_Z1Qy63Jyfrp2X9l0OK8FB0Dq34jaSfIim2_GR6-mVT8QMOOg', 'width': 1840}]",ChIJj7clK2q9si0RQOotkhrOtVo,3.7,ChIJj7clK2q9si0RQOotkhrOtVo,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJj7clK2q9si0RQOotkhrOtVo
OPERATIONAL,"698P+5C3, Nangaroro, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.784621099999999, 'lng': 121.3860425}, 'viewport': {'northeast': {'lat': -8.783250870107278, 'lng': 121.3873728298927}, 'southwest': {'lat': -8.785950529892721, 'lng': 121.3846731701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Nangaroro,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113594885189563053119"">Umbu Akhmad Febry</a>'], 'photo_reference': 'AUGGfZkREiOe47MPKnmUpqpvz__s_oIXKyFyp8DykdqE00wLPkfTeWBKB2zyr184GJ5IVUBrDu-4rdy1uRwTNC7TCyhgZw9lzi-gSHkgQzmiKzFI0XzwWlf0fOD7KzcZVh8ah0SgI48dZh1m4EnS9w5OYZC6G7A6KAHRb5J2PTAGWQ_Rc_ia', 'width': 4032}]",ChIJUQWm0YS9si0RjzZMSrIxNrQ,5.0,ChIJUQWm0YS9si0RjzZMSrIxNrQ,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,https://www.google.com/maps/place/?q=place_id:ChIJUQWm0YS9si0RjzZMSrIxNrQ
OPERATIONAL,"7C75+9PG, Utetoto, Nangaroro, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.736227999999999, 'lng': 121.409152}, 'viewport': {'northeast': {'lat': -8.734861570107277, 'lng': 121.4111382798927}, 'southwest': {'lat': -8.737561229892721, 'lng': 121.4084386201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Bhondukado,,ChIJ-Z1LTwCXsi0RUJq8zru9yeM,0.0,ChIJ-Z1LTwCXsi0RUJq8zru9yeM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-Z1LTwCXsi0RUJq8zru9yeM
OPERATIONAL,"57WH+WQ2, Gezu, Kotakeo, Kec. Nangaroro, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8027319, 'lng': 121.2793804}, 'viewport': {'northeast': {'lat': -8.801372620107278, 'lng': 121.2807240798927}, 'southwest': {'lat': -8.804072279892722, 'lng': 121.2780244201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gezu,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112659871199558865983"">A Google User</a>'], 'photo_reference': 'AUGGfZkBOabaTgXHw8fCZR9z0sgGr2u-6IFV7M-QWUOh8uRESLB2caqpXGCC924_nkw5E5hc0S8wCjFH0dzKs3Pmx3EzoFiv6uMLTByFiaMVfZJuVwB22hRC8GrX3cRqb5KiWe4ReGpr0h4bcSJnJdxHpmITphlWzsO_4CKzPNaW2R-Z241C', 'width': 1200}]",ChIJZZD81Dq_si0Rap4OlQk_Qfk,5.0,ChIJZZD81Dq_si0Rap4OlQk_Qfk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJZZD81Dq_si0Rap4OlQk_Qfk
CLOSED_TEMPORARILY,"693P+RM, Nangaroro, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7954887, 'lng': 121.3867388}, 'viewport': {'northeast': {'lat': -8.794138870107277, 'lng': 121.3880886298927}, 'southwest': {'lat': -8.796838529892721, 'lng': 121.3853889701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Mancing Ikan Nangaroro,,ChIJj7Fb6iG9si0ReDJjUFi52o8,0.0,ChIJj7Fb6iG9si0ReDJjUFi52o8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJj7Fb6iG9si0ReDJjUFi52o8
OPERATIONAL,"88F5+V93, Labolewa, Aesesa, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6753545, 'lng': 121.3084088}, 'viewport': {'northeast': {'lat': -8.674004670107276, 'lng': 121.3097586298928}, 'southwest': {'lat': -8.67670432989272, 'lng': 121.3070589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanggul nangadhero,,ChIJkw-ELQCTsi0RMrspdBbsYNM,0.0,ChIJkw-ELQCTsi0RMrspdBbsYNM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJkw-ELQCTsi0RMrspdBbsYNM
OPERATIONAL,"873G+6Q4, Rendu Butowe, Aesesa Selatan, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.696976099999999, 'lng': 121.2769483}, 'viewport': {'northeast': {'lat': -8.695626270107278, 'lng': 121.2782981298928}, 'southwest': {'lat': -8.698325929892722, 'lng': 121.2755984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngaba Tata Waterfall,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110925307161863787201"">A Google User</a>'], 'photo_reference': 'AUGGfZmqJsSBYw4cSGrSSo0QViMIKA5zF2r9J7tDjeVLJpndZHzkebpYkIQSa5rn2QBiaQsochQAVwcA_q4AxzVwuvRTB1Q08t4N7hWWSWoFo7tvO2TSYSr84UDG6DXRdG14ife5Ljozq3aZxHRIMTkR41X-R2uAXlV_6y5_I1st-W26CWDI', 'width': 3264}]",ChIJbaD1hziTsi0RnIuv8veyjf8,4.6,ChIJbaD1hziTsi0RnIuv8veyjf8,"['tourist_attraction', 'point_of_interest', 'establishment']",19,,,https://www.google.com/maps/place/?q=place_id:ChIJbaD1hziTsi0RnIuv8veyjf8
CLOSED_TEMPORARILY,"594C+M3V, Tonggo, Nangaroro, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.843257900000001, 'lng': 121.3701708}, 'viewport': {'northeast': {'lat': -8.841500970107276, 'lng': 121.3710345798928}, 'southwest': {'lat': -8.84420062989272, 'lng': 121.3683349201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pantai Pombo, Nangaroro","[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100582413616257157204"">joko bodo</a>'], 'photo_reference': 'AUGGfZlEQaHhLb5ieR8fQfS4PioDEJ3YliFp712fmPAFXZfgPUirhs57JHaR7wvNAxUe0jpTf16QFW5nCuhtEavPCG2rXQuzgKoYX9_pmOd1hB_35-GSYgKgHq773wjo4lVXF3FhBsqYCUMK1NPhDusyW-KUu7-VKZc4kUoWq1Mp2qBhQ805', 'width': 4000}]",ChIJGVBuHNO9si0RhsviiBbMdFA,3.0,ChIJGVBuHNO9si0RhsviiBbMdFA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,,https://www.google.com/maps/place/?q=place_id:ChIJGVBuHNO9si0RhsviiBbMdFA
OPERATIONAL,"783W+W9, Bidoa, Nangaroro, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7452369, 'lng': 121.3458848}, 'viewport': {'northeast': {'lat': -8.743887070107279, 'lng': 121.3472346298927}, 'southwest': {'lat': -8.746586729892723, 'lng': 121.3445349701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LEVEN YOUTH CAMP,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107729929325785693176"">michael bayu</a>'], 'photo_reference': 'AUGGfZnSSWYxhOKvF84eBgb5In46_ZcQ3rpo7UMOdNadZDF2gm7v4d8N1bQr_rTxva-GQ1GxgIrGAlJt0TLJfCM2_aeR8Mv1hicLd-ZLJC1xLmR26kHTtcBCIEucjOvwZbFfKuHfZXtzgi0ye16p7lb3ke-im_hTMigCGk4O7_H2uPHcTAHO', 'width': 4160}]",ChIJRzIHXt2Vsi0RVOr8u4oP-hA,5.0,ChIJRzIHXt2Vsi0RVOr8u4oP-hA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJRzIHXt2Vsi0RVOr8u4oP-hA
OPERATIONAL,"479W+P25 NIONDOA AREA, DESA KOTOWUJI TIMUR, Kec. Keo Tengah, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.880743800000001, 'lng': 121.2951042}, 'viewport': {'northeast': {'lat': -8.87939777010728, 'lng': 121.2964530798927}, 'southwest': {'lat': -8.882097429892724, 'lng': 121.2937534201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"NIONDOA AREA, DESA KOTOWUJI TIMUR, KEO TENGAH NAGEKEO","[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109100060871471708115"">A Google User</a>'], 'photo_reference': 'AUGGfZk5mJjwDcnRIJW_XA7sLNJd0iKRoJyFBOHmzvseaYhbyDE8p2UEeLNMcnr2_X_cROfKP_ULxHk3mH8V_lhIm4QKdr1McC7zENeuisJpgaFeJxdL2LbP3YS3YhS5erRtAYQOQcWli-AWv_LccxvvtUj3E8rhKgiCLCYj0kRsW668-1RU', 'width': 3468}]",ChIJHfXM35a5si0RDqISVX8rjYo,5.0,ChIJHfXM35a5si0RDqISVX8rjYo,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJHfXM35a5si0RDqISVX8rjYo
