business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"Kelewae, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8257355, 'lng': 121.154089}, 'viewport': {'northeast': {'lat': -8.824393820107275, 'lng': 121.1554567798927}, 'southwest': {'lat': -8.827093479892719, 'lng': 121.1527571201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Malawae,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102898677108489130685"">A Google User</a>'], 'photo_reference': 'AUGGfZlMm7uAqBDKtU0-fuq3CipmcTRNyLWJUuzp4JCVvHBR8pBLTUVSUIVij5q3nZ1PMzXbGvvI046ZwLisnCHaeKnOoVRWoWgTVsAumXGutmjBEVgp_hlYJpaO0NTdqBb7fxe-ysa9n--yOU1yND8f3h3PrGvPEZvl6OEOTRbFHjxeTk--', 'width': 720}]",ChIJb-GKGwDDsi0Rsw045O2Q8Ws,"{'compound_code': '55F3+PJ Kelewae, Nagekeo Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q3355F3+PJ'}",0.0,ChIJb-GKGwDDsi0Rsw045O2Q8Ws,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJb-GKGwDDsi0Rsw045O2Q8Ws
OPERATIONAL,"649W+8GP, Rigi, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7816549, 'lng': 121.14632}, 'viewport': {'northeast': {'lat': -8.780315120107279, 'lng': 121.1476680798928}, 'southwest': {'lat': -8.783014779892723, 'lng': 121.1449684201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah gako boawae,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105068973380272925490"">A Google User</a>'], 'photo_reference': 'AUGGfZm90lHb68DiXAL54nMeBasqsMUURX-GhvplHqUwAKpQ0aAGneeb8LSETpI_slsv2go7Z3xVlW9FAwfBeW9mgBUjjOszJLxZHZsDBu4KtU6p2nhptRJ2b6wfCzUnl8GApr4z4S3s0vD20ZPCtXnbd1Iv8X8Tsb8We1Ywpo1EWxbKSPOD', 'width': 1907}]",ChIJNQu0iprpsi0RVRgGt_MCZB8,,4.0,ChIJNQu0iprpsi0RVRgGt_MCZB8,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,https://www.google.com/maps/place/?q=place_id:ChIJNQu0iprpsi0RVRgGt_MCZB8
OPERATIONAL,"5586+QW9, Kelewae, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8330894, 'lng': 121.1623596}, 'viewport': {'northeast': {'lat': -8.827836549999997, 'lng': 121.1639888798928}, 'southwest': {'lat': -8.834840350000002, 'lng': 121.1612892201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WoloLewa,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108358464667490303082"">A Google User</a>'], 'photo_reference': 'AUGGfZkBSEt3dRFstidTX86LX1zOsbuThsH4J1PfSfU6Ondl9RUiYgJ1v48n1t4F16DBKpLbjuIUdp2iRtu5tAmPsXXmL-ytFI1mu2AXCK3u_PiaEcqWUEOJgpsHE0Hgf3--6a-Fd_-yIDcAHBNtDrPfTfWDeQuK35RIdUTcxB2kdu-iPst0', 'width': 3000}]",ChIJj8HCNNbDsi0RMc3ExyZxTq0,,0.0,ChIJj8HCNNbDsi0RMc3ExyZxTq0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJj8HCNNbDsi0RMc3ExyZxTq0
OPERATIONAL,"8689+3W8, Dhereisa, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.684846199999999, 'lng': 121.2198321}, 'viewport': {'northeast': {'lat': -8.683618170107277, 'lng': 121.2206200798927}, 'southwest': {'lat': -8.686317829892722, 'lng': 121.2179204201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Dhereisa,,ChIJ3c7mMbLtsi0RTCbNUkTnNQk,,5.0,ChIJ3c7mMbLtsi0RTCbNUkTnNQk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJ3c7mMbLtsi0RTCbNUkTnNQk
OPERATIONAL,"65XH+V7, Nageoga, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.750359, 'lng': 121.1782038}, 'viewport': {'northeast': {'lat': -8.749502820107278, 'lng': 121.1794691298927}, 'southwest': {'lat': -8.752202479892723, 'lng': 121.1767694701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun kepompong bambu Nagekeo.,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106760746117126960698"">Juruslan Ndima</a>'], 'photo_reference': 'AUGGfZldfM7WdFJJPUrKlZ41x9_ZXlJTKh-QsFZ0t29NozzkTLEKH782EVTcoeh-WdSQTASla4Xd1mQ7NZwqzPZYO4LeC0X8ymHzf3DvNB0MWI_pTMLSJsJXkaSnH7txveDqQtadaTJIzT3UpV0tioj3R42-JQK0PwbJZ5W3Uud0XhQoLTgT', 'width': 2448}]",ChIJS3rn9qzrsi0RxQlgs7ghSYI,,5.0,ChIJS3rn9qzrsi0RxQlgs7ghSYI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJS3rn9qzrsi0RxQlgs7ghSYI
OPERATIONAL,"55MR+M94, Wolopogo, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8158681, 'lng': 121.1909617}, 'viewport': {'northeast': {'lat': -8.814518270107278, 'lng': 121.1923115298927}, 'southwest': {'lat': -8.817217929892722, 'lng': 121.1896118701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Ebu Lobo,"[{'height': 3739, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109424159787529091590"">Darco Lado</a>'], 'photo_reference': 'AUGGfZkAIooDk676YEPZgQUjBkf_7s4ZArVJ_fLbjw-G3a7W8Tv6rJTZOcx2LohB0p77dyVR8jF7S7ofCINQyYV5Qn4Bm4pFmwg1RX9Q2HwWX2mSJ4BBWizydNJXa60PtPR7mnfB03soFYeXSCh4AxQnG-hv_m0At7Gao4EG-AleW8ngEUjT', 'width': 4819}]",ChIJY3yaqQ7Bsi0RzpAdUW8HXRo,,4.4,ChIJY3yaqQ7Bsi0RzpAdUW8HXRo,"['tourist_attraction', 'point_of_interest', 'establishment']",11,,https://www.google.com/maps/place/?q=place_id:ChIJY3yaqQ7Bsi0RzpAdUW8HXRo
OPERATIONAL,"65RC+GM4, Nageoga, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7587345, 'lng': 121.1717128}, 'viewport': {'northeast': {'lat': -8.757353520107277, 'lng': 121.1730536298927}, 'southwest': {'lat': -8.76005317989272, 'lng': 121.1703539701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Olanage,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115242292711640232142"">Yulianus Bingo Gale</a>'], 'photo_reference': 'AUGGfZkdrncdSlODmD9bky_GbNws3i7JRAUKABmnJ93QN8RyLAUYj_Oak4IhLVW5nOqNfxq3N3-459OPaqlsoHZBi4PMoXWeGSl_plMGcpCCg9LBSBM4PGZhWu3CGN0mINeXWkniK8sJ_9HXHYCLhwtx5XR6tn2XN88gUaokKO99BWUSwU6V', 'width': 4000}]",ChIJZacSopHrsi0Rwc-JL0Vabgs,,4.0,ChIJZacSopHrsi0Rwc-JL0Vabgs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJZacSopHrsi0Rwc-JL0Vabgs
OPERATIONAL,"754P+H3V, Ratongamobho, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7435008, 'lng': 121.1851738}, 'viewport': {'northeast': {'lat': -8.742148220107278, 'lng': 121.1865472798928}, 'southwest': {'lat': -8.744847879892722, 'lng': 121.1838476201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Ekosoza,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107091113465763852375"">Heron Dawi</a>'], 'photo_reference': 'AUGGfZkKfMfL8ptvHvvcSSfuRfviN0dwNGIHK6q-7bouE5-ths-CBROpWYTygvXn_XFuXh0lNw20pVIq-ouYUqzi7hY1NqA2PX5jQoZbWf8zwZpqO3uOuruSimBnocKral3ZMJfh8eyzInBGZwfuD9wrnNVbdepupYaJII95Hah6V3UVpymf', 'width': 3183}]",ChIJJQhVisLrsi0RqrJWya2I2fA,,5.0,ChIJJQhVisLrsi0RqrJWya2I2fA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJJQhVisLrsi0RqrJWya2I2fA
OPERATIONAL,"854F+FF9, Ratongamobho, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.693828, 'lng': 121.1737309}, 'viewport': {'northeast': {'lat': -8.692478170107277, 'lng': 121.1750807298928}, 'southwest': {'lat': -8.695177829892721, 'lng': 121.1723810701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lowo Meli,,ChIJD1AiNhHtsi0RINLEnoLk1Pw,,0.0,ChIJD1AiNhHtsi0RINLEnoLk1Pw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJD1AiNhHtsi0RINLEnoLk1Pw
OPERATIONAL,"6522+3WH, Leguderu, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7998009, 'lng': 121.1523736}, 'viewport': {'northeast': {'lat': -8.798445370107277, 'lng': 121.1537547798927}, 'southwest': {'lat': -8.801145029892721, 'lng': 121.1510551201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nunukae kampung tinju adat,,ChIJk6_IWgDpsi0ROeNDxZzqy3A,,0.0,ChIJk6_IWgDpsi0ROeNDxZzqy3A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJk6_IWgDpsi0ROeNDxZzqy3A
