business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,price_level,permanently_closed,url
OPERATIONAL,"42J3+VFV Be'a Pawe, Rakateda I, Golewa Bar., Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8677504, 'lng': 121.0036842}, 'viewport': {'northeast': {'lat': -8.866405570107275, 'lng': 121.0050140298927}, 'southwest': {'lat': -8.86910522989272, 'lng': 121.0023143701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Adat Be'a,{'open_now': True},ChIJ0-US3mvdsi0Rb-5n0F-cQZQ,0.0,ChIJ0-US3mvdsi0Rb-5n0F-cQZQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0-US3mvdsi0Rb-5n0F-cQZQ
OPERATIONAL,"42P3+WF, Rakateda I, Golewa Bar., Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8626418, 'lng': 121.003704}, 'viewport': {'northeast': {'lat': -8.861296070107276, 'lng': 121.0050552798927}, 'southwest': {'lat': -8.86399572989272, 'lng': 121.0023556201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kantor Desa Be'a Pawe,{'open_now': True},ChIJC2DHGjvdsi0RLsRlZC1H2fk,4.0,ChIJC2DHGjvdsi0RLsRlZC1H2fk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100914558650475051499"">Ellni Fentriany</a>'], 'photo_reference': 'AUGGfZmRC-s2I5fwtPpnCBZpKP0LTSUn71ENjEMMbZ0xrwqgqFyfsNIfnKK10Ey6OIx-P7d0nuAFtoeaFMyrd4SUUQVF4sE5ErCSzu-bw8pTl1YirTPW7ndHW2qc5UgMeDodUlzFQp7eBpcPp4AaCnTDYZgW0srngP1yEUVyQ1F2lPVu0FK4', 'width': 1280}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJC2DHGjvdsi0RLsRlZC1H2fk
OPERATIONAL,"Wature'o Desa, Turekisa, Kec. Golewa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.794676899999999, 'lng': 121.0255653}, 'viewport': {'northeast': {'lat': -8.793388920107278, 'lng': 121.0269167298927}, 'southwest': {'lat': -8.796088579892722, 'lng': 121.0242170701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wature'o,,ChIJ40GlRY7nsi0RXljlOK0jnpQ,5.0,ChIJ40GlRY7nsi0RXljlOK0jnpQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108263987145797670206"">Aurelius Geu</a>'], 'photo_reference': 'AUGGfZkDYqB5XgjUXxzehPiLVDBuWj-38lTFriO_8QcPJA3wKh3y9OfgJs1jLGzh8223TlVxeqQBWmACwJqomPh9i3yQzUf0MyYwX1FH3KoyzCUVDkTfz7aDS4lubtJ-Xa5jrTinVzDGv40w31uQO1BjGMcJuzISuCrDJ-BdYUtPeYrv-jSL', 'width': 3264}]","{'compound_code': '624G+46 Mangulewa, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q33624G+46'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ40GlRY7nsi0RXljlOK0jnpQ
OPERATIONAL,"5X7M+78, Rakateda II, Golewa Bar., Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8367735, 'lng': 120.9832588}, 'viewport': {'northeast': {'lat': -8.835543320107279, 'lng': 120.9850749298927}, 'southwest': {'lat': -8.838242979892723, 'lng': 120.9823752701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BUMI PERKEMAHAN WOLOBOBO,,ChIJrU-2ahbfsi0R16pPkFkCfnA,5.0,ChIJrU-2ahbfsi0R16pPkFkCfnA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106855532415701451930"">Endah Kurniatun</a>'], 'photo_reference': 'AUGGfZnrrryT_dKpwpuxXaScpPUppr0GNOjCYokLS_1I0MnXeOFcRd4qKou_lIMVccrmoR5DfRdCUfxJvt19qADg_ojAIH8bbhiUbEUfMS0UzCie-oabDMonRniP1eD73t5-Hu3OoXX_Kuf4botWwwjznTV7_VKR2TOuUqMYhjlEjyrWfEXw', 'width': 3264}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJrU-2ahbfsi0R16pPkFkCfnA
OPERATIONAL,"5X8H+8V4, Bomari, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.834235099999999, 'lng': 120.9796969}, 'viewport': {'northeast': {'lat': -8.832885270107276, 'lng': 120.9810467298927}, 'southwest': {'lat': -8.83558492989272, 'lng': 120.9783470701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WOLOBOBO HILLS VECTOR,{'open_now': True},ChIJzbL1JlDfsi0RVLqN7EQN_BU,4.6,ChIJzbL1JlDfsi0RVLqN7EQN_BU,"['tourist_attraction', 'point_of_interest', 'establishment']",105,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113541303202609032913"">Tia Indra</a>'], 'photo_reference': 'AUGGfZlCANs_WEark59eZ-fO8ZuqgXfPktYb2G-M4NeTmnWSwrmXlvvI7hxoZ5rDjiOjEagPKfD-8DhVeHqZAmSLOwA5bxO63Zia_XdqIwQnmJdPIIliTUTyyxPwjwBjdibyXQVEQ9QwiX1B44rhujQF91RApvV1ylWkWb0dy4ygzJqdI8I', 'width': 8000}]",,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJzbL1JlDfsi0RVLqN7EQN_BU
OPERATIONAL,"52PC+38M, Jalan Raya Trans Flores Mangulewa Golewa Barat, Mangulewa, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim. 86460, Indonesia","{'location': {'lat': -8.8147942, 'lng': 121.0208016}, 'viewport': {'northeast': {'lat': -8.813421920107276, 'lng': 121.0220132798928}, 'southwest': {'lat': -8.81612157989272, 'lng': 121.0193136201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CBT MANGULEWA,,ChIJ2f1fOnLnsi0RsYpahRQrEEg,5.0,ChIJ2f1fOnLnsi0RsYpahRQrEEg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110945264153504627774"">A Google User</a>'], 'photo_reference': 'AUGGfZlJQiRG0McUdcV7_Iap7ZgNzTeQjwIX8YgkHrM9EBxYw2yW3zvxACmDWOG4L-NOznpwPg3AIh71qUvpMSvltXXvK-vROsm4_mJ0Wp4QulvWfK541cJTcF2Kixu8svp8CmofBiUYoBgHxo9askJhBCqVK9k4Fm1E6zpHf6f7GkEaGiqS', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ2f1fOnLnsi0RsYpahRQrEEg
OPERATIONAL,"Puncak Wolobobo Hills, Bomari, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim. 86413, Indonesia","{'location': {'lat': -8.833507899999999, 'lng': 120.9817015}, 'viewport': {'northeast': {'lat': -8.832158070107278, 'lng': 120.9830513298927}, 'southwest': {'lat': -8.834857729892722, 'lng': 120.9803516701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pariwisata Wolobobo,{'open_now': True},ChIJUUYSYhffsi0RcJoB2x-odPU,4.6,ChIJUUYSYhffsi0RcJoB2x-odPU,"['tourist_attraction', 'point_of_interest', 'establishment']",22,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117290018771756114679"">Devi dwi kurniawati</a>'], 'photo_reference': 'AUGGfZkp7BDt_e2cVfui_ZcHNLBIOtOCJ4uSkEZKsNHlW4sTSOX2eogBF6hgpxJ84HeK7lhlb0NuvBmuxS8Kg3maJnicIdGNSSl_NAH2jXGm4laHMqKpGXbNZpzuAljXREa3UwDDFKBtOqYN8ipf-w-uvBJuq_ZndfF_pkdQEBIkS_Kq7EKy', 'width': 4208}]","{'compound_code': '5X8J+HM Bomari, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q325X8J+HM'}",,,https://www.google.com/maps/place/?q=place_id:ChIJUUYSYhffsi0RcJoB2x-odPU
OPERATIONAL,"4XMX+G6W, Tiworiwu, Jerebuu, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8661318, 'lng': 120.9980686}, 'viewport': {'northeast': {'lat': -8.863545199999999, 'lng': 120.9991605298927}, 'southwest': {'lat': -8.866993999999998, 'lng': 120.9964608701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Waeroa,{'open_now': True},ChIJt7DQzi_csi0RfgNUzsO_Gso,4.2,ChIJt7DQzi_csi0RfgNUzsO_Gso,"['tourist_attraction', 'point_of_interest', 'establishment']",37,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109939473498465283997"">Oscar Osorio Soares</a>'], 'photo_reference': 'AUGGfZnvZL1ofJcO86I5C71ES3p_yGYBCaTu7FND29-yb9zlE-7ldbsR2vUSB3L8j5YV2kRpEhNBY6eUlXhKOQXrOhNu-wSSEmmmrlkw-BOKuaA7gJFePsPRhPoBpsWWfP8-Vt1uDqnFj4Iqkr_Le9WR_JmIKjRk14gRwdZCMT0TumuyEfgp', 'width': 3120}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJt7DQzi_csi0RfgNUzsO_Gso
OPERATIONAL,"62H8+CR4, Faobata, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.771486399999999, 'lng': 121.0170848}, 'viewport': {'northeast': {'lat': -8.77012887010728, 'lng': 121.0184358798927}, 'southwest': {'lat': -8.772828529892724, 'lng': 121.0157362201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OGI,,ChIJw2lmLS3nsi0RYdsS-Sr7oDM,4.0,ChIJw2lmLS3nsi0RYdsS-Sr7oDM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106836564573390655805"">Jan Siderius</a>'], 'photo_reference': 'AUGGfZn_SrhPxgwKmykx7JKjKcUiOvGsgYoC4IZFqSNIRAvpomPHAK_SuGaHB6ve6psVor75CJqBbqP_wQMlZm9uGYnJjM2qd56huzUL_lF3dDzJ74zhG3g5CH83QrdRvMS1k72z5vBPU6anLvxYsGRckL4jhunz2a-E1nNNJLFSpUeC-Pya', 'width': 3000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJw2lmLS3nsi0RYdsS-Sr7oDM
OPERATIONAL,"7352+PR, Tarawaja, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.740739099999999, 'lng': 121.0520736}, 'viewport': {'northeast': {'lat': -8.739389070107276, 'lng': 121.0534591798927}, 'southwest': {'lat': -8.74208872989272, 'lng': 121.0507595201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Radawea,,ChIJFd-EzZznsi0R7OfjJyPIpaA,5.0,ChIJFd-EzZznsi0R7OfjJyPIpaA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105460300140619912044"">Peter Lalu Podhi</a>'], 'photo_reference': 'AUGGfZnGIzqlKBbcdhzyYUUPO0qJ1TJHUyTL4uJI-TVN6LbrkF3ps1QmHiG43BeS27V_DX4oENcNBXg7upIjv_6WqZDVBCDQGNXpZt40MOZn8ImYEDZvcqO1PoOxKvLxAb3xObB4KG_SSBgFSSnX4jemxRWit--ilco-1Mkmxth3cDBOjnm1', 'width': 1836}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJFd-EzZznsi0R7OfjJyPIpaA
