business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"Inerie, Aimere, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.894520199999999, 'lng': 120.923698}, 'viewport': {'northeast': {'lat': -8.893128720107278, 'lng': 120.9248728298927}, 'southwest': {'lat': -8.895828379892722, 'lng': 120.9221731701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAMPUNG Adat Maghilewa Aimere,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100323115154897506644"">A Google User</a>'], 'photo_reference': 'AUGGfZn39bFIFPrOwKNbC5QMW8_5XkA8QM6kGXu0Ckw5lNB22sEN0s95QbF4BZLhIHfDqw4lhMg52dA3MTIWAYwlfptvotJcp7O8Rxqz8LqcjeY3GBgA8Uh7Az6i-cFvmyqVQHOQ8BganAheM0xqpFmtlYNz2aKHScbkCneQQdyOkGesqFcg', 'width': 4128}]",ChIJDQRfPm7fsi0RNHKubXfs_Lk,"{'compound_code': '4W4F+5F Inerie, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q324W4F+5F'}",5.0,ChIJDQRfPm7fsi0RNHKubXfs_Lk,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJDQRfPm7fsi0RNHKubXfs_Lk
OPERATIONAL,"5RCP+7Q8, Unnamed Road, Aimere, Kec. Aimere, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8293315, 'lng': 120.8369453}, 'viewport': {'northeast': {'lat': -8.827856520107279, 'lng': 120.8382840298927}, 'southwest': {'lat': -8.830556179892723, 'lng': 120.8355843701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI GEMO AIMERE,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110469809210067991621"">A Google User</a>'], 'photo_reference': 'AUGGfZlUpnYFOcqqKkKGSvG328BWVObX83-3rwvgf9ZZYp0O23w2hl7y5gYVqvccmOqNRcpMECXuvXwfJGcMNPv1gYE8c-UHZjLvXgOwwhiG9NSQBk6nae88n8msoj9D5KgrN3R1tSJ3JILgHMGui16oe6e8Pu9nGtD5D1GgyxH5zNNqr0kD', 'width': 5184}]",ChIJyf54nnMfsy0RVdZen2wlD-g,,4.7,ChIJyf54nnMfsy0RVdZen2wlD-g,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,https://www.google.com/maps/place/?q=place_id:ChIJyf54nnMfsy0RVdZen2wlD-g
OPERATIONAL,"5RCQ+824, Aimere, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.829248999999999, 'lng': 120.8375887}, 'viewport': {'northeast': {'lat': -8.827794920107277, 'lng': 120.8389404798927}, 'southwest': {'lat': -8.83049457989272, 'lng': 120.8362408201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sunsine Aimere,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101583323094736463409"">Nico Smessaert</a>'], 'photo_reference': 'AUGGfZmGx2FgysnAvPlgNn-SNBREWUE9UbmYCgxBCRxJVQgH44WA8_-ZbNSeXBDNkGyYO2mH5k87pCOzjhnVAGEWCQ9QJjwZBiWbTDWFCpp9ueYa7EZo45KnIKdDnGcQ6-64eKMO6Ytcj9jYovmKMJpgZP-SReVP2aNg2aFsCphg9xnF5ww3', 'width': 4128}]",ChIJ-eVPeNgfsy0RglS_HQfN6ak,,4.7,ChIJ-eVPeNgfsy0RglS_HQfN6ak,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,https://www.google.com/maps/place/?q=place_id:ChIJ-eVPeNgfsy0RglS_HQfN6ak
OPERATIONAL,"5R8G+MH, Aimere, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.833261499999999, 'lng': 120.8264849}, 'viewport': {'northeast': {'lat': -8.831911670107278, 'lng': 120.8278347298927}, 'southwest': {'lat': -8.834611329892722, 'lng': 120.8251350701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai GALERI SOLORA,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112017054397951299184"">A Google User</a>'], 'photo_reference': 'AUGGfZnUnF5jRNG3X5EHkiOmRCkRR2blRD9T3_OOMQ7vNqcov10fn1G7H-ZQk_NtHuudbC_GzmJJ3Q6CLa2WiEewG2tlSRCYn-Bi8mzyRDI87anetqQ8lMurBO21FiSpP3AwM4QAqBLQB0pJjoGlwZeCaphVXiVdn88YbAeJIjn5ghkfsVzx', 'width': 4000}]",ChIJw-tH_jcfsy0RkwB-5r-vcJ4,,4.6,ChIJw-tH_jcfsy0RkwB-5r-vcJ4,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,https://www.google.com/maps/place/?q=place_id:ChIJw-tH_jcfsy0RkwB-5r-vcJ4
CLOSED_TEMPORARILY,"5V63+PMV, Jl. Kali 2, Aimere, Kec. Aimere, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8381401, 'lng': 120.8541705}, 'viewport': {'northeast': {'lat': -8.836822270107278, 'lng': 120.8554930798927}, 'southwest': {'lat': -8.839521929892724, 'lng': 120.8527934201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kota Aimere,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111935324154222313019"">A Google User</a>'], 'photo_reference': 'AUGGfZnhOlcKSmWBQdOFuTME9KyH3xCOZaP80Mvge5jEs27SWtI7kSUi648Vo3oJrr_hitGzCekgx-Cwh829GmRc1jBkoC-3CvRX5siiBOc9MabyC4FwYq4c7Xs20XaoITEoqLnFG7iSr_1MAfLO_csGRlHcKV-a5Bvf5OFUF3QTAVWwODaV', 'width': 1944}]",ChIJV4Oqge0hsy0R1Q2YaIs7KyA,,0.0,ChIJV4Oqge0hsy0R1Q2YaIs7KyA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJV4Oqge0hsy0R1Q2YaIs7KyA
OPERATIONAL,"7V2M+C39, Heawea, Aimere, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.749398, 'lng': 120.8819102}, 'viewport': {'northeast': {'lat': -8.748020070107277, 'lng': 120.8832377298928}, 'southwest': {'lat': -8.75071972989272, 'lng': 120.8805380701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lopijo Village,,ChIJi0aUMgwdsy0RKT4foSc3Oco,,3.0,ChIJi0aUMgwdsy0RKT4foSc3Oco,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJi0aUMgwdsy0RKT4foSc3Oco
OPERATIONAL,"4XV7+92F, Beja, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8565646, 'lng': 120.9625488}, 'viewport': {'northeast': {'lat': -8.85524607010728, 'lng': 120.9637930798927}, 'southwest': {'lat': -8.857945729892723, 'lng': 120.9610934201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,So'a,,ChIJ8a7vZgDfsi0RHJc_AidzhWc,,0.0,ChIJ8a7vZgDfsi0RHJc_AidzhWc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ8a7vZgDfsi0RHJc_AidzhWc
OPERATIONAL,"5V72+V3M, Aimere, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.835286, 'lng': 120.8501797}, 'viewport': {'northeast': {'lat': -8.83385432010728, 'lng': 120.8521409298927}, 'southwest': {'lat': -8.836553979892724, 'lng': 120.8494412701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Pantai aimere,"[{'height': 1520, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101936620758482590128"">A Google User</a>'], 'photo_reference': 'AUGGfZm3j4ufXgiRztK7r-WUGqaqXWb5g1EFP3V2hvrAhI8URljS7YTShfE0Hv-BEOKvUnaZhVKl7VQJxWfXjvK5YVeqXjcp-zwj6YNgZaEUw7mgLbMCtFuxgeuIymBbGf4PwKGxjQgJlTw8QXQSzqFnprL9j7O03N8Pm_0Cfw27d6Jgick1', 'width': 3264}]",ChIJY9YGp8ghsy0RUERe9vEz_SM,,4.2,ChIJY9YGp8ghsy0RUERe9vEz_SM,"['park', 'point_of_interest', 'establishment']",23,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJY9YGp8ghsy0RUERe9vEz_SM
CLOSED_TEMPORARILY,"5V53+VMQ, Unnamed Road, Aimere, Kec. Aimere, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8402915, 'lng': 120.8542194}, 'viewport': {'northeast': {'lat': -8.838848270107277, 'lng': 120.8558043298927}, 'southwest': {'lat': -8.841547929892721, 'lng': 120.8531046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Jodoh Aimere,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107216976943256031364"">A Google User</a>'], 'photo_reference': 'AUGGfZmSK595VjsIofHq6NYYuE9z2rJK8-QzPZSJnQboqU3kHcYsk1eGCML7T2X9hnZdfIZtG221Qc9GnBulBOFKZJCY4p21imhNoEOCIPXrzE2-i_V7OkmPbL__stT6OFyrS7bEyRddjUUpXTnLJO7dR0P7Nfk3M7UNdWRvBHK0DjLng5Y', 'width': 4144}]",ChIJPdgNMvIhsy0RY7MomenoZZI,,2.0,ChIJPdgNMvIhsy0RY7MomenoZZI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,,https://www.google.com/maps/place/?q=place_id:ChIJPdgNMvIhsy0RY7MomenoZZI
OPERATIONAL,"6WGV+HR9 @gamail.com, Beiwali, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7735753, 'lng': 120.9446058}, 'viewport': {'northeast': {'lat': -8.772225470107276, 'lng': 120.9459556298927}, 'southwest': {'lat': -8.77492512989272, 'lng': 120.9432559701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ratusemesta alam Beiwali,,ChIJ71q1SQDhsi0RVdTyBoECvdQ,,0.0,ChIJ71q1SQDhsi0RVdTyBoECvdQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ71q1SQDhsi0RVdTyBoECvdQ
