formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Bone Raya, Bone Bolango Regency, Gorontalo, Indonesia","{'location': {'lat': 0.3112008, 'lng': 123.337468}, 'viewport': {'northeast': {'lat': 0.419985, 'lng': 123.3880621}, 'southwest': {'lat': 0.306354, 'lng': 123.3083589}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bone Raya,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105275046203634065825"">Fendri.utina Smkbora</a>'], 'photo_reference': 'AUGGfZm1obmTjohXhJAusjLrupit_oNFeGc9vP63kMYP-EGBET2RIMUjUE3dCidg1SseyYLf5zTuEG1PMh5StbZJxMusa2s36qO7Iw5WKf7u5E5y9EQ6go2Snrt1cLth7UhcF3EodhiGczDal0MUlSLleYZDT-Tin8JKi8A1ncMeLCDdh32s', 'width': 2048}]",ChIJT6nZZl87fzIRyCNXjeWml6g,ChIJT6nZZl87fzIRyCNXjeWml6g,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJT6nZZl87fzIRyCNXjeWml6g
"885Q+CCJ, Moopiya, Bone Raya, Bone Bolango Regency, Gorontalo, Indonesia","{'location': {'lat': 0.3085779, 'lng': 123.338519}, 'viewport': {'northeast': {'lat': 0.3097770298927222, 'lng': 123.3401462798927}, 'southwest': {'lat': 0.3070773701072777, 'lng': 123.3374466201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Moopiya,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105590701413362153468"">A Google User</a>'], 'photo_reference': 'AUGGfZmQbcL8OzaKUa2VX8LIRI4f1ynZcRjK9xwgSV--dgJhWUNSQ32Eqk_6Bxynd2Sa7gBugSImsNknzrrBOlQaz_4jnybBj19TaQq93XB1WdiVjPn6beQEifbug7isdeaMOk3L8agXK0siFyO-Gx40YBVHZXs4qbGHW_8qFeBXQGco0XVm', 'width': 4096}]",ChIJ9656bME5fzIRSfXuybUYdhg,ChIJ9656bME5fzIRSfXuybUYdhg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9656bME5fzIRSfXuybUYdhg
"Bone Bolango Regency, Gorontalo, Indonesia","{'location': {'lat': 0.5657885, 'lng': 123.3486147}, 'viewport': {'northeast': {'lat': 0.8061141, 'lng': 123.5522941}, 'southwest': {'lat': 0.306354, 'lng': 123.0365801}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bone Bolango Regency,"[{'height': 834, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104949366554715192997"">I. Rusdonobanu</a>'], 'photo_reference': 'AUGGfZmtZGvCJup80O6C2hppbKDih0NRpyok52xfxn_wGJ2clibMbZr6lxGW8ZeQOLjqNp5VgSiCeTlyNOuOCCWpHF3TrAXCycQuiF7HC20MNMnfGoqdVzwk3HxtKvGiUl4fXNnqIUxmQCRNt9E8K6F3MfFOKz9lou7_A0arp6LF0fOfPbUN', 'width': 1095}]",ChIJn9dw_nbZfjIR4G73yvsLAwM,ChIJn9dw_nbZfjIR4G73yvsLAwM,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJn9dw_nbZfjIR4G73yvsLAwM
"G4WV+HV4, Huluduotamo, Suwawa, Bone Bolango Regency, Gorontalo 96121, Indonesia","{'location': {'lat': 0.5463861999999999, 'lng': 123.1447086}, 'viewport': {'northeast': {'lat': 0.5472687798927223, 'lng': 123.1459282798927}, 'southwest': {'lat': 0.5445691201072778, 'lng': 123.1432286201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perintis Lake,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110142291019240929196"">Riezky Polapa</a>'], 'photo_reference': 'AUGGfZk9YYyaiqOKit7LVUDQMlSfykjsbWRP3zYMflPPCL_NlwunV3xVKRsbBVQYMA3B1SOL3zTciw5HmFBGvixS_srwsnIhoWgoXSzLijHlowQh2j8PKabGDEPc3cfYxRZFk0DTFXXVPEmqmwanvTScfVIW0DB8foZliczgGy-K0CbC8WvT', 'width': 3024}]",ChIJ-QCKPkfUfjIRZwOmnMLlA5Q,ChIJ-QCKPkfUfjIRZwOmnMLlA5Q,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,1058.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJ-QCKPkfUfjIRZwOmnMLlA5Q
"CF98+HH6, Taludaa, Bone, Bone Bolango Regency, Gorontalo 96585, Indonesia","{'location': {'lat': 0.418909, 'lng': 123.466379}, 'viewport': {'northeast': {'lat': 0.4202588298927222, 'lng': 123.4677288298927}, 'southwest': {'lat': 0.4175591701072777, 'lng': 123.4650291701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Permai,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108872847179439189870"">faruk bachmid</a>'], 'photo_reference': 'AUGGfZmZ5Rk64TbE-noHzFkKu0NUyM6ujSOft2YBTSKp1BrowaVipFrtYCajvW4Q8o6d-p4oEMGbkFOLtcPOmppRJD-ABiDmNRdZmKC9YByCT7rpQ7ibwVDjwFXuUT4yXsaVYujBZ7O1NU9uJ1UViTeeo93nmrksMI0tT7soig7d9ov0JJ5T', 'width': 3024}]",ChIJVVVVVekYfzIRmSwfvc8xxEg,ChIJVVVVVekYfzIRmSwfvc8xxEg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.2,22.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVekYfzIRmSwfvc8xxEg
"C544+C3P, Desa, Olele, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia","{'location': {'lat': 0.4060867, 'lng': 123.1551936}, 'viewport': {'northeast': {'lat': 0.4104828999999998, 'lng': 123.15652065}, 'southwest': {'lat': 0.4046213000000001, 'lng': 123.15121245}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jinn Caves,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100040461103071079372"">yoshirinify</a>'], 'photo_reference': 'AUGGfZmqeD0b-wHWIUikw06vDgVo6I5xTKzERuY1zgayAvoks4UmdVNtKPNSC8TVu40zJs8jyd8NGV3mzo6Ouv23SKuxyFtVTA6nGHvtJhttqzYklvkII6pSLNFtbExIXpYx9kdLfvM9sdZlXma2npMYh2J_4ohPt51l9jc1pu-sx-8jYiFn', 'width': 3648}]",ChIJ81uRb08tfzIRbMLKM4dWnvc,ChIJ81uRb08tfzIRbMLKM4dWnvc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.6,5.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ81uRb08tfzIRbMLKM4dWnvc
"Botubarani, Kabila Bone, Bone Bolango Regency, Gorontalo 96111, Indonesia","{'location': {'lat': 0.4782589999999999, 'lng': 123.08986}, 'viewport': {'northeast': {'lat': 0.4796180798927223, 'lng': 123.0912040798927}, 'southwest': {'lat': 0.4769184201072778, 'lng': 123.0885044201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kurenai Beach Resort,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115243693048968070855"">Dheny Hadi Sundoro</a>'], 'photo_reference': 'AUGGfZlHL7OW0T4FSHZOy4l07H1cyZHt16CDHSu6H9_buxUHEDQYvcUWSkAiXSEd1lTrd-fISgJ8tgEQ_hV8KYoXYeRzaGgWNjDkdyhXU7IgckgNTvKtQRXffOalbyZioAYRw26HTXs30rGEshOtEAn1FKLuV1eFvw8WZU3jVo5YpWGw4BaN', 'width': 4160}]",ChIJAYhjftAqfzIRQW65iMl5F0A,ChIJAYhjftAqfzIRQW65iMl5F0A,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,1394.0,{'open_now': True},"{'compound_code': 'F3HQ+8W Botubarani, Bone Bolango Regency, Gorontalo, Indonesia', 'global_code': '6QG5F3HQ+8W'}",,https://www.google.com/maps/place/?q=place_id:ChIJAYhjftAqfzIRQW65iMl5F0A
"886R+C3C, Jl. Trans Sulawesi, Moopiya, Kec. Bone Raya, Kabupaten Bone Bolango, Gorontalo 96585, Indonesia","{'location': {'lat': 0.3106930000000001, 'lng': 123.339812}, 'viewport': {'northeast': {'lat': 0.3120357798927222, 'lng': 123.3412060798928}, 'southwest': {'lat': 0.3093361201072778, 'lng': 123.3385064201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Family karaoke Elsa,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104253947820904186584"">A Google User</a>'], 'photo_reference': 'AUGGfZmUgLpdqFRGfNZQ_Vf7ShfJ9l8v2zlEIzcra0J0X-re9HPiPn8MJ_tXpRFU1HKS_xBv7XPu9TH9Pk5nMQbeNBkk3pQ2Ri3uQFQrknWp8RJyBowk5mlbkBGtceaOOcdxMifya1TaBhVXvAKlODGm2e7CICzpNIRlr-xzU4VQ2OZwvoyC', 'width': 4000}]",ChIJfX42JwQ5fzIRm9d5pW1vgnc,ChIJfX42JwQ5fzIRm9d5pW1vgnc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJfX42JwQ5fzIRm9d5pW1vgnc
"9FC7+58Q, Taludaa, Bone, Bone Bolango Regency, Gorontalo 96585, Indonesia","{'location': {'lat': 0.3704576, 'lng': 123.4633452}, 'viewport': {'northeast': {'lat': 0.3718074298927223, 'lng': 123.4646950298927}, 'southwest': {'lat': 0.3691077701072778, 'lng': 123.4619953701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AIR TERJUN HUILA,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101534528155622425619"">Mozin Chanel</a>'], 'photo_reference': 'AUGGfZlWzSW3gAO0t14TIFQMhTOnyRSjuAyRpTRf-GH9XoguF7nuBZi0UFJV2QgkvI-oTedrAHfKJumQlm12NGJ0Zj4eHT0iL3C6cfHDr-7G6Rhmu4JL7DuGTfxRdhYvQ6aQ1vnWubTqe3cdYwL_euGHk43ejdWdMt3j00-iAw0kG17B81KM', 'width': 4640}]",ChIJy4Mm9IwXfzIR9aMI4Kuc2h8,ChIJy4Mm9IwXfzIR9aMI4Kuc2h8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.6,62.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJy4Mm9IwXfzIR9aMI4Kuc2h8
"C4FV+C2V, Oluhuta, Kabila Bone, Bone Bolango Regency, Gorontalo, Indonesia","{'location': {'lat': 0.4236034, 'lng': 123.1425491}, 'viewport': {'northeast': {'lat': 0.4250684298927223, 'lng': 123.1438523298927}, 'southwest': {'lat': 0.4223687701072778, 'lng': 123.1411526701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,fishing spot,"[{'height': 5632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108872847179439189870"">faruk bachmid</a>'], 'photo_reference': 'AUGGfZnYFcf7Ds6og6ag_cfRPm-Ni2Sste0hGTLq_aboafUjh2RxaHWiPRLI3N62PHodIylpMT99RxV0F7dio2NxS3Q8sUcm3g-eVakcT25mdj1oBmVl2W-vTcB1l7t-OGf0dNlTIygqIAQ31LjYyKjceT7x518vX8k8MiiE6lZmRms4ShgT', 'width': 4224}]",ChIJCSvcM78tfzIRVCl32M21_zo,ChIJCSvcM78tfzIRVCl32M21_zo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,7.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJCSvcM78tfzIRVCl32M21_zo
