business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,price_level,url
OPERATIONAL,"F2WH+3G4, Bongo, Batudaa Pantai, Gorontalo Regency, Gorontalo 96132, Indonesia","{'location': {'lat': 0.4945251000000001, 'lng': 123.0287939}, 'viewport': {'northeast': {'lat': 0.4960319798927222, 'lng': 123.0301115798927}, 'southwest': {'lat': 0.4933323201072778, 'lng': 123.0274119201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dulanga Beach,{'open_now': True},"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116822259424643872919"">stevan salhabom</a>'], 'photo_reference': 'AUGGfZlHnh-CQSXhBVOXfn_lDV0UNXZ_PeVrScipcfci0q0SkTf7ticTzPJybe6IvytloBtiB4x9vCcsmfaXBSadYwoSofBA6_yPTPlCldgzfy7wmaQ3kpMAqE9TcpMXwjxtGZv3sSN9JkwIV4a4DZWjuyJj4RxjJrYcM5YeceLSgaf70S2r', 'width': 4640}]",ChIJ9yG7GazVeDIRZTHRUer5M9w,4.4,ChIJ9yG7GazVeDIRZTHRUer5M9w,"['tourist_attraction', 'point_of_interest', 'establishment']",441.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9yG7GazVeDIRZTHRUer5M9w
OPERATIONAL,"GX27+CC2, East Biluhu, Batudaa Pantai, Gorontalo Regency, Gorontalo 96272, Indonesia","{'location': {'lat': 0.5010098, 'lng': 122.9635227}, 'viewport': {'northeast': {'lat': 0.5026115500000001, 'lng': 122.9655498}, 'southwest': {'lat': 0.49620455, 'lng': 122.962847}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Bongoda'a,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111166390421538997692"">Angki Putra</a>'], 'photo_reference': 'AUGGfZn-6NHyCfIg7sUT10VO7fD5wsfcTtLgBY4G7hMncaI5PItPecyj1hysxCbLnDv5a9we1MBxdQeNeiMqXwAxmkzKkCnzlZWFNKpb_pvemO5gjS1KeA6NHXSK6z8dv4BmbBOovleKAiNr6IwNzWOiaFjFpjryYwoM7U3kzdZIYk-omZL5', 'width': 2448}]",ChIJN4tlRGHXeDIRCyZPVmN2e_8,5.0,ChIJN4tlRGHXeDIRCyZPVmN2e_8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJN4tlRGHXeDIRCyZPVmN2e_8
OPERATIONAL,"East Biluhu, Batudaa Pantai, Gorontalo Regency, Gorontalo 96272, Indonesia","{'location': {'lat': 0.4884746, 'lng': 122.942183}, 'viewport': {'northeast': {'lat': 0.4901388298927221, 'lng': 122.9434452298927}, 'southwest': {'lat': 0.4874391701072776, 'lng': 122.9407455701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tilalohe Beach Resort,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100938253152259870826"">A Google User</a>'], 'photo_reference': 'AUGGfZlvetaNcbT6kvb1wQpFUNH9kZQ0kgLYgHWRBhQz4Te2FbmwC1bwLCi58u_2cvVNuR513kKiItHprWqIsFYfpIe-HR1n5CTh6RtpaGwh8gL3Y8LLPgLdSAt4INcTocHFEWbuR_62wRRRYw2Zao-YXC1-Mzb-g3e_by2aSTgneaJR4puh', 'width': 4000}]",ChIJ_xdXnW3XeDIR_sTWcugSj7I,4.4,ChIJ_xdXnW3XeDIR_sTWcugSj7I,"['tourist_attraction', 'point_of_interest', 'establishment']",125.0,"{'compound_code': 'FWQR+9V East Biluhu, Gorontalo Regency, Gorontalo, Indonesia', 'global_code': '6QG4FWQR+9V'}",,https://www.google.com/maps/place/?q=place_id:ChIJ_xdXnW3XeDIR_sTWcugSj7I
OPERATIONAL,"F2XM+V5, Bongo, Batudaa Pantai, Gorontalo Regency, Gorontalo 96132, Indonesia","{'location': {'lat': 0.4996729999999999, 'lng': 123.0329417}, 'viewport': {'northeast': {'lat': 0.5009825298927222, 'lng': 123.0343047298927}, 'southwest': {'lat': 0.4982828701072778, 'lng': 123.0316050701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Religi Bubohu Bongo,{'open_now': False},"[{'height': 5328, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117531299032851843831"">A Google User</a>'], 'photo_reference': 'AUGGfZns26RwAHhs3Cwz0odGKVQgmjnTjcAeGQ84rnzo5b1kVjaOoYpQ2o2o_GC-20_EqlkCiaqNDe4AGKYAXcWJdqSqu_2It9-1EWZJ7JnRr3TW2YSXeDU4KSCYmBu1K-iVnlOQKhWITs2GZ6Y72UmKoMzHTwoaXv5OL2bZCmjtuXg2TGSa', 'width': 4000}]",ChIJRRXyF-TVeDIRPwm7P5N4mWI,4.5,ChIJRRXyF-TVeDIRPwm7P5N4mWI,"['tourist_attraction', 'point_of_interest', 'establishment']",34.0,,,https://www.google.com/maps/place/?q=place_id:ChIJRRXyF-TVeDIRPwm7P5N4mWI
OPERATIONAL,"FXQV+73H, Kayubulan, Batudaa Pantai, Gorontalo Regency, Gorontalo 96272, Indonesia","{'location': {'lat': 0.488187, 'lng': 122.9927346}, 'viewport': {'northeast': {'lat': 0.4894812298927222, 'lng': 122.9941467298927}, 'southwest': {'lat': 0.4867815701072777, 'lng': 122.9914470701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LENTADU PADENGO,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110523073166715393124"">A Google User</a>'], 'photo_reference': 'AUGGfZnbYxh56XpiPVN0i1mSfaVhQJZDPNtwlUXVAKf9aDvXWpuwqg8cGF5e7fEZNM5t0OHPpxqF0SdpY_1ttWvcl8qb8k6xUjGI2G1tj3r9KHVVyxeXlxPHz4Gn2H3eRKob4ubiW-zOxcGBp0yPV4SUw_J7zxY_FRGZ40JEFc8S70DwBtgZ', 'width': 2560}]",ChIJtZayL8XVeDIRpnbQpqkKODM,5.0,ChIJtZayL8XVeDIRpnbQpqkKODM,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtZayL8XVeDIRpnbQpqkKODM
OPERATIONAL,"FXQH+GH2, Kayubulan, Batudaa Pantai, Gorontalo Regency, Gorontalo 96272, Indonesia","{'location': {'lat': 0.4885172, 'lng': 122.9789474}, 'viewport': {'northeast': {'lat': 0.4898670298927223, 'lng': 122.9802972298927}, 'southwest': {'lat': 0.4871673701072778, 'lng': 122.9775975701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,buotanga,,,ChIJ9T8lDADXeDIR_15f59F7Rdo,0.0,ChIJ9T8lDADXeDIR_15f59F7Rdo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9T8lDADXeDIR_15f59F7Rdo
OPERATIONAL,"FXR9+G4Q, Unnamed Road, Biluhu Tim., Kec. Batudaa Pantai, Kabupaten Gorontalo, Gorontalo 96272, Indonesia","{'location': {'lat': 0.4913395, 'lng': 122.9678581}, 'viewport': {'northeast': {'lat': 0.4927537298927223, 'lng': 122.9692793298927}, 'southwest': {'lat': 0.4900540701072778, 'lng': 122.9665796701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampoeng Haeda Dive,{'open_now': True},"[{'height': 3998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111849848436450538053"">A Google User</a>'], 'photo_reference': 'AUGGfZlacOmsJAYNsTsbHAF1kJl3MndaiO2s5nWEl51M1H6m_0v-6iLt5_j7Xy1evT105ZeVjt6Uj5kjOZCLzUx-7OMW0FrXH2adrUmvxMkQNyXY0pfJeCZKIPGxTASr92XwZufwNPqj6y48HgmIX0Ah-TwtaiFyKn4onlSEaGtQYE4D682L', 'width': 2248}]",ChIJyzYMA-DXeDIR02GG-OSpWxQ,3.5,ChIJyzYMA-DXeDIR02GG-OSpWxQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJyzYMA-DXeDIR02GG-OSpWxQ
OPERATIONAL,"F2WM+R7C, Unnamed Road, Bongo, Kec. Batudaa Pantai, Kabupaten Gorontalo, Gorontalo 96132, Indonesia","{'location': {'lat': 0.4989780999999999, 'lng': 123.0331749}, 'viewport': {'northeast': {'lat': 0.5003239798927221, 'lng': 123.0344913298927}, 'southwest': {'lat': 0.4976243201072778, 'lng': 123.0317916701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Religius Bubohu,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107001104719429174631"">Reza Maha</a>'], 'photo_reference': 'AUGGfZkr5njuf-P12i9qBDvVnF-w1iGo5ngDIp6WKy6qTXLdoHWvxLiGugjM8ug2cl_ON-WWUgwON78dKU_QSM6xLw7MBCKx7DgOONAPhRvR53nGtM8hTe1dZYW35-dvJ_hhOAtZO2RQz7n5tM0KtN5fpweVtUc8ESI6R3wPZPpd6KDUE_iD', 'width': 4160}]",ChIJac4rFFXVeDIR_LEix89qktw,4.6,ChIJac4rFFXVeDIR_LEix89qktw,"['tourist_attraction', 'point_of_interest', 'establishment']",297.0,,,https://www.google.com/maps/place/?q=place_id:ChIJac4rFFXVeDIR_LEix89qktw
OPERATIONAL,"F2W2+FF9, Kayubulan, Batudaa Pantai, Gorontalo Regency, Gorontalo 96272, Indonesia","{'location': {'lat': 0.494922, 'lng': 123.001608}, 'viewport': {'northeast': {'lat': 0.4962863798927223, 'lng': 123.0030356798927}, 'southwest': {'lat': 0.4935867201072778, 'lng': 123.0003360201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI OMBAK PUTIH,{'open_now': True},"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110118843739829607278"">A Google User</a>'], 'photo_reference': 'AUGGfZkLK_L4glhLWGUefa18-W0opWZgfe3QzVDLN0ayk-T65aqvlyTmnhb5AOSt46kZywpeRuRfzAzN1uJIcAFFIFBYLJhJ1bvhTvPsTYFuQJ1AXMIwASxe_5P8sy9VCHYhmQ1wV1xGipUIrlvGSmnbphz-MCsudOWRFZ2Uq79_fVoBSXgk', 'width': 4000}]",ChIJlWDeBwPVeDIRU4XCe5X050M,0.0,ChIJlWDeBwPVeDIRU4XCe5X050M,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJlWDeBwPVeDIRU4XCe5X050M
OPERATIONAL,"F2R7+W7, Lopo, Batudaa Pantai, Gorontalo Regency, Gorontalo, Indonesia","{'location': {'lat': 0.492299, 'lng': 123.0131489}, 'viewport': {'northeast': {'lat': 0.4953813499999999, 'lng': 123.0146815298927}, 'southwest': {'lat': 0.4912715499999999, 'lng': 123.0119818701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman pantai wisata hungayo kiki,,,ChIJ94L8WADVeDIRRxfmX-OAoXo,0.0,ChIJ94L8WADVeDIRRxfmX-OAoXo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ94L8WADVeDIRRxfmX-OAoXo
