business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"JCV8+J2R, Kologan Akembawi, Tahuna Barat, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.6441111, 'lng': 125.4150071}, 'viewport': {'northeast': {'lat': 3.645477029892723, 'lng': 125.4163853798927}, 'southwest': {'lat': 3.642777370107279, 'lng': 125.4136857201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Malebur III Bridge,{'open_now': True},ChIJN6CsbQAJizIR2OU0UoTOQsk,0.0,ChIJN6CsbQAJizIR2OU0UoTOQsk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJN6CsbQAJizIR2OU0UoTOQsk
OPERATIONAL,"JCV7+8VM, Unnamed Road, Kologan Akembawi, Tahuna Barat, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.6433368, 'lng': 125.4146658}, 'viewport': {'northeast': {'lat': 3.644991829892722, 'lng': 125.4162448798927}, 'southwest': {'lat': 3.642292170107278, 'lng': 125.4135452201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hidden Beach & Spring,{'open_now': True},ChIJ60_P38EJizIRVO8zn5YPaNw,5.0,ChIJ60_P38EJizIRVO8zn5YPaNw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104740913645398111136"">Juergen Stoppel</a>'], 'photo_reference': 'AUGGfZlTRXhc6_7iDnALVB4QPmGt9pV8LDGiv5VJjA2A4J7GTOzifv3cSy0u2Pqtf-McQlHt8w8_G3NLN8RxOqM4IqmufVCg1WuM1WkxNy88ylC8Mv3dJUEChAtVUxuDGszYnasxxn0WszDRyjxyNqmD_J3uMpwvBUvBDz-LGY32cSOxzOAJ', 'width': 4080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ60_P38EJizIRVO8zn5YPaNw
OPERATIONAL,"JCPG+7WX, Kolongan Beha, Tahuna Barat, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.6357391, 'lng': 125.4273472}, 'viewport': {'northeast': {'lat': 3.637147729892722, 'lng': 125.4293239798927}, 'southwest': {'lat': 3.634448070107278, 'lng': 125.4266243201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ria Kolongan Beha,{'open_now': True},ChIJn03_L9YJizIRGjMW6beSCC8,4.7,ChIJn03_L9YJizIRGjMW6beSCC8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115978143375115272240"">A Google User</a>'], 'photo_reference': 'AUGGfZmWRMBGAJkjqxonutrqVCq6WaDr4fY_ynOYq2EKgGnPUkP1nnlyYSe_s3vAxzgIwi0H1URcJj8lEbaf6Zne2hxcen454-vuB8MT5fNRbUe1_kDcdCne9elKL0lwf9bPSlL4arPbZSDQ3lrEmgyklCArRGQ0kMiagfs1HpLYSJb00uQH', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJn03_L9YJizIRGjMW6beSCC8
OPERATIONAL,"JF5H+F5H, Bungalawang, Tahuna, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.6086877, 'lng': 125.4779849}, 'viewport': {'northeast': {'lat': 3.610029979892722, 'lng': 125.4793213298927}, 'southwest': {'lat': 3.607330320107279, 'lng': 125.4766216701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertigaan,,ChIJG2dSTgAJizIR0n6WqPN9p0Q,0.0,ChIJG2dSTgAJizIR0n6WqPN9p0Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJG2dSTgAJizIR0n6WqPN9p0Q
OPERATIONAL,"JF4J+74C, Apeng Sembeka, Tahuna, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.6051553, 'lng': 125.4799202}, 'viewport': {'northeast': {'lat': 3.606658529892722, 'lng': 125.4813036798927}, 'southwest': {'lat': 3.603958870107278, 'lng': 125.4786040201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Black Sand Beach Tahuna,{'open_now': True},ChIJE2X0DAALizIRTWc8hBDB2is,5.0,ChIJE2X0DAALizIRTWc8hBDB2is,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJE2X0DAALizIRTWc8hBDB2is
OPERATIONAL,"JF69+8QH, Unnamed Road, Santiago, Tahuna, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.610815, 'lng': 125.4694861}, 'viewport': {'northeast': {'lat': 3.612415979892722, 'lng': 125.4711527798927}, 'southwest': {'lat': 3.609716320107278, 'lng': 125.4684531201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pantai Santiago, Tahuna",,ChIJs8DYC_sJizIRyvocc4hSl5E,4.7,ChIJs8DYC_sJizIRyvocc4hSl5E,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109759821743223294912"">tomi kalaza</a>'], 'photo_reference': 'AUGGfZnWqdwdf1Ppa7u6yB3Ma5H7vFbq4X9SEGqrMRPQfbq2SeiaDlvzZgVOWomLHqiZjAl3cJo-uvzUZLpH4dfBwKuCNhqHhTgHfwLfo3Hha77UKRcBdYVkjAauXI9sxAAb1blit-lEQrhp5h9b-dpIakDuX0H8wdNQpkLXyQKNkArwFtpX', 'width': 576}]",,,https://www.google.com/maps/place/?q=place_id:ChIJs8DYC_sJizIRyvocc4hSl5E
OPERATIONAL,"JF4J+52X, boulevard, Apeng Sembeka, Kec. Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia","{'location': {'lat': 3.6054823, 'lng': 125.4801053}, 'viewport': {'northeast': {'lat': 3.606819079892722, 'lng': 125.4814522798927}, 'southwest': {'lat': 3.604119420107279, 'lng': 125.4787526201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pattaya,,ChIJU81PdywLizIR7dynJAj_CXw,5.0,ChIJU81PdywLizIR7dynJAj_CXw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111722479888571457086"">A Google User</a>'], 'photo_reference': 'AUGGfZlQeSpcxkQzJP5XY7hbCLKuEMBmG9x6Br8Yorv5lr906B4_faU1IjjGZKS4nhzlkyFtmkWeZfaQbUND7ka6Q7Eu04soHdfmbMIlGKY3b-6uL7HYSoLJkR8LUDAshZNQnv9KH5gob82BThSxVPgP85gqI1Y2FOTR9NR5GJo1JxcUh2Mh', 'width': 4096}]",,,https://www.google.com/maps/place/?q=place_id:ChIJU81PdywLizIR7dynJAj_CXw
OPERATIONAL,"JF5R+5G7, pelabuhan tua, Kec. Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia","{'location': {'lat': 3.6079139, 'lng': 125.4913062}, 'viewport': {'northeast': {'lat': 3.609558329892722, 'lng': 125.4925940298927}, 'southwest': {'lat': 3.606858670107278, 'lng': 125.4898943701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DERMAGA APUNG TAHUNA,,ChIJ7SgFRB4LizIRa3syX5RJRbY,4.3,ChIJ7SgFRB4LizIRa3syX5RJRbY,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118428221210817090234"">Rubie Lapian</a>'], 'photo_reference': 'AUGGfZnh5tIeST1GXo6N_Kg5REjapu7MUr4WzhF9uvxn4LBvgHLgr-d3JjOaBuQT---PPeZzTqwiVY0Ra4npGUxqu6XAfwIfEJkKigl8GH-cowIrDFV0BizcjTm437B4ZHjQ31rfOr8gxyyfaMuW-y1cWcKqSI1rmzy6VjW5LWDrSPUvzZ1q', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ7SgFRB4LizIRa3syX5RJRbY
OPERATIONAL,"JGJ4+45F, Lenganeng, North Tabukan, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.6303061, 'lng': 125.5054126}, 'viewport': {'northeast': {'lat': 3.631356029892721, 'lng': 125.5068614798927}, 'southwest': {'lat': 3.628656370107278, 'lng': 125.5041618201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Pusunge Tahuna,,ChIJUxsrgr4LizIRqoHeqV6CFho,4.6,ChIJUxsrgr4LizIRqoHeqV6CFho,"['tourist_attraction', 'point_of_interest', 'establishment']",118,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105667986163010672653"">Alfrets Lira</a>'], 'photo_reference': 'AUGGfZl6UjLtMGw-Jfc53VpwbZICf-6WB2_-cScYfa_VzesQM6xMrdw2SVGuRtHWSF7HVb_H-qNH4sWxWbgROsqSZkyKItLibowwvHLo8pTjkm4JlKKAS3jc44dOmd6htrIXkntXAWvaWSTK65vW_UXV-nab5Jd2PD2W-baebg20ZRcG-Hqn', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJUxsrgr4LizIRqoHeqV6CFho
OPERATIONAL,"JF4J+74C, Apeng Sembeka, Tahuna, Sangihe Islands Regency, North Sulawesi, Indonesia","{'location': {'lat': 3.6053383, 'lng': 125.4803617}, 'viewport': {'northeast': {'lat': 3.606726079892722, 'lng': 125.4817137798927}, 'southwest': {'lat': 3.604026420107278, 'lng': 125.4790141201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Apes,,ChIJLckBgaILizIRcMEqg1TFO4o,4.5,ChIJLckBgaILizIRcMEqg1TFO4o,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108541888299216874886"">A Google User</a>'], 'photo_reference': 'AUGGfZkrYp_Z5MhtP7_yyauyke8EV7QnKqeNl9xjzFg8L-hOKabQ1ZYYid6aECmAWvbS8b94GNq-zu6mJpJRefwSCQyUlSgA94g5pyDsGZrBeP8dYm3w-VRj5tO1dg2uAkd6GOnqlggboJwm3dCn7ks58Wj12WBwnkd_IotsBWVUp554X-3N', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJLckBgaILizIRcMEqg1TFO4o
