business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,price_level,url
OPERATIONAL,"GMRQ+8Q, Labuhan Lombok, Pringgabaya, East Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.4591657, 'lng': 116.6893202}, 'viewport': {'northeast': {'lat': -8.45787792010728, 'lng': 116.6907219298927}, 'southwest': {'lat': -8.460577579892723, 'lng': 116.6880222701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,East Lombok Dive Hotel,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114308917350425338230"">A Google User</a>'], 'photo_reference': 'AUGGfZkYCAiCmYmAN36UDVTdsXtmh0UTy2poW2PusEY0j0KUeVeg2Zw9htEUgWpDkDphs-h-ngfBKawzAFCOLTIAu8KN7hj23dWcRP_Bww5ERoa4SkQJ0fI5q3c5Ttluom_Kdiavh79nw_AHLEO29kgJfxTgDNPzwxbDIs56HZaswnGjPodR', 'width': 1024}]",ChIJe9jnUi87zC0RiQY7UxnEaDY,4.2,ChIJe9jnUi87zC0RiQY7UxnEaDY,"['lodging', 'point_of_interest', 'establishment']",105,,,,https://www.google.com/maps/place/?q=place_id:ChIJe9jnUi87zC0RiQY7UxnEaDY
OPERATIONAL,"Guar, Padak selatan. Padak, Sambelia, Kabupaten Lombok Timur, Nusa Tenggara Bar., Indonesia","{'location': {'lat': -8.448767799999999, 'lng': 116.6993399}, 'viewport': {'northeast': {'lat': -8.447398020107277, 'lng': 116.7006862798927}, 'southwest': {'lat': -8.450097679892721, 'lng': 116.6979866201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bayview Beach Resort East Lombok,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114421901966205910384"">A Google User</a>'], 'photo_reference': 'AUGGfZl-V0Xha6vUkBFn8ZbYWLRPqrluay1T4lT51WVyeX6o1BddEN_XVjBQWH_eEWNG4qU7Q4yiVuQCYyUbAneO4im-yRV29qh0_q_qI1wIP5d1IhwCNnpO9Slw-LZXRWd2M3MFOflBCopB89OQPAUZZbMfn7bZIGOrrpc1WX6QXcGKRcoD', 'width': 4032}]",ChIJU6SZlts7zC0RgUnmu4iNaLc,4.7,ChIJU6SZlts7zC0RgUnmu4iNaLc,"['lodging', 'point_of_interest', 'establishment']",46,"{'compound_code': 'HM2X+FP Labuhan Pandan, East Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RHM2X+FP'}",,,https://www.google.com/maps/place/?q=place_id:ChIJU6SZlts7zC0RgUnmu4iNaLc
OPERATIONAL,"Jl. Raya Sembalun Lawang, Sembalun Bumbung, Kec. Sembalun, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83656, Indonesia","{'location': {'lat': -8.3781191, 'lng': 116.5328482}, 'viewport': {'northeast': {'lat': -8.376724520107278, 'lng': 116.5342363798927}, 'southwest': {'lat': -8.379424179892721, 'lng': 116.5315367201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bukit Tiga Lima Boutique Hotel,"[{'height': 2207, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112350841261853211797"">A Google User</a>'], 'photo_reference': 'AUGGfZlVjzjdFgoZuQYBqSXabFpCx1xBC4vNqu23_-faZ6AgUbRltiqAgJs8XbUChO6trGS9Z-niDJ02iO7GsxSOUUKET8Q_lzRSerjhPmKwifTBuMLvVLqD9dR0eIfcFGdU367yDucT26xsRDmOaSwo1I8tUPIpHjO1KGbZdENhBSnKpFEa', 'width': 2759}]",ChIJa_dlOXEvzC0Rvj5Hz2Smtq8,4.5,ChIJa_dlOXEvzC0Rvj5Hz2Smtq8,"['lodging', 'point_of_interest', 'establishment']",127,"{'compound_code': 'JGCM+Q4 Sembalun Bumbung, East Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJGCM+Q4'}",,,https://www.google.com/maps/place/?q=place_id:ChIJa_dlOXEvzC0Rvj5Hz2Smtq8
OPERATIONAL,"Jl.Pariwisata, Swela, Kec. Pringgabaya, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83654, Indonesia","{'location': {'lat': -8.5553384, 'lng': 116.616546}, 'viewport': {'northeast': {'lat': -8.553988370107279, 'lng': 116.6178951798927}, 'southwest': {'lat': -8.556688029892722, 'lng': 116.6151955201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Villas Inn Pekosong,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116077168773650025033"">Miq Oegis</a>'], 'photo_reference': 'AUGGfZkJyv1GSLxnE8neOdBXixolfiNGI_H8Tv4I-4e1MtbbxpKGpMuNhGBlpdfnZ36-Svf7X4xAJPWnCD8dBVdEaOwMLKn2-U9XKTF83FqFC5U4YhtrHBq-5gCUishsbJniiJgqLvaIpdm2DUEMepMASOzNVrFvEAFMK5ZnksN8AuTzVD0-', 'width': 4000}]",ChIJmeBaYflHzC0RfF5JSjuXi6k,4.7,ChIJmeBaYflHzC0RfF5JSjuXi6k,"['lodging', 'point_of_interest', 'establishment']",22,"{'compound_code': 'CJV8+VH Pringgabaya, East Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RCJV8+VH'}",,,https://www.google.com/maps/place/?q=place_id:ChIJmeBaYflHzC0RfF5JSjuXi6k
OPERATIONAL,"Jl. P.Diponegoro No.77, Majidi, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83611, Indonesia","{'location': {'lat': -8.6502099, 'lng': 116.5211284}, 'viewport': {'northeast': {'lat': -8.648925870107279, 'lng': 116.5224364298927}, 'southwest': {'lat': -8.651625529892723, 'lng': 116.5197367701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,GREEN HAYAQ HOTEL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106425305432856964935"">Permata Hijau. UD</a>'], 'photo_reference': 'AUGGfZmLkrz7Id1ZUJ4EvieCIZOu1rbcZcF_U0POdgCd3Rzm7GkqlaJne-LuXrJJSC5rJCKJWsfL7AMnLhdHeIqx-LFzN_L9Mf_SrPGRDuj67XjslmBGwl8qmt6J8P2hufKIjWGhDLq2FbyVnumy5GI-SfScpCfGLVfbaHmXENucEZzEbaFY', 'width': 4032}]",ChIJ8VCOFaROzC0RVpOUIdw8ZRQ,4.1,ChIJ8VCOFaROzC0RVpOUIdw8ZRQ,"['lodging', 'point_of_interest', 'establishment']",611,"{'compound_code': '8GXC+WF Majidi, East Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3R8GXC+WF'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ8VCOFaROzC0RVpOUIdw8ZRQ
OPERATIONAL,"Jalan Tempasan - Dusun Tempasan Pringgasela, Kec. Pringgasela, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83665, Indonesia","{'location': {'lat': -8.5742665, 'lng': 116.4670322}, 'viewport': {'northeast': {'lat': -8.572916670107277, 'lng': 116.4683820298927}, 'southwest': {'lat': -8.575616329892721, 'lng': 116.4656823701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Aranka Tempasan,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115402534282776043058"">A Google User</a>'], 'photo_reference': 'AUGGfZkCD6ceWL5W-_9483atWQG-bsqhKfWLtSoBgIdkmkf7YBQvLBNaRpOX7EkZbB7_fGou-C-Gb6vEQEPdZR62UCA5VpZ2mRLJj34ppI3yzvPnYGRkJX44de4ulXu_tGGhHjsev7FVn-Ro4FlJal4AbHuPWE7fND-yGa92MST5l-lNiVYb', 'width': 6000}]",ChIJ4Vwh8U1LzC0RXUFPF9F2jqo,4.5,ChIJ4Vwh8U1LzC0RXUFPF9F2jqo,"['lodging', 'point_of_interest', 'establishment']",428,"{'compound_code': 'CFG8+7R Pengadangan, East Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RCFG8+7R'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ4Vwh8U1LzC0RXUFPF9F2jqo
OPERATIONAL,"GMGF+FHW, Jl. Raya Sambelia, Labuhan Lombok, Kec. Pringgabaya, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83654, Indonesia","{'location': {'lat': -8.473512, 'lng': 116.6730851}, 'viewport': {'northeast': {'lat': -8.472249820107278, 'lng': 116.6744570798927}, 'southwest': {'lat': -8.474949479892722, 'lng': 116.6717574201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pohon Purba: Lesehan Bungalow,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104799313200187392914"">A Google User</a>'], 'photo_reference': 'AUGGfZmNeE0FlijRhG1dPpH9Oy5hkH2HRkftvIORtfTEtYOAb7IwdjuwRt3LzvaSHip98A1izeGPLWpUXYL_GMhH4NNBlM3V7V_gP85Td8APGei_h6jkhbWYzaQrGp3UpvzpsVH6kcE2UKCGwUSL1oUmC5ydC7yHUAsB7DBBTZIjNgUg1SEH', 'width': 3000}]",ChIJ5Ttb_4E5zC0RjxAZ_hR43uI,4.7,ChIJ5Ttb_4E5zC0RjxAZ_hR43uI,"['restaurant', 'food', 'point_of_interest', 'establishment']",21,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5Ttb_4E5zC0RjxAZ_hR43uI
OPERATIONAL,"HPM5+7J, Labuhan Pandan, Sambelia, East Lombok Regency, West Nusa Tenggara 83656, Indonesia","{'location': {'lat': -8.4168311, 'lng': 116.7089944}, 'viewport': {'northeast': {'lat': -8.415152470107278, 'lng': 116.7104392798927}, 'southwest': {'lat': -8.417852129892722, 'lng': 116.7077396201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kondo villa hotel & Restaurant,"[{'height': 1212, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101481736426948263617"">A Google User</a>'], 'photo_reference': 'AUGGfZmXguzqE9Cht7H9JRTunpqefCT5-_n-LKY_Wk86BWHy5zcxbcqElZqnlYSYt_dgYer9DZG1Ux89NrTMkurIYslMxB8OTL_vLG6_iC0Cc-qqX-efHI1kWjstiPpzGfxaBliHystyw9pvRcS5jqYvrBp8-VyHoqvF-1j4YVljAPUFYpe0', 'width': 1636}]",ChIJ7aUqn7Y9zC0RBm27TGbCRqk,4.3,ChIJ7aUqn7Y9zC0RBm27TGbCRqk,"['lodging', 'point_of_interest', 'establishment']",14,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ7aUqn7Y9zC0RBm27TGbCRqk
OPERATIONAL,"Jl. Raya Tetebatu, Tetebatu, Kec. Sikur, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83663, Indonesia","{'location': {'lat': -8.555104499999999, 'lng': 116.4194788}, 'viewport': {'northeast': {'lat': -8.553843620107278, 'lng': 116.4207232798927}, 'southwest': {'lat': -8.556543279892722, 'lng': 116.4180236201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Nirvana Hotel resort Tetebatu,"[{'height': 3898, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114856339053330637216"">A Google User</a>'], 'photo_reference': 'AUGGfZk1Lj6d7Ugxv4pOlw7cDWd-Bxu6-fskRiFcO9aRdYVxHvLBO_a-ytHntN3aRvFp-ovuENndVD-zYPlLkLDHoN-DWsSt4B1ab5hB__r6BxDDrrb1kwL5AUKU39PbVgn8OOiQM30YTO-89BefocwG2UuyX7GhY-sDJ1cE3x-PmW6jcurY', 'width': 5847}]",ChIJNSkUpNU1zC0RetFANB7II1A,4.0,ChIJNSkUpNU1zC0RetFANB7II1A,"['lodging', 'point_of_interest', 'establishment']",56,"{'compound_code': 'CCV9+XQ Tetebatu, East Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RCCV9+XQ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJNSkUpNU1zC0RetFANB7II1A
OPERATIONAL,"Jl. Raya Sembalun Lawang No.11, Sembalun Bumbung, Kec. Sembalun, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83666, Indonesia","{'location': {'lat': -8.3793454, 'lng': 116.5337282}, 'viewport': {'northeast': {'lat': -8.377976270107277, 'lng': 116.5351313298927}, 'southwest': {'lat': -8.380675929892723, 'lng': 116.5324316701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rinjani Green Park,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108926638628092985402"">Untuk Thya</a>'], 'photo_reference': 'AUGGfZnETkw8747lZarYfghNvgdn--1yNDCC4MNnGnxNLc9C73b_vrjslV1V24FUASKdkJRbIlmbHnV9if3GDP7Bet166x9BZJxJmfFGrqF8HAr7llWK90LJ7SPgPTB09vmoxI4GFPVTqe9HoPwnNrqt2bO-vor0Qd8Bv9z7pnAUdGbjouLI', 'width': 4032}]",ChIJsfSn63IvzC0RiDSq341S6PQ,4.5,ChIJsfSn63IvzC0RiDSq341S6PQ,"['lodging', 'point_of_interest', 'establishment']",209,"{'compound_code': 'JGCM+7F Sembalun Bumbung, East Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJGCM+7F'}",,,https://www.google.com/maps/place/?q=place_id:ChIJsfSn63IvzC0RiDSq341S6PQ
