business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"P28H+4H3, Sungai Mamberamo, Kasonaweja, Kec. Mamberamo Tengah, Kabupaten Mamberamo Raya, Papua 99376, Indonesia","{'location': {'lat': -2.2847289, 'lng': 138.0289369}, 'viewport': {'northeast': {'lat': -2.283379070107277, 'lng': 138.0302867298927}, 'southwest': {'lat': -2.286078729892721, 'lng': 138.0275870701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Mamberamo,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108880536437293973021"">A Google User</a>'], 'photo_reference': 'AUGGfZnkG0j059dgf-zQ1HrUKKfyFUM5wQ6Xq6zOOW5PqAlwPSDyJpliwo3wDmD1vn6mDnE0M0RiSsiXmYTVm4nCMwaHcigMpb5JJ-IqYa8Gxk858EpPJ6zRKEq4_fbyx-QwOgxADUCyr6La1RAlKoifevnQbX_Q9dNpyzWXuABg5XLGWtht', 'width': 2448}]",ChIJG6lcAMdVEGgR5ckuhHsa20U,0.0,ChIJG6lcAMdVEGgR5ckuhHsa20U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJG6lcAMdVEGgR5ckuhHsa20U
OPERATIONAL,"4WH2+WR3, Danau Rombebai, Mamberamo Ilir, Kabupaten Mamberamo Raya, Papua 99375, Indonesia","{'location': {'lat': -1.8702275, 'lng': 137.9020367}, 'viewport': {'northeast': {'lat': -1.868877670107277, 'lng': 137.9033865298927}, 'southwest': {'lat': -1.871577329892722, 'lng': 137.9006868701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rombebai Lake,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110454052554011031320"">A Google User</a>'], 'photo_reference': 'AUGGfZns5sWcLYWGzJ5PSWHmsd5D3RbAXPQznumLGfNTyh47cgmVnB8RVQg2SKbyNGrEUS285E8uKdcTprlf8hcBj8LfKRTk16r6NPCFHaJ8Cusr2VZcZCCPl160TjoHNSfqGFmwbOwb4JCkjCsgEb7PDI-1aju2Ux2p1SwbeLeDod_soISY', 'width': 3264}]",ChIJGxDaBU4nEGgRxWH07C8vnBE,4.5,ChIJGxDaBU4nEGgRxWH07C8vnBE,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJGxDaBU4nEGgRxWH07C8vnBE
OPERATIONAL,"QPV4+H3, Watiaro, Benuki, Mamberamo Raya Regency, Papua, Indonesia","{'location': {'lat': -2.2060477, 'lng': 137.7052106}, 'viewport': {'northeast': {'lat': -2.204697870107278, 'lng': 137.7065604298927}, 'southwest': {'lat': -2.207397529892722, 'lng': 137.7038607701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Yohanes,,,ChIJCQoWYpRnEGgRGgWubQYaPkc,5.0,ChIJCQoWYpRnEGgRGgWubQYaPkc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJCQoWYpRnEGgRGgWubQYaPkc
OPERATIONAL,"QWJC+37, Watiaro, Benuki, Mamberamo Raya Regency, Papua, Indonesia","{'location': {'lat': -2.2197637, 'lng': 137.9206688}, 'viewport': {'northeast': {'lat': -2.218413870107278, 'lng': 137.9220186298927}, 'southwest': {'lat': -2.221113529892722, 'lng': 137.9193189701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Bogor or Bogor Rock,,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103663460375789773238"">A Google User</a>'], 'photo_reference': 'AUGGfZndUMo5M0qlLa0ltHYYLv6t0FmgMfRXqWA4_jS6TfUm_ez1ulvZjR99W6LUVi7TA1EQBuc5ZFBgnzOWekVe2sCAm269F5xIdFVym5lCDr0zfmOcyjJZ8Z2Bz252OK8n43UEobjT5t7hf1QwlCvTf7ktE8m8R2Nezva-KmWdYerbsbZc', 'width': 4000}]",ChIJrVGkz8lbEGgRwsfL2y9P8II,3.0,ChIJrVGkz8lbEGgRwsfL2y9P8II,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJrVGkz8lbEGgRwsfL2y9P8II
CLOSED_TEMPORARILY,"828R+P73, Yoke, Mamberamo Ilir, Mamberamo Raya Regency, Papua, Indonesia","{'location': {'lat': -1.6832318, 'lng': 138.0406759}, 'viewport': {'northeast': {'lat': -1.681881970107278, 'lng': 138.0420257298927}, 'southwest': {'lat': -1.684581629892722, 'lng': 138.0393260701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Kaprambai,,,ChIJz3EFsaXND2gRpUFYIc039yE,0.0,ChIJz3EFsaXND2gRpUFYIc039yE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJz3EFsaXND2gRpUFYIc039yE
CLOSED_TEMPORARILY,"VJJQ+PH2, Papasena II, Mamberamo Ulu, Mamberamo Raya Regency, Papua, Indonesia","{'location': {'lat': -3.1182377, 'lng': 138.6388879}, 'viewport': {'northeast': {'lat': -3.116887870107278, 'lng': 138.6402377298927}, 'southwest': {'lat': -3.119587529892722, 'lng': 138.6375380701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali dagare,,"[{'height': 2096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101986873311482247037"">A Google User</a>'], 'photo_reference': 'AUGGfZlZdE3fwX08GNuHLM-zAXA_06Em_JW8iCIZaTWVh1QJzg_Im9Qd0LZNSyYr3xTi5MnResE8LrBrO5b4-XYkRlvWJ-7WFpM64QTrlu-dUEza2AoIhWm64uk7CPRalWTAlU226-5M3-B0fCfmnse3riySIk4VqgNrIgegVmjPWDXhUSRM', 'width': 2999}]",ChIJ80Hwt2-dFmgRe2W_xeCLSxA,3.0,ChIJ80Hwt2-dFmgRe2W_xeCLSxA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,https://www.google.com/maps/place/?q=place_id:ChIJ80Hwt2-dFmgRe2W_xeCLSxA
CLOSED_TEMPORARILY,"FX9J+J5, Yoke, Mamberamo Ilir, Mamberamo Raya Regency, Papua, Indonesia","{'location': {'lat': -1.530926, 'lng': 137.9803862}, 'viewport': {'northeast': {'lat': -1.529576170107278, 'lng': 137.9817360298927}, 'southwest': {'lat': -1.532275829892722, 'lng': 137.9790363701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Arandi,,,ChIJe_CyZhCxD2gRpi2xDedc8NA,0.0,ChIJe_CyZhCxD2gRpi2xDedc8NA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJe_CyZhCxD2gRpi2xDedc8NA
CLOSED_TEMPORARILY,"V257+7XX, Barapasi, Waropen Atas, Mamberamo Raya Regency, Papua, Indonesia","{'location': {'lat': -2.1417525, 'lng': 137.0149857}, 'viewport': {'northeast': {'lat': -2.140402670107278, 'lng': 137.0163355298927}, 'southwest': {'lat': -2.143102329892722, 'lng': 137.0136358701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara bensor,,"[{'height': 3088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113752884653402278110"">A Google User</a>'], 'photo_reference': 'AUGGfZkKarhPkCoSpjUMcZdfh-GqzDH7lYdjC-U48cWH4dwtzJNMXiE7gmNV4Mp9bMSyNrYGUNHlfy2MThPKv1HQTaFniOEB1RXyIN5Ph2X0FHeFYZVWxL3D7E_Qvz228tWBvhuBRPC54jFjGHEEMyiK0CBvwVjs9WOK95a646e5zoL0vgse', 'width': 2056}]",ChIJAcgtBFnvGmgR6j7a8z8Pdco,0.0,ChIJAcgtBFnvGmgR6j7a8z8Pdco,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJAcgtBFnvGmgR6j7a8z8Pdco
CLOSED_TEMPORARILY,"GXRP+CX, Danau Bira, Mamberamo Tengah, Mamberamo Raya Regency, Papua, Indonesia","{'location': {'lat': -2.4589307, 'lng': 137.9874333}, 'viewport': {'northeast': {'lat': -2.457580870107277, 'lng': 137.9887831298927}, 'southwest': {'lat': -2.460280529892722, 'lng': 137.9860834701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Danau Bira,,,ChIJD4JnZOXlEGgRv7AbNc2JudQ,4.5,ChIJD4JnZOXlEGgRv7AbNc2JudQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,https://www.google.com/maps/place/?q=place_id:ChIJD4JnZOXlEGgRv7AbNc2JudQ
CLOSED_TEMPORARILY,"FQ87+PGR, Watiaro, Benuki, Sarmi, Papua, Indonesia","{'location': {'lat': -2.5331255, 'lng': 137.7637565}, 'viewport': {'northeast': {'lat': -2.531775670107277, 'lng': 137.7651063298927}, 'southwest': {'lat': -2.534475329892722, 'lng': 137.7624066701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Omeri,,,ChIJnXfkzEXBEGgRBGibkIIhhQg,0.0,ChIJnXfkzEXBEGgRBGibkIIhhQg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJnXfkzEXBEGgRBGibkIIhhQg
