business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"X5R9+346, Pekon Balak, Batu Brak, West Lampung Regency, Lampung 34881, Indonesia","{'location': {'lat': -5.0098258, 'lng': 104.167769}, 'viewport': {'northeast': {'lat': -5.008475970107279, 'lng': 104.1691188298927}, 'southwest': {'lat': -5.011175629892723, 'lng': 104.1664191701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lembah Batu Brak,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101457612979178576978"">PRAHARA IQBAL</a>'], 'photo_reference': 'AUGGfZnOS4fUq0cMqVcuRdkt366D5PjL2YIVjgUf9o2JQnASwUe1Y-ITVTnGyE1H99dVqYwYmDs0wSkaTfQhMbW_q4dJFKYuPJONguZZgBEqk4eJ195GdBeK8aWh_tvzGpZ7m6HnzBokBih5AdKcj2xZc23O_3fcmbMDtVnnqOOeOo26B8t8', 'width': 1280}]",ChIJF6RB58KFRy4RAeJPCn1ff-s,5.0,ChIJF6RB58KFRy4RAeJPCn1ff-s,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,https://www.google.com/maps/place/?q=place_id:ChIJF6RB58KFRy4RAeJPCn1ff-s
OPERATIONAL,"X44Q+P6V, Negeri Ratu, Batu Brak, West Lampung Regency, Lampung 34881, Indonesia","{'location': {'lat': -5.0431443, 'lng': 104.1380424}, 'viewport': {'northeast': {'lat': -5.041797570107278, 'lng': 104.1393971298927}, 'southwest': {'lat': -5.044497229892722, 'lng': 104.1366974701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kabut Bawang Bakung,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115432914203842312760"">Ratna Eka Sari</a>'], 'photo_reference': 'AUGGfZlsuSFgLIkQDdPaOHpI9zLjvWqyGFyTzMhd4lN-nxrQYA3kxnWo49Z73VpVqpAcXoi5P9zCbxvIQfcCWNzM0BICdpcP2T2YkFwDmf5q3wj3cW3fTIo1NR5USfKGnZQNHzDVZE-5Q8HduTTLssc8BE9xu3eRsNpD6g38nYV7I4tyGv8', 'width': 8000}]",ChIJ_TwMzRuFRy4RsRVTY3ZC9x4,4.5,ChIJ_TwMzRuFRy4RsRVTY3ZC9x4,"['tourist_attraction', 'point_of_interest', 'establishment']",307,,https://www.google.com/maps/place/?q=place_id:ChIJ_TwMzRuFRy4RsRVTY3ZC9x4
OPERATIONAL,"W5C7+HGV, Kota Besi, Batu Brak, West Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.078519399999999, 'lng': 104.16379}, 'viewport': {'northeast': {'lat': -5.077074720107277, 'lng': 104.1651315798927}, 'southwest': {'lat': -5.079774379892721, 'lng': 104.1624319201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumbon,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112114337687263826276"">A Google User</a>'], 'photo_reference': 'AUGGfZkOM17WrKltjNbNb1LD_LKo_U5s4JvMFcO1y-B-1HM1EM8s_vZ7sWGqoOdJsKnjEgk0pzE_xwXWkbVlhvrHLGCNZ5qc9LbswYLDDIWseYXXrENlP6L6Cnmnv97NYSG4JQhD4i9EWsGQOyx_b3NmI90eZpCIBs9ua-nvJekqf11B9MBk', 'width': 3264}]",ChIJx2MHzhKbRy4RABF96ttAiaY,5.0,ChIJx2MHzhKbRy4RABF96ttAiaY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJx2MHzhKbRy4RABF96ttAiaY
OPERATIONAL,"W5CC+83, Sukabumi, Batu Brak, West Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.079199, 'lng': 104.1701621}, 'viewport': {'northeast': {'lat': -5.078259550000002, 'lng': 104.17177875}, 'southwest': {'lat': -5.082017349999999, 'lng': 104.16531215}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Anjung khupik,"[{'height': 2084, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100229988581743447172"">Salman Aja</a>'], 'photo_reference': 'AUGGfZmMemc-gh4tHMawQHAYFkWPXmXZ0s1vBQEz59kEDNA6hAkdqqpLlxVhLrWb3z7j5VpbWySV1w_ez1YLtz92D9oDQ8ZVGxzNROpa-zBb0WuxuTPjoTCD3aBOuVBMHvDbTf8-yEH-QU6KAwWvA7m8M1jFrzHINEDjVgW331rXsAWctTI3', 'width': 4624}]",ChIJg6_8-e2bRy4RgOdcZSC7VdY,5.0,ChIJg6_8-e2bRy4RgOdcZSC7VdY,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJg6_8-e2bRy4RgOdcZSC7VdY
OPERATIONAL,"X5P6+HC5, JL RAYA LIWA, Kegeringan, Kec. Batu Brak, Kabupaten Lampung Barat, Lampung 34881, Indonesia","{'location': {'lat': -5.013601899999999, 'lng': 104.1611131}, 'viewport': {'northeast': {'lat': -5.012267220107278, 'lng': 104.1624557798927}, 'southwest': {'lat': -5.014966879892722, 'lng': 104.1597561201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TIKUNGAN KEGERINGAN,,ChIJA_ULawCFRy4R3myTI27MX20,0.0,ChIJA_ULawCFRy4R3myTI27MX20,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJA_ULawCFRy4R3myTI27MX20
OPERATIONAL,"X5GQ+W42, Kerang, Batu Brak, West Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.0227433, 'lng': 104.1877595}, 'viewport': {'northeast': {'lat': -5.02190175, 'lng': 104.1894528798927}, 'southwest': {'lat': -5.025267949999999, 'lng': 104.1867532201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ANJUNGAN SAKIMA,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117000379481756839386"">A Google User</a>'], 'photo_reference': 'AUGGfZkilzpIucLDl1VnZMfG4QDGRNwveVlN5bSxrN3i4UionNW13MGVQz0GDvdp6-Fbsnxa5hS8BqwJDZyRVBqJGX9qNHFEJWe1AtpUA5UEWty9k9QoQEQ-wUnOVk-I-AQ-zcOFyK-m2N424944dGFFkPNdFcTqxScWvk0g9NsmZqDxtlWE', 'width': 4000}]",ChIJP32MQwCFRy4R_IeSvdROO08,4.7,ChIJP32MQwCFRy4R_IeSvdROO08,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJP32MQwCFRy4R_IeSvdROO08
OPERATIONAL,"X5FP+C39, Kota Besi, Batu Brak, West Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.026463199999999, 'lng': 104.1852339}, 'viewport': {'northeast': {'lat': -5.025119720107278, 'lng': 104.1864546298927}, 'southwest': {'lat': -5.027819379892722, 'lng': 104.1837549701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANDIAN UMUM WAY HAMTEMOKH,"[{'height': 564, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114666267451960281013"">Zarkoni Lambara</a>'], 'photo_reference': 'AUGGfZmJZ7xfMoGb6xR_mu_lqMSM48P9ASavXG5iO1vtKx3_lXtvWrNN1PjJoomO-6yFOQcm0WPsbiRrU6AWqICuhnDC-dcicjMhNy39MsOnXoHfEX1d1RNVOqF301LB5A1Ir9iH3zLB-bE2cZP6W6kBSgEJZpLH9huuryc7bJcJTU4BvSvx', 'width': 720}]",ChIJg2ECJQCFRy4RVbjeO1P0grU,0.0,ChIJg2ECJQCFRy4RVbjeO1P0grU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJg2ECJQCFRy4RVbjeO1P0grU
OPERATIONAL,"W5CP+F7, Kegeringan, Batu Brak, West Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.078858299999999, 'lng': 104.1857076}, 'viewport': {'northeast': {'lat': -5.077202720107278, 'lng': 104.1876958298927}, 'southwest': {'lat': -5.079902379892722, 'lng': 104.1849961701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian way kuwol,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100016594727512555151"">A Google User</a>'], 'photo_reference': 'AUGGfZmKkohbWTqbcbmTVa7J6bXh-cQ711ATsKGuWITB2Fw2ohJ3cCWZA8VETzDAHAzTxDbEMp3BrX8aG-TVRuc8ELr-oeu3Qbpk9KBNtqdCfifzBzuXm0ETUvshlwz71DL2KrIgolG2DQxiuJbIJDSHTxwy37uhX1mli4zwzncwnrXoF4J3', 'width': 3264}]",ChIJxfiYoJibRy4REMXMoP0_xLU,5.0,ChIJxfiYoJibRy4REMXMoP0_xLU,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,https://www.google.com/maps/place/?q=place_id:ChIJxfiYoJibRy4REMXMoP0_xLU
OPERATIONAL,"X4QH+9M, Kembahang, Batu Brak, West Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.011603, 'lng': 104.1291398}, 'viewport': {'northeast': {'lat': -5.010806870107277, 'lng': 104.131385}, 'southwest': {'lat': -5.013506529892721, 'lng': 104.1283914}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun durian bawor,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102509343318353049308"">A Google User</a>'], 'photo_reference': 'AUGGfZlF0f662Z3OKAj8R7q1jO431sIY2e3eR8u5zlZHoN20B2vhRuggb7d6xJ-NwUmJEn2RvZ5zdBhBnacMStvFoyZ0b65qgBdB7VaKNZ48YX_WyJQ0mrSqxrVZQNTFziky4gfnZxEaM6g39eQ_dEL9-BwYeI7VE3O5XfA4cm611FbSs5n8', 'width': 1920}]",ChIJSYumi-eFRy4R5o71t0HV2uw,5.0,ChIJSYumi-eFRy4R5o71t0HV2uw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJSYumi-eFRy4R5o71t0HV2uw
CLOSED_TEMPORARILY,"W4MM+J6, Hutan, Batu Brak, West Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.0659145, 'lng': 104.1330565}, 'viewport': {'northeast': {'lat': -5.064568470107278, 'lng': 104.1342674798927}, 'southwest': {'lat': -5.067268129892722, 'lng': 104.1315678201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kebun kopi pak marpaung,,ChIJURnY5YaFRy4RYyCjEXDQUGA,0.0,ChIJURnY5YaFRy4RYyCjEXDQUGA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJURnY5YaFRy4RYyCjEXDQUGA
