business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,permanently_closed,url
OPERATIONAL,"76GR+93H, Ledok, Mojorembun, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah 59252, Indonesia","{'location': {'lat': -6.7240521, 'lng': 111.240222}, 'viewport': {'northeast': {'lat': -6.722699970107278, 'lng': 111.2416034798927}, 'southwest': {'lat': -6.725399629892721, 'lng': 111.2389038201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam lele,ChIJJdyqq6Qvdy4RAhwIor_Yeig,0.0,ChIJJdyqq6Qvdy4RAhwIor_Yeig,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJdyqq6Qvdy4RAhwIor_Yeig
OPERATIONAL,"77V4+F2, Sawah, Mojowarno, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah, Indonesia","{'location': {'lat': -6.7063596, 'lng': 111.2550316}, 'viewport': {'northeast': {'lat': -6.704887420107277, 'lng': 111.2564178298927}, 'southwest': {'lat': -6.707587079892721, 'lng': 111.2537181701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,tambak Bpk.Djasmadi,ChIJ6zMzJAUvdy4RUQDqKqeGoBg,0.0,ChIJ6zMzJAUvdy4RUQDqKqeGoBg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6zMzJAUvdy4RUQDqKqeGoBg
OPERATIONAL,"778P+FX9, Sawah, Pengkol, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah 59252, Indonesia","{'location': {'lat': -6.7347765, 'lng': 111.2879399}, 'viewport': {'northeast': {'lat': -6.733503620107277, 'lng': 111.2892489298927}, 'southwest': {'lat': -6.736203279892721, 'lng': 111.2865492701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,EMBUNG DESA PENGKOL,ChIJgxLDXAAldy4RAXGhCrN4SnE,5.0,ChIJgxLDXAAldy4RAXGhCrN4SnE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgxLDXAAldy4RAXGhCrN4SnE
OPERATIONAL,"779Q+P4, Sawahan, Babadan, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah, Indonesia","{'location': {'lat': -6.7306527, 'lng': 111.2877857}, 'viewport': {'northeast': {'lat': -6.729297020107278, 'lng': 111.2891026798927}, 'southwest': {'lat': -6.731996679892722, 'lng': 111.2864030201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,sirkuit kulon,ChIJwz5orzYldy4RHDls1NRcgtk,0.0,ChIJwz5orzYldy4RHDls1NRcgtk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJwz5orzYldy4RHDls1NRcgtk
OPERATIONAL,"777X+42R, Sorok, Pengkol, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah 59252, Indonesia","{'location': {'lat': -6.7372685, 'lng': 111.2978554}, 'viewport': {'northeast': {'lat': -6.735893370107277, 'lng': 111.2991953798927}, 'southwest': {'lat': -6.738593029892721, 'lng': 111.2964957201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,omah e ipan,ChIJuaObZ_8ldy4RjjNLAE5PDwo,5.0,ChIJuaObZ_8ldy4RjjNLAE5PDwo,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114555397288562490334"">A Google User</a>'], 'photo_reference': 'AUGGfZkvUKZX5y3bFN334rPJhLWGYdkwpVp7jhL29faZG3uhSU5b8FO5JKNCqrHLws4fAj-cfDSoAYKLjAWnSKQdVPOCVzp9E2aZIF7IceMRqOCAI0XCOk_IALdgKk7WXE48bzGNCVFhchIjnRrW65roAEku-qETRaMX_ZqhKLLvKTPOVTq-', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJuaObZ_8ldy4RjjNLAE5PDwo
OPERATIONAL,"Desa Tasikharjo, Wates, RW03, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah 59252, Indonesia","{'location': {'lat': -6.689645, 'lng': 111.2826673}, 'viewport': {'northeast': {'lat': -6.688295470107279, 'lng': 111.2840146298927}, 'southwest': {'lat': -6.690995129892722, 'lng': 111.2813149701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pasir Putih Wates Rembang,ChIJRWE55Iwpdy4RF1jHxwAz13k,4.4,ChIJRWE55Iwpdy4RF1jHxwAz13k,"['tourist_attraction', 'point_of_interest', 'establishment']",2361,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104850437806076987836"">Ahmad Syaifur Riza</a>'], 'photo_reference': 'AUGGfZkmIvba6Mv6LiRlDBHx3hDIIZQ3ya32zt_5bo0aEQPEF1A33Qs00iq_y7dNt7NU-M2C-Z6jb6pGtchvPJmINUekFboC0njm5WywUMhz2h1QwJSdMI-JKMUkgzMEAqtQX4a88t7I7grxtHXU9SeB7yPtuVohRaWapdusRFpIEmSs6Gf5', 'width': 2560}]","{'compound_code': '876M+43 Wates, Tasikharjo, Rembang Regency, Central Java, Indonesia', 'global_code': '6P5H876M+43'}",,,https://www.google.com/maps/place/?q=place_id:ChIJRWE55Iwpdy4RF1jHxwAz13k
OPERATIONAL,"Wates, Tasikharjo, Kaliori, Rembang Regency, Central Java, Indonesia","{'location': {'lat': -6.6888938, 'lng': 111.282378}, 'viewport': {'northeast': {'lat': -6.687531670107279, 'lng': 111.2837866298927}, 'southwest': {'lat': -6.690231329892723, 'lng': 111.2810869701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Outbound Rembang,ChIJGYrQjSUpdy4R_HZFN5PGf74,5.0,ChIJGYrQjSUpdy4R_HZFN5PGf74,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 962, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103788609081377285539"">A Google User</a>'], 'photo_reference': 'AUGGfZmnDPgl3tHKxrmQ4M0q8kq7aWSEGGck7VnW-RYUkzOpP3yuUoM6tHhvYtdUkfFgWi19mysNIWtp3p91klg99ooynJEdI_mxuWDcxb3ndPiK62IAt7XyoqHz0qZ-RAjAIGxQbPU_33eOD9PyNtxCCF52YvQKbYpcA8nn2Baiv3Er5W8S', 'width': 1280}]","{'compound_code': '876J+CX Tasikharjo, Rembang Regency, Central Java, Indonesia', 'global_code': '6P5H876J+CX'}",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJGYrQjSUpdy4R_HZFN5PGf74
OPERATIONAL,"875V+8P, Mutalan, Purworejo, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah, Indonesia","{'location': {'lat': -6.6916883, 'lng': 111.294295}, 'viewport': {'northeast': {'lat': -6.690294170107277, 'lng': 111.2956643798927}, 'southwest': {'lat': -6.692993829892721, 'lng': 111.2929647201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak Ngarepomah,ChIJHSv1BQAndy4RHr79Di9sInA,0.0,ChIJHSv1BQAndy4RHr79Di9sInA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJHSv1BQAndy4RHr79Di9sInA
CLOSED_TEMPORARILY,"7852+7HP, Sawah, Kuangsan, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah 59252, Indonesia","{'location': {'lat': -6.7417916, 'lng': 111.3014388}, 'viewport': {'northeast': {'lat': -6.740575420107278, 'lng': 111.3025863298927}, 'southwest': {'lat': -6.743275079892721, 'lng': 111.2998866701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bengkok jogoboyo,ChIJS6hj5t0ldy4RY-MCcmlCvhw,0.0,ChIJS6hj5t0ldy4RY-MCcmlCvhw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJS6hj5t0ldy4RY-MCcmlCvhw
OPERATIONAL,"Perairan Laut Jawa, Utara Ds. Tasikharjo, Kec. Kaliori, Kabupaten Rembang, Jawa Tengah, Indonesia","{'location': {'lat': -6.652947699999999, 'lng': 111.2903955}, 'viewport': {'northeast': {'lat': -6.651597870107278, 'lng': 111.2917453298927}, 'southwest': {'lat': -6.654297529892722, 'lng': 111.2890456701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Gede,ChIJ56rfqNQndy4RS7iJYqMZVZI,4.5,ChIJ56rfqNQndy4RS7iJYqMZVZI,"['tourist_attraction', 'point_of_interest', 'establishment']",217,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107312982555079420819"">A Google User</a>'], 'photo_reference': 'AUGGfZk2S6-BbjpRXBsdyrngEqkXAESNJc0ECkQ9O3HlD-ab-SMGCO1HcSoBYXS5rh6c7Lq1FRx0GxlgqRGtuIIGIXaTbPnumO_IkKhuGiXcO2DKUpa90Y38Yy-RwRmQDCIk0gEWHK0JagtRRJe4yavWJ55lvLD4r2_2mA5IUwzrO-T8SGM', 'width': 4128}]","{'compound_code': '87WR+R5 Purworejo, Rembang Regency, Central Java, Indonesia', 'global_code': '6P5H87WR+R5'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ56rfqNQndy4RS7iJYqMZVZI
