business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,url
OPERATIONAL,"RCR7+86J, Mariso, Makassar City, South Sulawesi 90125, Indonesia","{'location': {'lat': -5.159170899999999, 'lng': 119.4130263}, 'viewport': {'northeast': {'lat': -5.157820720107278, 'lng': 119.4143555298927}, 'southwest': {'lat': -5.160520379892722, 'lng': 119.4116558701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lorong Wisata Hamburg Kelurahan Mariso,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109772882292667424842"">Maccini 2015</a>'], 'photo_reference': 'AUGGfZna7gwZ0XgDYdv-jXxa3HguHmYgI__a5N2eJ3wvDx_ZZ3NVlX6BTvEPWKiMN_QczHqCJNiy8qRpzbIE9W9w8z9ZJXr_uCC4KISvJ6zX-uGWmIND1tCPo-SVrRqkR-ZhjwsFqzQCYiUd12OJuMk95NEJJ2h-LQBGT8OZpl9_TjkZdfhW', 'width': 1197}]",ChIJNQ-TMBcdvy0Rtg0RA6SpxdY,0.0,ChIJNQ-TMBcdvy0Rtg0RA6SpxdY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJNQ-TMBcdvy0Rtg0RA6SpxdY
OPERATIONAL,"Jl. Rajawali No.1, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90113, Indonesia","{'location': {'lat': -5.152699999999999, 'lng': 119.4069417}, 'viewport': {'northeast': {'lat': -5.151508920107278, 'lng': 119.4082331298927}, 'southwest': {'lat': -5.154208579892722, 'lng': 119.4055334701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan rajawali,,ChIJCeEBm7odvy0Rb_pVNhWsRNo,0.0,ChIJCeEBm7odvy0Rb_pVNhWsRNo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'RCW4+WQ Kunjung Mae, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XRCW4+WQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJCeEBm7odvy0Rb_pVNhWsRNo
OPERATIONAL,"Restaurant sa sedrhana, Jln.dr samratulangi, Kota Makassar, Sulawesi Selatan 90125, Indonesia","{'location': {'lat': -5.1577221, 'lng': 119.4136239}, 'viewport': {'northeast': {'lat': -5.156364920107277, 'lng': 119.4150471298927}, 'southwest': {'lat': -5.159064579892721, 'lng': 119.4123474701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata & kuliner,"[{'height': 2400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112592955511933275640"">A Google User</a>'], 'photo_reference': 'AUGGfZnoF_cg2Xr4sFQseipSXxrePrWEECgjhGan1EuEy8SM7LBID7a6LikpMlRcRqIomvpKjXF_vliUvFGZhApRsl-MIzpsNGuo_gAemUB6VOsUPVQYN0pXrcKN5mjNptzSqn67rTYA_NSCgcZhO0WsAatr-v_XuRS_cwx8MEHb3K6jqAIZ', 'width': 1080}]",ChIJn1cFsXsdvy0RlpgqdMZJmzU,0.0,ChIJn1cFsXsdvy0RlpgqdMZJmzU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'RCR7+WC Mario, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XRCR7+WC'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJn1cFsXsdvy0RlpgqdMZJmzU
OPERATIONAL,"No.Road, Jl. Ujung Pandang, Bulo Gading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90171, Indonesia","{'location': {'lat': -5.1339523, 'lng': 119.4055526}, 'viewport': {'northeast': {'lat': -5.132734970107278, 'lng': 119.4064928298927}, 'southwest': {'lat': -5.135434629892722, 'lng': 119.4037931701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fort Rotterdam,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109686534265223386606"">Natalis Suryadi</a>'], 'photo_reference': 'AUGGfZlYhaNmNy8l3jwY1lbgNzNKdDhNc7O9YNJB0yMcEaON_ToZCEphXDf_P3MKHRvt8joPyXL0jFssRsLaAHawyWKZ5yVVGOr7k2pmL3v-12obutqr9jSWFfUbPPiTzH-xrmlVx971G_whIgG23KJgZFGdBbS-mpdLyKEnaU2bPHddaKVd', 'width': 4000}]",ChIJ7zfOEbACvy0RI8-2wSg57Sg,4.5,ChIJ7zfOEbACvy0RI8-2wSg57Sg,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",13490,"{'compound_code': 'VC84+C6 Bulo Gading, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC84+C6'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ7zfOEbACvy0RI8-2wSg57Sg
OPERATIONAL,"Jl. Somba OPU No.57, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111, Indonesia","{'location': {'lat': -5.1429693, 'lng': 119.4074741}, 'viewport': {'northeast': {'lat': -5.142065720107278, 'lng': 119.4091685298927}, 'southwest': {'lat': -5.144765379892722, 'lng': 119.4064688701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Losari,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105262538609944820429"">dayat herlangga saputra</a>'], 'photo_reference': 'AUGGfZncBpWcFXy75rMqEeUty4yr9JGXH5_rT8cnSzUkVUhzoW1Rgqf-cULVo4YgnxmlICRx_lB_Ov579IOTSegQk4o9k1CXpJiOhJ1BDDaZ-zHGioLdVs-98cTAeDD7T9SmtlCIrhXxmByBBgQ-IAzaoxi-J84OVYmy26VDALQSHT2jTf0A', 'width': 4640}]",ChIJTWtCS60Cvy0RB9LEfNoFeno,4.6,ChIJTWtCS60Cvy0RB9LEfNoFeno,"['tourist_attraction', 'point_of_interest', 'establishment']",4401,"{'compound_code': 'VC44+RX Maloku, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC44+RX'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJTWtCS60Cvy0RB9LEfNoFeno
OPERATIONAL,"Jl. Balaikota No.11, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90171, Indonesia","{'location': {'lat': -5.1345968, 'lng': 119.4086261}, 'viewport': {'northeast': {'lat': -5.133280720107279, 'lng': 119.4099125798927}, 'southwest': {'lat': -5.135980379892723, 'lng': 119.4072129201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum of Makassar,"[{'height': 685, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117557414923920008272"">Barracuda x</a>'], 'photo_reference': 'AUGGfZlyLCzVzr_2uGDPAHKBTp9g9TUdXj3QUCrwxPyCsOaElurCIlT9R-WBeVFsmuxUmFKFubV1ZDxehSP3Udq2SolE7zBhUB1VsLSUELbQEXeO6EZGbttHYiYYtJh10DIz4w0DJXjBfJYfnrV8WOi5N-k1HtWrfpcVByWUDpebJ3zMy-Vg', 'width': 1024}]",ChIJP5KgYqUCvy0RIg7X3JnjBKA,4.5,ChIJP5KgYqUCvy0RIg7X3JnjBKA,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",437,"{'compound_code': 'VC85+5F Baru, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC85+5F'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJP5KgYqUCvy0RIg7X3JnjBKA
OPERATIONAL,"RCR6+VRM, Lette, Mariso, Makassar City, South Sulawesi 90125, Indonesia","{'location': {'lat': -5.157781099999999, 'lng': 119.4120399}, 'viewport': {'northeast': {'lat': -5.156425720107278, 'lng': 119.4133682298927}, 'southwest': {'lat': -5.159125379892722, 'lng': 119.4106685701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lorong PKK Kelurahan Lette Kec Mariso,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117845364880131175123"">A Google User</a>'], 'photo_reference': 'AUGGfZnu7ZlKNKiLCkw2AOOihSB4T4RFXRncM3F5KWShnoIr4BNuZh9B9A-LbqXNGqyCZZTqiQyd01ECSLB4HMQ3t97IoL1rEaiXDWRseuXARCB14ORZ5j1szeoCuxv01ShNFpNAbzwZR5b1QNPl_ak8au2Yj13JfAjL5Hzgsdb06B9cywSo', 'width': 3456}]",ChIJOR7iPiYdvy0RvefYtz9x_Bc,5.0,ChIJOR7iPiYdvy0RvefYtz9x_Bc,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJOR7iPiYdvy0RvefYtz9x_Bc
OPERATIONAL,"Ruko Somba Opu, Jl. Metro Tj. Bunga Blok A-1, Kota Makassar, Indonesia","{'location': {'lat': -5.1482918, 'lng': 119.406987}, 'viewport': {'northeast': {'lat': -5.147099320107277, 'lng': 119.4086208298927}, 'southwest': {'lat': -5.149798979892721, 'lng': 119.4059211701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pembuatan Kapal Pinisi Kota Makassar,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107972487391290124066"">Agastya Rajasya</a>'], 'photo_reference': 'AUGGfZmnkpIbXaOmFc2gd57rLvubeEgSEYJukXcUcE6nLSpo1aN4qXXSIQjTA1yYoOv7H4lYpxY5W5yw5fPtaBir5BA3M_48OxOq2n8dAFgpGxXdkVMa-Z41SJOFi_5Sycrq0A05WIiul9EcZdi3h29PVZ_BfaG9qWY2h36Jnz5N_NXQrSpG', 'width': 4000}]",ChIJIVH8OIsdvy0RFEUjEtVW9a8,5.0,ChIJIVH8OIsdvy0RFEUjEtVW9a8,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"{'compound_code': 'VC24+MQ Panambungan, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC24+MQ'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJIVH8OIsdvy0RFEUjEtVW9a8
OPERATIONAL,"Jl. Somba OPU No.57, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111, Indonesia","{'location': {'lat': -5.145281799999999, 'lng': 119.40798}, 'viewport': {'northeast': {'lat': -5.143875170107278, 'lng': 119.4095645798927}, 'southwest': {'lat': -5.146574829892722, 'lng': 119.4068649201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Anjungan Bugis,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103717755374469579362"">Dian A B S</a>'], 'photo_reference': 'AUGGfZmXEktjurzmpwxhma-pZiHh9-k0lg1_ACq0UZWQRa8WWiVhXNfAQyTWeL7YjBKVxZjnaEm9vPBYuOtnQjMsWjh5_7N8_0da9hG36jU0EpU6Fa-uayuoSKfdL1jHjWkdSxhFscmOi6pN9jx7jzKmAdqRxB8iy0kY7UeQenkEO1a0k6Og', 'width': 4096}]",ChIJSQ_BXK0Cvy0RHLcE_tkLpmE,4.3,ChIJSQ_BXK0Cvy0RHLcE_tkLpmE,"['park', 'point_of_interest', 'establishment']",45,"{'compound_code': 'VC35+V5 Maloku, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC35+V5'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJSQ_BXK0Cvy0RHLcE_tkLpmE
OPERATIONAL,"Jl. Metro Tj. Bunga No.2, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90112, Indonesia","{'location': {'lat': -5.1514701, 'lng': 119.4042213}, 'viewport': {'northeast': {'lat': -5.150327470107277, 'lng': 119.4054882798927}, 'southwest': {'lat': -5.153027129892721, 'lng': 119.4027886201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SEADOO SAFARI MAKASSAR,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110729253684491301714"">A Google User</a>'], 'photo_reference': 'AUGGfZkBlqVOcyhY41__77Lk0V6ZF-XZaxp4Am3lbPDaUjgmthlWLQ0Z4XtOp3KGci__HbRIDS1KtKV930vA7aoIerVI9iC5_dQkTzHPx8lsiv5-9tcjzB4e95jYNERR-76ywJKOK4r5zRI6TykYtE2mwoskIsg6Du-hBPR8mlbDol7dDF3O', 'width': 1280}]",ChIJn59dRfIDvy0RfGJioyLLHZk,4.2,ChIJn59dRfIDvy0RfGJioyLLHZk,"['tourist_attraction', 'point_of_interest', 'establishment']",15,"{'compound_code': 'RCX3+CM Panambungan, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XRCX3+CM'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJn59dRfIDvy0RfGJioyLLHZk
