business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,url
OPERATIONAL,"QQ7Q+2W, Benihading II, Buyasari, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.237473999999999, 'lng': 123.7898194}, 'viewport': {'northeast': {'lat': -8.236203320107279, 'lng': 123.7911606798927}, 'southwest': {'lat': -8.238902979892723, 'lng': 123.7884610201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,rumah RANDY,ChIJfxacvierqy0RFJw8AWay1Q8,0.0,ChIJfxacvierqy0RFJw8AWay1Q8,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJfxacvierqy0RFJw8AWay1Q8
OPERATIONAL,"RQCJ+RX5, Leuwohung, Buyasari, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.1779988, 'lng': 123.7824983}, 'viewport': {'northeast': {'lat': -8.176648970107278, 'lng': 123.7838481298927}, 'southwest': {'lat': -8.179348629892722, 'lng': 123.7811484701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Muhammad shamir,ChIJkyPpcACtqy0RSNVcdRv8z88,0.0,ChIJkyPpcACtqy0RSNVcdRv8z88,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJkyPpcACtqy0RSNVcdRv8z88
OPERATIONAL,"MJ3M+MRF, Atakowa, Lebatukan, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.344729, 'lng': 123.6354291}, 'viewport': {'northeast': {'lat': -8.343325670107278, 'lng': 123.6367411798927}, 'southwest': {'lat': -8.346025329892722, 'lng': 123.6340415201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Romanoo,ChIJ4wQ3r6IFqy0RAPcDzyP658Y,0.0,ChIJ4wQ3r6IFqy0RAPcDzyP658Y,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4wQ3r6IFqy0RAPcDzyP658Y
OPERATIONAL,"Jl No.1, RT./RW/RW.001, 001, Atakowa, Kec. Lebatukan, Kabupaten Lembata, Nusa Tenggara Tim. 86681, Indonesia","{'location': {'lat': -8.338028099999999, 'lng': 123.6389996}, 'viewport': {'northeast': {'lat': -8.336739070107276, 'lng': 123.6404104798927}, 'southwest': {'lat': -8.33943872989272, 'lng': 123.6377108201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH CEBYT GAFIERA,ChIJ00s5QAAHqy0RfAvtxiXw6gg,5.0,ChIJ00s5QAAHqy0RfAvtxiXw6gg,"['lodging', 'point_of_interest', 'establishment']",1,"{'compound_code': 'MJ6Q+QJ Atakowa, Lembata Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q35MJ6Q+QJ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ00s5QAAHqy0RfAvtxiXw6gg
OPERATIONAL,"MJ3M+MRF, Atakowa, Lebatukan, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.3449607, 'lng': 123.6352896}, 'viewport': {'northeast': {'lat': -8.343511020107279, 'lng': 123.6365697798927}, 'southwest': {'lat': -8.346210679892723, 'lng': 123.6338701201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Rentos,ChIJ41IGZCgFqy0R4Ytgt-5iitk,0.0,ChIJ41IGZCgFqy0R4Ytgt-5iitk,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ41IGZCgFqy0R4Ytgt-5iitk
OPERATIONAL,"RR85+PC, Buriwutung, Buyasari, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.183133699999999, 'lng': 123.8086251}, 'viewport': {'northeast': {'lat': -8.181821320107277, 'lng': 123.8102467798927}, 'southwest': {'lat': -8.18452097989272, 'lng': 123.8075471201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Putra pure dolu,ChIJ-7orx2FVqi0RNBc32CSMESA,5.0,ChIJ-7orx2FVqi0RNBc32CSMESA,"['lodging', 'point_of_interest', 'establishment']",6,,"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110640287935108648854"">A Google User</a>'], 'photo_reference': 'AUGGfZkr5v3uj7ShyJ9VzCRaz3SgtsrAOvcTJzn1TnIs9ZQ1FcNQpB1pCk9CzgULxluITJiaf8s36QcA1nR2kbW3dNHHI6Fs4L9HHznaDJiOQVRbllk-nDu-Ri8WrB2s3qBs1QmMIOlV2ozeAnWZz6o12Fx4oOxoYgj4SInaMt6PTp_Z3mn5', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJ-7orx2FVqi0RNBc32CSMESA
OPERATIONAL,"PRG5+PJM, Bean, Buyasari, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.2731508, 'lng': 123.8090559}, 'viewport': {'northeast': {'lat': -8.270845749999996, 'lng': 123.8104265298927}, 'southwest': {'lat': -8.273919150000005, 'lng': 123.8077268701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pantai Wisata Bean,ChIJSXci6ML_qi0Rkc-ugTk2UOg,4.9,ChIJSXci6ML_qi0Rkc-ugTk2UOg,"['lodging', 'point_of_interest', 'establishment']",15,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105319833261317206059"">Andrika Pasama</a>'], 'photo_reference': 'AUGGfZl-1NV783SQlmPms4dyv6YAVuSuqliouOsYATXdd5jLq_XYTelWYPxNcGShyZCLy7IB6LtNEUqm4iIHYesKu892ByajWoLlAlGHLVU3rS0qdNpzwVqG8O-4FEAMNCLQEGMVX4_QzHNYcGQGiTD6eItlwMbGIbdHb7qH-Fb314kEVnOT', 'width': 4128}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJSXci6ML_qi0Rkc-ugTk2UOg
OPERATIONAL,"QWG4+V5H, Dusun tamalhaur, Tobotani, Kec. Buyasari, Kabupaten Lembata, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.2228208, 'lng': 123.9054833}, 'viewport': {'northeast': {'lat': -8.221320820107278, 'lng': 123.9068527298927}, 'southwest': {'lat': -8.224020479892722, 'lng': 123.9041530701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Graha Insan Cita Baim,ChIJWanCp5BXqi0R_3LrA8NOqWo,0.0,ChIJWanCp5BXqi0R_3LrA8NOqWo,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJWanCp5BXqi0R_3LrA8NOqWo
OPERATIONAL,"Jl. Trans Lembata No.3, Lewoleba Tim., Kec. Nubatukan, Kabupaten Lembata, Nusa Tenggara Tim. 86616, Indonesia","{'location': {'lat': -8.3668648, 'lng': 123.4416392}, 'viewport': {'northeast': {'lat': -8.365736720107279, 'lng': 123.4431348798927}, 'southwest': {'lat': -8.368436379892723, 'lng': 123.4404352201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rimah Gregorius amo,ChIJCTfyftcNqy0RcFiaxWux3Qc,0.0,ChIJCTfyftcNqy0RcFiaxWux3Qc,"['lodging', 'point_of_interest', 'establishment']",0,"{'compound_code': 'JCMR+6M East Lewoleba, Lembata Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q35JCMR+6M'}",,,https://www.google.com/maps/place/?q=place_id:ChIJCTfyftcNqy0RcFiaxWux3Qc
OPERATIONAL,"Muruona, Ile Ape, Lembata Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.3296786, 'lng': 123.4772307}, 'viewport': {'northeast': {'lat': -8.328354270107278, 'lng': 123.4786479798927}, 'southwest': {'lat': -8.331053929892722, 'lng': 123.4759483201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pitson Soromaking,ChIJoyUsuEMLqy0RJo83gRzbrKU,0.0,ChIJoyUsuEMLqy0RJo83gRzbrKU,"['lodging', 'point_of_interest', 'establishment']",0,"{'compound_code': 'MFCG+4V Muruona, Lembata Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q35MFCG+4V'}","[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118441301988073324525"">A Google User</a>'], 'photo_reference': 'AUGGfZl_zm9hCfGnjyhPoqrccCGZphJn9qoC73mOemZtE1-rplz0Am2-uxTK7mRxP0GeYnyvl7XCxYv3YKriy3vPCr3tEAOBfRu-aeRGIb5baw5P1oLNGk7L1g_ERcII251VwMWPMhxR-cMt2IBt4z1wXLi86blXfFsmVwUiA11IuvpP8yvF', 'width': 1836}]",,https://www.google.com/maps/place/?q=place_id:ChIJoyUsuEMLqy0RJo83gRzbrKU
