business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,url
OPERATIONAL,"G9JJ+29M, Jl. Watumaeta-Sanginora, Maholo, Kec. Lore Tim., Kabupaten Poso, Sulawesi Tengah 94653, Indonesia","{'location': {'lat': -1.4699025, 'lng': 120.3809172}, 'viewport': {'northeast': {'lat': -1.468436920107278, 'lng': 120.3819169298927}, 'southwest': {'lat': -1.471136579892722, 'lng': 120.3792172701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Abet,{'open_now': True},"[{'height': 2997, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118108597784102399259"">A Google User</a>'], 'photo_reference': 'AUGGfZn6gKQlX-4IRwRIR04hZ23TE1WupUAwzKE2vJNa681SOpdQe0y8RxILkJMhuS6cgLOceJjKN6MEMpn-g4OMKFS2yrfgxAM1jeM31DRIz6ukoCez3iZxMuR5IEgATdNC1ehFB-Mv2xpcrQpJKmMDAwLdokDPWkBZ9LFxDSwAZ6XDexXi', 'width': 5328}]",ChIJ39SQxp6Pji0RcIC6EUPTc9E,5.0,ChIJ39SQxp6Pji0RcIC6EUPTc9E,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ39SQxp6Pji0RcIC6EUPTc9E
OPERATIONAL,"FCV9+QC, Watutau, Lore Peore, Poso Regency, Central Sulawesi 94653, Indonesia","{'location': {'lat': -1.5055903, 'lng': 120.4185653}, 'viewport': {'northeast': {'lat': -1.504203220107278, 'lng': 120.4196150798928}, 'southwest': {'lat': -1.506902879892722, 'lng': 120.4169154201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Panas,{'open_now': True},,ChIJ64WB0kuPji0RYNK97fIc26s,5.0,ChIJ64WB0kuPji0RYNK97fIc26s,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ64WB0kuPji0RYNK97fIc26s
OPERATIONAL,"G8HQ+CQW Rano Wanga, Dodolo, Kec. Lore Utara, Kabupaten Poso, Sulawesi Tengah 94653, Indonesia","{'location': {'lat': -1.4713889, 'lng': 120.3394444}, 'viewport': {'northeast': {'lat': -1.470039070107278, 'lng': 120.3407942298928}, 'southwest': {'lat': -1.472738729892722, 'lng': 120.3380945701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Wanga,,"[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116411467739773598147"">A Google User</a>'], 'photo_reference': 'AUGGfZn-rxUz1aT_9f_uDAq1TYGfQCoeiIfNV_Sjweoe7H_Zw8HpHinSSKKqzEjaapZAe-MQeKCnqCgKeahmqHUwqbSaaVu2b4lPfXcSd4fRO_9QYpskruVwMHvyCIhwTXGTTNXmp5hjBeqEp8ntGzjJjkcVSQORIqe10e8KloZeWRjFVMgQ', 'width': 899}]",ChIJgfJaKO6Fji0RrDwBLdV_MYg,4.5,ChIJgfJaKO6Fji0RrDwBLdV_MYg,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJgfJaKO6Fji0RrDwBLdV_MYg
OPERATIONAL,"FCCP+6F, Watutau, Lore Peore, Poso Regency, Central Sulawesi 94653, Indonesia","{'location': {'lat': -1.5294479, 'lng': 120.4361254}, 'viewport': {'northeast': {'lat': -1.528098070107278, 'lng': 120.4374752298927}, 'southwest': {'lat': -1.530797729892722, 'lng': 120.4347755701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Air Terjun Coca Cola, (Napu)",{'open_now': True},,ChIJ0R-gCaqLji0R0Pb2qowJC7w,0.0,ChIJ0R-gCaqLji0R0Pb2qowJC7w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0R-gCaqLji0R0Pb2qowJC7w
OPERATIONAL,"G85J+JJ, Wanga, Lore Peore, Poso Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.490966, 'lng': 120.331605}, 'viewport': {'northeast': {'lat': -1.48977015, 'lng': 120.3332107}, 'southwest': {'lat': -1.49455355, 'lng': 120.3267879}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Benih Ikan Mas Pak Rahmat,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113469404905695579284"">yudhi adnan yudidan</a>'], 'photo_reference': 'AUGGfZmXMwd_Upmq0C51QA1a1-ODphYOOgz9LlcJ7igHKkgUZ7PwewufLgiVkds0H2LV4_wRXsx9re8nyxb9HCIkz_3iOGcwQb41VBLIVVg9sXwUjXfUH7ixeSRuns2L02_xLnHjvv1P2aHpbY36rrgti2u9Kj6EoGRvcEUQZ5s_7MNod5zV', 'width': 2340}]",ChIJjQL5JgCFji0RizbO1ijOmQs,5.0,ChIJjQL5JgCFji0RizbO1ijOmQs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJjQL5JgCFji0RizbO1ijOmQs
OPERATIONAL,"CCX2+PMR, Jl. Watumaeta-Sanginora, Watutau, Kec. Lore Peore, Kabupaten Poso, Sulawesi Tengah 94653, Indonesia","{'location': {'lat': -1.5506378, 'lng': 120.4016278}, 'viewport': {'northeast': {'lat': -1.549294970107278, 'lng': 120.4029602798928}, 'southwest': {'lat': -1.551994629892722, 'lng': 120.4002606201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Stairway to Heaven Lembah Napu,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107464491425218393954"">beta putra</a>'], 'photo_reference': 'AUGGfZnyiqDR5N5-lIF75atDBh4tYBcbjUGM2y1PZWQy3N9HfhN1J2CAk_Jg2-DKXTOPqaB5NfRbq9JPpx4w6uJ14GuaMg_-NJgUmODovaF1g2aIzwhd6w_JrZ6P8yji-e1lSPNaOwLULz_jej2k0x_HCOK8I94e-1RKa-U5Uk2NNzEfk4DL', 'width': 5184}]",ChIJRyDWCcGJji0R0ruhDU8IXAw,5.0,ChIJRyDWCcGJji0R0ruhDU8IXAw,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,https://www.google.com/maps/place/?q=place_id:ChIJRyDWCcGJji0R0ruhDU8IXAw
OPERATIONAL,"G83C+XQJ, Wanga, Lore Peore, Poso Regency, Central Sulawesi 94653, Indonesia","{'location': {'lat': -1.4950331, 'lng': 120.3219035}, 'viewport': {'northeast': {'lat': -1.49093405, 'lng': 120.3253043}, 'southwest': {'lat': -1.49639945, 'lng': 120.3207699}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Mpolenda,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106530144542405854130"">Agus Salim</a>'], 'photo_reference': 'AUGGfZkb6MuG6-Dwit942gxtY_2MR6hEfTHs5RSiKf-ekfkqSdIzcaqD9d29yV-VXTTgB8cAgPeB7qEQ2J_Nya7f59dGTI_n9lobW-LlmkqztWHdfsKBOhaYWrl721l2n_Ddt0wfffYbCBPR3sxbgcONFXEtuEQxurniTnL7vVxcFSSrGvE3', 'width': 4160}]",ChIJD9LG5paFji0RcMVLl7nQRL0,4.8,ChIJD9LG5paFji0RcMVLl7nQRL0,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,,https://www.google.com/maps/place/?q=place_id:ChIJD9LG5paFji0RcMVLl7nQRL0
OPERATIONAL,"CCP9+GV, Watutau, Lore Peore, Poso Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.5636605, 'lng': 120.4196255}, 'viewport': {'northeast': {'lat': -1.562310670107278, 'lng': 120.4209753298927}, 'southwest': {'lat': -1.565010329892722, 'lng': 120.4182756701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Watutau,,"[{'height': 5664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113167875317086697220"">A Google User</a>'], 'photo_reference': 'AUGGfZmZ_kRoal02TpFtu5MDF2Sy_jdkVqGARSDWBUT2hs3RLxKYaR-xnkAAcjjeq-SbV00X-W2xW2N6TWwFqFAdUjPctnzFzsCVVytMZkYM5MIm9_r0O9T1xv-V5dRixSD4FzI5ndn_8Ikrpph4y07uTUcuOumg3fk7yhekBY0Uys4-0VZo', 'width': 2416}]",ChIJqYTbdQCJji0RshLXHi5LHLM,5.0,ChIJqYTbdQCJji0RshLXHi5LHLM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJqYTbdQCJji0RshLXHi5LHLM
OPERATIONAL,"F97M+8G, Watutau, Lore Peore, Poso Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.5366793, 'lng': 120.3838116}, 'viewport': {'northeast': {'lat': -1.535240770107278, 'lng': 120.3851598298927}, 'southwest': {'lat': -1.537940429892722, 'lng': 120.3824601701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lembah Padang Napu,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107464491425218393954"">beta putra</a>'], 'photo_reference': 'AUGGfZn9_g0yBuYuDO0ynOEQv95RVbX19AcZTYRImhRfVd8ehV7BXPahPjbpjJ55SC_N_NPNiRk8pv91MNTb_QrFIu6HJ66L7PJyzoWlD1UgWpNijnkKuBPMViXIRy1HM-rE3W9DMGbNFDUm9kQbXx2iVzi-WD4HPqZgFGWX1P1672eUkkae', 'width': 5184}]",ChIJF1J_4CiJji0RMHHQ97tRmPs,4.7,ChIJF1J_4CiJji0RMHHQ97tRmPs,"['tourist_attraction', 'point_of_interest', 'establishment']",11,,,https://www.google.com/maps/place/?q=place_id:ChIJF1J_4CiJji0RMHHQ97tRmPs
OPERATIONAL,"CCJ3+9G, Watutau, Lore Peore, Poso Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.569025, 'lng': 120.40384}, 'viewport': {'northeast': {'lat': -1.568049870107278, 'lng': 120.4048387298927}, 'southwest': {'lat': -1.570749529892722, 'lng': 120.4021390701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah milik BPK Yahya Patiro,,,ChIJP_HVDgCJji0RmyZhXIYRXig,0.0,ChIJP_HVDgCJji0RmyZhXIYRXig,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJP_HVDgCJji0RmyZhXIYRXig
