business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"HWMH+78J, Ladang Tuha I, Lembah Sabil, Southwest Aceh Regency, Aceh 23762, Indonesia","{'location': {'lat': 3.5832083, 'lng': 96.9282568}, 'viewport': {'northeast': {'lat': 3.584921829892722, 'lng': 96.92950327989273}, 'southwest': {'lat': 3.582222170107278, 'lng': 96.92680362010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suak Beurumbang,"[{'height': 1079, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105504583678667251005"">Rawoh Nanggroe</a>'], 'photo_reference': 'AUGGfZnA55orNFor7lMKxmk_qwwIH4K97sC4aa5FNjeYKogHPZsbVQx7ue4hmrJosrUnmZgnaM0Y9CUA41tgzNNExwMNYSLA0mdSRjQ320FuE578EWfPe5TDc-6oVc3MT4k3QCj8WFl6Kc-7tSFns02z_kW2JtVeNPo4RhTv8WTxz07yeszC', 'width': 1600}]",ChIJiTi35HDQOzARBoLT9DmjU0U,4.3,ChIJiTi35HDQOzARBoLT9DmjU0U,"['tourist_attraction', 'point_of_interest', 'establishment']",36,,,https://www.google.com/maps/place/?q=place_id:ChIJiTi35HDQOzARBoLT9DmjU0U
OPERATIONAL,"JX24+PGX Kaye aceh, Meunasah Sukon, Kec. Lembah Sabil, Kabupaten Aceh Barat Daya, Aceh 23762, Indonesia","{'location': {'lat': 3.6018624, 'lng': 96.956358}, 'viewport': {'northeast': {'lat': 3.603193779892722, 'lng': 96.95772557989272}, 'southwest': {'lat': 3.600494120107278, 'lng': 96.95502592010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pemandian Muara Louser,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105705698769067402022"">A Google User</a>'], 'photo_reference': 'AUGGfZmjnHbpWH5NiHiIN95GjepS8L3IH4xYqGRQTIPP1fFb1PO_5Ur2ygZXD0xItNXvywtAvnEkmDLcQnAs8Mn_k2T-4NMg_5xYpKxeVYIw2PKETMVmXs86svJXD-YXkDRI6EmmWkQ-qLzrt4zd1WR1lcTemzSY123_fx0T2f00YP_WtPKX', 'width': 3264}]",ChIJs_Khm7_ROzARosAqGqyfLV4,4.0,ChIJs_Khm7_ROzARosAqGqyfLV4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJs_Khm7_ROzARosAqGqyfLV4
CLOSED_TEMPORARILY,"JXFC+JW, Hutan Lembah Sabil, Lembah Sabil, Southwest Aceh Regency, Aceh, Indonesia","{'location': {'lat': 3.6240203, 'lng': 96.9723235}, 'viewport': {'northeast': {'lat': 3.624704979892721, 'lng': 96.97383357989273}, 'southwest': {'lat': 3.622005320107277, 'lng': 96.97113392010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Alue Siron,,ChIJq9OhTkTROzARXHAz8-BSLeI,0.0,ChIJq9OhTkTROzARXHAz8-BSLeI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJq9OhTkTROzARXHAz8-BSLeI
OPERATIONAL,"JW25+32C, Sejahtera, Manggeng, Southwest Aceh Regency, Aceh 23762, Indonesia","{'location': {'lat': 3.6001946, 'lng': 96.9075094}, 'viewport': {'northeast': {'lat': 3.601577229892722, 'lng': 96.90888097989271}, 'southwest': {'lat': 3.598877570107278, 'lng': 96.90618132010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suak Udeung,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105504583678667251005"">VeRN</a>'], 'photo_reference': 'AUGGfZkDQXV0oZUenHvwsyJUi-WEqm1pfThwB1I4zcdg1-VKUa8Rbdd9yRyM9ZkpVF960WUe2P4qlthfuVnzcXRbmhooBb4A9n6kWJLZ_ZEWH5toICjI2wvvJvpzA9BmUKnfl1yMH26tX5B8VVWhOrlqE-ZGZG8X1GhVvOvn9W6RVubh34Cc', 'width': 2560}]",ChIJ03afeGPaOzAR5RUE-Lv_otw,4.2,ChIJ03afeGPaOzAR5RUE-Lv_otw,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ03afeGPaOzAR5RUE-Lv_otw
OPERATIONAL,"JW62+F4P, Sejahtera, Manggeng, Southwest Aceh Regency, Aceh 23762, Indonesia","{'location': {'lat': 3.6112128, 'lng': 96.9003247}, 'viewport': {'northeast': {'lat': 3.612586379892722, 'lng': 96.90173202989271}, 'southwest': {'lat': 3.609886720107278, 'lng': 96.89903237010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ujong Manggeng,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111346675359950387443"">A Google User</a>'], 'photo_reference': 'AUGGfZmsDIaxYdoU2PYN3VohIUWydR-DUu06ikPf6ugDCYzIb6bHQlhobdIqBOXWSzGXJTf5AdhNWar_Q9W9WyQ_3mY2koM1kJh7tPkb088cu_ZaVF7WLwoiS7d2oOmDtQrm-J6X5_ohEqMaYR5VcOv75LGYTBaJLTV-E-k5bepx7wF7bksh', 'width': 2448}]",ChIJm4IHDmraOzARIjbJv_GyCkc,4.1,ChIJm4IHDmraOzARIjbJv_GyCkc,"['tourist_attraction', 'point_of_interest', 'establishment']",77,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJm4IHDmraOzARIjbJv_GyCkc
OPERATIONAL,"HWQC+9M, Ladang Tuha II, Southwest Aceh Regency, Aceh 23762, Indonesia","{'location': {'lat': 3.588415, 'lng': 96.921651}, 'viewport': {'northeast': {'lat': 3.590007379892722, 'lng': 96.92311857989273}, 'southwest': {'lat': 3.587307720107278, 'lng': 96.92041892010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Padang Raya Bruk (PRB),"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106630496994590204744"">A Google User</a>'], 'photo_reference': 'AUGGfZlK_dqkduR_vN6iWkDcjwfLnPZy49TctCJraupZw9-0fljmOlzfxFkFkEJ5HsQA_aa9ldpMN2mtFSqBv7IIa8G86FxDhhT7jCG4_P_sRXRGr3iskdDDa079gOBt6w6E4FHCkwlyZMlrA-L8FX276lCpKyvYf18ZJ5xD30o7NOmsW8ZB', 'width': 2340}]",ChIJ59dSJG_ROzARcj7T_jOAHSU,5.0,ChIJ59dSJG_ROzARcj7T_jOAHSU,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJ59dSJG_ROzARcj7T_jOAHSU
OPERATIONAL,"MWMM+X7Q, Hutan Tangantangan, Tangan-Tangan, Southwest Aceh Regency, Aceh 23762, Indonesia","{'location': {'lat': 3.6849569, 'lng': 96.9332357}, 'viewport': {'northeast': {'lat': 3.686306729892721, 'lng': 96.93458552989273}, 'southwest': {'lat': 3.683607070107278, 'lng': 96.93188587010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tuwie Belangông,"[{'height': 329, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103698989533736501054"">A Google User</a>'], 'photo_reference': 'AUGGfZnb2_nBsfpjWYQ6G4-98APYjf9_hiKNo_bBLWQVe2Iqyy-j-1dhWVAlSliCdbgI1cb9duewmCLjbsqvkqsMAtp83lJOS6uR9xj8KyXp0clSRQTQ9NA8MJIbhrdZ8vU6FLacf_fNFjIAp2SeBrsxlfHYdfhcpOBgma0H1ER1KB9IoND9', 'width': 712}]",ChIJdStdM_nXOzARkQpDUmyxXNs,5.0,ChIJdStdM_nXOzARkQpDUmyxXNs,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJdStdM_nXOzARkQpDUmyxXNs
OPERATIONAL,"JVJW+CV, Lhok Pawoh, Manggeng, Southwest Aceh Regency, Aceh, Indonesia","{'location': {'lat': 3.6310724, 'lng': 96.8972046}, 'viewport': {'northeast': {'lat': 3.632429379892722, 'lng': 96.89867507989271}, 'southwest': {'lat': 3.629729720107278, 'lng': 96.89597542010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Menikmati Sunset,,ChIJkynjUQDbOzARpF8CnSngXAc,0.0,ChIJkynjUQDbOzARpF8CnSngXAc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJkynjUQDbOzARpF8CnSngXAc
OPERATIONAL,"MX35+4F4 Alue Breuh Sikai.Alue Gambee.Lhok Batee Intan, Desa Padang, Kec. Manggeng, Kabupaten Aceh Barat Daya, Aceh 23762, Indonesia","{'location': {'lat': 3.6527718, 'lng': 96.95870699999999}, 'viewport': {'northeast': {'lat': 3.6542413, 'lng': 96.96038079999998}, 'southwest': {'lat': 3.6483633, 'lng': 96.9536856}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Neylian,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111514175637692570055"">A Google User</a>'], 'photo_reference': 'AUGGfZmzaGuYRZNkuCUj71T_Vhj8n9QiYWl9M0-8OTAmnFDqawLtIMVtt953e4iIWv9uaKiOVWMdon9W_CEnfg4SBHiah6pcKNSKXVEegiJNwI3rE6uRSONKMQKyGzEy1_Dk1omvfPwZsafE85ijQ3fzSZ5kGeUj6upg40ojFwmYk7yzfMyI', 'width': 1600}]",ChIJJZyyBI_XOzARxjM6v1m3d_A,0.0,ChIJJZyyBI_XOzARxjM6v1m3d_A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJJZyyBI_XOzARxjM6v1m3d_A
OPERATIONAL,"MWRF+9GW, Hutan Tangantangan, Tangan-Tangan, Southwest Aceh Regency, Aceh 23762, Indonesia","{'location': {'lat': 3.6909848, 'lng': 96.92382750000002}, 'viewport': {'northeast': {'lat': 3.692334629892722, 'lng': 96.92517732989275}, 'southwest': {'lat': 3.689634970107278, 'lng': 96.9224776701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ceuraceu Gunong Cut,"[{'height': 1360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104037104516385999162"">Afzhalur Razi</a>'], 'photo_reference': 'AUGGfZnz9w0-OOdw3_NuSIO6QJqhSNK6ZpI4bHvHXzCa8p-aNIwW_Juyx3piItj3SU-cxcLyZDLQnku0XF-wuEeHWtRwfuuPnsepshdAhIEw7Rf_wscIGwzGuTVggXRkhs9i1IENvEK3y9GcHoxwK8tFuDF3TU1epjwOIWKB_gODgk0S8VLO', 'width': 1088}]",ChIJTVKTfdbXOzARwgoGq2erUtU,5.0,ChIJTVKTfdbXOzARwgoGq2erUtU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJTVKTfdbXOzARwgoGq2erUtU
