business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"367C+2MV, Tanjung Uban Kota, North Bintan, Bintan Regency, Riau Islands, Indonesia","{'location': {'lat': 1.0626257, 'lng': 104.2217825}, 'viewport': {'northeast': {'lat': 1.063990079892722, 'lng': 104.2231085798927}, 'southwest': {'lat': 1.061290420107278, 'lng': 104.2204089201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,fajarkhan,ChIJO-kQMwCD2TERNnjAkhwaq-w,0.0,ChIJO-kQMwCD2TERNnjAkhwaq-w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJO-kQMwCD2TERNnjAkhwaq-w
OPERATIONAL,"36FX+75, East Tanjung Uban, North Bintan, Bintan Regency, Riau Islands, Indonesia","{'location': {'lat': 1.0731739, 'lng': 104.247957}, 'viewport': {'northeast': {'lat': 1.074814279892722, 'lng': 104.2491041798927}, 'southwest': {'lat': 1.072114620107278, 'lng': 104.2464045201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumur 2,ChIJ7a3nFwCD2TERAB6_4AyK5_Y,0.0,ChIJ7a3nFwCD2TERAB6_4AyK5_Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7a3nFwCD2TERAB6_4AyK5_Y
OPERATIONAL,"362J+GGG, South Tanjung Uban, North Bintan, Bintan Regency, Riau Islands 29152, Indonesia","{'location': {'lat': 1.051303, 'lng': 104.231317}, 'viewport': {'northeast': {'lat': 1.052791329892722, 'lng': 104.2325732798927}, 'southwest': {'lat': 1.050091670107278, 'lng': 104.2298736201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Sunset Beach, Tanjung Uban Selatan, Kepri.",ChIJxwqVrhuD2TERsCEAKrEW1AU,4.2,ChIJxwqVrhuD2TERsCEAKrEW1AU,"['tourist_attraction', 'point_of_interest', 'establishment']",43,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114293302712792270044"">A Google User</a>'], 'photo_reference': 'AUGGfZnOIuFY-l5YzHP6tNATmUEF22CNVBtcZPaDh-KBV3NLQ8H7eZOmh-rPjkl0TcaoeMvycwC-AjWCSH-6WMB4aa_h_ilQZZFnFMY57oyoPtkiy_kxu9ukEgHhyZvWAndcQm2bXARZ344OLcBEK5UIBzQl-VBM7LISe89a-lK0OQPsknNc', 'width': 3120}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJxwqVrhuD2TERsCEAKrEW1AU
OPERATIONAL,"462Q+VR, North Tanjung Uban, North Bintan, Bintan Regency, Riau Islands, Indonesia","{'location': {'lat': 1.1022167, 'lng': 104.2396073}, 'viewport': {'northeast': {'lat': 1.103660179892722, 'lng': 104.2412402298927}, 'southwest': {'lat': 1.100960520107278, 'lng': 104.2385405701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Heybrid coconut plantation Bara,ChIJEwZHAQCB2TERtGx0gpZgLSA,0.0,ChIJEwZHAQCB2TERtGx0gpZgLSA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJEwZHAQCB2TERtGx0gpZgLSA
OPERATIONAL,"Jl. Raya Busung, Busung, Kec. Seri Kuala Lobam, Kabupaten Bintan, Kepulauan Riau 29152, Indonesia","{'location': {'lat': 1.0135512, 'lng': 104.3221673}, 'viewport': {'northeast': {'lat': 1.014738579892722, 'lng': 104.3237206298927}, 'southwest': {'lat': 1.012038920107278, 'lng': 104.3210209701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gurun Pasir Bintan,ChIJn99st4V32TERIr4UNJ1Ij7g,4.3,ChIJn99st4V32TERIr4UNJ1Ij7g,"['tourist_attraction', 'point_of_interest', 'establishment']",1363,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116915281872664074919"">A Google User</a>'], 'photo_reference': 'AUGGfZkkQIv9EAytu_9srjeXNuPpAxwxLC1P0XYQ0T3Ir-IT8sFQ_BrY85emM7-bAo483BRq-4J9lQVQ4o1QbJtTjEbCdPAWodXwPOmWXU3jeTcfmZX6SDYUZ75em8DOTPz22BWBzAqfzX30twfpHQfDMWtwLANGxrLo0iDa-185OOWkQMdC', 'width': 4000}]",{'open_now': False},"{'compound_code': '287C+CV Busung, Bintan Regency, Riau Islands, Indonesia', 'global_code': '6PH6287C+CV'}",,,https://www.google.com/maps/place/?q=place_id:ChIJn99st4V32TERIr4UNJ1Ij7g
OPERATIONAL,"28W5+835, Kuala Sempang, Seri Kuala Lobam, Bintan Regency, Riau Islands 29152, Indonesia","{'location': {'lat': 1.0457672, 'lng': 104.3077331}, 'viewport': {'northeast': {'lat': 1.047121679892722, 'lng': 104.3090472798927}, 'southwest': {'lat': 1.044422020107278, 'lng': 104.3063476201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Biru Lepan,ChIJHxAu3UB52TERQLhyWHXhaxc,5.0,ChIJHxAu3UB52TERQLhyWHXhaxc,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108999877259383993264"">A Google User</a>'], 'photo_reference': 'AUGGfZlynFCtY67Zb8-_xPbItmChVnqwl0ddmSMyzNQQai69dEmWXcN598qtcnF3VSwP9-SbZG7TEAkW6UIIyOiKYM0abIdaJKbliymr5YEM0eDCjfWWcIg4kUzh2CkEt8COl6Llqpf8VO0Ff87ndww_DJs69qe7FZOLFWNTDZzd800dUZk', 'width': 4608}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJHxAu3UB52TERQLhyWHXhaxc
OPERATIONAL,"465Q+VM5, North Tanjung Uban, North Bintan, Bintan Regency, Riau Islands, Indonesia","{'location': {'lat': 1.109648, 'lng': 104.2392244}, 'viewport': {'northeast': {'lat': 1.110837529892722, 'lng': 104.2407030798927}, 'southwest': {'lat': 1.108137870107278, 'lng': 104.2380034201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CEMARA Beach,ChIJ94CSFEKB2TERPKEevxf2VVQ,4.5,ChIJ94CSFEKB2TERPKEevxf2VVQ,"['tourist_attraction', 'point_of_interest', 'establishment']",19,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116079118585619196294"">welly anggoro</a>'], 'photo_reference': 'AUGGfZnzSQdEiRa_RO9SYJLBUEcMHuUIXK0LrCBZ80tPexO8Xvwk8FLVgk1im4C4pdcjECBEpY8DuS_09waCocR0oeFi1Y7LzPVfQVqG7CEzi0xJQspyApXgrfdBI_V67_Xvm8hIjW6qqxTItCP4M1NJhGApt8pzr-5X9MF7IfGDtfev2Q4T', 'width': 4000}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ94CSFEKB2TERPKEevxf2VVQ
OPERATIONAL,"466R+J7F, North Tanjung Uban, North Bintan, Bintan Regency, Riau Islands, Indonesia","{'location': {'lat': 1.1116433, 'lng': 104.2406365}, 'viewport': {'northeast': {'lat': 1.112938479892722, 'lng': 104.2421028798927}, 'southwest': {'lat': 1.110238820107278, 'lng': 104.2394032201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai pasir putih,ChIJk-XDLSiB2TER0R4oXwCVQ7o,1.0,ChIJk-XDLSiB2TER0R4oXwCVQ7o,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105694858250167952109"">A Google User</a>'], 'photo_reference': 'AUGGfZkhAY9UF20RiZKOMCFP16IvAolyUMppfOCVY3qyOHyM-HiHG1HCC-4awpMUlqka0nH24VOHbvuHGy29cu7UtpllERZ5OB7bStyL1UUD5mLyW48jtrHTLPgHvyaToLNGF_msNoVkztHrBfzBQDXkd3k5BvSTYThS1JkuOHoyVn-_4jJj', 'width': 1080}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJk-XDLSiB2TER0R4oXwCVQ7o
OPERATIONAL,"36XH+PC7, North Tanjung Uban, North Bintan, Bintan Regency, Riau Islands 29152, Indonesia","{'location': {'lat': 1.0992762, 'lng': 104.2285421}, 'viewport': {'northeast': {'lat': 1.100523279892722, 'lng': 104.2300332798927}, 'southwest': {'lat': 1.097823620107278, 'lng': 104.2273336201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kampoeng Bugis,ChIJCWgcrneD2TERgidZBKzeH7E,5.0,ChIJCWgcrneD2TERgidZBKzeH7E,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113690829585799322768"">A Google User</a>'], 'photo_reference': 'AUGGfZmYwGADdlxrzXPX27S6eYFDMA7YlToEdB_GshmQADCqDr2OWXzgkPd8HF7MgjZIsWT230Qtks3KKuYp3jIDcf4rqVuZcs9eTnSX3ueGMM7KC-MDHoJLnveK2rNTFI7w6cPyVfb07aig4jGjPBAXZEy5nBkgXmR3VOtP-4eJsJCRSqA', 'width': 4032}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJCWgcrneD2TERgidZBKzeH7E
OPERATIONAL,"36C7+9JX, Tanjung Uban Kota, North Bintan, Bintan Regency, Riau Islands, Indonesia","{'location': {'lat': 1.0712849, 'lng': 104.2137032}, 'viewport': {'northeast': {'lat': 1.072630229892722, 'lng': 104.2152020798927}, 'southwest': {'lat': 1.069930570107278, 'lng': 104.2125024201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,westernmost point of mainland bintan island,ChIJl1aBDQCD2TERU9tSwDcceCI,5.0,ChIJl1aBDQCD2TERU9tSwDcceCI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJl1aBDQCD2TERU9tSwDcceCI
