formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,url
"Aceh Besar Regency, Aceh, Indonesia","{'location': {'lat': 5.4529168, 'lng': 95.4777811}, 'viewport': {'northeast': {'lat': 5.7558881, 'lng': 95.8411459}, 'southwest': {'lat': 5.052582, 'lng': 95.00970699999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aceh Besar Regency,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116450926282805581334"">A Google User</a>'], 'photo_reference': 'AUGGfZlQTyS3KqdAygH3lri8LGa2zS6EkMPGgb_-qO9iuqCD9hY3bGfVMsunxj7uy_I0bJGvQeQYnBAbpO2c4zvUdFas_h1SHZA1rt0PuVJmN-T9mKoifQ0j1XNMBfEQP3_eDEop_8YnwENEyIlqM2j6aJStLXCoTig2vcyP55QwOoKzdKf2', 'width': 4160}]",ChIJ65zSrPdAQDAR4MwgsoCdAwM,ChIJ65zSrPdAQDAR4MwgsoCdAwM,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ65zSrPdAQDAR4MwgsoCdAwM
"Indra Puri, Indrapuri, Aceh Besar Regency, Aceh, Indonesia","{'location': {'lat': 5.4179675, 'lng': 95.44764219999999}, 'viewport': {'northeast': {'lat': 5.42219, 'lng': 95.4550091}, 'southwest': {'lat': 5.414198, 'lng': 95.4421371}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Indra Puri,,ChIJs_84GQ9BQDARLayALr862bk,ChIJs_84GQ9BQDARLayALr862bk,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJs_84GQ9BQDARLayALr862bk
"Indrapuri, Aceh Besar Regency, Aceh, Indonesia","{'location': {'lat': 5.4128903, 'lng': 95.44554889999999}, 'viewport': {'northeast': {'lat': 5.5336249, 'lng': 95.5724199}, 'southwest': {'lat': 5.301504, 'lng': 95.34343799999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Indrapuri,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103364488184117141515"">Mus Tafa</a>'], 'photo_reference': 'AUGGfZlBl3ZgQgrh-Tb3s9kFkJGq0FIsNDoXlLA1y4AdBeygSC1c4mqWHGQGu0annQGt-Y5zFnAcXRkqqa70RhDGetLDRVuAYzYxDtH0HB7PhnINWH7vuIaDogu6Qx2aafQ7jWtUV4Mmf44fhNh97ocok_qQL1Hk37IG6-YZYl7sh28ehmOU', 'width': 4608}]",ChIJrYp8QXNBQDARka3tK4mwg1k,ChIJrYp8QXNBQDARka3tK4mwg1k,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrYp8QXNBQDARka3tK4mwg1k
"Jalan Indrapuri, Reukih Dayah, Kec. Indrapuri, Kabupaten Aceh Besar, Aceh 23363, Indonesia","{'location': {'lat': 5.4053958, 'lng': 95.4362969}, 'viewport': {'northeast': {'lat': 5.406723279892723, 'lng': 95.43773222989273}, 'southwest': {'lat': 5.404023620107279, 'lng': 95.4350325701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pigeon Tourist Park,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118273009921803697983"">Adi Wenar</a>'], 'photo_reference': 'AUGGfZm_AKdl-FF6H12eSLHeljbjghC8nr7Apdl84qTz3cztBU4QnDC2QhLwl5lTOJ_9aEPqeiAaWr5zpbswXs43Qs9oOqupvh-9dYQuc0Wnu6vTB6bX_gbP9CrejgdJ5luDBBWyIWaOTBVZ6iL-vu5PBz-JvJ25Mm2wnXe33xX6MjMAPr3L', 'width': 1920}]",ChIJ_XUwsaxBQDARaz_Ot_DGm7k,ChIJ_XUwsaxBQDARaz_Ot_DGm7k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'CC4P+5G Reukih Dayah, Aceh Besar Regency, Aceh, Indonesia', 'global_code': '6MQQCC4P+5G'}",3.5,312.0,,https://www.google.com/maps/place/?q=place_id:ChIJ_XUwsaxBQDARaz_Ot_DGm7k
"Jalan Mon Ceunong No.23373, Aneuk Glee, Indrapuri, Aceh Besar Regency, Aceh 23373, Indonesia","{'location': {'lat': 5.3823745, 'lng': 95.4002}, 'viewport': {'northeast': {'lat': 5.383701029892722, 'lng': 95.40159677989271}, 'southwest': {'lat': 5.381001370107279, 'lng': 95.39889712010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mon Ceunong,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117639912597141232673"">A Google User</a>'], 'photo_reference': 'AUGGfZm_Br_IcYlK0I-EKFD8PdCPeu4pK_fdabNCK22tdl9ixYH4SPNU__9CTO-oUtPWXQ4gNQcAnoMwUbUkTjV4Oy5ciiniKk2qFWgYuGLyGsNdnHt32nufywTEYjm9dKCdmt9mbyfgL14TQTeaBb-xEMw11PnoXcAu0HtUiHZdLMrow1Kr', 'width': 3264}]",ChIJAQAAAPw_QDARfXyGX-7v9tI,ChIJAQAAAPw_QDARfXyGX-7v9tI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': '9CJ2+W3 Aneuk Glee, Aceh Besar Regency, Aceh, Indonesia', 'global_code': '6MQQ9CJ2+W3'}",4.6,85.0,,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAPw_QDARfXyGX-7v9tI
"9CWJ+6V4, Krueng Lamkareung, Indrapuri, Aceh Besar Regency, Aceh 23373, Indonesia","{'location': {'lat': 5.395521, 'lng': 95.4322186}, 'viewport': {'northeast': {'lat': 5.396788179892722, 'lng': 95.43358207989272}, 'southwest': {'lat': 5.394088520107278, 'lng': 95.43088242010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Juroeng Iboih,"[{'height': 3152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106722192873801835466"">Abu Muhammad</a>'], 'photo_reference': 'AUGGfZnU5RtI3Awf-tBybtKnXI-dzsv8rNfTHZyqruFWO1VxDPImfRP8l0v7l_-um9NaIfEHUhvIcz6HjUnZ9NcST1Pl5SHpWvSr9RQV3H0jriNjhOpUI9CsOJwEOWFdk9Rxedgh1xt8JH_qdJoI_xlFUYjZJUnwWGjjr7m_HGjslQkfJv7_', 'width': 5488}]",ChIJyz7yZq5BQDARHC9SX-OcLlg,ChIJyz7yZq5BQDARHC9SX-OcLlg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,5.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJyz7yZq5BQDARHC9SX-OcLlg
"GG3P+2P, Mesalee, Indrapuri, Aceh Besar Regency, Aceh, Indonesia","{'location': {'lat': 5.5025471, 'lng': 95.5368428}, 'viewport': {'northeast': {'lat': 5.504651000000002, 'lng': 95.53881237989272}, 'southwest': {'lat': 5.501845799999999, 'lng': 95.53611272010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun kakao ar-rimba,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100340429165794912246"">Aulia Hunting</a>'], 'photo_reference': 'AUGGfZlyxgu9fjXm46tEgZdjBiLpji70foQUBfG4D6Jom8KDLMzllHDt5rceJ7fG_eDaRgQScniWB5AQCFJSsWXIe4-zsq4BkiMWuqH0Gw8V03f1CTea4JVuFA2QjSrap48Vr4pYdee1O28ajFQIYpjM3ykq7fGo91X56-carOcUkItsbg1D', 'width': 3000}]",ChIJM_fUJQNFQDAR_yitMfL5tUk,ChIJM_fUJQNFQDAR_yitMfL5tUk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJM_fUJQNFQDAR_yitMfL5tUk
"CC8W+4MJ, Indra Puri, Indrapuri, Aceh Besar Regency, Aceh 23363, Indonesia","{'location': {'lat': 5.415346899999999, 'lng': 95.4466449}, 'viewport': {'northeast': {'lat': 5.416624129892722, 'lng': 95.44812087989273}, 'southwest': {'lat': 5.413924470107278, 'lng': 95.44542122010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Indra Puri Old Mosque,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109110537459180322998"">Cut Putra</a>'], 'photo_reference': 'AUGGfZlMzHLt-oLP7sQo9Gf3jhDMfb4NFtkBhJFFz1_XI-jkmzIZnGzEx3OP-YLa6qQv0u-GEK6L2kb9fV9EFmPAGG2NztMS2EnNYrkViHrlI-8_WkxC-G9SmLgl2YptN8ks9Mc8AMhNgkZMiKUzEJNEsplJcwEjrH6REDiwPWR9A2ydzajP', 'width': 4096}]",ChIJrzFgnwhBQDARnICTExveJng,ChIJrzFgnwhBQDARnICTExveJng,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.7,283.0,,https://www.google.com/maps/place/?q=place_id:ChIJrzFgnwhBQDARnICTExveJng
"Jl. Guha Lunti, Reukih Dayah, Kec. Indrapuri, Kabupaten Aceh Besar, Aceh 23351, Indonesia","{'location': {'lat': 5.3725942, 'lng': 95.41770849999999}, 'viewport': {'northeast': {'lat': 5.373642779892721, 'lng': 95.4219778}, 'southwest': {'lat': 5.370943120107277, 'lng': 95.41628539999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gua ie,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110736619238024345360"">syarif hidayatullah</a>'], 'photo_reference': 'AUGGfZler5BCsQTH8yCovJvMquRf0iikoA7cYoM9FnwY3dOmYQ68aNPMsJeExuSVxenE-Jwca8eBBBV8-nXp1WfHn2Z2fmvLBnU8E3AdIEvPQ53yZBeaZEzvJBOHj9nglD5LBTjQ7ZfVhlElGVA6xBiTtDpq3dTuBb715B5nn4O5d8bLAg2_', 'width': 3000}]",ChIJS6SzpFFBQDARAZwDPMot3Ls,ChIJS6SzpFFBQDARAZwDPMot3Ls,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '9CF9+23 Reukih Dayah, Aceh Besar Regency, Aceh, Indonesia', 'global_code': '6MQQ9CF9+23'}",5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJS6SzpFFBQDARAZwDPMot3Ls
"9CR3+MQ3, Aneuk Glee, Indrapuri, Aceh Besar Regency, Aceh 23373, Indonesia","{'location': {'lat': 5.3916317, 'lng': 95.4044242}, 'viewport': {'northeast': {'lat': 5.392843329892722, 'lng': 95.40594992989273}, 'southwest': {'lat': 5.390143670107278, 'lng': 95.40325027010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk Aneuk Gle,"[{'height': 3584, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112964724709566411776"">A Google User</a>'], 'photo_reference': 'AUGGfZkWGwD7xlUpgKavlV989nWIbyVxBG2cYIwxGzN3yer1E1mAleR3Umk-ZvAVZ6n5sB-EDpqAgkCwCV50qMdgebZCIEzn-kViIziSWr1TlvJ7KefOTlGmXEx10LzWHJzVC5lGM5pD0xdYSecZc_WyrRxKGzNGdNDaMYglXy-IvyZ2eVNa', 'width': 7168}]",ChIJ6a3S3HNBQDARovIjP0Fvy9c,ChIJ6a3S3HNBQDARovIjP0Fvy9c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,3.7,9.0,,https://www.google.com/maps/place/?q=place_id:ChIJ6a3S3HNBQDARovIjP0Fvy9c
