formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Mumbulsari, Jember Regency, East Java, Indonesia","{'location': {'lat': -8.2381875, 'lng': 113.7120984}, 'viewport': {'northeast': {'lat': -8.2018221, 'lng': 113.7868201}, 'southwest': {'lat': -8.3093001, 'lng': 113.6764179}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mumbulsari,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100478326212968969748"">A Google User</a>'], 'photo_reference': 'AUGGfZnHY-cnfEvRkSc54ew0tz8nAHowQdpH9z_QgWR4m5XcFGuGCG3TlulR987Ghkunt7gzW7IyIz0fHC3Rv4czazo6wq6hs4Ybif0OMntL57PUpZyjjUChAqOGWVgTW03I1rXE_Qp6tPDb8sEA60r7WqB4sCc55W5MafTOPqQog7GArOcw', 'width': 4096}]",ChIJW0Mywo6X1i0RFvtkxjYT9DU,ChIJW0Mywo6X1i0RFvtkxjYT9DU,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJW0Mywo6X1i0RFvtkxjYT9DU
"Area Kebun, Suco, Mumbulsari, Jember Regency, East Java 68174, Indonesia","{'location': {'lat': -8.2689132, 'lng': 113.7661084}, 'viewport': {'northeast': {'lat': -8.26763332010728, 'lng': 113.7675478798927}, 'southwest': {'lat': -8.270332979892723, 'lng': 113.7648482201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jubang Stone Hill,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109344257188769625261"">Gosi Hidayat</a>'], 'photo_reference': 'AUGGfZlU-S1kETDSmkAmq8rlzG2DpVnMMlVfN-la1VqQjyYK4BgXXahO0mxwX3eD7pHtTnriqrbrWv1d_MilBvvlF5e-ACE0zyOL7GVgeDlqCGtljeJ_zF4XvCEZ9hyKtmdVN9-1tSirc2vqwDo9oB_OBat9_TXdJCO0XSAXlRtABKOM4ucX', 'width': 8000}]",ChIJrWGw8Kqj1i0R1Id851uLsUw,ChIJrWGw8Kqj1i0R1Id851uLsUw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'PQJ8+CC Suco, Jember Regency, East Java, Indonesia', 'global_code': '6P3MPQJ8+CC'}",4.3,371.0,https://www.google.com/maps/place/?q=place_id:ChIJrWGw8Kqj1i0R1Id851uLsUw
"QP9F+GQ2, Jl. Kebun Mumbul, Krajan, Lengkong, Kec. Mumbulsari, Kabupaten Jember, Jawa Timur 68174, Indonesia","{'location': {'lat': -8.231245099999999, 'lng': 113.7243987}, 'viewport': {'northeast': {'lat': -8.230180170107277, 'lng': 113.7257205298927}, 'southwest': {'lat': -8.23287982989272, 'lng': 113.7230208701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kebun Mumbul,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116720297607057923851"">Fajar Al-amin</a>'], 'photo_reference': 'AUGGfZmYcyIaUcAhhhDda8iw9H0yoGGsOU4u5-Ua-PFBufJAcMBsokUE2j18HijWOJauspN2y71gdJSRnGtDTHPOCKGAtwe5p_9HX9zrVuU_DRs59g6k_BH868rNicbxhnsj55if96evfGMR3YCqtmgLafxsUGSxvzH2I8DlFkJ4uglQl4yM', 'width': 4160}]",ChIJ_bNgaK-X1i0RnG6A2V9WO5M,ChIJ_bNgaK-X1i0RnG6A2V9WO5M,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.3,58.0,https://www.google.com/maps/place/?q=place_id:ChIJ_bNgaK-X1i0RnG6A2V9WO5M
"Krajan, Lengkong, Mumbulsari, Jember Regency, East Java 68174, Indonesia","{'location': {'lat': -8.2311402, 'lng': 113.7231085}, 'viewport': {'northeast': {'lat': -8.230068220107277, 'lng': 113.7243175298927}, 'southwest': {'lat': -8.232767879892721, 'lng': 113.7216178701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mumbul Garden,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107804326876552751565"">THE NEW HABIBI OF BADRIYO</a>'], 'photo_reference': 'AUGGfZmrXGTFCI6v_DYe_aB6IAwWBeyJ1e5YQC3aNNx3J0INEA0C7Yc3_UO_-XtlIJmMlzlr24SWwvHChmbxb9UuZ9hWBVZFZFXRceN3ITmzlmRCwzzusxSvDMNb2Ti3SotjanWz4inGdH0OeqwVbMfprB5ecNP0TYYa0UP_or3GHW1cN64A', 'width': 4160}]",ChIJcej8Z6-X1i0RjlHY6hwn19I,ChIJcej8Z6-X1i0RjlHY6hwn19I,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'QP9F+G6 Lengkong, Jember Regency, East Java, Indonesia', 'global_code': '6P3MQP9F+G6'}",4.1,668.0,https://www.google.com/maps/place/?q=place_id:ChIJcej8Z6-X1i0RjlHY6hwn19I
"MQVC+G65, Area Kebun, Suco, Kec. Mumbulsari, Kabupaten Jember, Jawa Timur 68174, Indonesia","{'location': {'lat': -8.3062262, 'lng': 113.7706124}, 'viewport': {'northeast': {'lat': -8.304876370107278, 'lng': 113.7719622298927}, 'southwest': {'lat': -8.307576029892722, 'lng': 113.7692625701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Mandigu,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106203305006203377464"">ghofrie nurhidayat</a>'], 'photo_reference': 'AUGGfZnQbxwIxc1-VLg040udPg9_yZhlo8Db0JVXF9bpmdN0sYrAZr2nD7U_u5o3mj_-WbMu6h76RBoF4YgN0cjLgTQrhypCJ693zStbdVZLML-jxZ_W7QdvlbmtQkoHlqisQknjrNoOjjlM_Xb1BGs7j2Ya0ZoJkmFQDFKTyBbMb05jtYS5', 'width': 3024}]",ChIJI8OU6nui1i0RUyhuh5Ed9a8,ChIJI8OU6nui1i0RUyhuh5Ed9a8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.5,25.0,https://www.google.com/maps/place/?q=place_id:ChIJI8OU6nui1i0RUyhuh5Ed9a8
"Mumbulsari, Jember Regency, East Java, Indonesia","{'location': {'lat': -8.256564899999999, 'lng': 113.7335321}, 'viewport': {'northeast': {'lat': -8.227235, 'lng': 113.753093}, 'southwest': {'lat': -8.2801301, 'lng': 113.711193}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mumbulsari,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108031541137180938534"">Dhimas Rhiyan</a>'], 'photo_reference': 'AUGGfZnHTwwbLpvwb1UrA2GoGHEcdOCeD90aV7pbcHCFHa9Sw_LgaBxjIriiZDaOqr63FOB7HwUkUsONicLTxbNJRPtDul9tkE7Ca1uU7BxvATLVBk2b1Sd36TlFc8bsnrt_Du7HCFCLpVjIT3HCo6n0TS83g-DD0niLnASgxVORzkAO_MJT', 'width': 3264}]",ChIJ9cESZ46X1i0Rz4BcH1l4ET4,ChIJ9cESZ46X1i0Rz4BcH1l4ET4,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9cESZ46X1i0Rz4BcH1l4ET4
"Area Kebun, Suco, Mumbulsari, Jember Regency, East Java 68174, Indonesia","{'location': {'lat': -8.2713538, 'lng': 113.7831681}, 'viewport': {'northeast': {'lat': -8.270003970107277, 'lng': 113.7845179298927}, 'southwest': {'lat': -8.272703629892721, 'lng': 113.7818182701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan Puncak Jaya,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105840658238111607191"">A Google User</a>'], 'photo_reference': 'AUGGfZm2FrTyvncmhDTQ3b5ZBNvSE5ZaH85YYABbkpbPB9Lv8VLMJCLUgGmH-TdAN2Q3L9tvwFo4fUkck9MsXz6gGIVm3Ckhs035_7BSzFlfI2dHIMxxpUAtnuhI7gX2ymJWOeJbyFdcmoe5FwVbwQIms8VfErjTaZKo5oHrbM0pIYkOXLVr', 'width': 4160}]",ChIJocjeILCj1i0RYur-tw05gx8,ChIJocjeILCj1i0RYur-tw05gx8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'PQHM+F7 Suco, Jember Regency, East Java, Indonesia', 'global_code': '6P3MPQHM+F7'}",4.4,7.0,https://www.google.com/maps/place/?q=place_id:ChIJocjeILCj1i0RYur-tw05gx8
"PM6V+PRC, Kajar Rejo, Kawangrejo, Kec. Mumbulsari, Kabupaten Jember, Jawa Timur 68174, Indonesia","{'location': {'lat': -8.288186099999999, 'lng': 113.6945184}, 'viewport': {'northeast': {'lat': -8.286533220107277, 'lng': 113.69521115}, 'southwest': {'lat': -8.28923287989272, 'lng': 113.69244015}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Ptp. Mumbul sari,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118204161898885700976"">Abdul Latif</a>'], 'photo_reference': 'AUGGfZmt7pvPWi0XctTUB9BxpOMqx8AeZONPHrhHz0WSZpqXzR-7rrNX2Hw_PJ534dRfBeJRpaLSw7yzIcZH-bhmMemM7r91vBK9E_IXjnu-cz6ET9tGxMeWdnI3qnZ4TYHVZwf2U8wZR3Q-z6Zo96sL6QMlksxvJAJ42iQj2bEXIkTku_lE', 'width': 5184}]",ChIJN_oEXr6Z1i0RgbkARB5QbgY,ChIJN_oEXr6Z1i0RgbkARB5QbgY,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.3,26.0,https://www.google.com/maps/place/?q=place_id:ChIJN_oEXr6Z1i0RgbkARB5QbgY
"PP7Q+3FV, Curah Pinang, Tamansari, Kec. Mumbulsari, Kabupaten Jember, Jawa Timur 68174, Indonesia","{'location': {'lat': -8.2872561, 'lng': 113.7386837}, 'viewport': {'northeast': {'lat': -8.28583892010728, 'lng': 113.7400294798927}, 'southwest': {'lat': -8.288538579892723, 'lng': 113.7373298201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah HAMDI,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111369732951675827252"">A Google User</a>'], 'photo_reference': 'AUGGfZmceumyU2eeSeAYFbx-iS6wP1PcijgH59xil-3OMp0zG0imUI48Adx-JWK75QIhvP1h0tAV3YtQOESJlqA0gjXR7zGBA1gkpI650aFxZLmuX6eodEO0_rONH2dwThYolwgwJ6SZ-lq8vJRi1yhjBzQBh_p9Ntfq22vt-OJx0vV5GSZ0', 'width': 1728}]",ChIJb8JCcQCZ1i0RjA_QNpicAVU,ChIJb8JCcQCZ1i0RjA_QNpicAVU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,5.0,1.0,https://www.google.com/maps/place/?q=place_id:ChIJb8JCcQCZ1i0RjA_QNpicAVU
"Mumbulsari, Pesi Mangar, Lampeji, Mumbulsari, Jember Regency, East Java, Indonesia","{'location': {'lat': -8.256136999999999, 'lng': 113.745697}, 'viewport': {'northeast': {'lat': -8.2450945, 'lng': 113.7617044}, 'southwest': {'lat': -8.2671792, 'lng': 113.7296896}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mumbulsari,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111048120466212941704"">Very Ganteng</a>'], 'photo_reference': 'AUGGfZn4dNvPiVEt6oZzobeeWwRiUMQd22OtDJHRqX7Fsm7AWk7OMJjhZ9DsSehY_HOH8WF8qHLlcSlrtsWjfDRfVm9PqOJObJqWZkcYSpMWXMg-SfUPbnkR9B9d5T8XFvfPLD2kCaDd4M2HI9ak48GMSKP1ghrhX4XSx2Ffd8iyw9Mux87x', 'width': 3120}]",ChIJsyJhqfaX1i0RizYLzm4cT64,ChIJsyJhqfaX1i0RizYLzm4cT64,"['neighborhood', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJsyJhqfaX1i0RizYLzm4cT64
