business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,plus_code,url
OPERATIONAL,"2MPW+69G, Kalilembu Utara, Kalilembu, Kec. Karangdadap, Kabupaten Pekalongan, Jawa Tengah 51174, Indonesia","{'location': {'lat': -6.9644564, 'lng': 109.696638}, 'viewport': {'northeast': {'lat': -6.963164020107278, 'lng': 109.6979823798927}, 'southwest': {'lat': -6.965863679892721, 'lng': 109.6952827201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wader sempalan,ChIJ6xJOS8IjcC4RxYob5Cg7Mhw,0.0,ChIJ6xJOS8IjcC4RxYob5Cg7Mhw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6xJOS8IjcC4RxYob5Cg7Mhw
CLOSED_TEMPORARILY,"2MGC+R7M, Kalaisalak Kulon, Jrebeng Kembang, Kec. Karangdadap, Kabupaten Pekalongan, Jawa Tengah, Indonesia","{'location': {'lat': -6.9729081, 'lng': 109.6706722}, 'viewport': {'northeast': {'lat': -6.971570270107278, 'lng': 109.6720745798927}, 'southwest': {'lat': -6.974269929892722, 'lng': 109.6693749201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan pak dhe Rapadi,ChIJH0JWk8IjcC4R2R6NKj7wnwY,0.0,ChIJH0JWk8IjcC4R2R6NKj7wnwY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJH0JWk8IjcC4R2R6NKj7wnwY
CLOSED_TEMPORARILY,"2MPW+FCF, Kalilembu Utara, Kalilembu, Kec. Karangdadap, Kabupaten Pekalongan, Jawa Tengah 51174, Indonesia","{'location': {'lat': -6.9635944, 'lng': 109.69647}, 'viewport': {'northeast': {'lat': -6.962488270107278, 'lng': 109.6978097298927}, 'southwest': {'lat': -6.965187929892722, 'lng': 109.6951100701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wader adus kali,ChIJ__hzisQjcC4RLXjc3A37dQQ,0.0,ChIJ__hzisQjcC4RLXjc3A37dQQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJ__hzisQjcC4RLXjc3A37dQQ
OPERATIONAL,"2P4G+87H, Sawah Dan Hutan Kebun, Krompeng, Kec. Talun, Kabupaten Pekalongan, Jawa Tengah 51192, Indonesia","{'location': {'lat': -6.994180999999999, 'lng': 109.7257289}, 'viewport': {'northeast': {'lat': -6.993415720107278, 'lng': 109.7268881298927}, 'southwest': {'lat': -6.996115379892722, 'lng': 109.7241884701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OW. Si Gong Krompeng,ChIJlWKkA6QjcC4R1GnAT_KsA00,3.9,ChIJlWKkA6QjcC4R1GnAT_KsA00,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103532605534554721590"">dimas indra</a>'], 'photo_reference': 'AUGGfZlA52NO5Nf3sAh3R6VOwD3h9MbpG78Dj_8oHjQDJ8radT5MkuZcvOomLZoNo5x6Nc-52rI7kkilh2BcHWXIJ8sz25xwPO-FQdCb98S-O8A-X-wtxiPpq4KJEdgvY1qion7GkPC43zZPdE0fWml5EBnYBZ_lzCOerVz4XpSMzhfA7jOU', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJlWKkA6QjcC4R1GnAT_KsA00
OPERATIONAL,"XMVH+4RR, Sawah, Kalimojosari, Kec. Doro, Kabupaten Pekalongan, Jawa Tengah, Indonesia","{'location': {'lat': -7.007124999999999, 'lng': 109.6795154}, 'viewport': {'northeast': {'lat': -7.005463970107276, 'lng': 109.6808848798927}, 'southwest': {'lat': -7.00816362989272, 'lng': 109.6781852201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Ekowisata sungai desa kalimojosari, kec. Doro, kabupaten pekalongan",ChIJm2p5CAcjcC4R7cp4rZ9uV9c,5.0,ChIJm2p5CAcjcC4R7cp4rZ9uV9c,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100661441553497979220"">A Google User</a>'], 'photo_reference': 'AUGGfZkw548mUTJWkVUM9eqKWwSe3qNmaJXCBJapVlGrwsjauzdB1HLUkrg2AzAjOFcGukgt3wf5lwzC8Zkz8h-OjuaXpCEuZqi6aJ8fA5rzHhifZsp1veoPVExErYhbuXf8A8TYrJQp9eYW0jh38GnUWCTFdsE_baX7MprxGVIhbFM-lTIv', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJm2p5CAcjcC4R7cp4rZ9uV9c
OPERATIONAL,"Langkap, Kedungwuni, Pekalongan Regency, Central Java 51173, Indonesia","{'location': {'lat': -6.992233199999999, 'lng': 109.668342}, 'viewport': {'northeast': {'lat': -6.990969870107278, 'lng': 109.6696070298927}, 'southwest': {'lat': -6.993669529892721, 'lng': 109.6669073701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam renang dikampung sport centre,ChIJWb-ZgEMjcC4RHtQcEvru_9w,5.0,ChIJWb-ZgEMjcC4RHtQcEvru_9w,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111500228977819212288"">A Google User</a>'], 'photo_reference': 'AUGGfZnt1TjniCN51FP9xKZwB4dmtWhJabQd77NL70QnFgtDVd9AoCCHawf9Q-MHmfj9iLOjDg3-DZNzimU4Zvo-Tzv2tVBz2lL1j9xBSLAtMbBGpDbsMaYlm09UjNzyuDu-XLOgQhJdN8ga68-qUjPs3YjBQd8tZJp2151U7fciQGfK0OuN', 'width': 3456}]",{'open_now': False},"{'compound_code': '2M59+48 Langkap, Pekalongan Regency, Central Java, Indonesia', 'global_code': '6P5F2M59+48'}",https://www.google.com/maps/place/?q=place_id:ChIJWb-ZgEMjcC4RHtQcEvru_9w
OPERATIONAL,"XJJJ+22G, Gg. Ps., Sawah, Karangsari, Kec. Karanganyar, Kabupaten Pekalongan, Jawa Tengah 51182, Indonesia","{'location': {'lat': -7.0199459, 'lng': 109.6300652}, 'viewport': {'northeast': {'lat': -7.018537720107277, 'lng': 109.6312967798927}, 'southwest': {'lat': -7.021237379892721, 'lng': 109.6285971201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Al Kautsar,ChIJv8lvMJofcC4RobW7jG6h6vM,3.8,ChIJv8lvMJofcC4RobW7jG6h6vM,"['tourist_attraction', 'point_of_interest', 'establishment']",20,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116110514034702871565"">A Google User</a>'], 'photo_reference': 'AUGGfZlHiJniQgl4lK9m_CU9Uqr7to-OW-_TO3M39gNDvZsKWJ9wQDUZfZmbMjU_IloZf9Xk_WS6v-oRQanqyJlBVdSxEuLS8e7ukZBPMpoCLWpRNXR6QReOXxDNdfnpv44VAY-DbDzvk0G49p5T-iA9j45ExizTIVbFB_9vV0TfnLwpAVsR', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJv8lvMJofcC4RobW7jG6h6vM
OPERATIONAL,"XPR8+GX4, Kalibakung, Kalirejo, Kec. Talun, Kabupaten Pekalongan, Jawa Tengah 51192, Indonesia","{'location': {'lat': -7.008740299999999, 'lng': 109.717462}, 'viewport': {'northeast': {'lat': -7.007339670107277, 'lng': 109.7188014298927}, 'southwest': {'lat': -7.010039329892721, 'lng': 109.7161017701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lingkungan kali bakung Kalirejo Talun,ChIJzZaYRCUZcC4Rla7ChQz_QkY,4.5,ChIJzZaYRCUZcC4Rla7ChQz_QkY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111646337958071477406"">A Google User</a>'], 'photo_reference': 'AUGGfZkpPURLS40Xd5hK7z5OBOdFfiSaosJGHRqKpsQyuMrhnuz6luPfN-Hpq3lIHscJocFZwFjsx2MH4SN04ELW3zo6B8fJ2JBirFZhq9j9fbsxcaEprvP3Vqq6sTjbkNSIXGud4mLw34ZaJhbWa53xcvG5Cv6DDkxHze9UJyNWDkQAJLnS', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJzZaYRCUZcC4Rla7ChQz_QkY
OPERATIONAL,"Jl. Raya Kayugeritan No.1, Kebun, Karangsari, Kec. Karanganyar, Kabupaten Pekalongan, Jawa Tengah 51182, Indonesia","{'location': {'lat': -7.024535299999999, 'lng': 109.6317409}, 'viewport': {'northeast': {'lat': -7.023157070107279, 'lng': 109.6329903798927}, 'southwest': {'lat': -7.025856729892722, 'lng': 109.6302907201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Danau Alkautsar,ChIJ3QiWaLAfcC4RkMVjQmSmvQk,4.0,ChIJ3QiWaLAfcC4RkMVjQmSmvQk,"['tourist_attraction', 'point_of_interest', 'establishment']",213,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117874765830930216013"">Ahmad Faisal</a>'], 'photo_reference': 'AUGGfZk7G6dK2l63dOsgFS6AcUxlOHvGJ6_qreInMYYpcWAamqZjqTkD-ww9bXZHIY60MUz1S7AhcZLLDj8zsSywTRqjXewV8jL1auDqejPOz9YhF48KGjoQes-_lyiXnQ-kMNW7R7pnCfJ3JU-Th-McK6IPp8Xq8emYn_tLbY9YSDwUAikd', 'width': 3000}]",,"{'compound_code': 'XJGJ+5M Karangsari, Pekalongan Regency, Central Java, Indonesia', 'global_code': '6P4FXJGJ+5M'}",https://www.google.com/maps/place/?q=place_id:ChIJ3QiWaLAfcC4RkMVjQmSmvQk
OPERATIONAL,"XM5V+76G, Sawah Dan Kebun, Doro, Kec. Doro, Kabupaten Pekalongan, Jawa Tengah 51191, Indonesia","{'location': {'lat': -7.0418052, 'lng': 109.6930914}, 'viewport': {'northeast': {'lat': -7.040110670107278, 'lng': 109.6943127798927}, 'southwest': {'lat': -7.042810329892721, 'lng': 109.6916131201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tapak Menjangan,ChIJr0eHQeYYcC4R9VOKFghU4io,4.3,ChIJr0eHQeYYcC4R9VOKFghU4io,"['tourist_attraction', 'point_of_interest', 'establishment']",281,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102434865719439167229"">juesron ppp</a>'], 'photo_reference': 'AUGGfZn1iS_N-pwxqlxyg27x_MZO0rBFwEYy3EoWbkDfIlS8_u9rsI12-z3j-E4Imuf16usvVWGQWsDmV1BSaW8cpFjjkeQtJP-c8OcKdqn6GML8xBOGvubJ7r67nfhrP79BPF5jH3GaQZliYOjTQqBj7yNritH72PFQTh8SLWN0Hp6HUzR6', 'width': 3264}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJr0eHQeYYcC4R9VOKFghU4io
