formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Mayong, Jepara Regency, Central Java, Indonesia","{'location': {'lat': -6.7488701, 'lng': 110.7578395}, 'viewport': {'northeast': {'lat': -6.641280000000001, 'lng': 110.83741}, 'southwest': {'lat': -6.7912901, 'lng': 110.72487}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mayong,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114143118919139596341"">estu jati</a>'], 'photo_reference': 'AUGGfZlxrQoVFZ-Yo4DdUxa-yV7fY_ZXzMYPvQIZM6ziog6uwDdvVahXTv_oeVVdJGIqPs3Jn3i6jOgrjCwG3dByL2V0M_R46mbO42FxqsclWqFqLQrwe4VUbmnqtEnO3KWmUtJ7JN03tdRoOvOpxxOItVX-hPk5BnK7z7QIKK5TAlmmu7uG', 'width': 3456}]",ChIJ12jZ1Z_ecC4RTuNuo_6jgCg,ChIJ12jZ1Z_ecC4RTuNuo_6jgCg,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ12jZ1Z_ecC4RTuNuo_6jgCg
"Jebol, Mayong, Jepara Regency, Central Java, Indonesia","{'location': {'lat': -6.7287487, 'lng': 110.7584366}, 'viewport': {'northeast': {'lat': -6.719189999999999, 'lng': 110.766907}, 'southwest': {'lat': -6.7368801, 'lng': 110.7513239}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jebol,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102712890823556130587"">A Google User</a>'], 'photo_reference': 'AUGGfZk4Wo0hqkntUB-HQTgXDrlums6uZ4tSwatDZ38mx4yfh1ZHJY0W077jfDGyrooQRHPGkOHCK0_ghPUkESZ36XnbaHnAk4NMUz4Cl9yXDrGQ9NZiBBFpD9o1ztn3PgKIqXqO7K9TQsW5JQ6DTlCnCdIQCraDnFaPJW1oXYe7QuqD4F9L', 'width': 2448}]",ChIJXcS7Ws3dcC4R-S5w2WipEaY,ChIJXcS7Ws3dcC4R-S5w2WipEaY,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJXcS7Ws3dcC4R-S5w2WipEaY
"Tirto, Bategede, Nalumsari, Jepara Regency, Central Java 59466, Indonesia","{'location': {'lat': -6.6713933, 'lng': 110.8277087}, 'viewport': {'northeast': {'lat': -6.670067720107278, 'lng': 110.8290622298927}, 'southwest': {'lat': -6.672767379892722, 'lng': 110.8263625701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wana Wisata Sreni Indah,"[{'height': 2396, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105704012602350229525"">Real Gamers</a>'], 'photo_reference': 'AUGGfZl2opg8tRRJFvNYTqwoNz6bmrWezudHOt2Obn4ZOA8rgBQXoj5FfET9XeJcQeE1UgyPYIgxP1X7RPjwUlnd6vydko6FCkxgaOyeY3jzaArP2ysr9qCGsxQzja6mdqv_lvFdjbilNqu0JZPc4SoV-mG1dMQ9RufnQYVYorzRWP3OhmDB', 'width': 3179}]",ChIJNy184t7YcC4RtNb5p95o8vE,ChIJNy184t7YcC4RtNb5p95o8vE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '8RHH+C3 Bategede, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5G8RHH+C3'}",4.2,2127.0,https://www.google.com/maps/place/?q=place_id:ChIJNy184t7YcC4RtNb5p95o8vE
"Somosari VI, Somosari, Batealit, Jepara Regency, Central Java 59461, Indonesia","{'location': {'lat': -6.635785599999999, 'lng': 110.8436583}, 'viewport': {'northeast': {'lat': -6.634435770107276, 'lng': 110.8450081298927}, 'southwest': {'lat': -6.63713542989272, 'lng': 110.8423084701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Banyu Anjlok,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104038184315352082645"">The Land Alviero Jr.</a>'], 'photo_reference': 'AUGGfZlNkdlGg1UTCJM6w-jJsr7CvZprD_TfBSO__3Pe2QqC65UZOzDG4NPxRdeXREeOxgf4pIZWY3nCMBwf1f-_UgkAc6cxH4Q4PN_6-tuLp7p06g-TcHikiVUqVs6M-7VDDfAsHK6G_3wXmLQ9U8idEk_miwNppmqr9AKY7RnPXcNL94qp', 'width': 2448}]",ChIJj_xRcZvYcC4RphxenxAdgQk,ChIJj_xRcZvYcC4RphxenxAdgQk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': '9R7V+MF Somosari, Jepara Regency, Central Java, Indonesia', 'global_code': '6P5G9R7V+MF'}",4.5,239.0,https://www.google.com/maps/place/?q=place_id:ChIJj_xRcZvYcC4RphxenxAdgQk
"Jepara Regency, Central Java, Indonesia","{'location': {'lat': -6.582711000000001, 'lng': 110.6786933}, 'viewport': {'northeast': {'lat': -5.725698, 'lng': 110.9770281}, 'southwest': {'lat': -6.7963591, 'lng': 110.1624451}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jepara Regency,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101428859278506629599"">Muhammad umar maulana</a>'], 'photo_reference': 'AUGGfZlde83vdPJdvQ2tfmyDQlkOSHyyMplAn-C4CYnxNsgiEd0C5qxUuEmFfZRnLCQLlErMSp5qiUcEG5BcyQcr1SbuBf1h6c45dAMcOLaYWSwXiDQ__1M3kBU6FEevrzGV0WulGfE51pdf-WFzRumoLRgZSmxdZKbrU8Hb4-vIzxOx7B2u', 'width': 6000}]",ChIJM33XVdcgcS4RQLtS43Z6AgM,ChIJM33XVdcgcS4RQLtS43Z6AgM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJM33XVdcgcS4RQLtS43Z6AgM
"9R2G+G8F, Dusun 7, Bungu, Kec. Mayong, Kabupaten Jepara, Jawa Tengah 59465, Indonesia","{'location': {'lat': -6.6486911, 'lng': 110.8257943}, 'viewport': {'northeast': {'lat': -6.64768455, 'lng': 110.8265622298927}, 'southwest': {'lat': -6.65171075, 'lng': 110.8238625701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Suroloyo,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112345443776141921952"">Daffa Satria</a>'], 'photo_reference': 'AUGGfZliYmwuLMWSgQ4KHmH6BfGpFKwLb0Kr8FGQudEj8Tus2kqkknMXaXs2wGyY91vr60V_3WH9HrYIrhuC2JsPsRO1_q6-J-Re19LjcmolV_6jvYkSXTIgiM4a_TXK9k5KojCmG7pZHfM2f5ct7P5k-eo7VYEObt38_m7x1FY6BSCBk_fW', 'width': 4160}]",ChIJ-YR2AbzYcC4RtsdGY5zlabk,ChIJ-YR2AbzYcC4RtsdGY5zlabk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.0,26.0,https://www.google.com/maps/place/?q=place_id:ChIJ-YR2AbzYcC4RtsdGY5zlabk
"8RWP+G74, Dusun 11, Bungu, Kec. Mayong, Kabupaten Jepara, Jawa Tengah 59465, Indonesia","{'location': {'lat': -6.653742299999999, 'lng': 110.8357067}, 'viewport': {'northeast': {'lat': -6.652392470107277, 'lng': 110.8370565298927}, 'southwest': {'lat': -6.655092129892721, 'lng': 110.8343568701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tempuran,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117000184773702500262"">Aul lia</a>'], 'photo_reference': 'AUGGfZmIQ_5A-XZSm7VPshdDBBH89dD6WwV13Hb92qAGT8uAIch52aeIBbdKE1r6q_cLuDd2zzTfwFLBUE2aQUdm2lTvjfciiymf7wHgVOwfH34urxDPxPoqgsP_1RibKNoM2tiiEEpVOVZS2U1_eTpJryLiSyLS-HhK2hUmT2L2jXj5O401', 'width': 3120}]",ChIJu6vKsIrZcC4R5nXLVAFUfbE,ChIJu6vKsIrZcC4R5nXLVAFUfbE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.1,22.0,https://www.google.com/maps/place/?q=place_id:ChIJu6vKsIrZcC4R5nXLVAFUfbE
"8RRG+2PX, Dusun 11, Bungu, Kec. Mayong, Kabupaten Jepara, Jawa Tengah 59465, Indonesia","{'location': {'lat': -6.659892999999999, 'lng': 110.826848}, 'viewport': {'northeast': {'lat': -6.658454020107277, 'lng': 110.8281039298927}, 'southwest': {'lat': -6.661153679892721, 'lng': 110.8254042701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Nganjok Bungu,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106298126374845054856"">A Google User</a>'], 'photo_reference': 'AUGGfZnl1zJyHLFKlbDjsm-8bbBCSlDPkxbgRb302RMVSr9LJqepYMMNDGSmOIey2pqd1fugcfr-S3inljhH1NVBF1RaAG52I0ohWbsx005JOTQCoiGwBveGFj8R8GY5O-BE1EHtlbqC5vdTPh5dqN-5EXFa2oOsMfT9SaW5dBakXFKArU1T', 'width': 3120}]",ChIJAUU66sPYcC4RHe6QY3TSBUo,ChIJAUU66sPYcC4RHe6QY3TSBUo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,3.8,63.0,https://www.google.com/maps/place/?q=place_id:ChIJAUU66sPYcC4RHe6QY3TSBUo
"9R7F+F56, Somosari VI, Somosari, Kec. Batealit, Kabupaten Jepara, Jawa Tengah 59461, Indonesia","{'location': {'lat': -6.6363262, 'lng': 110.8229009}, 'viewport': {'northeast': {'lat': -6.634422900000002, 'lng': 110.8238715798927}, 'southwest': {'lat': -6.6420361, 'lng': 110.8211719201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Niagara Dong Paso,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106298126374845054856"">A Google User</a>'], 'photo_reference': 'AUGGfZnMTGK9NtnGEb9c41KFxx53M2_YFWNBTjqy4yuXgzqUAduFnMEqGOcm1igpovy3d_VRT_QZaW2J4vEfsCfpVDjoKPFvrlK5i7URk0hm34A1wFL-GcIL5qoKL-_E4QtbclCPud1qX0Oy4se2M6qyBBcjTn4LOCcp9N21o1VcklsZRnGD', 'width': 4160}]",ChIJn6QeAqfYcC4RtW-vO7yyq3A,ChIJn6QeAqfYcC4RtW-vO7yyq3A,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.4,217.0,https://www.google.com/maps/place/?q=place_id:ChIJn6QeAqfYcC4RtW-vO7yyq3A
"Kriyan, Kalinyamatan, Jepara Regency, Central Java, Indonesia","{'location': {'lat': -6.7327184, 'lng': 110.7256564}, 'viewport': {'northeast': {'lat': -6.729086, 'lng': 110.73205}, 'southwest': {'lat': -6.74259, 'lng': 110.716654}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kriyan,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117016649425318754395"">A Google User</a>'], 'photo_reference': 'AUGGfZmBUS274mqJM9e_D7xBSiZYW1_STqQZI2MemutU-zODm595kufc4ykCaVyzhfws07B9HyxYLCabVwa9BIKOstL81GJwF9QHl8nTwj5gj_Fecfra6qHsXzUgkEUoD9PTUlo8CfOIw-k8_h8EkHpPMfY1BO26AJgWt5atq0Yf39oEFfRI', 'width': 3120}]",ChIJfSoNFVfncC4RbRs5DzMA6UY,ChIJfSoNFVfncC4RbRs5DzMA6UY,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfSoNFVfncC4RbRs5DzMA6UY
