business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,url
OPERATIONAL,"8PJ2+263, Unnamed Road, Tala Peta, Kec. Sinembah Tj. Muda Hilir, Kabupaten Deli Serdang, Sumatera Utara 20363, Indonesia","{'location': {'lat': 3.3300122, 'lng': 98.700535}, 'viewport': {'northeast': {'lat': 3.331082379892722, 'lng': 98.70193092989274}, 'southwest': {'lat': 3.328382720107278, 'lng': 98.69923127010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kucing agro wisata,ChIJU8hvfYQXMTARmC_XOf1uP78,0.0,ChIJU8hvfYQXMTARmC_XOf1uP78,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJU8hvfYQXMTARmC_XOf1uP78
OPERATIONAL,"8M43+9RF, Penungkiren, Sinembah Tanjung Muda Hilir, Deli Serdang Regency, North Sumatra, Indonesia","{'location': {'lat': 3.3059386, 'lng': 98.65455829999999}, 'viewport': {'northeast': {'lat': 3.307054879892722, 'lng': 98.65558532989272}, 'southwest': {'lat': 3.304355220107277, 'lng': 98.65288567010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lokasi batu bahan untuk bendungan lau si me me,ChIJK4VKLQAZMTARd9n6klpEw-k,5.0,ChIJK4VKLQAZMTARd9n6klpEw-k,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJK4VKLQAZMTARd9n6klpEw-k
OPERATIONAL,"FH2V+M4M, Kampung 7, Pancur Batu, Deli Serdang Regency, North Sumatra 20353, Indonesia","{'location': {'lat': 3.4517134, 'lng': 98.59278760000001}, 'viewport': {'northeast': {'lat': 3.452994479892722, 'lng': 98.59402397989273}, 'southwest': {'lat': 3.450294820107278, 'lng': 98.59132432010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lau Lembu,ChIJY37SUycjMTAR1oWVMMFS8KQ,0.0,ChIJY37SUycjMTAR1oWVMMFS8KQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJY37SUycjMTAR1oWVMMFS8KQ
OPERATIONAL,"Jl. Besar Haranggaol No.78, Haranggaol, Kec. Haranggaol Horison, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia","{'location': {'lat': 2.8728903, 'lng': 98.68643259999999}, 'viewport': {'northeast': {'lat': 2.874274229892722, 'lng': 98.68789997989272}, 'southwest': {'lat': 2.871574570107278, 'lng': 98.68520032010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tuhulan,ChIJ45GlVwC7MTARDPRFN8s1Wf8,5.0,ChIJ45GlVwC7MTARDPRFN8s1Wf8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'VMFP+4G Haranggaol, Simalungun Regency, North Sumatra, Indonesia', 'global_code': '6MJWVMFP+4G'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ45GlVwC7MTARDPRFN8s1Wf8
OPERATIONAL,"FM47+44, Timbang Lawan, Namorambe, Deli Serdang Regency, North Sumatra, Indonesia","{'location': {'lat': 3.4552902, 'lng': 98.66283709999999}, 'viewport': {'northeast': {'lat': 3.457207229892723, 'lng': 98.66379742989272}, 'southwest': {'lat': 3.454507570107278, 'lng': 98.66109777010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ladang LS,ChIJlTIzIaI9MTARi_SPf6C-mpg,0.0,ChIJlTIzIaI9MTARi_SPf6C-mpg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJlTIzIaI9MTARi_SPf6C-mpg
OPERATIONAL,"Jl. Bandar Labuhan No.139, Limau Manis, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362, Indonesia","{'location': {'lat': 3.4927695, 'lng': 98.77609100000001}, 'viewport': {'northeast': {'lat': 3.493943429892722, 'lng': 98.77766837989273}, 'southwest': {'lat': 3.491243770107277, 'lng': 98.77496872010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tamora Funland,ChIJA3EtBAA5MTARpV4eUM8u1oQ,4.3,ChIJA3EtBAA5MTARpV4eUM8u1oQ,"['tourist_attraction', 'point_of_interest', 'establishment']",11,"{'compound_code': 'FQVG+4C Limau Manis, Deli Serdang Regency, North Sumatra, Indonesia', 'global_code': '6MMWFQVG+4C'}","[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115406931894077022232"">A Google User</a>'], 'photo_reference': 'AUGGfZk4GFLSfebBdLCFuiWSVIJ7b1K6w-_hxef59Hft3e4GCs8lHSvtKQySEcm5dupyOTj4wK4qrsFv-YsKk3I3QTvE34NZo46YxFWwN3EqoNliAao3g59-eTR49bIXRCiZI2rNWg_CFB9oOxghIClVB1lqg9Z33It_YDFgYeWWYn7k3Ng_', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJA3EtBAA5MTARpV4eUM8u1oQ
OPERATIONAL,"Medan Sinembah, Tanjung Morawa, Deli Serdang Regency, North Sumatra 20362, Indonesia","{'location': {'lat': 3.4880098, 'lng': 98.76013329999999}, 'viewport': {'northeast': {'lat': 3.489350579892721, 'lng': 98.76147067989272}, 'southwest': {'lat': 3.486650920107277, 'lng': 98.75877102010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Budaya Nusantara,ChIJG0Anhyw5MTAReeRmwBf3CUI,0.0,ChIJG0Anhyw5MTAReeRmwBf3CUI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'FQQ6+63 Medan Sinembah, Deli Serdang Regency, North Sumatra, Indonesia', 'global_code': '6MMWFQQ6+63'}",,,https://www.google.com/maps/place/?q=place_id:ChIJG0Anhyw5MTAReeRmwBf3CUI
OPERATIONAL,"Dusun VIII Pagar Gunung, Mabar, Kec. Silinda, Kabupaten Serdang Bedagai, Sumatera Utara 20984, Indonesia","{'location': {'lat': 3.3244753, 'lng': 98.80871520000001}, 'viewport': {'northeast': {'lat': 3.325887879892722, 'lng': 98.80984777989272}, 'southwest': {'lat': 3.323188220107278, 'lng': 98.80714812010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SHANG ADVENTURE CAMP,ChIJPXvaoNkTMTARdkDXQWxPIaE,5.0,ChIJPXvaoNkTMTARdkDXQWxPIaE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': '8RF5+QF Mabar, Deli Serdang Regency, North Sumatra, Indonesia', 'global_code': '6MMW8RF5+QF'}","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101079072993085757231"">A Google User</a>'], 'photo_reference': 'AUGGfZlaMRLljIl3RK813BqllFq_XDQfuu0vcph48rfrVoNlKi8DaYRf4PxD6OLXt2R1FAAO573CwwdM0g8qCrrTqgh_-pXhUnTTCH4l7GA5ImuN0lMPi60WovioCocJY-ZkLn6lS_qHWok-Fw3M9jfRJ3f_hRrg_w1tSeCancvjkR4vYEny', 'width': 4160}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJPXvaoNkTMTARdkDXQWxPIaE
OPERATIONAL,"Jl. Hilir No.147, Sumbul, Kec. Sinembah Tj. Muda Hilir, Kabupaten Deli Serdang, Sumatera Utara 20363, Indonesia","{'location': {'lat': 3.4297517, 'lng': 98.74321}, 'viewport': {'northeast': {'lat': 3.431143979892722, 'lng': 98.74468622989271}, 'southwest': {'lat': 3.428444320107277, 'lng': 98.74198657010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KOLAM PANCING RALAU,ChIJbTKnMwA9MTARe4TjT3S9Sxg,0.0,ChIJbTKnMwA9MTARe4TjT3S9Sxg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'CPHV+W7 Sumbul, Deli Serdang Regency, North Sumatra, Indonesia', 'global_code': '6MMWCPHV+W7'}",,,https://www.google.com/maps/place/?q=place_id:ChIJbTKnMwA9MTARe4TjT3S9Sxg
OPERATIONAL,"Hulu, Pancur Batu, Deli Serdang Regency, North Sumatra 20353, Indonesia","{'location': {'lat': 3.4682055, 'lng': 98.5986777}, 'viewport': {'northeast': {'lat': 3.469416779892722, 'lng': 98.60021537989273}, 'southwest': {'lat': 3.466717120107278, 'lng': 98.5975157201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pancing Keluarga Baitul Hibban,ChIJHzDyKhAlMTAR0pOg2kdvJkk,0.0,ChIJHzDyKhAlMTAR0pOg2kdvJkk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'FH9X+7F Durin Simbelang A, Deli Serdang Regency, North Sumatra, Indonesia', 'global_code': '6MMWFH9X+7F'}",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJHzDyKhAlMTAR0pOg2kdvJkk
