business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,price_level,url
OPERATIONAL,"5Q3Q+33, Dolok Marawa, Silau Kahean, Simalungun Regency, North Sumatra, Indonesia","{'location': {'lat': 3.1527272, 'lng': 98.7876788}, 'viewport': {'northeast': {'lat': 3.154124229892723, 'lng': 98.78918142989274}, 'southwest': {'lat': 3.151424570107278, 'lng': 98.78648177010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawah putih 2,ChIJjbFiYE0NMTARRE241QpctDk,5.0,ChIJjbFiYE0NMTARRE241QpctDk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJjbFiYE0NMTARRE241QpctDk
OPERATIONAL,"4R92+96, Dolok Saribu Bangun, Silau Kahean, Simalungun Regency, North Sumatra, Indonesia","{'location': {'lat': 3.1184798, 'lng': 98.80056619999999}, 'viewport': {'northeast': {'lat': 3.119829629892723, 'lng': 98.80191602989271}, 'southwest': {'lat': 3.117129970107278, 'lng': 98.79921637010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sampuran Sirambung,ChIJx0uOVgALMTARfp5MFby9-Sk,0.0,ChIJx0uOVgALMTARfp5MFby9-Sk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJx0uOVgALMTARfp5MFby9-Sk
OPERATIONAL,"8M43+9RF, Penungkiren, Sinembah Tanjung Muda Hilir, Deli Serdang Regency, North Sumatra, Indonesia","{'location': {'lat': 3.3059386, 'lng': 98.65455829999999}, 'viewport': {'northeast': {'lat': 3.307054879892722, 'lng': 98.65558532989272}, 'southwest': {'lat': 3.304355220107277, 'lng': 98.65288567010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lokasi batu bahan untuk bendungan lau si me me,ChIJK4VKLQAZMTARd9n6klpEw-k,5.0,ChIJK4VKLQAZMTARd9n6klpEw-k,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK4VKLQAZMTARd9n6klpEw-k
OPERATIONAL,"4QFW+PF, Dolok Marawa, Silau Kahean, Simalungun Regency, North Sumatra, Indonesia","{'location': {'lat': 3.1242594, 'lng': 98.7962421}, 'viewport': {'northeast': {'lat': 3.125609229892722, 'lng': 98.79759192989272}, 'southwest': {'lat': 3.122909570107277, 'lng': 98.79489227010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Unong Palia,ChIJcVdkcAALMTAR3c9WqvsW2FY,3.0,ChIJcVdkcAALMTAR3c9WqvsW2FY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112421102562301086416"">A Google User</a>'], 'photo_reference': 'AUGGfZljb2-2rYtfN63dO-wOES3cHcHV7J0lHDutFKwHW5gYuC8khRMwe_CQsQxPNc4HLkh6uji6P3yBLtZpyVSsyyI9hYN4AOfdp6b6FiIFyvLE-wj91vy2Eq9JGqg0CWoVuzfmsY1US7z_wZEisF-BMr1z4WrCYMlYBHOn_O5U0XAhmxXd', 'width': 3120}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJcVdkcAALMTAR3c9WqvsW2FY
OPERATIONAL,"8PJ2+263, Unnamed Road, Tala Peta, Kec. Sinembah Tj. Muda Hilir, Kabupaten Deli Serdang, Sumatera Utara 20363, Indonesia","{'location': {'lat': 3.3300122, 'lng': 98.700535}, 'viewport': {'northeast': {'lat': 3.331082379892722, 'lng': 98.70193092989274}, 'southwest': {'lat': 3.328382720107278, 'lng': 98.69923127010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kucing agro wisata,ChIJU8hvfYQXMTARmC_XOf1uP78,0.0,ChIJU8hvfYQXMTARmC_XOf1uP78,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJU8hvfYQXMTARmC_XOf1uP78
OPERATIONAL,"7QQW+26M, Kulasar, Silinda, Serdang Bedagai Regency, North Sumatra 20984, Indonesia","{'location': {'lat': 3.2867595, 'lng': 98.79600339999999}, 'viewport': {'northeast': {'lat': 3.288636929892722, 'lng': 98.79723307989272}, 'southwest': {'lat': 3.285937270107277, 'lng': 98.79453342010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mili Caffe Sambilan²,ChIJQX8YvEgTMTAR_D-y_uyyzKM,3.5,ChIJQX8YvEgTMTAR_D-y_uyyzKM,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJQX8YvEgTMTAR_D-y_uyyzKM
OPERATIONAL,"FH2V+M4M, Kampung 7, Pancur Batu, Deli Serdang Regency, North Sumatra 20353, Indonesia","{'location': {'lat': 3.4517134, 'lng': 98.59278760000001}, 'viewport': {'northeast': {'lat': 3.452994479892722, 'lng': 98.59402397989273}, 'southwest': {'lat': 3.450294820107278, 'lng': 98.59132432010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lau Lembu,ChIJY37SUycjMTAR1oWVMMFS8KQ,0.0,ChIJY37SUycjMTAR1oWVMMFS8KQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJY37SUycjMTAR1oWVMMFS8KQ
OPERATIONAL,"8HQV+HX, Rumah Kinangkung SP, Sibolangit, Deli Serdang Regency, North Sumatra 20357, Indonesia","{'location': {'lat': 3.3389326, 'lng': 98.594997}, 'viewport': {'northeast': {'lat': 3.340324929892722, 'lng': 98.59643732989272}, 'southwest': {'lat': 3.337625270107277, 'lng': 98.59373767010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian citra nauli,ChIJC5XVT1gZMTARGwQ7QppE6xo,0.0,ChIJC5XVT1gZMTARGwQ7QppE6xo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112032241895807461476"">A Google User</a>'], 'photo_reference': 'AUGGfZn5qftIkOYl8N7FhCeGAtJguejJrAkdkhwDUiX3A5g5Rdl18FpQE415EU7DdV_BcbfPyuS5R2Jzp12hVg3rHH9uiEqWeQigYioL_F553mX14XF2RSKAmAUnva3FPWQLQNhnW6ULBtvlr3Ts7JHGG7lfXXvW71Q1JWPC0OikA9uhin3V', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJC5XVT1gZMTARGwQ7QppE6xo
OPERATIONAL,"FV44+CR, Batu Lokong, Galang, Deli Serdang Regency, North Sumatra, Indonesia","{'location': {'lat': 3.4560312, 'lng': 98.857029}, 'viewport': {'northeast': {'lat': 3.457381029892722, 'lng': 98.85837882989273}, 'southwest': {'lat': 3.454681370107278, 'lng': 98.85567917010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Pak Kewer,ChIJd7ZMewBBMTARvtQtUSg9MWw,0.0,ChIJd7ZMewBBMTARvtQtUSg9MWw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJd7ZMewBBMTARvtQtUSg9MWw
OPERATIONAL,"5Q7G+Q7, Dolok Marawa, Silau Kahean, Simalungun Regency, North Sumatra, Indonesia","{'location': {'lat': 3.1644437, 'lng': 98.7757535}, 'viewport': {'northeast': {'lat': 3.165802529892722, 'lng': 98.77711987989271}, 'southwest': {'lat': 3.163102870107277, 'lng': 98.77442022010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aras Riverside,ChIJy_u1AV4NMTARuE_ehqXaty8,5.0,ChIJy_u1AV4NMTARuE_ehqXaty8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJy_u1AV4NMTARuE_ehqXaty8
