formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,permanently_closed,url
"Wonoayu, Sidoarjo Regency, East Java, Indonesia","{'location': {'lat': -7.446137999999999, 'lng': 112.6514882}, 'viewport': {'northeast': {'lat': -7.400517, 'lng': 112.6706601}, 'southwest': {'lat': -7.455299899999999, 'lng': 112.587738}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wonoayu,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115991315768918737998"">A Google User</a>'], 'photo_reference': 'AUGGfZlBAgIwsI8G5594dxJxZ1gvDYq75b2JFdhB8KenlGgMWy4EpWWJA4HFpSIyggFXEu0nGv2s16OhPRCX9xOUsJhBzmMCs_UIH0h7bP3DxXQPh7EI3_AyxbBCBJV7YMSedd9iacY2p0ist56cen2zgyjOPVNHL8tTof-r9_vpW6iAMFPH', 'width': 1200}]",ChIJMfRZ8wTi1y0RcPS4tjN_40g,ChIJMfRZ8wTi1y0RcPS4tjN_40g,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMfRZ8wTi1y0RcPS4tjN_40g
"Sidoarjo Regency, East Java, Indonesia","{'location': {'lat': -7.472613399999998, 'lng': 112.6675398}, 'viewport': {'northeast': {'lat': -7.330211, 'lng': 112.873983}, 'southwest': {'lat': -7.579605900000001, 'lng': 112.4566879}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sidoarjo Regency,"[{'height': 781, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113276411699881768503"">Putra JR</a>'], 'photo_reference': 'AUGGfZlZePsansCyozeppQFSgFQ6_FYSju12JKY-PFH-N73_L-sE0KntLkK89EaRcTKc6XOm932WEYONr4NcVSM7xhDMC1_mPUCeja4dAZ-KyvjQVfx1HI5iW4rZ-qrZ5JTcjLkm6Vk5NcHzlyTEgkl-OOfnYnJ038govl8uNOSisiV-3vWM', 'width': 1467}]",ChIJv9yOhKDh1y0R8L1S43Z6AgM,ChIJv9yOhKDh1y0R8L1S43Z6AgM,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJv9yOhKDh1y0R8L1S43Z6AgM
"HJGG+PXF, Kemalangan, Plaosan, Kec. Wonoayu, Kabupaten Sidoarjo, Jawa Timur 61261, Indonesia","{'location': {'lat': -7.423190000000001, 'lng': 112.62743}, 'viewport': {'northeast': {'lat': -7.421862420107278, 'lng': 112.6287776798927}, 'southwest': {'lat': -7.424562079892722, 'lng': 112.6260780201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KP ASAL JAYA,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102542142255017345207"">A Google User</a>'], 'photo_reference': 'AUGGfZlxw-svmSh1p1r6n5T6nX2f698SOfCUoJYYCNFwoA2t6O_lJDrA6Up9HjHm_Chmq-LfJAg_4VBDa0bTbuX1XUVRzG6M339_sB46-_LlaQyOb9VFg_xmKs2XI8dom7w0xpERyjqYpaJZ5zTcUrDBiLTXB4ob9CVPAX7J2S-qbATrORi8', 'width': 1080}]",ChIJ4_esXSjj1y0Rqayqi7WIsfA,ChIJ4_esXSjj1y0Rqayqi7WIsfA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,7.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4_esXSjj1y0Rqayqi7WIsfA
"Wonoayu, Sidoarjo Regency, East Java, Indonesia","{'location': {'lat': -7.4357867, 'lng': 112.6243346}, 'viewport': {'northeast': {'lat': -7.427339999999999, 'lng': 112.63076}, 'southwest': {'lat': -7.440249999999999, 'lng': 112.615129}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wonoayu,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114997267270926602076"">flazh ardi</a>'], 'photo_reference': 'AUGGfZk1glPgiPohSrkTTidEHs8NYxiYL7vwBfeGyU4UtRpEiGTOWiSQPaOnC-hjpVOihfaUD7LunMluHryukVuxWLJFYuK-jsmuCYzl6r_zp2uI0DDBkyqFhqFMoAY_efiyynFwbcMpf4SUp0vCqAPUX3AR93pOMMaeMPgU_WfozGxmQpCl', 'width': 960}]",ChIJW-rgzAHi1y0ROl1dXYGh8u8,ChIJW-rgzAHi1y0ROl1dXYGh8u8,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJW-rgzAHi1y0ROl1dXYGh8u8
"Tanggul, Wonoayu, Sidoarjo Regency, East Java, Indonesia","{'location': {'lat': -7.433670499999999, 'lng': 112.593047}, 'viewport': {'northeast': {'lat': -7.424886, 'lng': 112.59908}, 'southwest': {'lat': -7.445556000000001, 'lng': 112.587738}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanggul,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110993743269036236333"">SUHARI ANTO</a>'], 'photo_reference': 'AUGGfZljSoPAapdb_TBZ13wx4ZbMnft0smXE5Idh0a7IBO4d3BsOvDeq5K2afbsBdblQ4ZenHQnsUxAJZ53zPqus35JFiRO3tha9-zcsu9lQ4wAEFkZ8PVyJ5ZZ0CwJgL690Py4RPE8H9D_xuQ3ZD4mNPMFzkf3qFVVRmleL6z54WjKI5BFV', 'width': 4000}]",ChIJCaz_i4oJeC4R7Lrs3_6FXvI,ChIJCaz_i4oJeC4R7Lrs3_6FXvI,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCaz_i4oJeC4R7Lrs3_6FXvI
"GH7P+FG, Ngingas, Simpang, Kec. Prambon, Kabupaten Sidoarjo, Jawa Timur 61264, Indonesia","{'location': {'lat': -7.486312499999999, 'lng': 112.5863125}, 'viewport': {'northeast': {'lat': -7.484979270107277, 'lng': 112.5876608298927}, 'southwest': {'lat': -7.487678929892721, 'lng': 112.5849611701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alas Prambon,"[{'height': 1932, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106194455954641665670"">PRAM SEKOLAH</a>'], 'photo_reference': 'AUGGfZkcLfb4_8aZOkyLGiCRCaSrjIDhRvJDb2PTCv-tpunevaDR7VFCudNLD9ilamu_910mC3tMge2x2sQbna2pbXx21v4qc-rlCiHWkfWy0xlCxs7B7a7nYVZQnW9MNWeOaTtO-YykZ_Ob6DB2X7xY8MLdY13KTm95tCL9QTKnKYsPSrBt', 'width': 2576}]",ChIJU-3bIaAKeC4RK0lxNqoddu0,ChIJU-3bIaAKeC4RK0lxNqoddu0,"['tourist_attraction', 'campground', 'lodging', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.4,1185.0,,,https://www.google.com/maps/place/?q=place_id:ChIJU-3bIaAKeC4RK0lxNqoddu0
"HJFG+633, Kwarengan, Mulyodadi, Kec. Wonoayu, Kabupaten Sidoarjo, Jawa Timur 61261, Indonesia","{'location': {'lat': -7.4269889, 'lng': 112.6251953}, 'viewport': {'northeast': {'lat': -7.425647020107279, 'lng': 112.6265663298927}, 'southwest': {'lat': -7.428346679892723, 'lng': 112.6238666701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman edukasi ewa wonoayu,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102905414711566754705"">Nur Asfihani</a>'], 'photo_reference': 'AUGGfZns1xkNeaJYWp3c-aPL5X6b5q0zmEglMZ-6nEKjxdH6XCqvgTogFzTBLFKwQnlXSyVGf3HA1QL5_xFk0x9iVkwOMI6KYX-3zjhDgDlzpsvXi_WGC6zO3433HL3h6HnjaJe_gu4EBQFgSOnwPEHnKLZpu_zhVmnVhVsuVaWhQb08RlO2', 'width': 3120}]",ChIJ04jXx8Lj1y0Rnvl85INoUpw,ChIJ04jXx8Lj1y0Rnvl85INoUpw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.3,6.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ04jXx8Lj1y0Rnvl85INoUpw
"Jl. Jenggolo No.21, Rw1, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212, Indonesia","{'location': {'lat': -7.446286199999999, 'lng': 112.7184411}, 'viewport': {'northeast': {'lat': -7.444387670107277, 'lng': 112.7196760798927}, 'southwest': {'lat': -7.447087329892721, 'lng': 112.7169764201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Jayandaru Monument,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101647317124372676260"">Ahmad Syaifudin</a>'], 'photo_reference': 'AUGGfZmdH4r0nKybGvRf6hPUREpuRUIa5jqOdK22b1L3YKrA0HcgHOxj6s0G0HoskLLnFrC2-JyEnihpdCZdINL1KGVtN5XMhsfwUbb8vNChuSW7rhECJB-VLsvEr2yhOvLgqMyaKMOFTgPDOT3GFMQReOannOaOEgE9U6GEEFjeHWHvuGsg', 'width': 2160}]",ChIJ1VsiWbTm1y0R_8AbKOQZ4HQ,ChIJ1VsiWbTm1y0R_8AbKOQZ4HQ,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,7673.0,"{'compound_code': 'HP39+F9 Sidokumpul, Sidoarjo Regency, East Java, Indonesia', 'global_code': '6P4JHP39+F9'}",,https://www.google.com/maps/place/?q=place_id:ChIJ1VsiWbTm1y0R_8AbKOQZ4HQ
"HJR9+QPR, Dermo Candi, Candinegoro, Kec. Wonoayu, Kabupaten Sidoarjo, Jawa Timur 61200, Indonesia","{'location': {'lat': -7.4080206, 'lng': 112.6192767}, 'viewport': {'northeast': {'lat': -7.406636370107278, 'lng': 112.6206338798927}, 'southwest': {'lat': -7.409336029892722, 'lng': 112.6179342201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kegiatan Sidoresik Candinegoro,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110432005013571660110"">A Google User</a>'], 'photo_reference': 'AUGGfZlE2M4eoTn9Dp1fMoDUgERqsaOqStcoqPGapwxX-JO4VEKs2HMJ_80qT2FSpoip46L5u-AN_LhxbKFun7gsJbg1il1R0oWQin_8hQXkcxI9L2q0Y4KOkwsnJNAefrCNO_htA7hjHFxjibyAMbJ9k9NhUMKOjQISs-BgkcccFtKeTkEd', 'width': 1200}]",ChIJ3SJhLMwJeC4RjS9FwAtKR6k,ChIJ3SJhLMwJeC4RjS9FwAtKR6k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ3SJhLMwJeC4RjS9FwAtKR6k
"HJ64+88M, Semambung Kidul, Semambung, Kec. Wonoayu, Kabupaten Sidoarjo, Jawa Timur 61261, Indonesia","{'location': {'lat': -7.439165, 'lng': 112.6057843}, 'viewport': {'northeast': {'lat': -7.437820770107275, 'lng': 112.6071482798927}, 'southwest': {'lat': -7.440520429892719, 'lng': 112.6044486201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PASAR SENIN SPWA SEMAMBUNG,,ChIJExLUHwALeC4RGBt6kdoQk2w,ChIJExLUHwALeC4RGBt6kdoQk2w,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJExLUHwALeC4RGBt6kdoQk2w
