business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"QPMC+JMF, Jl. Trans Sulawesi, Bahonsuai, Kec. Bumi Raya, Kabupaten Morowali, Sulawesi Tengah, Indonesia","{'location': {'lat': -2.2159445, 'lng': 121.7216764}, 'viewport': {'northeast': {'lat': -2.214563170107278, 'lng': 121.7230271798928}, 'southwest': {'lat': -2.217262829892722, 'lng': 121.7203275201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel,ChIJ9e1gfqOvmi0RpUdRP7z8lEI,3.3,ChIJ9e1gfqOvmi0RpUdRP7z8lEI,"['lodging', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJ9e1gfqOvmi0RpUdRP7z8lEI
OPERATIONAL,"QPQ6+398, Samarenda, Bumi Raya, Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -2.2123275, 'lng': 121.7109525}, 'viewport': {'northeast': {'lat': -2.210869570107278, 'lng': 121.7123073798927}, 'southwest': {'lat': -2.213569229892723, 'lng': 121.7096077201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Adi,ChIJKWFsAlWpmi0R7UVr1Ar_zEo,0.0,ChIJKWFsAlWpmi0R7UVr1Ar_zEo,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJKWFsAlWpmi0R7UVr1Ar_zEo
OPERATIONAL,"Samarenda, Bumi Raya, Morowali Regency, Central Sulawesi 94953, Indonesia","{'location': {'lat': -2.2171344, 'lng': 121.7044442}, 'viewport': {'northeast': {'lat': -2.215802570107278, 'lng': 121.7057953798927}, 'southwest': {'lat': -2.218502229892723, 'lng': 121.7030957201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Khalif kos penginapan,ChIJ0da1QwCpmi0R0ok3K7tddf4,0.0,ChIJ0da1QwCpmi0R0ok3K7tddf4,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101740971492926486901"">A Google User</a>'], 'photo_reference': 'AUGGfZn8hdCik8QJSiqMTqvND-4wfMGZm74KfnMEwYgDPNrOqdASaCt-rvh3Ahr3IKdrshJV2QHSpPQYZDkkC_16aHUdO8uU8ANRMYmL3YObSCMDthv_Z22Qn71iFG_pwv9Iw6AU-HiwrWzcGsUKsUBNV8XVzxRxobIzvC3LCzZTrVfMVgvN', 'width': 3120}]","{'compound_code': 'QPM3+4Q Samarenda, Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6Q93QPM3+4Q'}",https://www.google.com/maps/place/?q=place_id:ChIJ0da1QwCpmi0R0ok3K7tddf4
OPERATIONAL,"QMV8+F6V, Umbele, Bumi Raya, Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -2.2062622, 'lng': 121.6655622}, 'viewport': {'northeast': {'lat': -2.205003520107277, 'lng': 121.6669332298927}, 'southwest': {'lat': -2.207703179892722, 'lng': 121.6642335701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HS guest house,ChIJ0UftUwCpmi0RqeoZDUni1tg,3.7,ChIJ0UftUwCpmi0RqeoZDUni1tg,"['lodging', 'point_of_interest', 'establishment']",3,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108084715186662605319"">A Google User</a>'], 'photo_reference': 'AUGGfZlVQsPdhLe6jbKTZbxegzufVm5ataD5UMnjMQFqlwSzJRljJ5E51hRrxZfkoX1KTRINmU-X8zks4_C2YjQre_nZhtECdSuG69kjt9NjvyvGM_Y_9FU9U3u3rYx-MRs74zi_hF5gxa_AgIR98B5n8yJR-h4NUH19Hr5LEq6quV_4wRwv', 'width': 1600}]",,https://www.google.com/maps/place/?q=place_id:ChIJ0UftUwCpmi0RqeoZDUni1tg
OPERATIONAL,"Ambunu, Bungku Barat, Morowali Regency, Central Sulawesi 94976, Indonesia","{'location': {'lat': -2.255599, 'lng': 121.7591113}, 'viewport': {'northeast': {'lat': -2.254193020107278, 'lng': 121.7605233798927}, 'southwest': {'lat': -2.256892679892722, 'lng': 121.7578237201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan herny,ChIJXcGlm62lmi0RmEvE0WaF9oM,4.0,ChIJXcGlm62lmi0RmEvE0WaF9oM,"['lodging', 'point_of_interest', 'establishment']",3,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118042601442845411770"">A Google User</a>'], 'photo_reference': 'AUGGfZmzSl1N1mZrYdLrK-zO_9FeFZRaLS7anluUj95Jz-yJ7Ezke8xzkDWot1GiYR2IHxFXtPf7KSFdalKuXrE2BZU6A6RpNqYALqS6SNf4pZz-IqmL0jw8JZc65Qr9Ly7PCH68wyx-DTZBwNSfi4Fe1pHj_GgqtacYnYN6q1zJe3lC-y9b', 'width': 3468}]","{'compound_code': 'PQV5+QJ Ambunu, Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6Q93PQV5+QJ'}",https://www.google.com/maps/place/?q=place_id:ChIJXcGlm62lmi0RmEvE0WaF9oM
OPERATIONAL,"Lrg. Labaso, Ambunu, Kec. Bungku Bar., Kabupaten Morowali, Sulawesi Tengah 94977, Indonesia","{'location': {'lat': -2.25496, 'lng': 121.7580932}, 'viewport': {'northeast': {'lat': -2.253545220107278, 'lng': 121.7593813298927}, 'southwest': {'lat': -2.256244879892722, 'lng': 121.7566816701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan SRI AGUNG,ChIJoSq_RBKlmi0RhCm97DfDWrs,4.1,ChIJoSq_RBKlmi0RhCm97DfDWrs,"['lodging', 'point_of_interest', 'establishment']",19,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104576367099329947415"">A Google User</a>'], 'photo_reference': 'AUGGfZn95VcqtQBG1HWIhiL6eId5K5IQHeJqsSRRUSyrZuJckUbmHa-fE19SMRpiDuaPDCL08I5K0kth99EkQj9oTcqfFmF9WgyLaVllhCwGUH9bLEwoNr0Rli0-aZXpK4fxYA5ZOrVMUWE1khEkyNJ-xhudWy2-4VUxkpZRAZ7AvaLgB2dq', 'width': 4032}]","{'compound_code': 'PQW5+26 Ambunu, Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6Q93PQW5+26'}",https://www.google.com/maps/place/?q=place_id:ChIJoSq_RBKlmi0RhCm97DfDWrs
OPERATIONAL,"QPJ3+W3W, Samarenda, Bumi Raya, Morowali Regency, Central Sulawesi 94976, Indonesia","{'location': {'lat': -2.21709, 'lng': 121.70439}, 'viewport': {'northeast': {'lat': -2.215789020107277, 'lng': 121.7057436298928}, 'southwest': {'lat': -2.218488679892722, 'lng': 121.7030439701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kos Bu fatma,ChIJ-5MNOQCpmi0RILAqIsWC6HY,0.0,ChIJ-5MNOQCpmi0RILAqIsWC6HY,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-5MNOQCpmi0RILAqIsWC6HY
OPERATIONAL,"QPMF+HHG, Bahonsuai, Bumi Raya, Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -2.2160767, 'lng': 121.7239899}, 'viewport': {'northeast': {'lat': -2.214715670107277, 'lng': 121.7252905298927}, 'southwest': {'lat': -2.217415329892722, 'lng': 121.7225908701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Desa harapan jaya,ChIJC1p4NgCvmi0RZLqlr7N-Y5I,0.0,ChIJC1p4NgCvmi0RZLqlr7N-Y5I,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJC1p4NgCvmi0RZLqlr7N-Y5I
OPERATIONAL,"Puncak Sari No.RT.09, Beringin Jaya, Kec. Bumi Raya, Kabupaten Morowali, Sulawesi Tengah 94976, Indonesia","{'location': {'lat': -2.2485375, 'lng': 121.7092871}, 'viewport': {'northeast': {'lat': -2.247079170107277, 'lng': 121.7106430798927}, 'southwest': {'lat': -2.249778829892722, 'lng': 121.7079434201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KOST ADZKIA,ChIJr1KjYQGnmi0RUMLHprSWs4k,4.0,ChIJr1KjYQGnmi0RUMLHprSWs4k,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 1792, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116286545936420605445"">A Google User</a>'], 'photo_reference': 'AUGGfZl2tgLK7DJ5ve40D64J7_56o_j5xBOL4nHpnVUic4iLBhJwgR1IxbYWN0um6FIY3SHZ3eykPV3Q5GnmH36vxTukw3yHZOqKSUSqPpvC_RHB8_cxPafmZ5GySpy7uML9wS7kGEZxM2Icu7ZBahxkJG4NvOZvN7ARpkBwXDHP2MARNy8O', 'width': 4000}]","{'compound_code': 'QP25+GP Beringin Jaya, Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6Q93QP25+GP'}",https://www.google.com/maps/place/?q=place_id:ChIJr1KjYQGnmi0RUMLHprSWs4k
OPERATIONAL,"PQHG+HFF, Jl. Trans Sulawesi, Tofogaro, Kec. Bungku Bar., Kabupaten Morowali, Sulawesi Tengah 94976, Indonesia","{'location': {'lat': -2.2709504, 'lng': 121.7757682}, 'viewport': {'northeast': {'lat': -2.269546170107278, 'lng': 121.7771714298927}, 'southwest': {'lat': -2.272245829892722, 'lng': 121.7744717701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rafi Hotel,ChIJdfLhamylmi0RwPqBWMhpiuw,4.4,ChIJdfLhamylmi0RwPqBWMhpiuw,"['lodging', 'point_of_interest', 'establishment']",9,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105356641821988268839"">Andi Yusril</a>'], 'photo_reference': 'AUGGfZkmpdRu_Df4XN4oaBjwp_JpDckXCgWTkYkziHgBz4FDsdv10IWKQPdgOlTFB58bhfrsrlojgM99mSUL2-QnQY3G2r0f5Yvd2irxio1P2utRDcX_fZb8VdbZpAsanWVzgkT0LP3y4gYjuckn67RgSttI35tb_VInp4apZkZQy8kka1vM', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJdfLhamylmi0RwPqBWMhpiuw
