business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,plus_code,url
OPERATIONAL,"6WVF+R93, Lingge, Pendopo Barat, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.7554971, 'lng': 102.9234073}, 'viewport': {'northeast': {'lat': -3.754147270107278, 'lng': 102.9247571298927}, 'southwest': {'lat': -3.756846929892722, 'lng': 102.9220574701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talang tebat kiok,ChIJsUcRZAAvNy4RkU3WeCkRx7g,0.0,ChIJsUcRZAAvNy4RkU3WeCkRx7g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJsUcRZAAvNy4RkU3WeCkRx7g
OPERATIONAL,"6WVF+R93, Lingge, Pendopo Barat, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.7554971, 'lng': 102.9234073}, 'viewport': {'northeast': {'lat': -3.754147270107278, 'lng': 102.9247571298927}, 'southwest': {'lat': -3.756846929892722, 'lng': 102.9220574701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit gesan,ChIJqXb0fAAvNy4R7rZHVF-yL4U,0.0,ChIJqXb0fAAvNy4R7rZHVF-yL4U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJqXb0fAAvNy4R7rZHVF-yL4U
CLOSED_TEMPORARILY,"6WGH+V2, Lingge, Pendopo Barat, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.772771, 'lng': 102.927603}, 'viewport': {'northeast': {'lat': -3.771240420107278, 'lng': 102.9288219298927}, 'southwest': {'lat': -3.773940079892722, 'lng': 102.9261222701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tepian batu burung,ChIJZ21QfuUvNy4R9uxvgLoC5Nk,0.0,ChIJZ21QfuUvNy4R9uxvgLoC5Nk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114621600554672968668"">A Google User</a>'], 'photo_reference': 'AUGGfZkfPcwTA3-tmt1BLJlznboiw76kiQ_Te5JAshhYAOMqr8WdF0tvpmhZl2VFTG3JDEY9t4odQRudoYVHhd9anv_qCgdKhCOXU8OQ1hHMbtaGcBPU_4YtySw5r4vt_fsiV9zDWayxCYAF4qHaw9e4D4G6KGYxzUFRhn4TAp2re6Dxp4Rz', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJZ21QfuUvNy4R9uxvgLoC5Nk
OPERATIONAL,"Bandar Agung, Pendopo, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.8271311, 'lng': 102.9484197}, 'viewport': {'northeast': {'lat': -3.825939699999999, 'lng': 102.95343345}, 'southwest': {'lat': -3.8307053, 'lng': 102.94674845}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Negeri Danau Taman Penantian,ChIJ43SgOSolNy4RDxo4zOZWYxs,4.0,ChIJ43SgOSolNy4RDxo4zOZWYxs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103135827706227631497"">DEDI HARIANTO</a>'], 'photo_reference': 'AUGGfZm_N_MT4McouRlnWmQIaQO79wZE8sHWh5k_k1ubxIPFrd_mqGns__IhlnB_o3uTw55xB91HSj-uclKeZh63r-uMMhet6zpI30rCMzGr07t0RFgKSIKWBzQ8TYtyFfFN0eEtJxADAPBbt_mqWZjy4Xg7eook9LcJCK4yeyo3mZN91lf0', 'width': 4000}]",{'open_now': False},"{'compound_code': '5WFX+49 Bandar Agung, Empat Lawang Regency, South Sumatra, Indonesia', 'global_code': '6P845WFX+49'}",https://www.google.com/maps/place/?q=place_id:ChIJ43SgOSolNy4RDxo4zOZWYxs
OPERATIONAL,"6WHV+M28, Karang Caya, Pendopo, Empat Lawang Regency, South Sumatra 31593, Indonesia","{'location': {'lat': -3.7708368, 'lng': 102.9425728}, 'viewport': {'northeast': {'lat': -3.769044520107278, 'lng': 102.9448963}, 'southwest': {'lat': -3.771744179892722, 'lng': 102.9417983}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ayek Cughop,ChIJjycMtiwvNy4RwT6Glq89l6w,5.0,ChIJjycMtiwvNy4RwT6Glq89l6w,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102630749165309199823"">A Google User</a>'], 'photo_reference': 'AUGGfZkZHLdvgvOIDp7XGn3PtPWFT_pTrpvW25QeET-UxM_zYR1lWUxFw-giuPgCHZexYDNItgFNAY80Xloakcpo5esKuvcLZ_NX4isqFAkiqucwYaVksBzKXvOIfB11p37HI6TkrT9J4RtMOAvm0JvSfIaIvbC4spEMrXJFQQ0_xKG-R_DC', 'width': 2448}]",,,https://www.google.com/maps/place/?q=place_id:ChIJjycMtiwvNy4RwT6Glq89l6w
OPERATIONAL,"7VCF+JM, Tanjung Agung, Ulu Musi, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.7284356, 'lng': 102.8742009}, 'viewport': {'northeast': {'lat': -3.7273598, 'lng': 102.8754149298927}, 'southwest': {'lat': -3.731663, 'lng': 102.8727152701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,talang putra,ChIJacRISQArNy4RKh77NPkT9Go,0.0,ChIJacRISQArNy4RKh77NPkT9Go,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJacRISQArNy4RKh77NPkT9Go
OPERATIONAL,"5WXM+V8J AYEK JAMBI, Tj. Raman, Kec. Pendopo, Kabupaten Empat Lawang, Sumatera Selatan 31598, Indonesia","{'location': {'lat': -3.8002955, 'lng': 102.9332779}, 'viewport': {'northeast': {'lat': -3.798894420107277, 'lng': 102.9345834298927}, 'southwest': {'lat': -3.801594079892721, 'lng': 102.9318837701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AYEK JAMBI,ChIJuf-rF4MvNy4RbiOjRJwulh4,4.3,ChIJuf-rF4MvNy4RbiOjRJwulh4,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100575029543987860893"">A Google User</a>'], 'photo_reference': 'AUGGfZk1mbZ2yxBV7U6Unb4DUrzAZl_yNGhmeLzjNZcTv04PGGLOaIqPCreD3oc0J1x66A7227qrSKc1RS_Yek3mxjLk5ZXDR988bbgBNjUyiPT3idbPc40ORuULZlx7iG6N5ezZIeqwEE-jcD0KGIoazsmjYpFbsi_TE0SLmR-DPWb2BhVG', 'width': 2448}]",,,https://www.google.com/maps/place/?q=place_id:ChIJuf-rF4MvNy4RbiOjRJwulh4
OPERATIONAL,"7VQJ+3Q, Tanjung Agung, Ulu Musi, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.7123652, 'lng': 102.8819907}, 'viewport': {'northeast': {'lat': -3.711041270107278, 'lng': 102.8833181798927}, 'southwest': {'lat': -3.713740929892722, 'lng': 102.8806185201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang pelawi,ChIJw_WoWUMrNy4RNHNqFKcYixQ,5.0,ChIJw_WoWUMrNy4RNHNqFKcYixQ,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,,https://www.google.com/maps/place/?q=place_id:ChIJw_WoWUMrNy4RNHNqFKcYixQ
CLOSED_TEMPORARILY,"6W9R+J46, Lingge, Pendopo, Empat Lawang Regency, South Sumatra 31593, Indonesia","{'location': {'lat': -3.780960799999999, 'lng': 102.9402586}, 'viewport': {'northeast': {'lat': -3.780152320107278, 'lng': 102.9411041798927}, 'southwest': {'lat': -3.782851979892722, 'lng': 102.9384045201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TEBAT BESAK ( PEMANCINGAN NILA & GABUS ),ChIJhcboNogvNy4Rv0mqoMR-7a4,0.0,ChIJhcboNogvNy4Rv0mqoMR-7a4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJhcboNogvNy4Rv0mqoMR-7a4
CLOSED_TEMPORARILY,"5X49+FWF, Jarakan, Pendopo, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.8438042, 'lng': 102.9698043}, 'viewport': {'northeast': {'lat': -3.842454370107278, 'lng': 102.9711541298927}, 'southwest': {'lat': -3.845154029892722, 'lng': 102.9684544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata Batu Kerbau,ChIJvzfpZeElNy4R6fhapz8iCKE,0.0,ChIJvzfpZeElNy4R6fhapz8iCKE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110575751500814708537"">A Google User</a>'], 'photo_reference': 'AUGGfZkm50r1TW4QR2UlmdZhcJtBsH4uLswcTPW-0HCNgKnNZTQuUqV5hmBd5tTDo_pV8ZILi5fctynFsRPFhC2YhfL4nFPUXsd9zt15KyslljwHjY-PDLVwr-9u-mXj9feT3qaKv_Wd_DzYNx0a906XMtomSydqtWtcoju4OKdc30uIbX5K', 'width': 1600}]",,,https://www.google.com/maps/place/?q=place_id:ChIJvzfpZeElNy4R6fhapz8iCKE
CLOSED_TEMPORARILY,"5X59+WG4, Jarakan, Pendopo, Empat Lawang Regency, South Sumatra, Indonesia","{'location': {'lat': -3.8402462, 'lng': 102.9688165}, 'viewport': {'northeast': {'lat': -3.838896370107278, 'lng': 102.9701663298927}, 'southwest': {'lat': -3.841596029892723, 'lng': 102.9674666701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisataa Tebat Besak,ChIJDaP_8EQlNy4RN_VAQEt3Yfg,0.0,ChIJDaP_8EQlNy4RN_VAQEt3Yfg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110575751500814708537"">A Google User</a>'], 'photo_reference': 'AUGGfZlIZBXJnFrTXA2laTltABk7TPd_AY4ss7Ba4xbKAS_o9SdKJhALNl3i35ZWR5d9kFWVz0z7wQADClIqSTFPoNaBvTa8qd_GyxgEiYbhMeP5jv9qbaCmJBkilv6Agsvz77hm6R8llQjwyU4B0uLDhTSitAC707rdYRLrORdEWdM6hx55', 'width': 1600}]",,,https://www.google.com/maps/place/?q=place_id:ChIJDaP_8EQlNy4RN_VAQEt3Yfg
