business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,url
OPERATIONAL,"Jl. Gn. Muria No.70, Karang Bawang, Grendeng, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53122, Indonesia","{'location': {'lat': -7.4062237, 'lng': 109.2518538}, 'viewport': {'northeast': {'lat': -7.404729820107279, 'lng': 109.2531706798927}, 'southwest': {'lat': -7.407429479892722, 'lng': 109.2504710201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dolan Gratisan,ChIJy4vKdNRfZS4RcnSON0V6xIg,"{'compound_code': 'H7V2+FP Grendeng, Banyumas Regency, Central Java, Indonesia', 'global_code': '6P4FH7V2+FP'}",0.0,ChIJy4vKdNRfZS4RcnSON0V6xIg,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJy4vKdNRfZS4RcnSON0V6xIg
OPERATIONAL,"Jl. Karang Kobar No.9, Glempang, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53115, Indonesia","{'location': {'lat': -7.4120017, 'lng': 109.2379376}, 'viewport': {'northeast': {'lat': -7.410678720107279, 'lng': 109.2393942298927}, 'southwest': {'lat': -7.413378379892723, 'lng': 109.2366945701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Mas Kemambang Park,ChIJz_qA2vVeZS4RKPy4ExjuIPg,"{'compound_code': 'H6QQ+55 Bancarkembar, Banyumas Regency, Central Java, Indonesia', 'global_code': '6P4FH6QQ+55'}",4.4,ChIJz_qA2vVeZS4RKPy4ExjuIPg,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",7908.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114298012859385480307"">Aziz Burhanudin</a>'], 'photo_reference': 'AUGGfZnFPCfdT3ng4OyXuX5RzlA7BNrUM-Q7JUgptXslZ-S4-zGTqyukLyv3DTJvPbZzBg_1oEHD0Lrb9M2wd4I-Z7UWc4uqcVQU30Ocr8LecISQYF34nReQ2yFN3A0NJMWeiJH4oYZdihJgVwadbvWTlCDWaLDq0NzLlDfR7FSUBNSXCRij', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJz_qA2vVeZS4RKPy4ExjuIPg
OPERATIONAL,"Jl. Gn. Slamet No.17, Bobosan, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53127, Indonesia","{'location': {'lat': -7.406149, 'lng': 109.2255151}, 'viewport': {'northeast': {'lat': -7.404847970107279, 'lng': 109.2267029798927}, 'southwest': {'lat': -7.407547629892723, 'lng': 109.2240033201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mbah roso,ChIJk4LHzWZfZS4RBUC0Y9N7LWA,"{'compound_code': 'H6VG+G6 Bobosan, Banyumas Regency, Central Java, Indonesia', 'global_code': '6P4FH6VG+G6'}",0.0,ChIJk4LHzWZfZS4RBUC0Y9N7LWA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJk4LHzWZfZS4RBUC0Y9N7LWA
OPERATIONAL,"H6P9+CV2, Gg. Rasam, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah, Indonesia","{'location': {'lat': -7.4139886, 'lng': 109.2196389}, 'viewport': {'northeast': {'lat': -7.413014270107278, 'lng': 109.2208591298927}, 'southwest': {'lat': -7.415713929892722, 'lng': 109.2181594701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot hunting kereta api tikungan rasam,ChIJ32FoFrtfZS4R7JFPRtbkSO0,,5.0,ChIJ32FoFrtfZS4R7JFPRtbkSO0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109672100829514312004"">Cyril Gifran</a>'], 'photo_reference': 'AUGGfZl21KbFbKIABOdO6XIBX363laiWQ0uRmvCBHyRWP8W4nn8P3qaOGerFVwYDsQh5baZ0K2dI_h9vAcQzl5BktyMU9Iwa16AhLC7Y1yXy_R41fLOaSc5p1v4rKudjpeQ6iWo-yFFqYZYJvhzdtxfD9hltXGn6UAxbkf4_1IREfhiVRdYD', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ32FoFrtfZS4R7JFPRtbkSO0
OPERATIONAL,"Jl. Riyanto No.6, Sumampir Kulon, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53126, Indonesia","{'location': {'lat': -7.3983238, 'lng': 109.2344937}, 'viewport': {'northeast': {'lat': -7.39696332010728, 'lng': 109.2358476298927}, 'southwest': {'lat': -7.399662979892724, 'lng': 109.2331479701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batas Purwosari-Sumampir 1,ChIJU-83lYRfZS4R6FikmBqiP30,"{'compound_code': 'J62M+MQ Sumampir, Banyumas Regency, Central Java, Indonesia', 'global_code': '6P4FJ62M+MQ'}",0.0,ChIJU-83lYRfZS4R6FikmBqiP30,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJU-83lYRfZS4R6FikmBqiP30
OPERATIONAL,"H6JC+7WR, Jl. St., Kober, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia","{'location': {'lat': -7.4192719, 'lng': 109.2222806}, 'viewport': {'northeast': {'lat': -7.417926470107277, 'lng': 109.2236558298927}, 'southwest': {'lat': -7.420626129892721, 'lng': 109.2209561701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Monumen Lokomotif Kebo Kuning Stasiun Purwokerto,ChIJvck9MABfZS4R41ytyqc_BvI,,5.0,ChIJvck9MABfZS4R41ytyqc_BvI,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116196680099654185751"">Ika Fitria</a>'], 'photo_reference': 'AUGGfZnEbb3V4h65ojyMofKbEhSB3XXU9GBi9WM8X0NzIFUdn0j7ZRqUuJm90KKt7DnaVEpAR5TsPAkY2mOWOpq_aKpdTz2SyBVIsIbtEwYjDGmnBlhJ35vGpAFwi8G5fX0Y6YSy_yX9bVIVWh7f5OWwU7tXdNpKrKp9rnD9ISnRyKzTlgmZ', 'width': 12000}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJvck9MABfZS4R41ytyqc_BvI
OPERATIONAL,"H6HQ+83F, Jl. Jend. Gatot Subroto, Brubahan, Purwanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia","{'location': {'lat': -7.421689600000001, 'lng': 109.2376741}, 'viewport': {'northeast': {'lat': -7.420339770107279, 'lng': 109.2390239298927}, 'southwest': {'lat': -7.423039429892722, 'lng': 109.2363242701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Pembangunan,ChIJFRQPJYpeZS4Rx1YrnAhudxU,,4.5,ChIJFRQPJYpeZS4Rx1YrnAhudxU,"['tourist_attraction', 'point_of_interest', 'establishment']",160.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108521155196511989703"">topan topian</a>'], 'photo_reference': 'AUGGfZkDcnL-IwsgaKzTtgeThDVeZpf63SvidVm_o4YOUpCMOcpGZvDGHLFWjfdFmAGkgOehQhPE9GEHIEr3KJJeGkrE7UTc3zqr00J0nDywpHm1bPb6LEsYZaU1RELwyeXYkZmcRruEGUZnqkx1On7MLlfJ0wVteKgdf8ptMe7ajEsx06Wy', 'width': 2268}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJFRQPJYpeZS4Rx1YrnAhudxU
OPERATIONAL,"H699+PPH, Gg. Cemp., Pasirmuncang Tengah, Pasirmuncang, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53137, Indonesia","{'location': {'lat': -7.430682399999999, 'lng': 109.2193489}, 'viewport': {'northeast': {'lat': -7.429309670107278, 'lng': 109.2206759298927}, 'southwest': {'lat': -7.432009329892722, 'lng': 109.2179762701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Hunting kereta dekat JPOM Pasir muncang(dpn Gg. Cempaka),ChIJEw2xP1BfZS4RdI1EwT0ixJA,,5.0,ChIJEw2xP1BfZS4RdI1EwT0ixJA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108244026505444903883"">A Google User</a>'], 'photo_reference': 'AUGGfZl5ZfQtPV008KusDjV9Kn-aQDVDCuwjWtdUaMfBSdminKbjFo6yaWmWR8g2guOMyXGADyHI2LaTmMaZqFfk2cKQt9x9j-55StuQBxRFHz3VThLw9fGleLY0fM988ltWM_OtLZTLpCsTWp11whmF0Tjep8jSQszn4gERGmuJSobIz7WZ', 'width': 995}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJEw2xP1BfZS4RdI1EwT0ixJA
OPERATIONAL,"H7J8+RCH, Gg. Jawadi, Kejawar, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia","{'location': {'lat': -7.4179317, 'lng': 109.2661082}, 'viewport': {'northeast': {'lat': -7.416592070107279, 'lng': 109.2674224298927}, 'southwest': {'lat': -7.419291729892723, 'lng': 109.2647227701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kelompok tani ikan mina mulya,ChIJV64Q_qJfZS4RqKtSKAuOAQQ,,5.0,ChIJV64Q_qJfZS4RqKtSKAuOAQQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103813915046349898419"">Pippo Ammar Sanjaya</a>'], 'photo_reference': 'AUGGfZnA9Txh5T3ORi45w9TAVMcAgLi6dv6GhzpGlIcU0KKFx4Q9udCdZ6480Ob2tSoFTmgHzViEKH0XOVEtyTIizCFxahq6RDo8Hv9I1qR7PEpftLlBd409xm7cR91b1tN4pFbevsBxh-mg-9jMvrNg91Sm5AhiFHKAthz6AUURjBQwUmqE', 'width': 3024}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJV64Q_qJfZS4RqKtSKAuOAQQ
OPERATIONAL,"Jl. Jend. Sudirman No.383, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia","{'location': {'lat': -7.425729800000001, 'lng': 109.2333954}, 'viewport': {'northeast': {'lat': -7.424411520107278, 'lng': 109.2347332798927}, 'southwest': {'lat': -7.427111179892722, 'lng': 109.2320336201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Pelangi Purwokerto,ChIJuYC-5WJeZS4RFvAAt2UylNs,"{'compound_code': 'H6FM+P9 Purwanegara, Banyumas Regency, Central Java, Indonesia', 'global_code': '6P4FH6FM+P9'}",4.3,ChIJuYC-5WJeZS4RFvAAt2UylNs,"['tourist_attraction', 'point_of_interest', 'establishment']",437.0,"[{'height': 718, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114982837918285093402"">galih tri</a>'], 'photo_reference': 'AUGGfZkCxG8Vm-BKjdF9YLPIQRufTy1-DKmiKowABCixxjKOCQUne2ovBwjeNGB-YOedr5AJeG_NnPmch4SHxfhMVa7AONM7ZsTnVC_EPscwUh5EzCn_GPaT_rnGKTCXGP0L8SElTr3UzOfJMEQ7GgW9j_ha-Ni7vLYR2_mevFqEbfjy7eGX', 'width': 1080}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJuYC-5WJeZS4RFvAAt2UylNs
