business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"RR29+39J, Unnamed Road, Patti, Kec. Moa Lakor, Kabupaten Maluku Barat Daya, Maluku, Indonesia","{'location': {'lat': -8.1997875, 'lng': 127.8183901}, 'viewport': {'northeast': {'lat': -8.196735149999999, 'lng': 127.8201484298927}, 'southwest': {'lat': -8.200804949999998, 'lng': 127.8174487701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Metiana,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101090127456974631577"">A Google User</a>'], 'photo_reference': 'AUGGfZnZSa0RH60IAtxl2oKWEf7ATnCqIRdWlP5SxVKtd5ZwGX8r3XW6iyZnirB0i2M0Gm1oHn_i2cEeibXBMc1bRdkzsAgcsSgTC221bxyeEt8d3me0kvU8Et2BPN7z1VXPJYulij7txMtnQwWXR3M9rPtx6BBSifFsYtUzG2_gUWOvrMqj', 'width': 4160}]",ChIJ5VHIaihzHS0Rp7xAhuL25xA,4.5,ChIJ5VHIaihzHS0Rp7xAhuL25xA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJ5VHIaihzHS0Rp7xAhuL25xA
OPERATIONAL,"QWHX+679, Klis, Moa Lakor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.221955, 'lng': 127.9482234}, 'viewport': {'northeast': {'lat': -8.219636450000003, 'lng': 127.9492880798927}, 'southwest': {'lat': -8.222727849999998, 'lng': 127.9465884201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Klis,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108780078988552395494"">David Alex Kliwas</a>'], 'photo_reference': 'AUGGfZmyjy-I88l3ALRgvUD8Th0Rb4OeJBZHSQTt71rfymeX36Q1Z1dyc0Hn45h3fDQ6ZzxkCkenDOSOHPYvCEhjqj8gT49rcMK2RCfng5ulfUq0CS5YJr-fbGRbL-VDkSl4zK3-5wQToLm0L5_F64oSQBJ37p70L8hQp7bN3kG-7Web6slx', 'width': 1440}]",ChIJFx4F-rF3HS0ROMN69rp9IPw,0.0,ChIJFx4F-rF3HS0ROMN69rp9IPw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJFx4F-rF3HS0ROMN69rp9IPw
OPERATIONAL,"RR2Q+52, Patti, Moa Lakor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.199611299999999, 'lng': 127.8375615}, 'viewport': {'northeast': {'lat': -8.198516020107277, 'lng': 127.8389637798927}, 'southwest': {'lat': -8.201215679892721, 'lng': 127.8362641201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Pait (Telaga) Patti,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104095177722516619030"">Gabriel Kheisa</a>'], 'photo_reference': 'AUGGfZnq735JZsprrr52FZgkEPcjFZb4OGNi3NdMoIQRTyfb-Z2U7CsJfEzVJbpayzYB-S2R66a94_8488hxJOWtSOtc7e-OQjUsvzsULb085ButbmYnZlydM-B5Maic9_UUEAkGUYuhLfYOCWdI5uz_-ZjPcRQWc_LyV38OdnUOrn4XyCWc', 'width': 4032}]",ChIJf6N0txNzHS0RtOUnFF3keXA,5.0,ChIJf6N0txNzHS0RtOUnFF3keXA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJf6N0txNzHS0RtOUnFF3keXA
OPERATIONAL,"RQRP+6G5, Kaiwatu, Kec. Moa Lakor, Kabupaten Maluku Barat Daya, Maluku, Indonesia","{'location': {'lat': -8.159480199999999, 'lng': 127.7863544}, 'viewport': {'northeast': {'lat': -8.158148220107277, 'lng': 127.7878460298927}, 'southwest': {'lat': -8.16084787989272, 'lng': 127.7851463701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Duyung,,ChIJ-bxYg4ptHS0R5VmWbAtWgi8,0.0,ChIJ-bxYg4ptHS0R5VmWbAtWgi8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-bxYg4ptHS0R5VmWbAtWgi8
CLOSED_TEMPORARILY,"RQ9V+C7, Wakarleli, Moa Lakor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.181391099999999, 'lng': 127.7931713}, 'viewport': {'northeast': {'lat': -8.179943720107277, 'lng': 127.7948080798927}, 'southwest': {'lat': -8.18264337989272, 'lng': 127.7921084201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Negeri Lama,,ChIJUeM3WyFtHS0R2zWyfM8mdk4,0.0,ChIJUeM3WyFtHS0R2zWyfM8mdk4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJUeM3WyFtHS0R2zWyfM8mdk4
OPERATIONAL,"RR44+9JQ, LAY EDEN, Patti, Kec. Moa Lakor, Kabupaten Maluku Barat Daya, Maluku, Indonesia","{'location': {'lat': -8.1940256, 'lng': 127.8066024}, 'viewport': {'northeast': {'lat': -8.19163295, 'lng': 127.8083928298927}, 'southwest': {'lat': -8.19482315, 'lng': 127.8056931701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LAY EDEN,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113637796452851838017"">A Google User</a>'], 'photo_reference': 'AUGGfZkPoU9-uRKvYWcicGvHLrYFpkA-IYqRfUvYuz-EUwxqylSwA35EsEnNZX3ABBFa8By_v011TpzjyUbh6mplGbAJjvGRINC0nJrp2QS8BI8kaIIUswmPmgnWcErndvEBef08SEu0GOK_s3P27CID1qQUjad2K6X0xti_k8uq_3jT4_Pt', 'width': 720}]",ChIJmRhO08ltHS0Ryap0qW6SBww,0.0,ChIJmRhO08ltHS0Ryap0qW6SBww,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJmRhO08ltHS0Ryap0qW6SBww
OPERATIONAL,"VR4R+5G, Kaiwatu, Moa Lakor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.144504999999999, 'lng': 127.841315}, 'viewport': {'northeast': {'lat': -8.143155170107276, 'lng': 127.8426648298927}, 'southwest': {'lat': -8.14585482989272, 'lng': 127.8399651701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali kucing,,ChIJlX7iX2pzHS0RiisnzyoQ7Wo,0.0,ChIJlX7iX2pzHS0RiisnzyoQ7Wo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJlX7iX2pzHS0RiisnzyoQ7Wo
OPERATIONAL,"VQ5X+CJ7, Kaiwatu, Moa Lakor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.144416399999999, 'lng': 127.9399347}, 'viewport': {'northeast': {'lat': -8.143644349999999, 'lng': 127.94508495}, 'southwest': {'lat': -8.146732549999998, 'lng': 127.93821795}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Syota,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112107329090128646560"">VICTOR KELPITNA</a>'], 'photo_reference': 'AUGGfZnya3vEkmhS8RC5gzMOnW_PsRx3CaLhm8BeQKxGjwjChHzw76Ni6WlHCXSpZYT8yrgStNTSyqHTG87TgJstg7BDWzDhwFqScTq03HS-Tl49_MS-Dj2WY7L0UffoDII0OOlU7vOjmVPmcKhWMv43KX74TojbqlC-sAIUy0opoECZFD3d', 'width': 4160}]",ChIJa43FqJZ1HS0RVNUnto3nECc,4.7,ChIJa43FqJZ1HS0RVNUnto3nECc,"['tourist_attraction', 'point_of_interest', 'establishment']",45,,,https://www.google.com/maps/place/?q=place_id:ChIJa43FqJZ1HS0RVNUnto3nECc
OPERATIONAL,"QVR3+P6, Patti, Moa Lakor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.208174, 'lng': 127.853125}, 'viewport': {'northeast': {'lat': -8.206842570107277, 'lng': 127.8544663298927}, 'southwest': {'lat': -8.20954222989272, 'lng': 127.8517666701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai De Haan,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115561006572241097699"">Hermawan Pratama</a>'], 'photo_reference': 'AUGGfZlIRVB34pFzVFED1D1xz8JQLlL_N-YI-UoBUjlJJ2k2l3WujZ9w2_dnJRtRlN_33s-bJF5d1aDCR1vvzB1Gn5KQJaY6zwdnwUb21vkr_JdgjLAYkkSLFAvzd7f4znJ93dihiqT17k5EdIO9hZJs3dINwrlbOU4tUgYrOx133K6Y9Se6', 'width': 1600}]",ChIJ7XuVFP5xHS0R59vesb_X3y8,5.0,ChIJ7XuVFP5xHS0R59vesb_X3y8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ7XuVFP5xHS0R59vesb_X3y8
OPERATIONAL,"RQMP+8RF, Wakarleli, Moa Lakor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.1666942, 'lng': 127.7870531}, 'viewport': {'northeast': {'lat': -8.16601695, 'lng': 127.7888545798927}, 'southwest': {'lat': -8.168725949999995, 'lng': 127.7861549201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai indah wakarleli,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102216584087109758078"">A Google User</a>'], 'photo_reference': 'AUGGfZnzhFSYGiAystIDvSrgpb1izGJECnTJyf311vJ2NYmm_f4c7SszIgUXp-LUL5MpWPlSSH0_o3WLf3jE_eCOPkukAo8W13NBeOQCx2D6xEXXN2KM7YloMFxpq0RI10higbg5M8yeqPRTrvpTHMaXJwLtXknHbL3DB01rkAE31GgHECU8', 'width': 960}]",ChIJ8-ktZYltHS0RFx72ytdFRhw,0.0,ChIJ8-ktZYltHS0RFx72ytdFRhw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ8-ktZYltHS0RFx72ytdFRhw
