business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"W578+5C, Lekloor, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.0870407, 'lng': 127.1660336}, 'viewport': {'northeast': {'lat': -8.085691520107279, 'lng': 127.1674166798927}, 'southwest': {'lat': -8.088391179892723, 'lng': 127.1647170201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jalur Keramat,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108208277222247618980"">A Google User</a>'], 'photo_reference': 'AUGGfZm1bTdEBuoOuVXU2ny70wiZZ7RECeLUrYqvtoDMgsxdcW6eNKq2x2Fih05FDObUSVqZMUlHOFlYRUraDpHYCIMxu_05oppzOwMFTrtdGdwcpQuyg-MOSnvIwk7t6zpnVAkIhs1XiLW5sH0OgvEAXaVKs1_lOv_EHnabg_zkbZt6B3Pv', 'width': 720}]",ChIJAYgmIdHPAi0RnCMY7_EcvHM,0.0,ChIJAYgmIdHPAi0RnCMY7_EcvHM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJAYgmIdHPAi0RnCMY7_EcvHM
OPERATIONAL,"V5XM+4J, Lekloor, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.1021733, 'lng': 127.1841164}, 'viewport': {'northeast': {'lat': -8.0993371, 'lng': 127.1866832}, 'southwest': {'lat': -8.103118699999998, 'lng': 127.1832608}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Do'a Kristen,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107391114705027877867"">A Google User</a>'], 'photo_reference': 'AUGGfZnIOQlhTT99wZGifV6YL5Zv-pRB6LRgVbBqylELTlies7k8B4JZd-ymHJ7oQCpcjiSgOvWRo5FILkyZ9gldyQmGxKpUGgQbxw-S3rsxtFuI0wcPRdBKOXG6lXWSkaSyP4hEAtd2bw4rXvzdzxgJv57SqGjYOC6nHZQwkiK9Ayqkh4jD', 'width': 640}]",ChIJrVkMcKvPAi0RC9g70u-RU4M,0.0,ChIJrVkMcKvPAi0RC9g70u-RU4M,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJrVkMcKvPAi0RC9g70u-RU4M
OPERATIONAL,"W5F2+85, Wonreli, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.0766972, 'lng': 127.1504647}, 'viewport': {'northeast': {'lat': -8.075948720107277, 'lng': 127.1521172798927}, 'southwest': {'lat': -8.078648379892721, 'lng': 127.1494176201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kisar Keramat Island,"[{'height': 528, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116521847867797092181"">A Google User</a>'], 'photo_reference': 'AUGGfZnREPHaLLiA6UW1ZGcq03uOoxcfegebYK87x_wmH3NtgVFe61ZHHOTmlSX7hSbID0_bcsPfy4oa3IaKBmJnw_qtVoz2U6CJlWE8Wj6CrwgDxxlclg64MGqBlATIszNTNUWt5AIshkOrXhU9oi0TMy_0jSmNocTEcnaAc6xm4SICLDJU', 'width': 720}]",ChIJpYGGjgbPAi0RQRk-Q8lnpdk,5.0,ChIJpYGGjgbPAi0RQRk-Q8lnpdk,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJpYGGjgbPAi0RQRk-Q8lnpdk
OPERATIONAL,"V5W5+9J, Lekloor, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.1040338, 'lng': 127.1591078}, 'viewport': {'northeast': {'lat': -8.102683970107277, 'lng': 127.1604576298927}, 'southwest': {'lat': -8.10538362989272, 'lng': 127.1577579701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kiou Beach,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107391114705027877867"">A Google User</a>'], 'photo_reference': 'AUGGfZloFhQHg3ni9iPv8SVk_G312p2FW1qo1KeuiytOZAh19jmZ8fOm8cJCE8AniQMECED6mHWiq429E9RaLB_u6WoS0_-5sc9SxYcvUGRPVNRwSqLuLg-i1uc-bX4gKWuFT7230QRBW2V4tX7y3Hs9lMZzY6RegS-VdNzB54M_wtGX9y5x', 'width': 720}]",ChIJy_6OcEHPAi0Rd3Xcwc2TsfY,5.0,ChIJy_6OcEHPAi0Rd3Xcwc2TsfY,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJy_6OcEHPAi0Rd3Xcwc2TsfY
OPERATIONAL,"W6M7+MF, Wonreli, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.0657943, 'lng': 127.213741}, 'viewport': {'northeast': {'lat': -8.064476770107277, 'lng': 127.2149844298927}, 'southwest': {'lat': -8.06717642989272, 'lng': 127.2122847701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Jawalang,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115683015252101997547"">Naga Narto</a>'], 'photo_reference': 'AUGGfZlhnBTKoqpt31rXcJr7cLfoEZW8HahYPFwFujtX-JfNBwQe-VfWEoztoMXF6U-IaphUPw1Vy5e4afu_i3F2DdQTWgpCJPRyCrq5QKCt2zn-OK-1R8Vx_1wmhBEVWdYQC94vM_0KaKGOIoApAsUcmOeJcr4MWMPVc2fwg4nBdpQdcTUx', 'width': 4608}]",ChIJ96TvEK3NAi0R3CH70dAEjPo,0.0,ChIJ96TvEK3NAi0R3CH70dAEjPo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ96TvEK3NAi0R3CH70dAEjPo
OPERATIONAL,"X6F4+4CG, Pur-Pura, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.027191199999999, 'lng': 127.2060844}, 'viewport': {'northeast': {'lat': -8.025828320107276, 'lng': 127.2074902298927}, 'southwest': {'lat': -8.02852797989272, 'lng': 127.2047905701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Uhum,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107014414295272820492"">Theo Andoko</a>'], 'photo_reference': 'AUGGfZncBO47UUWDVIxZNlEzgtwPpRyIUmx8tNjPa4UPG5E1Yt5tzNDQeLkfWfiKF6stIKpO1_qBvIAdE1c462RAXmIf6EoqXzRfw4ZT9uQSHXoqOKHteUq4XxW16OAW-fVU3MilApJEOCKXhzZrpv2-Nv71ZGTQ6GzLBjZWiGDPknD82FPG', 'width': 4608}]",ChIJWe8l_YPRAi0Rk384hOZTR6w,4.3,ChIJWe8l_YPRAi0Rk384hOZTR6w,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJWe8l_YPRAi0Rk384hOZTR6w
OPERATIONAL,"W47X+38, Lekloor, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.0872604, 'lng': 127.1483085}, 'viewport': {'northeast': {'lat': -8.085967420107279, 'lng': 127.1500192798927}, 'southwest': {'lat': -8.088667079892723, 'lng': 127.1473196201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Madalahar Beach,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100561903353358405155"">A Google User</a>'], 'photo_reference': 'AUGGfZkuU5XB_SGMNNJGJXBX_a_kyltVRQWFzd0mfoS3JMruYFNA13nCMqZEAM_AWdGhMPYiJgXeOGNUxR508PWBurUJaaqd5vXMLlFbRZxvu00D6Kl8gQ6J-EYF4f9SMMkrq8HdDJ3nSBRedpsXoR8erx2M-pQ3j8PkWz4sznO9rG0RpbOR', 'width': 3072}]",ChIJ40-4zCrPAi0RXboXF1TQQBY,4.0,ChIJ40-4zCrPAi0RXboXF1TQQBY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ40-4zCrPAi0RXboXF1TQQBY
OPERATIONAL,"X5PM+2R, Lebelau, North Kisar, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.014907599999999, 'lng': 127.1845106}, 'viewport': {'northeast': {'lat': -8.013557770107276, 'lng': 127.1858604298927}, 'southwest': {'lat': -8.01625742989272, 'lng': 127.1831607701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Portukil Beach,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107391114705027877867"">A Google User</a>'], 'photo_reference': 'AUGGfZkk_lPHTYTEYXUvyraZcb0h2luDWE8_twIPxJIR5RWyr1Vrys8H8wb3EUGRCHy4ox2GMOXV3bhZsQbJBw892xiNXinqwX3l8yVgC-2HdgfQXP45NfdU63trfzbhrcKuf93jun7CblYe_8271L7S3JE-C0EBu7lNJheAkeWXZM3ZU7vW', 'width': 720}]",ChIJbe1vZNLRAi0RgJPqp6NMnh0,0.0,ChIJbe1vZNLRAi0RgJPqp6NMnh0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJbe1vZNLRAi0RgJPqp6NMnh0
OPERATIONAL,"W4MV+P3, Kota Lama, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.0656913, 'lng': 127.142644}, 'viewport': {'northeast': {'lat': -8.064341470107276, 'lng': 127.1439938298927}, 'southwest': {'lat': -8.06704112989272, 'lng': 127.1412941701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tutu,"[{'height': 331, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107391114705027877867"">A Google User</a>'], 'photo_reference': 'AUGGfZlNV_Pv_FsqXF281opqhfbuRD0Evo6qnpF6sZGnixfP0bURhEqcKtUHDuYG1DiS-gWcBqVytr0r_7_r1AqaRy5teX8p1jhrOhp7ElfLUizdoJNxjL8PqHvnor05sP4HjwBuIeOuNr6YYVlV268HLD9dIfgJ1MxsrwVhwgPkF8ClNHMX', 'width': 582}]",ChIJFzA7-pPRAi0RcTnNGwfX3Yg,5.0,ChIJFzA7-pPRAi0RcTnNGwfX3Yg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJFzA7-pPRAi0RcTnNGwfX3Yg
OPERATIONAL,"W48X+6H, Wonreli, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia","{'location': {'lat': -8.084470099999999, 'lng': 127.1489724}, 'viewport': {'northeast': {'lat': -8.083125120107278, 'lng': 127.1502667298927}, 'southwest': {'lat': -8.085824779892722, 'lng': 127.1475670701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Fishing Area,,ChIJibgkbxLPAi0RVuT4UePCVzU,0.0,ChIJibgkbxLPAi0RVuT4UePCVzU,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJibgkbxLPAi0RVuT4UePCVzU
