business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,permanently_closed,url
OPERATIONAL,"45PP+C9H, Tambak, Pidodo Wetan, Kec. Patebon, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.863928, 'lng': 110.1859963}, 'viewport': {'northeast': {'lat': -6.862537070107278, 'lng': 110.1873459798927}, 'southwest': {'lat': -6.865236729892722, 'lng': 110.1846463201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot,ChIJCet-QQBbcC4RB826Nfzfitc,2.0,ChIJCet-QQBbcC4RB826Nfzfitc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCet-QQBbcC4RB826Nfzfitc
OPERATIONAL,"46PF+H63, Desa, Kartika Jaya, Kec. Patebon, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.8636085, 'lng': 110.2230483}, 'viewport': {'northeast': {'lat': -6.862258670107278, 'lng': 110.2243981298927}, 'southwest': {'lat': -6.864958329892722, 'lng': 110.2216984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tiban Island,ChIJEbd8Xc1bcC4RYmkc4lQNt5o,4.1,ChIJEbd8Xc1bcC4RYmkc4lQNt5o,"['tourist_attraction', 'point_of_interest', 'establishment']",161,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114490770215270438397"">ferry we</a>'], 'photo_reference': 'AUGGfZmHc0irK7NcbPoSv5bsvKqFl_1wnuWOpMTc_E9Utj1PIHtH1h9hdgKNnaswZSr7ZcF6TcqIiFDf3fflM3gWhT5NuJlypqDK1KM8eQ2oulTyGL-1AMmG8mRdZ11OREpZ83B6f4t-Y3U-AQPF8aCxWUI-dFb_ny23NcnC2c4K1PrGZ4rk', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJEbd8Xc1bcC4RYmkc4lQNt5o
OPERATIONAL,"36RF+RC, Banyutowo, Kec. Kendal, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.9078869, 'lng': 110.2235569}, 'viewport': {'northeast': {'lat': -6.906537070107277, 'lng': 110.2249067298927}, 'southwest': {'lat': -6.909236729892722, 'lng': 110.2222070701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Sambal,ChIJc8W_ZZFdcC4RJhY_bX9fud4,4.6,ChIJc8W_ZZFdcC4RJhY_bX9fud4,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117871882309534099869"">Misyoo Ahmed</a>'], 'photo_reference': 'AUGGfZlB3jG_8PBbNAFYfHpn9_Nt2huJ0HO_VbTlqncCrqxx1-ATUHqwE7YGrXkpW6ySwK51UZy7weRJ5sqy185rU9E5TZDyqNTgEDkc4nKaQbjiN3OqzYtODsKXveA2KKOZQ-jVUrz2wHSYe6zwB-9t6EdQoWR1wCtNsXjqxfOZgYfxtMW-', 'width': 2880}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJc8W_ZZFdcC4RJhY_bX9fud4
OPERATIONAL,"46P4+2G, Ujung Jaya, Kartika Jaya, Kec. Patebon, Kabupaten Kendal, Jawa Tengah 51351, Indonesia","{'location': {'lat': -6.8649609, 'lng': 110.206339}, 'viewport': {'northeast': {'lat': -6.863315920107278, 'lng': 110.2072926298927}, 'southwest': {'lat': -6.866015579892721, 'lng': 110.2045929701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambak Andreas,ChIJs3EoyjFbcC4RWavx1LCZc7w,5.0,ChIJs3EoyjFbcC4RWavx1LCZc7w,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109096192064028911575"">Dimas Haidar</a>'], 'photo_reference': 'AUGGfZk06SjrfTpvZ3M_bOrStkcQDt48mWCkYQ5KTZjCGz0FIrnlSZhmAqAZr67dcePQVugrtl0nfL3KxsMYTLpULisL723wTVib81-nxWx0_ucjcmRSbnjJswgy3eu6kZeg-mfrLCElkb-tSEhEns9eEj4JdrtaBY9DltdG945dFzmQHqb_', 'width': 3264}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJs3EoyjFbcC4RWavx1LCZc7w
OPERATIONAL,"45VF+553, Tegalan, Pidodo Kulon, Kec. Patebon, Kabupaten Kendal, Jawa Tengah 51351, Indonesia","{'location': {'lat': -6.856971799999999, 'lng': 110.1725827}, 'viewport': {'northeast': {'lat': -6.855582770107278, 'lng': 110.1739471298927}, 'southwest': {'lat': -6.858282429892721, 'lng': 110.1712474701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Parkiran pemancing,ChIJgYdBcABbcC4R10MclK8S4lk,0.0,ChIJgYdBcABbcC4R10MclK8S4lk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgYdBcABbcC4R10MclK8S4lk
OPERATIONAL,"45V9+6Q, Tegalan, Pidodo Kulon, Kec. Patebon, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.856995599999999, 'lng': 110.1694343}, 'viewport': {'northeast': {'lat': -6.856103920107278, 'lng': 110.17035445}, 'southwest': {'lat': -6.858803579892721, 'lng': 110.16667385}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Maek house,ChIJ80MGYwpbcC4R93liUAS_UKU,0.0,ChIJ80MGYwpbcC4R93liUAS_UKU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109439394915741880021"">johan zulfi</a>'], 'photo_reference': 'AUGGfZkd4zQbVffWAa-R90f5Xof-u2Mr0ZBdA2InBABZEp-BFg1xB6F4ZXToCvCDYAodkT1kvjtQH9VKeL-ISRWgn9l9yZbZJFgr22WYKAZwLHEtyUPPZ6zOszQulz99tK6f3E0m8a2z-xjO3VEEYFptLKw9nr1XYEgBf0aAOZwfET9cWcdt', 'width': 2160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ80MGYwpbcC4R93liUAS_UKU
OPERATIONAL,"36CQ+CRW, Krayapan, Purwokerto, Brangsong, Beberan, Purwokerto, Kec. Brangsong, Kabupaten Kendal, Jawa Tengah 51371, Indonesia","{'location': {'lat': -6.928896399999999, 'lng': 110.2395808}, 'viewport': {'northeast': {'lat': -6.927572870107279, 'lng': 110.2409162798927}, 'southwest': {'lat': -6.930272529892723, 'lng': 110.2382166201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Bladon Kendal,ChIJqQWhOJxecC4RsVDP4iQTWiY,4.0,ChIJqQWhOJxecC4RsVDP4iQTWiY,"['tourist_attraction', 'point_of_interest', 'establishment']",194,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117224056358124298413"">Selo Kendal</a>'], 'photo_reference': 'AUGGfZkKxShqEa0fSLhil1sCZoGd3TKIUUxMKNngjq7IbXNReEYtvVUNkWa0eYzEx5cCpmDc72GOueh1lupowZbVnzBwmIW8gllDBTbGxNQ_uT67BBwzFSmyol4ugUvuMa8Jthm2CeKtI8-y8QrX58hIwoUQBqZwPf3eLaANoiG-CEOTls07', 'width': 3264}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJqQWhOJxecC4RsVDP4iQTWiY
OPERATIONAL,"38H8+9C, Mororejo, Kendal Regency, Central Java, Indonesia","{'location': {'lat': -6.9215196, 'lng': 110.316013}, 'viewport': {'northeast': {'lat': -6.920169770107279, 'lng': 110.3173628298927}, 'southwest': {'lat': -6.922869429892723, 'lng': 110.3146631701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot kakap,ChIJfxSPaQBfcC4RSv2Ls2TCbfo,0.0,ChIJfxSPaQBfcC4RSv2Ls2TCbfo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfxSPaQBfcC4RSv2Ls2TCbfo
OPERATIONAL,"X7W6+RR, Molo, Darupono, Kec. Kaliwungu Sel., Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -7.002562999999999, 'lng': 110.262525}, 'viewport': {'northeast': {'lat': -7.001101870107279, 'lng': 110.2638132298927}, 'southwest': {'lat': -7.003801529892723, 'lng': 110.2611135701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SumurKramat,ChIJq0bkXgBhcC4R83xdcNvN26M,0.0,ChIJq0bkXgBhcC4R83xdcNvN26M,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJq0bkXgBhcC4R83xdcNvN26M
OPERATIONAL,"45J3+PVH, Gebang Dua, Korowelang Anyar, Kec. Cepiring, Kabupaten Kendal, Jawa Tengah 51352, Indonesia","{'location': {'lat': -6.8681928, 'lng': 110.1547297}, 'viewport': {'northeast': {'lat': -6.867109970107279, 'lng': 110.1565019298927}, 'southwest': {'lat': -6.869809629892723, 'lng': 110.1538022701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Jomblom,ChIJp2BDZh5bcC4RLAa-gEiHy9s,4.0,ChIJp2BDZh5bcC4RLAa-gEiHy9s,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107615216811359003186"">Kusuma Suma</a>'], 'photo_reference': 'AUGGfZl83oVXUALSYIdH8DPG2JgY6zfEYC6H5MKlP-M4RHB8ZT5iJEfPbt6ZtekXraP6tGzA-EKp4XV_Zz41KVc7TlHAALplsgu0BL1JKicn6M8KxMhvXnFIzrU-kcIE5Ad8CudRrxfdCNhEeigSHNvZiUH6Rm_JE-vNm_kTK4jR_BDUZOPa', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJp2BDZh5bcC4RLAa-gEiHy9s
