business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,permanently_closed,url
OPERATIONAL,"259M+7V, Kebonagung, Kec. Ngampel, Kabupaten Kendal, Jawa Tengah 51357, Indonesia","{'location': {'lat': -6.9815611, 'lng': 110.1845814}, 'viewport': {'northeast': {'lat': -6.980238870107279, 'lng': 110.1860576298927}, 'southwest': {'lat': -6.982938529892722, 'lng': 110.1833579701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Omah mburi,ChIJJTdSEFNdcC4R9DA07IuuX1g,0.0,ChIJJTdSEFNdcC4R9DA07IuuX1g,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJTdSEFNdcC4R9DA07IuuX1g
OPERATIONAL,"rt/rw 04/04, Bendan, Kebonagung, Kec. Ngampel, Kabupaten Kendal, Jawa Tengah 51357, Indonesia","{'location': {'lat': -6.9844594, 'lng': 110.1851647}, 'viewport': {'northeast': {'lat': -6.983111970107278, 'lng': 110.1865307298927}, 'southwest': {'lat': -6.985811629892722, 'lng': 110.1838310701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah mas beng,ChIJzfnbKZ9dcC4RKsl86ONrmPM,0.0,ChIJzfnbKZ9dcC4RKsl86ONrmPM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"{'compound_code': '258P+63 Kebonagung, Kendal Regency, Central Java, Indonesia', 'global_code': '6P5G258P+63'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJzfnbKZ9dcC4RKsl86ONrmPM
OPERATIONAL,"25CV+CVW, Area Persawahan, Ngampel Wetan, Kec. Ngampel, Kabupaten Kendal, Jawa Tengah 51357, Indonesia","{'location': {'lat': -6.9788751, 'lng': 110.1947057}, 'viewport': {'northeast': {'lat': -6.977501470107278, 'lng': 110.1958858798927}, 'southwest': {'lat': -6.980201129892722, 'lng': 110.1931862201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BUMDES BERKAH SEJAHTERA NGAMPELWETAN,ChIJP_hgfxhdcC4Rf1qO24tj77A,5.0,ChIJP_hgfxhdcC4Rf1qO24tj77A,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100978120734356247656"">fariddul ittihat</a>'], 'photo_reference': 'AUGGfZnuXaI1M1uBJJUsOdxjMstvImMH8Lj9cQcpXgYqj_PK7yUo2_Z9TXs993u5gpiLOs_j3lXJcfE9ngWYE1mv042BJER4u6Liwesopt0aumCbeNqjRQP92oU5pDpURJz4VY41pXlzM83kl1QJ6yM766rxrw9epPgq-7OdY4Yp3MjLXApZ', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJP_hgfxhdcC4Rf1qO24tj77A
OPERATIONAL,"X5VH+MR9, Hutan, Jatirejo, Kec. Ngampel, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -7.0055421, 'lng': 110.179658}, 'viewport': {'northeast': {'lat': -7.004197970107278, 'lng': 110.1810292298927}, 'southwest': {'lat': -7.006897629892721, 'lng': 110.1783295701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam keceh tirto pengilon,ChIJxR38b4JncC4RDJk3uRIM4Sc,4.8,ChIJxR38b4JncC4RDJk3uRIM4Sc,"['tourist_attraction', 'point_of_interest', 'establishment']",17.0,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111389402165719144981"">Sinank Simatupang</a>'], 'photo_reference': 'AUGGfZltLeRgcSvHaDa-4I4bjn8tAGS-iojNOpa50qGNrnOjsrZ6KALrtRwUQ9qusMe8pu5Kzw5oERDBd7pW26ccwgInS6Ld1kU1DIOIJmy0kzxzoycpqiLsNfjmb_AP1xJQYnIKLu6XaEGLBzK0hqH9tsgHZhLtMEodF9RKGmNIDGj_UYW7', 'width': 1080}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJxR38b4JncC4RDJk3uRIM4Sc
OPERATIONAL,"X5FG+445, Tanjung, Wonosari, Kec. Pegandon, Kabupaten Kendal, Jawa Tengah 51357, Indonesia","{'location': {'lat': -7.0272358, 'lng': 110.1753585}, 'viewport': {'northeast': {'lat': -7.025917470107278, 'lng': 110.1767080298927}, 'southwest': {'lat': -7.028617129892722, 'lng': 110.1740083701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WATD (Wonosari Agriculture Tourism Destination),ChIJ0YOtfgBncC4REibR4supmOA,0.0,ChIJ0YOtfgBncC4REibR4supmOA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0YOtfgBncC4REibR4supmOA
OPERATIONAL,"X5QP+9Q, Ngrawu, Tunggulsari, Kec. Brangsong, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -7.011562499999999, 'lng': 110.1869375}, 'viewport': {'northeast': {'lat': -7.010062170107278, 'lng': 110.1882173798927}, 'southwest': {'lat': -7.012761829892722, 'lng': 110.1855177201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GUNUNG KEPUH,ChIJf3X7knJncC4RgfDWMQ0KrmM,0.0,ChIJf3X7knJncC4RgfDWMQ0KrmM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJf3X7knJncC4RgfDWMQ0KrmM
OPERATIONAL,"X5QP+9FF, RW.Kedung_Pengilon-Kedung_Pucung, Ngrawu, Tunggulsari, Kec. Brangsong, Kabupaten Kendal, Jawa Tengah 51371, Indonesia","{'location': {'lat': -7.011569499999999, 'lng': 110.1861696}, 'viewport': {'northeast': {'lat': -7.010212270107277, 'lng': 110.1875216798927}, 'southwest': {'lat': -7.012911929892722, 'lng': 110.1848220201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedung Pengilon,ChIJ_dXKNadncC4R5lCX9QZ7olc,4.1,ChIJ_dXKNadncC4R5lCX9QZ7olc,"['tourist_attraction', 'point_of_interest', 'establishment']",446.0,,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110670092303014116274"">hendry febriari</a>'], 'photo_reference': 'AUGGfZkyJi74a6upXEZK7b8jGmbFXpV5Z0z3eSFCZGiJSXXlE3qARHerWj7IYZSEZ--blgnU2NIMPPgCBwWIpCCba06vlojP8PlJZhNVy3bYq4ci0qfBiq5uWm0ofgwO8h4TDRJv3lFxDOLWXcNwAYiEDj-9KOxHeLamlXgdI60WAP3Z5XHP', 'width': 4096}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ_dXKNadncC4R5lCX9QZ7olc
OPERATIONAL,"Klorak, Dempelrejo, Ngampel, Kendal Regency, Central Java 51357, Indonesia","{'location': {'lat': -6.9638164, 'lng': 110.1927283}, 'viewport': {'northeast': {'lat': -6.962460670107277, 'lng': 110.1940520798927}, 'southwest': {'lat': -6.965160329892721, 'lng': 110.1913524201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung entrepreneur Kids (KEK) BUMDes rejo Mulyo,ChIJb1Gu5nxdcC4RL07j5Qdfw-E,4.4,ChIJb1Gu5nxdcC4RL07j5Qdfw-E,"['tourist_attraction', 'point_of_interest', 'establishment']",18.0,"{'compound_code': '25PV+F3 Dempelrejo, Kendal Regency, Central Java, Indonesia', 'global_code': '6P5G25PV+F3'}","[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113653551788723752262"">Y_AG Ghofur Chanel</a>'], 'photo_reference': 'AUGGfZkwobOwYgcGBN9OF2M_XCsDnXXBohx_khhY0ZAweYp5Ag4QuRakkfJhkCgbrW-ME_O610ud3XNz2l-fJPlQ6SpydDMsCTc5WzvsXr81wYsUeYMBAJcZ1uPmIVDFgDxTXBodayKcqbKDDBVfCDlRVOjNY6dh91xg5krbyP5Z8uB309wb', 'width': 4000}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJb1Gu5nxdcC4RL07j5Qdfw-E
OPERATIONAL,"258R+X3C, Dukuh Sari, Ngampel Kulon, Kec. Ngampel, Kabupaten Kendal, Jawa Tengah 51357, Indonesia","{'location': {'lat': -6.9825626, 'lng': 110.1901443}, 'viewport': {'northeast': {'lat': -6.981214120107277, 'lng': 110.1914989298927}, 'southwest': {'lat': -6.98391377989272, 'lng': 110.1887992701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai menganti,ChIJH4IEUABdcC4Rg-yRTEStOxI,0.0,ChIJH4IEUABdcC4Rg-yRTEStOxI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJH4IEUABdcC4Rg-yRTEStOxI
OPERATIONAL,"2544+MHW, Tegalsari, Dawungsari, Kec. Pegandon, Kabupaten Kendal, Jawa Tengah 51357, Indonesia","{'location': {'lat': -6.9921397, 'lng': 110.156391}, 'viewport': {'northeast': {'lat': -6.990789870107278, 'lng': 110.1577408298927}, 'southwest': {'lat': -6.993489529892722, 'lng': 110.1550411701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KOLAM IKAN POKDAKAN KALITALANG,ChIJiUsW9BtncC4RZpoH7DW7tBI,5.0,ChIJiUsW9BtncC4RZpoH7DW7tBI,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118326074245100755388"">Hanung Rofian</a>'], 'photo_reference': 'AUGGfZmKL9XWlpP4LUjMfU-QL-qscvT9imiLZzduV2m3otg4TPDz9LL53VRfYQZcuHVvyVNutcoIjaSSGCDkbyDBwO2RRJLSdsAlBxrgyY3MibLz2X-plYxnLVPVJxFkNSPFWkytQQMmnIjYuh5MUqqHvS6AmJJt3x_NCwbdMEeix1r6KspL', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJiUsW9BtncC4RZpoH7DW7tBI
