business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,permanently_closed,url
OPERATIONAL,"33W6+M4F, Unit Desa Nelayan, Sendang Sikucing, Kec. Rowosari, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.9030344, 'lng': 110.0603861}, 'viewport': {'northeast': {'lat': -6.901781320107279, 'lng': 110.0617357298927}, 'southwest': {'lat': -6.904480979892723, 'lng': 110.0590360701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nicko,ChIJuapaOQBFcC4Ro9Groh7sUWc,0.0,ChIJuapaOQBFcC4Ro9Groh7sUWc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJuapaOQBFcC4Ro9Groh7sUWc
OPERATIONAL,"Aram-aram, Bulak, Rowosari, Kendal Regency, Central Java 51354, Indonesia","{'location': {'lat': -6.922806899999999, 'lng': 110.0672174}, 'viewport': {'northeast': {'lat': -6.921452070107278, 'lng': 110.0685177798927}, 'southwest': {'lat': -6.924151729892722, 'lng': 110.0658181201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Wisata, Hilling, Religi",ChIJl9gJXgBpcC4RYRLh9NbW7bI,0.0,ChIJl9gJXgBpcC4RYRLh9NbW7bI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},"{'compound_code': '33G8+VV Bulak, Kendal Regency, Central Java, Indonesia', 'global_code': '6P5G33G8+VV'}",,,https://www.google.com/maps/place/?q=place_id:ChIJl9gJXgBpcC4RYRLh9NbW7bI
OPERATIONAL,"23X4+87M, Tambak Roto, Tambaksari, Kec. Rowosari, Kabupaten Kendal, Jawa Tengah 51355, Indonesia","{'location': {'lat': -6.951655, 'lng': 110.0556731}, 'viewport': {'northeast': {'lat': -6.950285070107278, 'lng': 110.0570277798927}, 'southwest': {'lat': -6.952984729892722, 'lng': 110.0543281201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambakroto,ChIJv5FarOhDcC4RgmM065Fsg0A,5.0,ChIJv5FarOhDcC4RgmM065Fsg0A,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJv5FarOhDcC4RgmM065Fsg0A
OPERATIONAL,"32PV+59W, Karangan, Sendang Sikucing, Kec. Rowosari, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.9145071, 'lng': 110.0434439}, 'viewport': {'northeast': {'lat': -6.913176520107278, 'lng': 110.0447685298927}, 'southwest': {'lat': -6.915876179892722, 'lng': 110.0420688701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,wisata pemancingan tanggul,ChIJUfCDkHFBcC4R-yHWdKzRoDk,4.0,ChIJUfCDkHFBcC4R-yHWdKzRoDk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},,"[{'height': 3955, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109311839655408923317"">penyiek blasr</a>'], 'photo_reference': 'AUGGfZk_25ZZL09-dbKk8GnSJb5kG5Le8XprpsdV_nqAs1utlkqY7_Z_NizF7nPlx2R4ndNMtg0SjIWcb1d8JIXrH83mXYqpZe7da8ych-_Muqc8Z61KwllKtumU4D8yOK8vgpe3KGaOth2--uWZYqD_qTpUvMCwxR7Z-4tOTKEHjIoQg79L', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJUfCDkHFBcC4R-yHWdKzRoDk
OPERATIONAL,"23VQ+Q5G, Wonorejo, Wonotenggang, Kec. Rowosari, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.9555618, 'lng': 110.0879488}, 'viewport': {'northeast': {'lat': -6.954394370107279, 'lng': 110.0895262798927}, 'southwest': {'lat': -6.957094029892723, 'lng': 110.0868266201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,City View Danau Dayung Apung,ChIJCWtGXgBDcC4Rda8zlEPbxqI,0.0,ChIJCWtGXgBDcC4Rda8zlEPbxqI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCWtGXgBDcC4Rda8zlEPbxqI
OPERATIONAL,"Klampok, RT.03/RW.03, Sendang Sikucing, Rowosari, Kendal Regency, Central Java 51354, Indonesia","{'location': {'lat': -6.902416499999999, 'lng': 110.0660359}, 'viewport': {'northeast': {'lat': -6.901106270107277, 'lng': 110.0674299298927}, 'southwest': {'lat': -6.903805929892721, 'lng': 110.0647302701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Cahaya,ChIJJcOZVQxEcC4RDHvVYLyFfYA,4.2,ChIJJcOZVQxEcC4RDHvVYLyFfYA,"['tourist_attraction', 'point_of_interest', 'establishment']",3824,{'open_now': False},"{'compound_code': '33X8+29 Sendang Sikucing, Kendal Regency, Central Java, Indonesia', 'global_code': '6P5G33X8+29'}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101598941229156645145"">liontemple bazz</a>'], 'photo_reference': 'AUGGfZlfR9V0gn_rqfg8HuQDQ0F5eTNCDkZNufZwhB266Aco6YAVLH-EmyDZYzrBQ7jW_fQsz1RAjQKDzj7wB0jiJIc15LUd_DPFOp0fpdawyGvwgeWrWO9foOhMpclHJz2uEtQKbn-ozn2S4OJd_VCQWDM13FMoQoRYgpg0Rhnk-VsK8vtG', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJJcOZVQxEcC4RDHvVYLyFfYA
OPERATIONAL,"33VC+5PC, Klampok, Sendang Sikucing, Kec. Rowosari, Kabupaten Kendal, Jawa Tengah, Indonesia","{'location': {'lat': -6.9070541, 'lng': 110.0717661}, 'viewport': {'northeast': {'lat': -6.905876920107279, 'lng': 110.0730862298927}, 'southwest': {'lat': -6.908576579892723, 'lng': 110.0703865701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata desa Sendang sikucing,ChIJq0qjewBFcC4RO1vphdbUhHk,0.0,ChIJq0qjewBFcC4RO1vphdbUhHk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJq0qjewBFcC4RO1vphdbUhHk
OPERATIONAL,"326W+2JG, Unnamed Road Jl. Krajan, Krajan, Jatipurwo, Kec. Rowosari, Kabupaten Kendal, Jawa Tengah 51354, Indonesia","{'location': {'lat': -6.939945499999999, 'lng': 110.0465707}, 'viewport': {'northeast': {'lat': -6.938511670107277, 'lng': 110.0479541298927}, 'southwest': {'lat': -6.941211329892721, 'lng': 110.0452544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata kebun anggur dan edukasi,ChIJuaFPCepDcC4RGyGdR1VIhOI,0.0,ChIJuaFPCepDcC4RGyGdR1VIhOI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJuaFPCepDcC4RGyGdR1VIhOI
OPERATIONAL,"32WQ+4HH, Gempolsewu, Rowosari, Kendal Regency, Central Java, Indonesia","{'location': {'lat': -6.9046943, 'lng': 110.0389696}, 'viewport': {'northeast': {'lat': -6.903639900000001, 'lng': 110.0398359798927}, 'southwest': {'lat': -6.907857499999999, 'lng': 110.0371363201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,wisata pemancingan ikan laut,ChIJNzfPPClHcC4RwcUWdmrTtGI,4.2,ChIJNzfPPClHcC4RwcUWdmrTtGI,"['tourist_attraction', 'point_of_interest', 'establishment']",12,{'open_now': True},,"[{'height': 300, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101856056849365109372"">A Google User</a>'], 'photo_reference': 'AUGGfZnakQhB8bCke5ZxCKWOZGWBnNeO_zeTEQgE5a1WSMzL5kql-PhzyA2LXz0WuXEsI6tfL-oXykc1VQGwZa0-oPPptTHIkklYb-YVkkwbAjauKZ8vLi6tk2nZL26VqZ_YUw0VwHSePYYPTQSk8ZD-0XpSDtuVL651FJW7YVJIQAiJ53WT', 'width': 400}]",,https://www.google.com/maps/place/?q=place_id:ChIJNzfPPClHcC4RwcUWdmrTtGI
OPERATIONAL,"32WV+35Q Pantai Moro, Gubugsari, Gempolsewu, Kec. Rowosari, Kabupaten Kendal, Jawa Tengah 51354, Indonesia","{'location': {'lat': -6.904794099999999, 'lng': 110.0429701}, 'viewport': {'northeast': {'lat': -6.903671820107278, 'lng': 110.0441887298927}, 'southwest': {'lat': -6.906371479892722, 'lng': 110.0414890701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Moro,ChIJUVM9YodHcC4RxnqjZai6Y38,5.0,ChIJUVM9YodHcC4RxnqjZai6Y38,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113679141491658552996"">kristiawan adi pratomo</a>'], 'photo_reference': 'AUGGfZkm-kHj9Sxi9R2GGxXreh0yc5FhWs3QSL7f27wVjL5Fn9RhTfM-cOJrrxnWzPKfAJwY5sYSjGmgeOJ1L4smud9DddAXKOwZ0cVuR3KKwdphsYbHA_es_H2OQlYNP2XJmuZOSBqguRPHjmiQZfmYMI2xK3Ne5PIB9HRyhK6pBcgLs8SL', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJUVM9YodHcC4RxnqjZai6Y38
