formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,permanently_closed,url
"Metro Kibang, East Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.186649, 'lng': 105.3158477}, 'viewport': {'northeast': {'lat': -5.168113, 'lng': 105.3702089}, 'southwest': {'lat': -5.24053, 'lng': 105.2760651}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Metro Kibang,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101564334660847303545"">A Google User</a>'], 'photo_reference': 'AUGGfZl3PWqPQiZHLIrLuay7v4DmoExlc7fZIPU_QCJ_mHYN923p4dN48JV4nouyka2SK_wjHUDlDYPE-F9dCP1ME9BAlhy6A58JGBGbyONrRyjTB0phVlxoB69S75hnQsCbTayk47lSZcDX68FoFsFFj_J7mU37zpz-dP8EmuPvAY83lOi-', 'width': 3024}]",ChIJ5QLyPqjAQC4RgrIIIqevN4Y,ChIJ5QLyPqjAQC4RgrIIIqevN4Y,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5QLyPqjAQC4RgrIIIqevN4Y
"Kibang, Metro Kibang, East Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.20107, 'lng': 105.3101915}, 'viewport': {'northeast': {'lat': -5.178984, 'lng': 105.33609}, 'southwest': {'lat': -5.216570099999999, 'lng': 105.2872189}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kibang,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114728574492777770020"">A Google User</a>'], 'photo_reference': 'AUGGfZkJ6dEkDx2ZI2T0bAwiD6iCqWpW8drXcEkdRFVdLvRMGOp_KSIsen6ufczGoDVHpL9OVhUKQjklyvFSeOWg1JC1dS9aQ112of2jM4pkLln24OsOyllxl3dmvNja6yYb4V5UMhNr0asLamPlSx4o0cIs20UGmx8-6IRoeg4bOLteECYz', 'width': 4080}]",ChIJ-6rYl6y4QC4Rsdyb6-TUNck,ChIJ-6rYl6y4QC4Rsdyb6-TUNck,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-6rYl6y4QC4Rsdyb6-TUNck
"Q8PJ+74Q, Margo Jaya, Metro Kibang, East Lampung Regency, Lampung 34335, Indonesia","{'location': {'lat': -5.2142838, 'lng': 105.3303682}, 'viewport': {'northeast': {'lat': -5.212811020107278, 'lng': 105.3317765298927}, 'southwest': {'lat': -5.215510679892722, 'lng': 105.3290768701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WAY PADAS FISHING,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106124117787019017179"">hasan hartono</a>'], 'photo_reference': 'AUGGfZmjquB8t_Wsyo2Gx7hpoRbKYzsa9k760KQ0cwt-weRxITUxRtH-2J2Db3aPYH8MilsrnwI6XFZWMX2qtRVD4RFhwVQDgoCRNDKygHsMbj2MBgMJSm8zC5dY0Gk3xlELB_p-AXI7KPCeBG93RBTmBWrSKK9mANib57egLfa6rqv_34aM', 'width': 4160}]",ChIJGcatnfjBQC4RQ9H_QcfQ4Hw,ChIJGcatnfjBQC4RQ9H_QcfQ4Hw,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.8,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJGcatnfjBQC4RQ9H_QcfQ4Hw
"R74X+8QF, Unnamed Road, Kibang, Kec. Metro Kibang, Kabupaten Lampung Timur, Lampung 34333, Indonesia","{'location': {'lat': -5.1941776, 'lng': 105.2994359}, 'viewport': {'northeast': {'lat': -5.192832120107278, 'lng': 105.3008280298927}, 'southwest': {'lat': -5.195531779892722, 'lng': 105.2981283701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata Melon SS Farm,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109225122177840016719"">Slamet Susanto</a>'], 'photo_reference': 'AUGGfZn7pic9xMSGyosPw5hWnC93FlGAGxKUWson01XIqnrFe5a0Lic0_TpJTff7-kfDW0zufCBkdJ1JfWxr_o-3ADdcIo5adSgqxmg-mIGF5EGdOU9eeArfWGaI7R5Iq56hDeICswKRAmDfnF5Zrq1Z7imsLbF-RGePba0mcVPSBd5CvsSx', 'width': 2256}]",ChIJ-QTJVSu5QC4R7jXSJTuKroM,ChIJ-QTJVSu5QC4R7jXSJTuKroM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-QTJVSu5QC4R7jXSJTuKroM
"R8C8+Q8G, Margo Toto, Metro Kibang, East Lampung Regency, Lampung 34331, Indonesia","{'location': {'lat': -5.1780453, 'lng': 105.3152411}, 'viewport': {'northeast': {'lat': -5.176840420107278, 'lng': 105.3166226798927}, 'southwest': {'lat': -5.179540079892722, 'lng': 105.3139230201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBUN BIZI AVOFARM,"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117175242109428402213"">A Google User</a>'], 'photo_reference': 'AUGGfZkcugpCKhqIizbIlpKNYy--pCWZOrazC6mnDulXoHDCb8t6h5z9HySQlxSG1GXgp-k4_64R3ODm8z79FTslXJeTXrEunAiWmoP0J7dylzHzSOPtKqKeBGSotywyJOpxCGwIf68PjEBJFH2qd79WVKjBV9MUKIYOPpq5_MYYgHqZZVCk', 'width': 4080}]",ChIJL90J1Om_QC4R3Sa5gz-8XOE,ChIJL90J1Om_QC4R3Sa5gz-8XOE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJL90J1Om_QC4R3Sa5gz-8XOE
"R8CF+6M2, Unnamed Road, Margo Toto, Kec. Metro Kibang, Kabupaten Lampung Timur, Lampung 34331, Indonesia","{'location': {'lat': -5.1794801, 'lng': 105.3241538}, 'viewport': {'northeast': {'lat': -5.178141620107279, 'lng': 105.3255113298927}, 'southwest': {'lat': -5.180841279892722, 'lng': 105.3228116701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun jeruk BW Pak Eko,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115073998205223137407"">A Google User</a>'], 'photo_reference': 'AUGGfZlbFAcWkUn7GueanPVSfb9kVmFM92PGiUOvsmatBBdFNE5IkHSUghJhK4x4YoIMuxxQn9lfDsPO7Rr5gaIvD8jdMb4Fikc-ruDnZUCj5oFy5JuwS0e5MnATtugzcLSLTfEx2KFatMCJ8tMyJGXAKs1R9e2uhHYgawGJzDxyVcjdDiiH', 'width': 4160}]",ChIJc8Mgsz2_QC4RhuFvIofp9pU,ChIJc8Mgsz2_QC4RhuFvIofp9pU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJc8Mgsz2_QC4RhuFvIofp9pU
"R868+GHX, Margo Toto, Metro Kibang, East Lampung Regency, Lampung 34331, Indonesia","{'location': {'lat': -5.189591, 'lng': 105.315595}, 'viewport': {'northeast': {'lat': -5.188089720107278, 'lng': 105.3172766798927}, 'southwest': {'lat': -5.190789379892722, 'lng': 105.3145770201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Jeruk Pak Budi 1,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102090813207965377855"">A Google User</a>'], 'photo_reference': 'AUGGfZlTEwGFa1ukg_GpXi6JcGK3MEmmjDjdLg_RSYZQng1HaYaxnVzWCGHozgs1xTWoD3Sj8dmS6NWBTFQZ8lp-lFuoXMSIxZuXQxqA0d8N42f3nw3AUGG0qfCywv2dPVjNlob0qklCMR-TAWFXgH5DWa0yaIK9QNZm3hbalgfCpTYxkJ45', 'width': 3456}]",ChIJ_6SxR4S_QC4RaeSm-Nn8uBs,ChIJ_6SxR4S_QC4RaeSm-Nn8uBs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_6SxR4S_QC4RaeSm-Nn8uBs
"R8C7+5V6, Margo Toto, Metro Kibang, East Lampung Regency, Lampung 34331, Indonesia","{'location': {'lat': -5.1795933, 'lng': 105.3146484}, 'viewport': {'northeast': {'lat': -5.178257220107279, 'lng': 105.3159331798927}, 'southwest': {'lat': -5.180956879892722, 'lng': 105.3132335201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galatama Lele Margototo,,ChIJDzWSaOG_QC4RlhFFIos_bxI,ChIJDzWSaOG_QC4RlhFFIos_bxI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJDzWSaOG_QC4RlhFFIos_bxI
"Q7VQ+R8J, Purbo Sembodo, Metro Kibang, East Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.2054028, 'lng': 105.2882621}, 'viewport': {'northeast': {'lat': -5.204043770107278, 'lng': 105.2899184298927}, 'southwest': {'lat': -5.206743429892722, 'lng': 105.2872187701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ladang Dakhri,,ChIJj0OWvgjHQC4RdOE-8zzkiRg,ChIJj0OWvgjHQC4RdOE-8zzkiRg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJj0OWvgjHQC4RdOE-8zzkiRg
"Q7RW+96V, Purbo Sembodo, Metro Kibang, East Lampung Regency, Lampung 35362, Indonesia","{'location': {'lat': -5.2090112, 'lng': 105.2955575}, 'viewport': {'northeast': {'lat': -5.207650670107277, 'lng': 105.2969842298927}, 'southwest': {'lat': -5.210350329892721, 'lng': 105.2942845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu pagar nusa purbosembodo,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117415548990661088817"">A Google User</a>'], 'photo_reference': 'AUGGfZkx99rS5A1z41omTqOW8_PhKEY-u0gJu8FL0fj-nOl0DTL50Sp1hMWAk5vXty7-WEXkHoPmOspUc_D5eeMCzfz7mgsvGe0sZ2mBN5PKWWR3qOQqQF7vcoP1I0t3BSm1smUVo6h0Lee-3f-pYNA8XC1gWLAL9iXdAgRJY9RmISipIx4P', 'width': 3472}]",ChIJm5_Q0rrHQC4RO_OwiScsVEs,ChIJm5_Q0rrHQC4RO_OwiScsVEs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJm5_Q0rrHQC4RO_OwiScsVEs
