formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Bontomanai, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.0227721, 'lng': 120.4782836}, 'viewport': {'northeast': {'lat': -5.977284999999999, 'lng': 120.568193}, 'southwest': {'lat': -6.1243421, 'lng': 120.4479741}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bontomanai,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105001160829700190564"">intan bintang</a>'], 'photo_reference': 'AUGGfZl3YvTI_VS-G8RIjdcMOWalmR3AZctVpqboOAaIUD42ixCKP5_5yBECAU2djIRlG7WslH-XUJ6FkJ77IBOKsicIZHUPML3Oovby3m8Ym0rI4mlme6xnVaU_LN-yJeZK0ebDzXlfjd7GD0dY4nrE3NdXC2uFB1mI-wpaY3TI6OHEg3z3', 'width': 3264}]",ChIJo8uFHBnKuy0RkLu3Qmw3S7M,ChIJo8uFHBnKuy0RkLu3Qmw3S7M,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJo8uFHBnKuy0RkLu3Qmw3S7M
"WGR8+29, Bontomarannu, Bontomanai, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.059937499999999, 'lng': 120.5159375}, 'viewport': {'northeast': {'lat': -6.056866849999999, 'lng': 120.51684035}, 'southwest': {'lat': -6.06096105, 'lng': 120.51322895}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Skyland Bolonglangi',"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116123995857279111895"">Risal Arpin</a>'], 'photo_reference': 'AUGGfZng9E3zsQfQj0nJnosxIdTz16j9zHX-u3E0XcMpmhuMTgA5-gCFIVnC39EcODFCQnlNigWHzfrIdFjm9okJAS2BCai8NlxHdon1FewzHh5SCAQyjKjdlNTQ3UxcuxwwZFn2H-ozOegjCgEdiI8mon1Jtd1N4Cxxd0rwLk-S7yIFGKTr', 'width': 4080}]",ChIJu1k3IQDLuy0RKSvqu67gNHE,ChIJu1k3IQDLuy0RKSvqu67gNHE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.8,4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJu1k3IQDLuy0RKSvqu67gNHE
"VFFF+W9X, Putabangung, Bontoharu, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.1250939, 'lng': 120.4734797}, 'viewport': {'northeast': {'lat': -6.122884950000002, 'lng': 120.4748197298927}, 'southwest': {'lat': -6.125871949999999, 'lng': 120.4721200701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Bonto Kalihara (Bukit Semut) Selayar,"[{'height': 8160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106977815776664826786"">A Google User</a>'], 'photo_reference': 'AUGGfZn4R58HNrV8dt_ES7oCZ6vE9_9vAVdSSv5-r5HaRN7RiE5lwNjT-_WnkoSwBqV-SUFalBTDoj0dSzEe3I68Z35_f8H_riXDdOPWvwlao3hY3_HeDcXdVAEDewX9fVQhdNZZsxEK2Lcb6vGKFf1aLUanXnI-egiOkGD8K_6fipSgzGa6', 'width': 6120}]",ChIJm4c-uXg1ui0RBFvXRUewAm8,ChIJm4c-uXg1ui0RBFvXRUewAm8,"['tourist_attraction', 'lodging', 'health', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,15.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJm4c-uXg1ui0RBFvXRUewAm8
"XF72+23, Barugaiya, Bontomanai, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.0375236, 'lng': 120.4504722}, 'viewport': {'northeast': {'lat': -6.036164020107278, 'lng': 120.4516210798927}, 'southwest': {'lat': -6.038863679892723, 'lng': 120.4489214201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Halona waterboom,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117781697982069063556"">Gumala rubiah</a>'], 'photo_reference': 'AUGGfZlcYC4oK1GaI6bWgJRiyXCCsaTI1dEkuafokpj7P1QF4gYIg09nBXlaOsvp4jYOywOLr0HJNtLywtvKdIsQ-1dHF8BjhOAnKTU63AxpRlaukAK3H2Xo2G9CKnnXOuL8_8wqbPnRY_tZwR4e6SDCAYJYXyJzQTsai4NAWoIW-sB9cJ3c', 'width': 4608}]",ChIJT0XKdQfJuy0RN9c_esODYRg,ChIJT0XKdQfJuy0RN9c_esODYRg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.2,25.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJT0XKdQfJuy0RN9c_esODYRg
"VGQV+MM, Bontomarannu, Bontomanai, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.1115487, 'lng': 120.5442053}, 'viewport': {'northeast': {'lat': -6.110198870107277, 'lng': 120.5455551298927}, 'southwest': {'lat': -6.112898529892721, 'lng': 120.5428554701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Liang Karese,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104904764075269167325"">A Google User</a>'], 'photo_reference': 'AUGGfZmuLwBb6pkjYuumVXgKMbDrBhAT82S02zbt8qEu1tvUAsBFLdv44kNZSm7JMCttw9uTney1Q0I_tHIPIbrlL3JU4JvWPvJCeAlxf74DfQXLB4niCstUZtAHFE-poXQ8vJLh6cV4yIKEhqws3EZH4viB9VJ5J8rVVWrV9VED6JuwFiFM', 'width': 720}]",ChIJeSJkTTm1uy0RCPd7eqK-Hdo,ChIJeSJkTTm1uy0RCPd7eqK-Hdo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJeSJkTTm1uy0RCPd7eqK-Hdo
"XGH4+HV, Bonea Makmur, Bontomanai, Selayar Islands Regency, South Sulawesi 92851, Indonesia","{'location': {'lat': -6.0210865, 'lng': 120.5072437}, 'viewport': {'northeast': {'lat': -6.0203922, 'lng': 120.5087455298927}, 'southwest': {'lat': -6.0231694, 'lng': 120.5060458701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lembang Tambera Jaya,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105301214150078972006"">Sadaruddin Armu</a>'], 'photo_reference': 'AUGGfZlI3BFi9nv6cbxeMVoqI-wJRnIJ_9PcA4HhqWiZAULDoT792hj7nLxjUnF0xPOeUrKx_MVlyYbf48DggMu_f4jgD9ks9nyUZk8ccJKBDZUuwE3El-jxErzePek5BznArwMqqZwHLtkQ2vfbHysT44QeCE9a8LS_FbZGYb8dwPz6u4gP', 'width': 1920}]",ChIJl3e8JiTJuy0RYMGr1LWoC6I,ChIJl3e8JiTJuy0RYMGr1LWoC6I,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJl3e8JiTJuy0RYMGr1LWoC6I
"XG2G+RPH, Unnamed Road, Bonea Tim., Kec. Bontomanai, Kab. Kepulauan Selayar, Sulawesi Selatan 92851, Indonesia","{'location': {'lat': -6.0479489, 'lng': 120.526858}, 'viewport': {'northeast': {'lat': -6.046599070107279, 'lng': 120.5282078298928}, 'southwest': {'lat': -6.049298729892723, 'lng': 120.5255081701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bontona Tihu,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100410975086867181737"">Andi Suaib</a>'], 'photo_reference': 'AUGGfZkHP3PnY_JZYi-MHU2muRPQ2kOwLKdiaRyrdSSrVYx8xMC2-IQhXa-B-wko2_IpvJRAhrwjfaW1htM10xPvoC_mRsyKS-CueSoS8bE0BacSsFE51fg2AxnIvNKCyF5rw9AsJ9dcfKvW9QtlTZ1v6VfFSlud_6DK4wdIG099Gf1x-PZp', 'width': 4608}]",ChIJp6P1z_rLuy0RCpUlee5nsnU,ChIJp6P1z_rLuy0RCpUlee5nsnU,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJp6P1z_rLuy0RCpUlee5nsnU
"Bontomarannu, Bontomanai, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.089093999999999, 'lng': 120.5394232}, 'viewport': {'northeast': {'lat': -6.061564000000001, 'lng': 120.557281}, 'southwest': {'lat': -6.1243421, 'lng': 120.5068849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bontomarannu,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114822855240113208409"">Yandi thasbih akbar</a>'], 'photo_reference': 'AUGGfZnsQoeKRlM9VzNMxHRuwSAY1eYrTEZli2f8U6_-LRm6Wpt1FV5edaZqrrQex0g8QGlMUIzWiLB20j6LRTSkAn7bxhVM-WRGSNM5mASnlRm_26B-8NRaCMkOm5-TNbWb3wRAxrXwQzIIYG1UidziGZZuE42o-GeohVr7SZhR2SgBGT9_', 'width': 4160}]",ChIJ8Qyjv2O1uy0RHOq5YqRBt3I,ChIJ8Qyjv2O1uy0RHOq5YqRBt3I,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8Qyjv2O1uy0RHOq5YqRBt3I
"WFXC+VMX, Mare Mare, Bontomanai, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.050251599999999, 'lng': 120.4717368}, 'viewport': {'northeast': {'lat': -6.048715070107278, 'lng': 120.4730577298927}, 'southwest': {'lat': -6.051414729892722, 'lng': 120.4703580701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Ere Mata,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117044692309472639390"">alfa fajrin</a>'], 'photo_reference': 'AUGGfZkCd92rUGdJk0hw8uEA0T_6SBvo4Vk5fT-8VczRBGYLhM6BW8k7gNHMQ3uN6cG4B-P7WNpxzJSQ0AiobyW79D3_jkGg33JQFacQ-1S0ccvSMG1YRexNEY4GIox-ZLfdnDrPbzMh2AdNcrhnnQD3nNUbwmCwKQq4l689-mj7sFUtr0o', 'width': 4000}]",ChIJWWvTTILJuy0R3ECk1Ei2ULc,ChIJWWvTTILJuy0R3ECk1Ei2ULc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.8,4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJWWvTTILJuy0R3ECk1Ei2ULc
"VCJC+8PC, Bontolebang, Bontoharu, Selayar Islands Regency, South Sulawesi, Indonesia","{'location': {'lat': -6.119198799999999, 'lng': 120.4217739}, 'viewport': {'northeast': {'lat': -6.117848970107278, 'lng': 120.4231237298927}, 'southwest': {'lat': -6.120548629892721, 'lng': 120.4204240701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Terusan Bontolebang,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105646986746829328312"">Coolkid Albajemy</a>'], 'photo_reference': 'AUGGfZnkaCOJhH9fbFgHgB7fbLMUqOFF5lmpBmdMPVk-IKI5v0PWqZtlPfZw0elKVca3ODlu4yKWSSopHeEamKodkc-gXuz5FkS-HUz-N0r-Tb8Dvq296mgGNs3kAGZqbFTe9iiH8Hpfkc7RJueYJdl7GmpkXfiZuggNlRt7H0fCRphKDW3H', 'width': 4160}]",ChIJwUve2tLNuy0R83Nbv9-_V8Q,ChIJwUve2tLNuy0R83Nbv9-_V8Q,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.0,1.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJwUve2tLNuy0R83Nbv9-_V8Q
