business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,price_level,url
OPERATIONAL,"9WCV+5X7, Gg. Kali Jl. Silugonggo, Area Hutan Dan Pegunungan, Tajungsari, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia","{'location': {'lat': -6.629584299999999, 'lng': 110.9449367}, 'viewport': {'northeast': {'lat': -6.628786820107277, 'lng': 110.9467690798927}, 'southwest': {'lat': -6.631486479892721, 'lng': 110.9440694201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tretes,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103735274534982044041"">Jonathan Hendri Wicaksono</a>'], 'photo_reference': 'AUGGfZmVtKVMVQP9tg0cbjJk5rmBEXeB2oa9vpxlpYWUGOQaM7D2dLemSFyxfcQ4TWzfZGEWR9zogbay6XAbjBl6TZ17yQxuaj_XcILk6Y14F6mM7Gu71wO0yo6jtQ0UcdbosmXZbCZHCGbah02Z0NV9aj4JcaqePF7zZQBlKJbYZfKgOA9X', 'width': 4608}]",ChIJ15Qy5NXXcC4RefSOWdYQoKQ,4.2,ChIJ15Qy5NXXcC4RefSOWdYQoKQ,"['tourist_attraction', 'point_of_interest', 'establishment']",80.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ15Qy5NXXcC4RefSOWdYQoKQ
OPERATIONAL,"9WGW+P55, Pagonan, Gunungsari, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia","{'location': {'lat': -6.623229599999999, 'lng': 110.9454885}, 'viewport': {'northeast': {'lat': -6.621875820107277, 'lng': 110.9468392798927}, 'southwest': {'lat': -6.624575479892721, 'lng': 110.9441396201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Pinus Gunungsari,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114134449279893701544"">DELTA AERIAL</a>'], 'photo_reference': 'AUGGfZlqVFrMRvH62cK2qGHSEXqJU33MvwcAeYl3OVp7Pbig28sNGgdvBYPih2rfjCoKKPUxLooDD7ujPOMA96qe5PO4jj7FpBuYIwRoh7mDpjUNfyZvZJcRZZvIy7Ih4U45EgXekgbFstPR7x0x_TowMx1HAiHmFU7AJ1rbxLjf8oprx2f7', 'width': 4608}]",ChIJdZiiCCwocS4RxUFq5wRqRd4,4.3,ChIJdZiiCCwocS4RxUFq5wRqRd4,"['tourist_attraction', 'point_of_interest', 'establishment']",280.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJdZiiCCwocS4RxUFq5wRqRd4
OPERATIONAL,"Gang 5, RT.1/RW.3, Tlogorejo, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia","{'location': {'lat': -6.7130205, 'lng': 111.0164592}, 'viewport': {'northeast': {'lat': -6.711760270107279, 'lng': 111.0177858298927}, 'southwest': {'lat': -6.714459929892723, 'lng': 111.0150861701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBUN NDESO,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106349797981696134752"">A Google User</a>'], 'photo_reference': 'AUGGfZlb9abwrTFvt81Ev-PZmPqyVHdsh8usFMwH_XHcAd9Fg9IwPBa1s4kVgv3AxdXuldHt_em8Oww-zfr2jz6euHQQp6tZgLMGQqenhR_53Vm_vHN3An8i3MYfX-CJo-tW6vrYqkv_813uPlbAE0n8Px94IPPQ2DnKMj7uXNRrRS5pxcyp', 'width': 1728}]",ChIJszXaGwPTcC4R61PpbSi8zzA,0.0,ChIJszXaGwPTcC4R61PpbSi8zzA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"{'compound_code': '72P8+QH Tlogorejo, Pati Regency, Central Java, Indonesia', 'global_code': '6P5H72P8+QH'}",,,https://www.google.com/maps/place/?q=place_id:ChIJszXaGwPTcC4R61PpbSi8zzA
OPERATIONAL,"9WMG+95H, Area Hutan Dan Pegunungan, Gunungsari, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia","{'location': {'lat': -6.6165731, 'lng': 110.9254923}, 'viewport': {'northeast': {'lat': -6.61101695, 'lng': 110.9289501}, 'southwest': {'lat': -6.61842515, 'lng': 110.9243397}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Kali Peken ꦧꦚꦸꦢꦿꦺꦴꦗꦺꦴꦒ꧀ꦏꦭꦶꦥꦼꦏꦼꦤ꧀,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106928304848329010142"">A Google User</a>'], 'photo_reference': 'AUGGfZnEI2GEQVzrYeWnyibWtddrm3Tsy0uuzsgaR-Vx8Ft2u3t-To5SZqs-IrPQTeGSVFgcBlo5gkzaqzknXJZ8kLbSfwLyx3e_1ZQJdaUatZRdK1_RtvVZ2zmvYN_o0kThmrcQBXUwURZ9CPP3irs2U5S3H1Mw3BAOZh_sokxiDJ6azb42', 'width': 3120}]",ChIJe6i2NRYocS4R0KrFQKO_pWI,3.3,ChIJe6i2NRYocS4R0KrFQKO_pWI,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJe6i2NRYocS4R0KrFQKO_pWI
OPERATIONAL,"Jatiurip, Sumbermulyo, Tlogowungu, Pati Regency, Central Java 59161, Indonesia","{'location': {'lat': -6.6671195, 'lng': 111.0117639}, 'viewport': {'northeast': {'lat': -6.665524070107278, 'lng': 111.0131615298927}, 'southwest': {'lat': -6.668223729892722, 'lng': 111.0104618701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Jati Urip Pati,,,ChIJgTQ9Z9jVcC4Rq40nmj3jaO8,3.3,ChIJgTQ9Z9jVcC4Rq40nmj3jaO8,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"{'compound_code': '82M6+5P Sumbermulyo, Pati Regency, Central Java, Indonesia', 'global_code': '6P5H82M6+5P'}",,,https://www.google.com/maps/place/?q=place_id:ChIJgTQ9Z9jVcC4Rq40nmj3jaO8
OPERATIONAL,"72Q8+Q4J, RT.01/RW.04, Demangan, Tlogorejo, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia","{'location': {'lat': -6.7105479, 'lng': 111.0152515}, 'viewport': {'northeast': {'lat': -6.709172270107278, 'lng': 111.0166050798927}, 'southwest': {'lat': -6.711871929892722, 'lng': 111.0139054201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PUTRO JALER FARM,{'open_now': True},"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102348733072959800814"">Bimatama putra</a>'], 'photo_reference': 'AUGGfZnXc9b5zjXEK9mvzdGQ8TwAqM2MaO9e8zVxBYyaW_yFExapyAfqWC_X3sSJI7iutPgNQQOLlQ41tVQ1eXNBPXYaD2E8xseo64LE7dRR71evP4pd3cCwB9qebCiLD9DwAYclgFbI9srANmAbC3eZimgd7gWYwJH8zCcvrNLXgVB6LdOb', 'width': 1000}]",ChIJr8mYSCbTcC4RgS5e50q3Avk,5.0,ChIJr8mYSCbTcC4RgS5e50q3Avk,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJr8mYSCbTcC4RgS5e50q3Avk
OPERATIONAL,"9222+GG8, Lahar, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia","{'location': {'lat': -6.6487025, 'lng': 111.001332}, 'viewport': {'northeast': {'lat': -6.647218270107278, 'lng': 111.0027180298927}, 'southwest': {'lat': -6.649917929892721, 'lng': 111.0000183701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lumbung wisata,,,ChIJH9izlpnVcC4R59R-OGBoSOM,5.0,ChIJH9izlpnVcC4R59R-OGBoSOM,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJH9izlpnVcC4R59R-OGBoSOM
OPERATIONAL,"Tlogowungu,Cabak,Brito 01/01, Area Perkebunan, Tajungsari, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia","{'location': {'lat': -6.6360448, 'lng': 110.9719214}, 'viewport': {'northeast': {'lat': -6.634678720107278, 'lng': 110.9732772298927}, 'southwest': {'lat': -6.637378379892722, 'lng': 110.9705775701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam dan Religi Nyai Ageng Kenduruan,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101820926658470232045"">Sunarwi Aditama</a>'], 'photo_reference': 'AUGGfZmPnfbfWpu6Avr1DKwlssAPATEWw3SwXZf4e3WuTPd-kuT2HI2YISrKSMb51p4mHSiZac8nj2jAAe0Bs0lv1aFGTIJSLI_wghU31SM9JivOqGimh6FwhB_Whicfe2-Sp_VpYOBM5RiUmowBeWdNJlnjrD2tFU1dNApSkbDKmLHxoJqQ', 'width': 4624}]",ChIJa6UwSa3XcC4RCNAH8LxHfdI,5.0,ChIJa6UwSa3XcC4RCNAH8LxHfdI,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"{'compound_code': '9X7C+HQ Tajungsari, Pati Regency, Central Java, Indonesia', 'global_code': '6P5G9X7C+HQ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJa6UwSa3XcC4RCNAH8LxHfdI
OPERATIONAL,"9X43+5Q6, Jonggol, Sitiluhur, Kec. Gembong, Kabupaten Pati, Jawa Tengah 59162, Indonesia","{'location': {'lat': -6.6445789, 'lng': 110.9543931}, 'viewport': {'northeast': {'lat': -6.643703420107278, 'lng': 110.9558090298927}, 'southwest': {'lat': -6.646403079892722, 'lng': 110.9531093701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tedunan,{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104419331423019532173"">bambang susanto</a>'], 'photo_reference': 'AUGGfZk6xlibz6bu2J10mhUXXUE21HZv32AArj50Q5Jen8oPNn5PAf9JRLxQU-KyG-Lm6Cyzl4HxKC43pEzGcPZA5Z8w_U5X9_NKs8LYPwgTzPfaiAo1yfsf4jgDfn55fkJrRiRbBeWRCZKDYaoKWYn0nDsAuJL1I5pIP9RBMMZc15shkKRw', 'width': 3000}]",ChIJ6bvMQjTWcC4R8PLZqS4DXo4,4.2,ChIJ6bvMQjTWcC4R8PLZqS4DXo4,"['tourist_attraction', 'point_of_interest', 'establishment']",239.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6bvMQjTWcC4R8PLZqS4DXo4
OPERATIONAL,"Tempur city, Area Perkebunan, Tajungsari, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah, Indonesia","{'location': {'lat': -6.6435369, 'lng': 110.9717819}, 'viewport': {'northeast': {'lat': -6.642130270107277, 'lng': 110.9731182298927}, 'southwest': {'lat': -6.644829929892721, 'lng': 110.9704185701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempur city,,,ChIJe-oQxrHXcC4R-axZb5kocHE,0.0,ChIJe-oQxrHXcC4R-axZb5kocHE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"{'compound_code': '9X4C+HP Tajungsari, Pati Regency, Central Java, Indonesia', 'global_code': '6P5G9X4C+HP'}",,,https://www.google.com/maps/place/?q=place_id:ChIJe-oQxrHXcC4R-axZb5kocHE
