formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"Jakenan, Pati Regency, Central Java, Indonesia","{'location': {'lat': -6.762137999999999, 'lng': 111.1682495}, 'viewport': {'northeast': {'lat': -6.748417099999999, 'lng': 111.1787829}, 'southwest': {'lat': -6.771515, 'lng': 111.16022}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jakenan,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102567168843401711818"">daru k</a>'], 'photo_reference': 'AUGGfZmo6h4seNgR_h6F15AXhLU0xtXAIXbtSM8auf0ewViz03nit4BRK_tlA4iCVbQK6aDF2Hyh4YI4D7q1NYX_kYSDI4JuHNq7gQKB8sd1bUIdkSInY6f5oCBuyTotBgtnmVm-oLrc4OE0puBAG8C73i1maBa1VMfEiqJVunX0af7Kb1jq', 'width': 1280}]",ChIJFd68c-otdy4REcBBVpJi6ws,ChIJFd68c-otdy4REcBBVpJi6ws,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJFd68c-otdy4REcBBVpJi6ws
"Jakenan, Pati Regency, Central Java, Indonesia","{'location': {'lat': -6.7612846, 'lng': 111.1555159}, 'viewport': {'northeast': {'lat': -6.7323339, 'lng': 111.188982}, 'southwest': {'lat': -6.797846, 'lng': 111.0644711}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jakenan,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108734071419084383780"">Mahfud Evendy</a>'], 'photo_reference': 'AUGGfZnReac66PXLmSUY0lmC6v2wVUHlRAOzFgUwUMrOq7kFSyYwIJD2l-90eJeZJMkDt9uSvmSkiykiEnKazJSL-65LaAYuYNyKqOPiBB2ubKDCBpViT4MhZfsvdQwwKCzAnjKe_N-WpoMX6WZZLVR1HYeHZwSb2r8Y8IsmmTaoFnc2GB7B', 'width': 3000}]",ChIJX_iYBWwtdy4REPNS43Z6AgQ,ChIJX_iYBWwtdy4REPNS43Z6AgQ,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJX_iYBWwtdy4REPNS43Z6AgQ
"64Q2+CFV, Area Sawah, Tlogorejo, Kec. Jakenan, Kabupaten Pati, Jawa Tengah 59182, Indonesia","{'location': {'lat': -6.7615213, 'lng': 111.1010037}, 'viewport': {'northeast': {'lat': -6.760661170107277, 'lng': 111.1023081298927}, 'southwest': {'lat': -6.763360829892721, 'lng': 111.0996084701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN KAWA KAWA DS.TLOGOREJO,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118223657549834551598"">A Google User</a>'], 'photo_reference': 'AUGGfZleici9FZb3HHsBh8SdO6zSVVIlSD1GL0x0yQ10nwOfTEwL3Lzl4TwjOvK0ihUTwzp6ER3vGyMjj5z6P7X-JeGXIvYU3oO87K_pKFxSVn-rx43aHTXRxUiWLVYh-VKej8Cm8RkrJq46QHRrbcxL8aVXk0dmGt7T29ktfZ1mewfCULs-', 'width': 1920}]",ChIJL32Pbustdy4RHEuTicM0Kto,ChIJL32Pbustdy4RHEuTicM0Kto,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJL32Pbustdy4RHEuTicM0Kto
"Jl. Jakenan - Jaken, Debak, Jakenan, Kec. Jakenan, Kabupaten Pati, Jawa Tengah 59182, Indonesia","{'location': {'lat': -6.7617975, 'lng': 111.1641693}, 'viewport': {'northeast': {'lat': -6.760449520107279, 'lng': 111.1654656298927}, 'southwest': {'lat': -6.763149179892722, 'lng': 111.1627659701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun-Alun Jakenan,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103574148712567405936"">A Google User</a>'], 'photo_reference': 'AUGGfZlRqCbzWSWzwxw5O2CWgFXIDWXz-1E_gmHNE01Whx5_ovZ_2UPx4r0E_cwrlsjJXmYhrsKhMEt8j_H-vAPqxIm5rpaulr5EnNPT-bEbRXfF0cH-98H6sSGAvPPVynoWNOpXIfeSGTYfwRc1SZ-0rIjOdKF9GggmDvVC88XH0PLF2_V1', 'width': 1080}]",ChIJidWGzkMtdy4R-P9elFqiO2w,ChIJidWGzkMtdy4R-P9elFqiO2w,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,328.0,{'open_now': True},"{'compound_code': '65Q7+7M Jakenan, Pati Regency, Central Java, Indonesia', 'global_code': '6P5H65Q7+7M'}",https://www.google.com/maps/place/?q=place_id:ChIJidWGzkMtdy4R-P9elFqiO2w
"Glonggong, Jakenan, Pati Regency, Central Java, Indonesia","{'location': {'lat': -6.7527515, 'lng': 111.1250285}, 'viewport': {'northeast': {'lat': -6.745985, 'lng': 111.135038}, 'southwest': {'lat': -6.761536, 'lng': 111.1148301}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Glonggong,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113068501711798999541"">A Google User</a>'], 'photo_reference': 'AUGGfZmDWSii7EW_fwESEMEpmwt_Z9EOJ8uWMbVb_3_6aIw-ke85Vuk6oIVWVFbIh0lurr53pETYjRLwmvyh08BEhK2yb5rJW6Y5wEpCUEAeq-BYw6MChql1ak_196ktm2B0kDDJ31OGwlLpoIsepHajQlT77eqnI9U5rQdFD7DIEZ6zWGmc', 'width': 1844}]",ChIJK1Rr3hAtdy4R_zbtRdkGvUA,ChIJK1Rr3hAtdy4R_zbtRdkGvUA,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK1Rr3hAtdy4R_zbtRdkGvUA
"733F+8F4, Tambahrejo, Sugiharjo, Kec. Pati, Kabupaten Pati, Jawa Tengah 59119, Indonesia","{'location': {'lat': -6.7461258, 'lng': 111.0732543}, 'viewport': {'northeast': {'lat': -6.744829120107278, 'lng': 111.0746370298927}, 'southwest': {'lat': -6.747528779892722, 'lng': 111.0719373701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Kecek Galipat,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107226800399899068559"">Nurhadi Salam Apa</a>'], 'photo_reference': 'AUGGfZkK0XqzkkETsmpW-RhBAGUuKd-ULXDA4BMaLA-uxm_dOQN6wBjWMYt1ZbPO9kHwQro4YWGUMwMWVAvGonJ45ArimkkIjD91d_M5fCiGBNabDzu-6O5XbtPW2PAwySDjjKMIZhWkzGeWS6kqTJR0npBc-nW1YIGlLH-dxTN4yVTqyDmg', 'width': 3264}]",ChIJMTupAsbTcC4RU4FXEik2plQ,ChIJMTupAsbTcC4RU4FXEik2plQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,10.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJMTupAsbTcC4RU4FXEik2plQ
"Pati Regency, Central Java, Indonesia","{'location': {'lat': -6.7449635, 'lng': 111.0460407}, 'viewport': {'northeast': {'lat': -6.404484999999999, 'lng': 111.270889}, 'southwest': {'lat': -7.003668999999999, 'lng': 110.803238}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pati Regency,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100430391002423805182"">Munib Adja</a>'], 'photo_reference': 'AUGGfZmKkjIrQOQqbtEUrYqT2yPSoflgleo0MENijHtU1Nq04-n0rDzfIqvZSqfk40Bu1juMXmfi9ArGww-YHTK_W2KfWcdld3ZVc7ZoPfsz-M67vlegkBScP2NVgYet7PnAm6ro5qwP5dBeV4u8IQP4BmCHlluYRZOEzAXGMpQR0vmfFIKr', 'width': 720}]",ChIJlawfoIfTcC4RILtS43Z6AgM,ChIJlawfoIfTcC4RILtS43Z6AgM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJlawfoIfTcC4RILtS43Z6AgM
"Dk, kelingan, Purworejo, Kec. Pati, Kabupaten Pati, Jawa Tengah 59119, Indonesia","{'location': {'lat': -6.7272912, 'lng': 111.0822962}, 'viewport': {'northeast': {'lat': -6.725918520107277, 'lng': 111.0836300298927}, 'southwest': {'lat': -6.728618179892722, 'lng': 111.0809303701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapura Dukuh Kelingan desa Purworejo kec. Pati,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113043138467813425082"">A Google User</a>'], 'photo_reference': 'AUGGfZmkBsU8-wmSRJrPF7JRWD537DK2AKAbsKPcn9S5HX29vSMfPB4RVYG6kAkG5bKKuhwZ8Snq5bpAwI3c19WTgKMHhYkMil9Xt9a0bxVzIqjDZabJWm773U5-7wczoME9LRJyZa8qxQ6pLewZ7G1FyRSfeUIV7zOxaFnFtv__00pPuVtT', 'width': 4160}]",ChIJY_iJcDfTcC4RpIF-wFSZ250,ChIJY_iJcDfTcC4RpIF-wFSZ250,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,79.0,{'open_now': True},"{'compound_code': '73FJ+3W Purworejo, Pati Regency, Central Java, Indonesia', 'global_code': '6P5H73FJ+3W'}",https://www.google.com/maps/place/?q=place_id:ChIJY_iJcDfTcC4RpIF-wFSZ250
"449H+V82, Area Sawah, Guyangan, Kec. Winong, Kabupaten Pati, Jawa Tengah 59181, Indonesia","{'location': {'lat': -6.8803531, 'lng': 111.1282542}, 'viewport': {'northeast': {'lat': -6.878885270107278, 'lng': 111.1295052298927}, 'southwest': {'lat': -6.881584929892722, 'lng': 111.1268055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gerojokan Tapen Cabean,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102474731768904191359"">A Google User</a>'], 'photo_reference': 'AUGGfZn0CQQG6WZfoYYpWpQpkWLR5eU5RuV-w9UGCgB0O8GrrOTzwl7_clrlZhn22Tit27dSyt0P7mz53BV2Ow095rem_kvJgdYmAKze5TfG8PvxCaS1VNgQw0PjSfg_TS3FrOEFBkja2TZBtcPfyyl_6JBMVBl3uy1UnepzgHEn54lb3Ton', 'width': 4128}]",ChIJ9Ru0GBk1dy4RjEmVfGD9Kjs,ChIJ9Ru0GBk1dy4RjEmVfGD9Kjs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.8,18.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9Ru0GBk1dy4RjEmVfGD9Kjs
"65XQ+RM9, Sawah, Sukoagung, Kec. Batangan, Kabupaten Pati, Jawa Tengah 59186, Indonesia","{'location': {'lat': -6.7504528, 'lng': 111.1892303}, 'viewport': {'northeast': {'lat': -6.748771170107277, 'lng': 111.1928945}, 'southwest': {'lat': -6.751470829892721, 'lng': 111.1880089}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung sukoagung,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106119969873075334926"">A Google User</a>'], 'photo_reference': 'AUGGfZlFXHHZ_ilIxPHXzIcy28wJGBQr0S6ZAKIl6RivynVf0hrO3odQCrmD1aKY_CH5QHx-2UyVWsvn32XKwTGwO069RsXkHKZfY3U4N2rj9NVwzHFmhYT4wgTTha2ynzJPjO9JUnl5U44PE0FULGOArhLhdsOjQGPIHdSYwRHsYQt4mnUD', 'width': 4000}]",ChIJmw50KYsvdy4RTG_reblyL0k,ChIJmw50KYsvdy4RTG_reblyL0k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,53.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJmw50KYsvdy4RTG_reblyL0k
